logFC,AveExpr,t,P.Value,adj.P.Val,B,feature,analysis,contrast_id,contrast,n_pairs,state,program,program_label,contrast_label,state_label
-0.0595049278458778,-0.169602396158907,-2.03430333296175,0.0813097335914113,0.176651787376521,-4.69464499922662,CXCR4 neutrophil||OSM_inflammation,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,CXCR4 neutrophil,OSM_inflammation,OSM inflammation,Dual vs UC,CXCR4
0.0148254549700271,0.0134228078930695,0.394485261811526,0.704941744423256,0.816248335647981,-6.4149852557112,CXCR4 neutrophil||Proliferation_stress,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,CXCR4 neutrophil,Proliferation_stress,Proliferation/stress,Dual vs UC,CXCR4
-0.00999585454160948,-0.0985727749624334,-0.54173252019765,0.604774986368032,0.739169427783151,-6.34041189532746,CXCR4 neutrophil||Type_I_interferon,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,CXCR4 neutrophil,Type_I_interferon,Type I interferon,Dual vs UC,CXCR4
0.0612540880790951,-0.0076077278519995,0.719643353070744,0.503877879750541,0.65207725614776,-6.01831796564092,MX1/ISG neutrophil||CXCR4_aging_retention,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,MX1/ISG neutrophil,CXCR4_aging_retention,CXCR4 aging/retention,Dual vs UC,MX1/ISG
0.0882288793021671,0.0123636761924785,2.9680436023922,0.0311150862488483,0.120336081645475,-3.42266779083201,MX1/ISG neutrophil||Degranulation,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,MX1/ISG neutrophil,Degranulation,Degranulation,Dual vs UC,MX1/ISG
0.0604425477390767,0.0178452773458924,2.30715114644087,0.0689998325644321,0.168666257379723,-4.23108042667016,MX1/ISG neutrophil||Immature_granulopoiesis,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,MX1/ISG neutrophil,Immature_granulopoiesis,Immature granulopoiesis,Dual vs UC,MX1/ISG
-0.000252366369322592,0.101995299924802,-0.00756649217830226,0.994254659042883,0.994254659042883,-6.30368165710688,MX1/ISG neutrophil||OSM_inflammation,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,MX1/ISG neutrophil,OSM_inflammation,OSM inflammation,Dual vs UC,MX1/ISG
0.0866039387355888,0.0742534730273327,1.9896909441652,0.103123803016743,0.181497893309468,-4.63060048916576,MX1/ISG neutrophil||Proliferation_stress,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,MX1/ISG neutrophil,Proliferation_stress,Proliferation/stress,Dual vs UC,MX1/ISG
0.0480127492099317,0.472888358440435,1.14616557223842,0.303458671401018,0.417255673176399,-5.62971909778231,MX1/ISG neutrophil||Type_I_interferon,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,MX1/ISG neutrophil,Type_I_interferon,Type I interferon,Dual vs UC,MX1/ISG
-0.143915356638583,-0.539639831441304,-2.58866828096873,0.0359495403115352,0.121675367208273,-3.89759763796511,OSM neutrophil||CXCR4_aging_retention,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,OSM neutrophil,CXCR4_aging_retention,CXCR4 aging/retention,Dual vs UC,OSM
0.0636042994289541,-0.112653293643484,2.93853189554011,0.0217070561670663,0.119388808918865,-3.39290445435602,OSM neutrophil||Degranulation,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,OSM neutrophil,Degranulation,Degranulation,Dual vs UC,OSM
0.0564374408849759,-0.0396594743397717,2.72826279162716,0.029352831419476,0.120336081645475,-3.69558151830129,OSM neutrophil||Immature_granulopoiesis,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,OSM neutrophil,Immature_granulopoiesis,Immature granulopoiesis,Dual vs UC,OSM
-0.0762755090589439,0.18911273052442,-2.70320748950143,0.0304366324533374,0.120336081645475,-3.73179932763192,OSM neutrophil||OSM_inflammation,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,OSM neutrophil,OSM_inflammation,OSM inflammation,Dual vs UC,OSM
0.040431956380788,-0.0205530880993553,1.94604281360469,0.0926196885775479,0.177936788901748,-4.8185188608136,OSM neutrophil||Proliferation_stress,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,OSM neutrophil,Proliferation_stress,Proliferation/stress,Dual vs UC,OSM
0.00990217472233381,-0.115250644441521,0.560923837810052,0.592307245950661,0.739169427783151,-6.32909209278843,OSM neutrophil||Type_I_interferon,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,OSM neutrophil,Type_I_interferon,Type I interferon,Dual vs UC,OSM
-0.150948770805344,-0.676922006675916,-1.92658095116323,0.111811121077687,0.189218820285317,-4.70984948774681,PADI4 neutrophil||CXCR4_aging_retention,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,PADI4 neutrophil,CXCR4_aging_retention,CXCR4 aging/retention,Dual vs UC,PADI4
0.391291300502348,1.34351069826071,6.71540968817758,0.00109632694284302,0.0241191927425465,-0.158639396117952,PADI4 neutrophil||Degranulation,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,PADI4 neutrophil,Degranulation,Degranulation,Dual vs UC,PADI4
0.465953162427061,1.60335816903301,3.81300386080527,0.0123932779131312,0.104992573575639,-2.48457839632353,PADI4 neutrophil||Immature_granulopoiesis,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,PADI4 neutrophil,Immature_granulopoiesis,Immature granulopoiesis,Dual vs UC,PADI4
-0.109068660310498,-0.286950980536679,-1.85029673895709,0.123331177836628,0.20098414165969,-4.80527893953402,PADI4 neutrophil||OSM_inflammation,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,PADI4 neutrophil,OSM_inflammation,OSM inflammation,Dual vs UC,PADI4
-0.309951175557816,0.338737440026257,-1.17753572836247,0.291827705713278,0.414207066173686,-5.59669785538101,PADI4 neutrophil||Proliferation_stress,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,PADI4 neutrophil,Proliferation_stress,Proliferation/stress,Dual vs UC,PADI4
-0.00348397323508681,-0.104666277483628,-0.127616270624881,0.903412358293231,0.96951570158298,-6.29428428363706,PADI4 neutrophil||Type_I_interferon,State-specific functional programs,UD_vs_UF,Dual blockade vs UC,6,PADI4 neutrophil,Type_I_interferon,Type I interferon,Dual vs UC,PADI4
-0.327802508225569,0.251898990997409,-4.2451651877282,0.00126791361905895,0.00464901660321616,-1.58835648106998,CXCR4 neutrophil||CXCR4_aging_retention,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,CXCR4 neutrophil,CXCR4_aging_retention,CXCR4 aging/retention,FB-dependent α5β1i,CXCR4
0.118880106614889,0.0230948352378023,2.94878343161498,0.0123110572451793,0.0270843259393945,-3.91594036438213,CXCR4 neutrophil||Degranulation,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,CXCR4 neutrophil,Degranulation,Degranulation,FB-dependent α5β1i,CXCR4
0.252979189676019,0.0101641908643802,4.778557944595,0.000473566628350922,0.00195346234194755,-0.590749436615885,CXCR4 neutrophil||Immature_granulopoiesis,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,CXCR4 neutrophil,Immature_granulopoiesis,Immature granulopoiesis,FB-dependent α5β1i,CXCR4
-0.276320653191283,-0.141082040321921,-5.00525515824821,0.000324447356214732,0.00152953753644088,-0.197998509244838,CXCR4 neutrophil||OSM_inflammation,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,CXCR4 neutrophil,OSM_inflammation,OSM inflammation,FB-dependent α5β1i,CXCR4
0.0744590939907075,-0.0186081434454782,1.43327661214746,0.177786455789136,0.255084914827891,-6.41255328199858,CXCR4 neutrophil||Proliferation_stress,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,CXCR4 neutrophil,Proliferation_stress,Proliferation/stress,FB-dependent α5β1i,CXCR4
0.0322685382081248,-0.0820590015265444,0.921908285114406,0.37495444686165,0.441910598086944,-6.99246591784422,CXCR4 neutrophil||Type_I_interferon,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,CXCR4 neutrophil,Type_I_interferon,Type I interferon,FB-dependent α5β1i,CXCR4
,0.075117356637636,,,,,MX1/ISG neutrophil||CXCR4_aging_retention,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,MX1/ISG neutrophil,CXCR4_aging_retention,CXCR4 aging/retention,FB-dependent α5β1i,MX1/ISG
,0.0150538083237512,,,,,MX1/ISG neutrophil||Degranulation,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,MX1/ISG neutrophil,Degranulation,Degranulation,FB-dependent α5β1i,MX1/ISG
,0.0170042979233323,,,,,MX1/ISG neutrophil||Immature_granulopoiesis,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,MX1/ISG neutrophil,Immature_granulopoiesis,Immature granulopoiesis,FB-dependent α5β1i,MX1/ISG
,0.159530580199537,,,,,MX1/ISG neutrophil||OSM_inflammation,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,MX1/ISG neutrophil,OSM_inflammation,OSM inflammation,FB-dependent α5β1i,MX1/ISG
,0.0151581069322072,,,,,MX1/ISG neutrophil||Proliferation_stress,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,MX1/ISG neutrophil,Proliferation_stress,Proliferation/stress,FB-dependent α5β1i,MX1/ISG
,0.46573651429898,,,,,MX1/ISG neutrophil||Type_I_interferon,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,MX1/ISG neutrophil,Type_I_interferon,Type I interferon,FB-dependent α5β1i,MX1/ISG
-0.854408206755152,-0.554847667418502,-8.03874368578962,2.86404570684258e-06,2.36283770814513e-05,4.67326312954256,OSM neutrophil||CXCR4_aging_retention,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,OSM neutrophil,CXCR4_aging_retention,CXCR4 aging/retention,FB-dependent α5β1i,OSM
-0.0603885413919831,-0.133544954090347,-1.6075372775819,0.132205445497812,0.198308168246718,-6.19501964188232,OSM neutrophil||Degranulation,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,OSM neutrophil,Degranulation,Degranulation,FB-dependent α5β1i,OSM
0.0373890650105144,-0.0628875649554948,1.07946680532741,0.300214419176299,0.368267921106543,-6.86038983404047,OSM neutrophil||Immature_granulopoiesis,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,OSM neutrophil,Immature_granulopoiesis,Immature granulopoiesis,FB-dependent α5β1i,OSM
-0.614951751935454,0.106712713812204,-12.2400621842752,1.98559971632832e-08,6.55247906388344e-07,9.80536612402338,OSM neutrophil||OSM_inflammation,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,OSM neutrophil,OSM_inflammation,OSM inflammation,FB-dependent α5β1i,OSM
0.0842537628813098,-0.0522915152079526,2.20569157101642,0.0462313126846562,0.0762816659296827,-5.24444956451343,OSM neutrophil||Proliferation_stress,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,OSM neutrophil,Proliferation_stress,Proliferation/stress,FB-dependent α5β1i,OSM
-0.0324910267739667,-0.116121389354252,-1.0769161684288,0.301310117268989,0.368267921106543,-6.8630983988507,OSM neutrophil||Type_I_interferon,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,OSM neutrophil,Type_I_interferon,Type I interferon,FB-dependent α5β1i,OSM
-0.424094007554392,-0.479948060718001,-2.74326241630815,0.0241491841991544,0.0468778281512998,-3.86746884481848,PADI4 neutrophil||CXCR4_aging_retention,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,PADI4 neutrophil,CXCR4_aging_retention,CXCR4 aging/retention,FB-dependent α5β1i,PADI4
1.10935006725611,1.08957463022978,3.60649841429174,0.00592877307997584,0.0163592193572519,-2.46560808514127,PADI4 neutrophil||Degranulation,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,PADI4 neutrophil,Degranulation,Degranulation,FB-dependent α5β1i,PADI4
1.27069125032883,1.29480718175279,3.59477734150682,0.0059488070390007,0.0163592193572519,-2.47448517712049,PADI4 neutrophil||Immature_granulopoiesis,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,PADI4 neutrophil,Immature_granulopoiesis,Immature granulopoiesis,FB-dependent α5β1i,PADI4
-0.246636766665385,-0.215134552552886,-1.38608631096525,0.201328826252824,0.265754050653727,-5.87108718178351,PADI4 neutrophil||OSM_inflammation,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,PADI4 neutrophil,OSM_inflammation,OSM inflammation,FB-dependent α5β1i,PADI4
-0.12930503306933,0.104985585157023,-0.730306033066068,0.485028339292851,0.54488446339607,-6.5409197538515,PADI4 neutrophil||Proliferation_stress,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,PADI4 neutrophil,Proliferation_stress,Proliferation/stress,FB-dependent α5β1i,PADI4
0.0212082301668027,-0.0893825928547491,0.180864477613329,0.860752769391562,0.90070856600684,-6.80871106643444,PADI4 neutrophil||Type_I_interferon,State-specific functional programs,alpha5beta1_fibroblast_interaction,Fibroblast-dependent alpha5beta1i effect,4,PADI4 neutrophil,Type_I_interferon,Type I interferon,FB-dependent α5β1i,PADI4
