direction,ligand,receptor,disease_score_fap_series,attenuation_fap_ablation,disease_score_blockade_series,attenuation_a5b1_blockade,disease_induced_both_series,attenuation_class,consensus_strength,interaction,attenuation_difference_ablation_minus_blockade,prespecified_focus,focus_order
Neutrophil -> Fibroblast,Tgfbi,Itgb3,0.58245082737088,0.510280815636511,0.339404737403082,0.41062621266588,True,Attenuated by both,0.41062621266588,Tgfbi → Itgb3,0.09965460297063095,False,
Fibroblast -> Neutrophil,Tgfbi,Itgav,0.579490759631744,0.370953160281886,0.388361940298034,0.291981052553406,True,Attenuated by both,0.291981052553406,Tgfbi → Itgav,0.07897210772848001,False,
Neutrophil -> Fibroblast,Mif,Cxcr4,0.579071576253325,0.467566517062716,0.212150162461994,0.330010045289695,True,Attenuated by both,0.330010045289695,Mif → Cxcr4,0.137556471773021,False,
Neutrophil -> Fibroblast,Icam1,Il2rg,0.578751567619298,0.770312091189168,0.328570189753653,0.348128286374718,True,Attenuated by both,0.348128286374718,Icam1 → Il2rg,0.42218380481445,False,
Neutrophil -> Fibroblast,Tgfbi,Itgav,0.574820987084157,0.531984495502991,0.287798131884461,0.365977298128277,True,Attenuated by both,0.365977298128277,Tgfbi → Itgav,0.16600719737471398,False,
Neutrophil -> Fibroblast,Ezr,Slc9a1,0.57453888051475,0.408637231644847,0.429228782631454,0.293194512238952,True,Attenuated by both,0.293194512238952,Ezr → Slc9a1,0.11544271940589501,False,
Neutrophil -> Fibroblast,Msn,Slc9a1,0.57304338781897,0.348353681892649,0.255886194701689,0.329716335026338,True,Attenuated by both,0.329716335026338,Msn → Slc9a1,0.018637346866310966,False,
Neutrophil -> Fibroblast,Adam17,Notch2,0.572256808956849,0.490519421640114,0.520062108391886,0.519031976574403,True,Attenuated by both,0.490519421640114,Adam17 → Notch2,-0.02851255493428906,False,
Neutrophil -> Fibroblast,Ptprc,Cd22,0.570351045097647,0.659196276795697,0.419972644304073,0.155533303658556,True,Attenuated by both,0.155533303658556,Ptprc → Cd22,0.503662973137141,False,
Fibroblast -> Neutrophil,Vcam1,Msn,0.568091918078246,0.602422801561703,0.376464292896579,0.628824762393138,True,Attenuated by both,0.602422801561703,Vcam1 → Msn,-0.02640196083143498,False,
Fibroblast -> Neutrophil,H2.DMb1,Cd74,0.567170203553127,0.602982428547401,0.605549368715574,0.312198624640676,True,Attenuated by both,0.312198624640676,H2.DMb1 → Cd74,0.29078380390672504,False,
Neutrophil -> Fibroblast,Thbs1,Itgb3,0.566976161100955,0.604002082797174,0.518279295736347,0.660716257475929,True,Attenuated by both,0.604002082797174,Thbs1 → Itgb3,-0.05671417467875495,False,
Fibroblast -> Neutrophil,Tgfb1,App,0.566002266773951,0.616988169437977,0.602646511926022,0.402876164200024,True,Attenuated by both,0.402876164200024,Tgfb1 → App,0.21411200523795298,False,
Neutrophil -> Fibroblast,Vcan,Itga4,0.565598752997493,0.474690530316295,0.535415393009914,0.596515366643849,True,Attenuated by both,0.474690530316295,Vcan → Itga4,-0.12182483632755398,False,
Fibroblast -> Neutrophil,Col6a3,Itgb1,0.560362355943379,0.142526731976028,0.118612654190735,0.365032230854351,True,Attenuated by both,0.142526731976028,Col6a3 → Itgb1,-0.222505498878323,False,
Fibroblast -> Neutrophil,Tgfb1,Itgav,0.556307837155805,0.583946873977918,0.544977944075859,0.477333434039884,True,Attenuated by both,0.477333434039884,Tgfb1 → Itgav,0.10661343993803402,False,
Fibroblast -> Neutrophil,Vcam1,Ezr,0.555027785061619,0.684904457746189,0.560682311014509,0.564679772596208,True,Attenuated by both,0.564679772596208,Vcam1 → Ezr,0.12022468514998097,False,
Fibroblast -> Neutrophil,Psen1,Ncstn,0.553746946098744,0.206235455347276,0.24132465162942,0.408988355843535,True,Attenuated by both,0.206235455347276,Psen1 → Ncstn,-0.202752900496259,False,
Fibroblast -> Neutrophil,Adam17,Notch2,0.553312579849726,0.368612816538387,0.419684159625549,0.461623660167923,True,Attenuated by both,0.368612816538387,Adam17 → Notch2,-0.09301084362953599,False,
Neutrophil -> Fibroblast,Copa,Cd74,0.553049338841374,0.547980974521546,0.102260302153061,-0.1626569760748,True,FAP ablation only,,Copa → Cd74,0.710637950596346,False,
Fibroblast -> Neutrophil,Psen1,Psen1,0.55294402034488,0.368709249896542,0.112739467183581,0.367075728454976,True,Attenuated by both,0.367075728454976,Psen1 → Psen1,0.0016335214415660326,False,
Neutrophil -> Fibroblast,Itgb1,Vcam1,0.552416570404608,0.454605316650826,0.473067712486381,0.627713497967273,True,Attenuated by both,0.454605316650826,Itgb1 → Vcam1,-0.17310818131644706,False,
Neutrophil -> Fibroblast,App,Sorl1,0.546923266581998,0.524329446918654,0.350148797256985,0.253992282296866,True,Attenuated by both,0.253992282296866,App → Sorl1,0.27033716462178803,False,
Fibroblast -> Neutrophil,Vcan,Selplg,0.546309366498695,0.379011552178263,0.107877607998023,0.27377018956823,True,Attenuated by both,0.27377018956823,Vcan → Selplg,0.10524136261003297,False,
Fibroblast -> Neutrophil,Vcan,Sell,0.543144846657731,0.407014256233596,0.0956122184642569,0.314475610137928,True,Attenuated by both,0.314475610137928,Vcan → Sell,0.09253864609566798,False,
Fibroblast -> Neutrophil,Tgfb1,Itgb1,0.542309315715109,0.465524187893046,0.504991363640751,0.376003723312231,True,Attenuated by both,0.376003723312231,Tgfb1 → Itgb1,0.08952046458081503,False,
Neutrophil -> Fibroblast,Tgm2,Itga9,0.541484947347393,0.250417681548306,0.0186925594251243,0.0708498516271147,True,Attenuated by both,0.0708498516271147,Tgm2 → Itga9,0.1795678299211913,False,
Neutrophil -> Fibroblast,Ptprc,Dpp4,0.540996722907885,0.304258821331564,-0.048519143929186,0.0780012375215378,False,Attenuated by both,,Ptprc → Dpp4,0.2262575838100262,False,
Fibroblast -> Neutrophil,Itga4,Vcam1,0.540498953421658,0.495126580566138,0.367935814704676,0.460944735946262,True,Attenuated by both,0.460944735946262,Itga4 → Vcam1,0.034181844619876,False,
Fibroblast -> Neutrophil,Raet1e,Hcst,0.540398547708251,0.359311651348488,0.353672546283312,0.274582760868398,True,Attenuated by both,0.274582760868398,Raet1e → Hcst,0.08472889048009002,False,
Fibroblast -> Neutrophil,Tnc,Itgb1,0.540021601039238,0.353612940532495,0.315023735914605,0.506834695868511,True,Attenuated by both,0.353612940532495,Tnc → Itgb1,-0.15322175533601606,False,
Neutrophil -> Fibroblast,Has1,Cd44,0.537788376211035,0.479317128160167,0.608974318959315,0.644997854959815,True,Attenuated by both,0.479317128160167,Has1 → Cd44,-0.16568072679964796,False,
Fibroblast -> Neutrophil,Postn,Itgav,0.535675166667031,0.174935670085596,0.0062313935670563,0.402086623801292,True,Attenuated by both,0.174935670085596,Postn → Itgav,-0.22715095371569602,False,
Neutrophil -> Fibroblast,Cxcl10,Dpp4,0.534973055875625,0.360207461595834,-0.24269321973713,0.242996434870457,False,Attenuated by both,,Cxcl10 → Dpp4,0.117211026725377,False,
Fibroblast -> Neutrophil,Vcan,Itgb1,0.533866085537504,0.291484745343007,0.261687699078118,0.395348085903915,True,Attenuated by both,0.291484745343007,Vcan → Itgb1,-0.10386334056090801,False,
Fibroblast -> Neutrophil,Col5a3,Itgb1,0.53315233684654,0.179858572127941,0.144538320812662,0.424713195038895,True,Attenuated by both,0.179858572127941,Col5a3 → Itgb1,-0.24485462291095397,False,
Fibroblast -> Neutrophil,Col5a2,Itgb1,0.531475229031651,0.298857156605782,0.271486584570515,0.455896636346213,True,Attenuated by both,0.298857156605782,Col5a2 → Itgb1,-0.15703947974043103,False,
Fibroblast -> Neutrophil,Adam17,Itgb1,0.530510365132928,0.315419275245028,0.398968310698529,0.453045154843504,True,Attenuated by both,0.315419275245028,Adam17 → Itgb1,-0.137625879598476,False,
Neutrophil -> Fibroblast,Cd47,Sirpa,0.530461107951124,0.274078570105915,-0.272993188898611,0.149912846772457,False,Attenuated by both,,Cd47 → Sirpa,0.12416572333345802,False,
Neutrophil -> Fibroblast,Vcan,Sell,0.527596732566056,0.461752484207616,0.430277390722477,0.434925407748992,True,Attenuated by both,0.434925407748992,Vcan → Sell,0.026827076458623977,False,
Fibroblast -> Neutrophil,Tnc,Itgav,0.526242344702155,0.499813404395144,0.38278809412749,0.580386628818386,True,Attenuated by both,0.499813404395144,Tnc → Itgav,-0.080573224423242,False,
Neutrophil -> Fibroblast,Alcam,Chl1,0.52401843604192,0.762697780051177,0.435778540209859,0.402472300119473,True,Attenuated by both,0.402472300119473,Alcam → Chl1,0.36022547993170406,False,
Fibroblast -> Neutrophil,Adam10,Notch2,0.523129583180599,0.295927638967936,0.15401093467091,0.252491836868061,True,Attenuated by both,0.252491836868061,Adam10 → Notch2,0.04343580209987502,False,
Fibroblast -> Neutrophil,Msn,Slc9a1,0.522479942150266,0.41248708975418,0.311642595115893,0.102123841863657,True,Attenuated by both,0.102123841863657,Msn → Slc9a1,0.31036324789052305,False,
Neutrophil -> Fibroblast,Cd82,Cd37,0.52070657661794,0.619754542896922,0.517349685329041,0.256371499645159,True,Attenuated by both,0.256371499645159,Cd82 → Cd37,0.363383043251763,False,
Neutrophil -> Fibroblast,Icam1,Msn,0.520343643858677,0.597206042715883,0.181299994785183,0.0601245193425375,True,Attenuated by both,0.0601245193425375,Icam1 → Msn,0.5370815233733455,False,
Fibroblast -> Neutrophil,Col6a1,Itgb1,0.519634615230955,0.164563026140011,0.129075275370469,0.319852669335974,True,Attenuated by both,0.164563026140011,Col6a1 → Itgb1,-0.155289643195963,False,
Fibroblast -> Neutrophil,Col5a1,Itgb1,0.517718172384381,0.181700650367401,0.155636610805109,0.419430879872722,True,Attenuated by both,0.181700650367401,Col5a1 → Itgb1,-0.237730229505321,False,
Fibroblast -> Neutrophil,C3,Cr1l,0.515927814005335,0.389288103438481,0.0934916441575946,0.286194997495877,True,Attenuated by both,0.286194997495877,C3 → Cr1l,0.10309310594260401,False,
Neutrophil -> Fibroblast,Cd38,Pecam1,0.515677774691668,0.631991442504689,0.2713146318311,0.442416865057452,True,Attenuated by both,0.442416865057452,Cd38 → Pecam1,0.189574577447237,False,
Neutrophil -> Fibroblast,Vcam1,Itga4,0.515540986747635,0.486150198334917,0.406513618489733,0.476327689025243,True,Attenuated by both,0.476327689025243,Vcam1 → Itga4,0.009822509309674043,False,
Fibroblast -> Neutrophil,Col27a1,Itgb1,0.515430519683629,0.274736820444874,0.247350842028963,0.366827098068113,True,Attenuated by both,0.274736820444874,Col27a1 → Itgb1,-0.09209027762323896,False,
Fibroblast -> Neutrophil,Cd9,Kit,0.514044432755852,0.234831506322136,0.0897172740542641,0.192756819491323,True,Attenuated by both,0.192756819491323,Cd9 → Kit,0.042074686830813,False,
Fibroblast -> Neutrophil,Sirpa,Cd47,0.513588150711357,0.232180163265067,-0.341956577737404,0.203025021329256,False,Attenuated by both,,Sirpa → Cd47,0.02915514193581098,False,
Fibroblast -> Neutrophil,Mmp2,Pecam1,0.511836495191307,0.470169914849683,0.512834455759372,0.688751966080935,True,Attenuated by both,0.470169914849683,Mmp2 → Pecam1,-0.21858205123125202,False,
Fibroblast -> Neutrophil,Col1a2,Itgb1,0.510550656145245,0.176434594916858,0.272900872549953,0.36967761831865,True,Attenuated by both,0.176434594916858,Col1a2 → Itgb1,-0.19324302340179197,False,
Fibroblast -> Neutrophil,Lamb3,Itgb1,0.510169238247081,0.447366063109596,0.41361394185429,0.367998282099032,True,Attenuated by both,0.367998282099032,Lamb3 → Itgb1,0.07936778101056396,False,
Fibroblast -> Neutrophil,Psen1,Notch1,0.508819624027802,0.365564595808492,0.117294624202488,0.363336633593139,True,Attenuated by both,0.363336633593139,Psen1 → Notch1,0.0022279622153529854,False,
Neutrophil -> Fibroblast,Vcan,Cd44,0.503798165643387,0.418650705817993,0.476700531195814,0.581151775911199,True,Attenuated by both,0.418650705817993,Vcan → Cd44,-0.16250107009320602,False,
Neutrophil -> Fibroblast,Igfbp4,Lrp6,0.501597482611149,0.476576592261734,0.477443081941313,0.590617412926156,True,Attenuated by both,0.476576592261734,Igfbp4 → Lrp6,-0.114040820664422,False,
Neutrophil -> Fibroblast,Timp2,Cd44,0.501496444993504,0.572246262735868,0.347055762678679,0.35809679216072,True,Attenuated by both,0.35809679216072,Timp2 → Cd44,0.214149470575148,False,
Fibroblast -> Neutrophil,Cd22,Ptprc,0.501015619802216,0.593644206123662,0.351751587959417,0.170821397698618,True,Attenuated by both,0.170821397698618,Cd22 → Ptprc,0.42282280842504394,False,
Neutrophil -> Fibroblast,Il10,Il10rb,0.498954736841507,0.383907342967436,0.287143482847112,0.544153708892045,True,Attenuated by both,0.383907342967436,Il10 → Il10rb,-0.16024636592460895,False,
Fibroblast -> Neutrophil,Col6a2,Itgb1,0.497781571649732,0.152384898197255,0.0685119668076011,0.335918642758891,True,Attenuated by both,0.152384898197255,Col6a2 → Itgb1,-0.183533744561636,False,
Neutrophil -> Fibroblast,App,Ncstn,0.497742342101136,0.301936910620079,0.235961783597016,0.391015711849936,True,Attenuated by both,0.301936910620079,App → Ncstn,-0.08907880122985701,False,
Fibroblast -> Neutrophil,Vcam1,Itgb2,0.497321038690901,0.600563153566408,0.341215761322567,0.557147325099048,True,Attenuated by both,0.557147325099048,Vcam1 → Itgb2,0.04341582846736003,False,
Fibroblast -> Neutrophil,Lyz2,Itgal,0.497181883655577,0.375294530503285,0.20869125100268,-0.48895882966624,True,FAP ablation only,,Lyz2 → Itgal,0.864253360169525,False,
Fibroblast -> Neutrophil,Fn1,Itgb1,0.496159700725369,0.151708706093455,0.0618946821481035,0.331357589934486,True,Attenuated by both,0.151708706093455,Fn1 → Itgb1,-0.179648883841031,False,
Neutrophil -> Fibroblast,Adam17,Itga5,0.495304263724213,0.591321652117602,0.602772534526516,0.538158618886956,True,Attenuated by both,0.538158618886956,Adam17 → Itga5,0.05316303323064597,False,
Fibroblast -> Neutrophil,Col14a1,Itgb1,0.491777314684074,0.13562939814599,0.0664853524952735,0.430308793818915,True,Attenuated by both,0.13562939814599,Col14a1 → Itgb1,-0.294679395672925,False,
Fibroblast -> Neutrophil,Cd34,Sell,0.489048084720683,0.197017269018848,-0.169680416769273,0.224645760067427,False,Attenuated by both,,Cd34 → Sell,-0.027628491048579007,False,
Fibroblast -> Neutrophil,H2.Q7,Aplp2,0.4873925951517,0.555718695487604,0.308257206074999,0.358200645566942,True,Attenuated by both,0.358200645566942,H2.Q7 → Aplp2,0.19751804992066202,False,
Fibroblast -> Neutrophil,Col3a1,Itgb1,0.486869908157949,0.16583247557456,0.0991361914251381,0.318788965273457,True,Attenuated by both,0.16583247557456,Col3a1 → Itgb1,-0.15295648969889702,False,
Fibroblast -> Neutrophil,Tgfb1,Tgfbr2,0.484366846173634,0.551803678402567,0.571184112250083,0.286460010103001,True,Attenuated by both,0.286460010103001,Tgfb1 → Tgfbr2,0.26534366829956607,False,
Fibroblast -> Neutrophil,Fn1,Itgav,0.482380444388286,0.297909169956105,0.129659040360989,0.460465078439916,True,Attenuated by both,0.297909169956105,Fn1 → Itgav,-0.16255590848381102,False,
Fibroblast -> Neutrophil,Adam10,App,0.482353652855975,0.394198079219508,0.175394678473605,0.270785772431434,True,Attenuated by both,0.270785772431434,Adam10 → App,0.12341230678807402,False,
Fibroblast -> Neutrophil,Il33,Il1rap,0.481731456388422,0.548964331900874,0.403809500884243,0.478013358879872,True,Attenuated by both,0.478013358879872,Il33 → Il1rap,0.070950973021002,True,2.0
Fibroblast -> Neutrophil,Vcan,Cd44,0.480757769771326,0.440983318082906,0.239623322487246,0.353755187745422,True,Attenuated by both,0.353755187745422,Vcan → Cd44,0.087228130337484,False,
Neutrophil -> Fibroblast,B2m,Tap2,0.480637994833162,0.378109131590041,0.0091272281240268,0.444136801834199,True,Attenuated by both,0.378109131590041,B2m → Tap2,-0.06602767024415801,False,
Neutrophil -> Fibroblast,Adam9,Itgav,0.480028942025547,0.486161176610004,0.50650264990183,0.329743918305166,True,Attenuated by both,0.329743918305166,Adam9 → Itgav,0.15641725830483805,False,
Fibroblast -> Neutrophil,Spon2,Itgb1,0.478610597130673,0.17362153241207,0.112674871877989,0.481085396501499,True,Attenuated by both,0.17362153241207,Spon2 → Itgb1,-0.307463864089429,False,
Neutrophil -> Fibroblast,Col1a2,Itgb3,0.478473107575486,0.225475825790993,0.524358176496265,0.668586447169106,True,Attenuated by both,0.225475825790993,Col1a2 → Itgb3,-0.44311062137811297,False,
Neutrophil -> Fibroblast,Tgm2,Itgb1,0.477124364736342,0.357354665178577,0.121823084519488,0.228739745393018,True,Attenuated by both,0.228739745393018,Tgm2 → Itgb1,0.128614919785559,False,
Fibroblast -> Neutrophil,Col5a3,Cd93,0.476601132192602,0.28389068784478,0.248147731892773,0.382730107292052,True,Attenuated by both,0.28389068784478,Col5a3 → Cd93,-0.09883941944727198,False,
Fibroblast -> Neutrophil,Cd55,Cr1l,0.475829349716539,0.153546761952214,-0.265001066713612,0.137160403731261,False,Attenuated by both,,Cd55 → Cr1l,0.016386358220952996,False,
Fibroblast -> Neutrophil,Col5a2,Cd93,0.474924024377712,0.402889272322621,0.375095995650626,0.41391354859937,True,Attenuated by both,0.402889272322621,Col5a2 → Cd93,-0.011024276276749012,False,
Fibroblast -> Neutrophil,Lum,Itgb1,0.472146546810737,0.263979330652891,0.132207478998772,0.462350413662975,True,Attenuated by both,0.263979330652891,Lum → Itgb1,-0.19837108301008405,False,
Neutrophil -> Fibroblast,Col1a2,Cd44,0.47200701011756,0.306932035407237,0.648851386890901,0.663916756984072,True,Attenuated by both,0.306932035407237,Col1a2 → Cd44,-0.35698472157683503,False,
Neutrophil -> Fibroblast,Mif,Cd74,0.470068622221091,0.521552158114517,0.0552410905615428,0.0467608892838213,True,Attenuated by both,0.0467608892838213,Mif → Cd74,0.4747912688306958,False,
Neutrophil -> Fibroblast,Adam17,Itgb1,0.469185450309799,0.299261062074152,0.326909582345169,0.43121770604704,True,Attenuated by both,0.299261062074152,Adam17 → Itgb1,-0.13195664397288803,False,
Neutrophil -> Fibroblast,Grn,Tnfrsf1b,0.467896407315088,0.605294286191655,0.298542866724424,0.356181960403331,True,Attenuated by both,0.356181960403331,Grn → Tnfrsf1b,0.24911232578832404,False,
Fibroblast -> Neutrophil,Adam17,Notch1,0.467076105846031,0.456859671884299,0.246458350367652,0.346635158606283,True,Attenuated by both,0.346635158606283,Adam17 → Notch1,0.11022451327801597,False,
Neutrophil -> Fibroblast,Vcam1,Msn,0.463978091438793,0.337269639588897,0.258851393640702,0.343407799223224,True,Attenuated by both,0.337269639588897,Vcam1 → Msn,-0.006138159634327012,False,
Neutrophil -> Fibroblast,Col5a2,Ddr2,0.463254909999819,0.286428240425463,0.306801081127065,0.594065897960407,True,Attenuated by both,0.286428240425463,Col5a2 → Ddr2,-0.307637657534944,False,
Neutrophil -> Fibroblast,Lcn2,Fcgr2b,0.462793793135281,0.688947471647105,0.413902690249081,0.246226692076843,True,Attenuated by both,0.246226692076843,Lcn2 → Fcgr2b,0.442720779570262,False,
Fibroblast -> Neutrophil,Pecam1,Cd38,0.462702940133533,0.513419522687832,0.184081465228032,0.420886802144296,True,Attenuated by both,0.420886802144296,Pecam1 → Cd38,0.09253272054353595,False,
Neutrophil -> Fibroblast,Il15,Il15ra,0.461649811374195,0.427134099983089,0.238747109701762,-0.0032004900853357,True,FAP ablation only,,Il15 → Il15ra,0.43033459006842467,False,
Fibroblast -> Neutrophil,Col4a1,Itgb1,0.46141629161336,0.362995268848504,0.292335395391933,0.48662154771972,True,Attenuated by both,0.362995268848504,Col4a1 → Itgb1,-0.12362627887121597,False,
Fibroblast -> Neutrophil,Col5a1,Cd93,0.461166967730443,0.28573276608424,0.259246021885221,0.37744779212588,True,Attenuated by both,0.28573276608424,Col5a1 → Cd93,-0.09171502604164,False,
Fibroblast -> Neutrophil,Col4a5,Itgb1,0.461092064019077,0.0809979936587696,0.0714328097997382,0.392399103329397,True,Attenuated by both,0.0809979936587696,Col4a5 → Itgb1,-0.3114011096706274,False,
Neutrophil -> Fibroblast,S100a9,Alcam,0.460177025054489,0.495888981930064,0.2758509139228,0.418498408142961,True,Attenuated by both,0.418498408142961,S100a9 → Alcam,0.07739057378710296,True,16.0
Neutrophil -> Fibroblast,Tgfbi,Itga5,0.458999469210148,0.591651392281937,0.366301440146022,0.391403990443658,True,Attenuated by both,0.391403990443658,Tgfbi → Itga5,0.200247401838279,False,
Fibroblast -> Neutrophil,Mmp2,Itgav,0.457737806209591,0.44020775985084,0.379287922929568,0.553862669680179,True,Attenuated by both,0.44020775985084,Mmp2 → Itgav,-0.11365490982933907,False,
Fibroblast -> Neutrophil,Col1a2,Cd44,0.457442340379067,0.325933167656757,0.250836495959081,0.328084720160158,True,Attenuated by both,0.325933167656757,Col1a2 → Cd44,-0.0021515525034009886,False,
Fibroblast -> Neutrophil,Timp3,Adam17,0.456840065410412,0.206195023932114,0.186878070462508,0.365894184304238,True,Attenuated by both,0.206195023932114,Timp3 → Adam17,-0.15969916037212398,False,
Fibroblast -> Neutrophil,H2.Q6,Aplp2,0.454568558293294,0.541638353747428,0.400294660749788,0.288201812700463,True,Attenuated by both,0.288201812700463,H2.Q6 → Aplp2,0.25343654104696495,False,
Fibroblast -> Neutrophil,Col1a2,Cd93,0.453999451491307,0.280466710633697,0.376510283630065,0.383250086127363,True,Attenuated by both,0.280466710633697,Col1a2 → Cd93,-0.10278337549366601,False,
Fibroblast -> Neutrophil,Serpine1,Itgav,0.453759084950885,0.564433520783121,0.57941013788178,0.688630843057239,True,Attenuated by both,0.564433520783121,Serpine1 → Itgav,-0.12419732227411795,False,
Fibroblast -> Neutrophil,Adam9,Itgb1,0.452205793139372,0.285743617428465,0.283847412543187,0.469310599960697,True,Attenuated by both,0.285743617428465,Adam9 → Itgb1,-0.18356698253223203,False,
Fibroblast -> Neutrophil,Adam12,Itgb1,0.451415871173924,0.458198613961578,0.38958312575155,0.474845744654449,True,Attenuated by both,0.458198613961578,Adam12 → Itgb1,-0.016647130692870993,False,
Fibroblast -> Neutrophil,Tgfb1,Acvrl1,0.451388455244255,0.551087168355115,0.352314060041179,0.583168710117984,True,Attenuated by both,0.551087168355115,Tgfb1 → Acvrl1,-0.03208154176286904,False,
Fibroblast -> Neutrophil,Il1b,Il1r2,0.450742846578608,0.811648743534105,0.455620404979121,0.048593941270103,True,Attenuated by both,0.048593941270103,Il1b → Il1r2,0.763054802264002,True,1.0
Neutrophil -> Fibroblast,Fbln2,Itgb3,0.449693765924218,0.238330070832187,0.309330571203023,0.556449077661499,True,Attenuated by both,0.238330070832187,Fbln2 → Itgb3,-0.318119006829312,False,
Fibroblast -> Neutrophil,Tgfbi,Itga4,0.449662913415468,0.317602103637146,-0.0868990969692299,-0.21317948496606,False,FAP ablation only,,Tgfbi → Itga4,0.530781588603206,False,
Fibroblast -> Neutrophil,Pltp,Abca1,0.449094717082236,0.357266132434349,0.325041195879181,0.60323514455832,True,Attenuated by both,0.357266132434349,Pltp → Abca1,-0.24596901212397093,False,
Fibroblast -> Neutrophil,Sema6d,Tyrobp,0.448757047333795,0.198475173348624,0.0912468389923068,0.136223119206378,True,Attenuated by both,0.136223119206378,Sema6d → Tyrobp,0.062252054142245994,False,
Fibroblast -> Neutrophil,Col4a1,Itgav,0.447637035276277,0.509195732711154,0.360099753604818,0.61572903622515,True,Attenuated by both,0.509195732711154,Col4a1 → Itgav,-0.10653330351399593,False,
Fibroblast -> Neutrophil,Adam10,Cd44,0.447219052697622,0.392232670414477,0.111230709153018,0.202320433385149,True,Attenuated by both,0.202320433385149,Adam10 → Cd44,0.18991223702932802,False,
Fibroblast -> Neutrophil,Mfap2,Notch1,0.445134766145272,0.36852555982252,0.0560707883098659,0.400244917984611,True,Attenuated by both,0.36852555982252,Mfap2 → Notch1,-0.03171935816209098,False,
Fibroblast -> Neutrophil,Fn1,Cd44,0.443051384959191,0.301207278833355,0.0398303055572312,0.289764691775993,True,Attenuated by both,0.289764691775993,Fn1 → Cd44,0.011442587057362008,False,
Fibroblast -> Neutrophil,Col1a1,Itgb1,0.442872150715409,0.141402875384783,0.198545701526893,0.389295677284905,True,Attenuated by both,0.141402875384783,Col1a1 → Itgb1,-0.247892801900122,False,
Fibroblast -> Neutrophil,Col4a2,Itgb1,0.442181130179542,0.37192601614685,0.315393026225329,0.572335250941252,True,Attenuated by both,0.37192601614685,Col4a2 → Itgb1,-0.20040923479440204,False,
Fibroblast -> Neutrophil,Ccn1,Itgb1,0.441747540320307,0.058284011420731,0.118775734982614,0.558048938810936,True,Attenuated by both,0.058284011420731,Ccn1 → Itgb1,-0.49976492739020495,False,
Neutrophil -> Fibroblast,Adam15,Itgb3,0.441639351473773,0.465067269523621,0.394077037823352,0.604092469960576,True,Attenuated by both,0.465067269523621,Adam15 → Itgb3,-0.139025200436955,False,
Fibroblast -> Neutrophil,Nid1,Itgb1,0.441502355897686,0.107406615523397,0.0205220852757939,0.237242935830383,True,Attenuated by both,0.107406615523397,Nid1 → Itgb1,-0.129836320306986,False,
Neutrophil -> Fibroblast,Ceacam1,Egfr,-0.441038173524666,0.367589517626018,-0.338764414098051,-0.197312596402025,False,FAP ablation only,,Ceacam1 → Egfr,0.564902114028043,False,
Fibroblast -> Neutrophil,App,Fpr2,0.4394895561398,0.451824478299097,-0.0566886581906783,0.395316905212701,False,Attenuated by both,,App → Fpr2,0.05650757308639598,False,
Neutrophil -> Fibroblast,C3,Cd19,0.439090773110886,0.611565243354692,0.590972638054581,0.556461015702042,True,Attenuated by both,0.556461015702042,C3 → Cd19,0.055104227652649995,False,
Fibroblast -> Neutrophil,Col14a1,Cd44,0.438668998917895,0.285127970885889,0.0444209759044014,0.388715895660423,True,Attenuated by both,0.285127970885889,Col14a1 → Cd44,-0.10358792477453405,False,
Fibroblast -> Neutrophil,Adam9,Itgav,0.43842653680229,0.431944081291114,0.351611770756072,0.598418088466127,True,Attenuated by both,0.431944081291114,Adam9 → Itgav,-0.16647400717501298,False,
Fibroblast -> Neutrophil,B2m,Tap1,0.438375130615592,0.515335959328635,0.269025089254312,0.470349586880278,True,Attenuated by both,0.470349586880278,B2m → Tap1,0.04498637244835696,False,
Neutrophil -> Fibroblast,Cxcl1,Dpp4,0.438316364684496,0.344469876888696,0.281987533979301,0.35210700205531,True,Attenuated by both,0.344469876888696,Cxcl1 → Dpp4,-0.007637125166613967,False,
Fibroblast -> Neutrophil,H2.K1,Aplp2,0.437967568723546,0.454547807465406,0.278666080964981,0.233239817500877,True,Attenuated by both,0.233239817500877,H2.K1 → Aplp2,0.22130798996452902,False,
Neutrophil -> Fibroblast,Plau,Plaur,0.437008931782546,0.488048599839971,0.368574382312028,0.141359695013813,True,Attenuated by both,0.141359695013813,Plau → Plaur,0.346688904826158,False,
Fibroblast -> Neutrophil,Adam10,Notch1,0.436893109176904,0.384174494313848,-0.0192148745869865,0.137503335306421,False,Attenuated by both,,Adam10 → Notch1,0.24667115900742698,False,
Fibroblast -> Neutrophil,Ccl6,Fpr2,0.436856187511639,0.421884688735056,-0.22796753725972,-0.0258369301955701,False,FAP ablation only,,Ccl6 → Fpr2,0.4477216189306261,False,
Fibroblast -> Neutrophil,Cd72,Sema4d,0.435257934643332,0.58061035368259,0.53883976796986,0.34452261391056,True,Attenuated by both,0.34452261391056,Cd72 → Sema4d,0.23608773977202996,False,
Neutrophil -> Fibroblast,Psen1,Psen1,0.435217343382158,0.42998578606756,0.114578517086411,0.413194181471246,True,Attenuated by both,0.413194181471246,Psen1 → Psen1,0.016791604596314014,False,
Fibroblast -> Neutrophil,Ezr,Slc9a1,0.43372200115862,0.481072662362265,0.262560815758136,0.114471312680672,True,Attenuated by both,0.114471312680672,Ezr → Slc9a1,0.36660134968159297,False,
