DonorID,ConditionCode,state,program,value,cells,version
Donor1,NNAMPT,OSM neutrophil,Chemotaxis,-0.528435173965899,49,full_gene
Donor4,NNAMPT,OSM neutrophil,Chemotaxis,-0.456364298555347,157,full_gene
Donor1,N,OSM neutrophil,Chemotaxis,-0.529238612025563,42,full_gene
Donor5,NNAMPT,OSM neutrophil,Chemotaxis,-0.50725168743144,31,full_gene
Donor4,N,CXCR4 neutrophil,Chemotaxis,0.366875261052658,47,full_gene
Donor5,N,CXCR4 neutrophil,Chemotaxis,-0.00432628152237156,11,full_gene
Donor4,N,OSM neutrophil,Chemotaxis,-0.429014344616467,168,full_gene
Donor3,N,CXCR4 neutrophil,Chemotaxis,0.126071982794305,32,full_gene
Donor4,NNAMPT,CXCR4 neutrophil,Chemotaxis,0.216546728529376,59,full_gene
Donor4,NNAMPT,PADI4 neutrophil,Chemotaxis,0.0585270763374037,11,full_gene
Donor4,N,MX1/ISG neutrophil,Chemotaxis,0.253753459233799,7,full_gene
Donor3,N,OSM neutrophil,Chemotaxis,-0.410077875331946,57,full_gene
Donor3,NNAMPT,OSM neutrophil,Chemotaxis,-0.350801924094684,20,full_gene
Donor2,N,OSM neutrophil,Chemotaxis,-0.55149143581101,39,full_gene
Donor3,NNAMPT,CXCR4 neutrophil,Chemotaxis,0.325844215816968,16,full_gene
Donor5,N,OSM neutrophil,Chemotaxis,-0.473839822153844,48,full_gene
Donor2,N,CXCR4 neutrophil,Chemotaxis,0.190290249811041,8,full_gene
Donor2,NNAMPT,PADI4 neutrophil,Chemotaxis,-0.325146393397276,6,full_gene
Donor6,NNAMPT,OSM neutrophil,Chemotaxis,-0.661496298204669,12,full_gene
Donor1,NNAMPT,CXCR4 neutrophil,Chemotaxis,0.186368930850852,14,full_gene
Donor4,N,PADI4 neutrophil,Chemotaxis,-0.151969770815021,12,full_gene
Donor3,N,PADI4 neutrophil,Chemotaxis,-0.244948788377188,10,full_gene
Donor4,NNAMPT,MX1/ISG neutrophil,Chemotaxis,0.57990523643679,6,full_gene
Donor5,N,MX1/ISG neutrophil,Chemotaxis,0.684454171474135,1,full_gene
Donor3,NNAMPT,PADI4 neutrophil,Chemotaxis,0.0228490152787042,3,full_gene
Donor3,N,MX1/ISG neutrophil,Chemotaxis,0.566260027692558,3,full_gene
Donor5,NNAMPT,MX1/ISG neutrophil,Chemotaxis,0.248342031524899,1,full_gene
Donor2,NNAMPT,MX1/ISG neutrophil,Chemotaxis,0.53013485567602,3,full_gene
Donor6,NNAMPT,CXCR4 neutrophil,Chemotaxis,0.50666088668509,1,full_gene
Donor3,NNAMPT,MX1/ISG neutrophil,Chemotaxis,0.415015143945323,3,full_gene
Donor5,N,PADI4 neutrophil,Chemotaxis,-0.155067811126028,1,full_gene
Donor4,UF,OSM neutrophil,Chemotaxis,0.0749536463246634,2162,full_gene
Donor4,UN,OSM neutrophil,Chemotaxis,0.135227475795475,448,full_gene
Donor3,UN,OSM neutrophil,Chemotaxis,0.0889475269701613,1122,full_gene
Donor2,UF,PADI4 neutrophil,Chemotaxis,-0.389539064863982,23,full_gene
Donor3,UN,CXCR4 neutrophil,Chemotaxis,0.411944997863025,1169,full_gene
Donor3,UF,CXCR4 neutrophil,Chemotaxis,0.39209508433836,832,full_gene
Donor3,UF,OSM neutrophil,Chemotaxis,0.0893187637067978,1302,full_gene
Donor3,UN,MX1/ISG neutrophil,Chemotaxis,0.282281394855633,218,full_gene
Donor4,UF,CXCR4 neutrophil,Chemotaxis,0.358956085304144,944,full_gene
Donor4,UN,MX1/ISG neutrophil,Chemotaxis,0.406790215119307,75,full_gene
Donor4,UF,MX1/ISG neutrophil,Chemotaxis,0.182734465904947,213,full_gene
Donor2,UF,CXCR4 neutrophil,Chemotaxis,0.327352349058589,348,full_gene
Donor3,UF,MX1/ISG neutrophil,Chemotaxis,0.231599683900662,169,full_gene
Donor2,UN,CXCR4 neutrophil,Chemotaxis,0.34625703845122,218,full_gene
Donor6,UF,OSM neutrophil,Chemotaxis,-0.121550595526076,162,full_gene
Donor2,UF,OSM neutrophil,Chemotaxis,-0.0274251960412519,314,full_gene
Donor4,UN,CXCR4 neutrophil,Chemotaxis,0.432290978458725,698,full_gene
Donor2,UN,OSM neutrophil,Chemotaxis,0.0173941749294946,198,full_gene
Donor6,UF,CXCR4 neutrophil,Chemotaxis,0.30643000182329,166,full_gene
Donor1,UF,OSM neutrophil,Chemotaxis,-0.000922168388042533,66,full_gene
Donor2,UN,MX1/ISG neutrophil,Chemotaxis,0.174836645925599,30,full_gene
Donor4,UN,PADI4 neutrophil,Chemotaxis,-0.232608841184859,18,full_gene
Donor5,UF,CXCR4 neutrophil,Chemotaxis,0.225797918533407,18,full_gene
Donor1,UN,OSM neutrophil,Chemotaxis,-0.0467564711948534,46,full_gene
Donor2,UF,MX1/ISG neutrophil,Chemotaxis,0.392192018445318,35,full_gene
Donor4,UF,PADI4 neutrophil,Chemotaxis,-0.0805538168455462,74,full_gene
Donor3,UN,PADI4 neutrophil,Chemotaxis,0.0156604769087603,45,full_gene
Donor1,UN,MX1/ISG neutrophil,Chemotaxis,0.448670994456449,4,full_gene
Donor5,UF,OSM neutrophil,Chemotaxis,0.265021469031111,10,full_gene
Donor6,UN,CXCR4 neutrophil,Chemotaxis,0.281211690651883,21,full_gene
Donor1,UN,CXCR4 neutrophil,Chemotaxis,0.501018679259775,34,full_gene
Donor6,UF,PADI4 neutrophil,Chemotaxis,-0.307812059717722,14,full_gene
Donor2,UN,PADI4 neutrophil,Chemotaxis,-0.574013476384159,15,full_gene
Donor5,UN,OSM neutrophil,Chemotaxis,0.152449844819473,13,full_gene
Donor3,UF,PADI4 neutrophil,Chemotaxis,-0.0159202080939488,46,full_gene
Donor6,UF,MX1/ISG neutrophil,Chemotaxis,0.109994595297696,27,full_gene
Donor6,UN,OSM neutrophil,Chemotaxis,-0.111043549697497,26,full_gene
Donor1,UF,CXCR4 neutrophil,Chemotaxis,0.263685919935511,65,full_gene
Donor5,UN,CXCR4 neutrophil,Chemotaxis,0.217934391042027,13,full_gene
Donor1,UN,PADI4 neutrophil,Chemotaxis,-0.0685686407546417,3,full_gene
Donor6,UN,MX1/ISG neutrophil,Chemotaxis,0.26741858454269,4,full_gene
Donor1,UF,MX1/ISG neutrophil,Chemotaxis,0.168244558352026,5,full_gene
Donor6,UN,PADI4 neutrophil,Chemotaxis,0.125902370315942,3,full_gene
Donor1,UF,PADI4 neutrophil,Chemotaxis,-0.460848289323165,4,full_gene
Donor4,UD,CXCR4 neutrophil,Chemotaxis,0.351945448017473,724,full_gene
Donor4,UA5,MX1/ISG neutrophil,Chemotaxis,0.157639831305967,146,full_gene
Donor5,UD,CXCR4 neutrophil,Chemotaxis,0.0404354020776266,574,full_gene
Donor2,UD,OSM neutrophil,Chemotaxis,-0.276108960034617,395,full_gene
Donor4,UA5,OSM neutrophil,Chemotaxis,0.0746407919007681,917,full_gene
Donor3,UA5,OSM neutrophil,Chemotaxis,0.0535192353197532,1134,full_gene
Donor1,UA5,CXCR4 neutrophil,Chemotaxis,0.0888116847614594,617,full_gene
Donor4,UA5,CXCR4 neutrophil,Chemotaxis,0.285502595224968,460,full_gene
Donor2,UA5,CXCR4 neutrophil,Chemotaxis,0.11059057852814,422,full_gene
Donor6,UD,MX1/ISG neutrophil,Chemotaxis,0.214389597567687,20,full_gene
Donor1,UA5,OSM neutrophil,Chemotaxis,-0.171728199995737,636,full_gene
Donor3,UA5,CXCR4 neutrophil,Chemotaxis,0.308385902465261,683,full_gene
Donor3,UD,MX1/ISG neutrophil,Chemotaxis,0.135707256624468,159,full_gene
Donor4,UD,OSM neutrophil,Chemotaxis,0.122056465996572,933,full_gene
Donor3,UA5,MX1/ISG neutrophil,Chemotaxis,0.127956726538662,170,full_gene
Donor5,UD,OSM neutrophil,Chemotaxis,-0.242661572492922,492,full_gene
Donor2,UA5,MX1/ISG neutrophil,Chemotaxis,0.282271571246103,58,full_gene
Donor6,UA5,CXCR4 neutrophil,Chemotaxis,-0.0272931107163133,268,full_gene
Donor6,UD,CXCR4 neutrophil,Chemotaxis,0.0332903037549439,240,full_gene
Donor2,UA5,OSM neutrophil,Chemotaxis,-0.203092256300514,406,full_gene
Donor2,UD,CXCR4 neutrophil,Chemotaxis,0.0890333299927958,455,full_gene
Donor3,UD,CXCR4 neutrophil,Chemotaxis,0.277826612239547,551,full_gene
Donor3,UD,OSM neutrophil,Chemotaxis,-0.00945463032821091,754,full_gene
Donor1,UD,PADI4 neutrophil,Chemotaxis,-0.23393446112149,16,full_gene
Donor5,UD,PADI4 neutrophil,Chemotaxis,-0.381114449556348,70,full_gene
Donor1,UD,CXCR4 neutrophil,Chemotaxis,0.163917683437563,87,full_gene
Donor1,UA5,MX1/ISG neutrophil,Chemotaxis,0.218067830520014,68,full_gene
Donor2,UD,PADI4 neutrophil,Chemotaxis,-0.437933251152309,52,full_gene
Donor1,UA5,PADI4 neutrophil,Chemotaxis,-0.418219345315364,81,full_gene
Donor3,UD,PADI4 neutrophil,Chemotaxis,-0.250892968882029,52,full_gene
Donor6,UD,PADI4 neutrophil,Chemotaxis,-0.402309208995071,39,full_gene
Donor6,UD,OSM neutrophil,Chemotaxis,-0.312792395562045,182,full_gene
Donor2,UA5,PADI4 neutrophil,Chemotaxis,-0.391067106890392,58,full_gene
Donor5,UD,MX1/ISG neutrophil,Chemotaxis,0.166251264115976,48,full_gene
Donor1,UD,OSM neutrophil,Chemotaxis,-0.0695861919085317,84,full_gene
Donor6,UA5,OSM neutrophil,Chemotaxis,-0.324470342720046,179,full_gene
Donor4,UD,PADI4 neutrophil,Chemotaxis,-0.142164032215567,56,full_gene
Donor4,UD,MX1/ISG neutrophil,Chemotaxis,0.287096692913878,134,full_gene
Donor4,UA5,PADI4 neutrophil,Chemotaxis,-0.190551722293345,53,full_gene
Donor3,UA5,PADI4 neutrophil,Chemotaxis,-0.0879641195751209,66,full_gene
Donor6,UA5,PADI4 neutrophil,Chemotaxis,-0.391898489674109,36,full_gene
Donor1,UD,MX1/ISG neutrophil,Chemotaxis,0.286483458674204,13,full_gene
Donor6,UA5,MX1/ISG neutrophil,Chemotaxis,0.114762306326746,27,full_gene
Donor2,UD,MX1/ISG neutrophil,Chemotaxis,0.365887731037838,44,full_gene
Donor5,UA5,OSM neutrophil,Chemotaxis,-0.432731309070837,1,full_gene
Donor5,UA5,CXCR4 neutrophil,Chemotaxis,-0.384581324443173,2,full_gene
Donor5,UA5,MX1/ISG neutrophil,Chemotaxis,0.51426900570215,1,full_gene
Donor4,CF,CXCR4 neutrophil,Chemotaxis,0.39821348689222,1309,full_gene
Donor3,NA5,OSM neutrophil,Chemotaxis,0.150708315205991,1521,full_gene
Donor2,NA5,MX1/ISG neutrophil,Chemotaxis,0.40310922848627,69,full_gene
Donor5,NA5,PADI4 neutrophil,Chemotaxis,-0.34546939533143,59,full_gene
Donor3,NA5,CXCR4 neutrophil,Chemotaxis,0.415738519542046,2069,full_gene
Donor2,NA5,PADI4 neutrophil,Chemotaxis,-0.331818898144556,31,full_gene
Donor3,CF,PADI4 neutrophil,Chemotaxis,0.0252770621127485,60,full_gene
Donor5,NA5,CXCR4 neutrophil,Chemotaxis,0.209820937634909,1363,full_gene
Donor6,CF,OSM neutrophil,Chemotaxis,-0.194871106705776,464,full_gene
Donor3,CF,CXCR4 neutrophil,Chemotaxis,0.413468259795581,1448,full_gene
Donor1,CF,MX1/ISG neutrophil,Chemotaxis,0.276226032275117,65,full_gene
Donor4,NA5,OSM neutrophil,Chemotaxis,0.14553172785611,622,full_gene
Donor1,CF,OSM neutrophil,Chemotaxis,-0.135654010623359,454,full_gene
Donor3,CF,OSM neutrophil,Chemotaxis,0.160155474649985,1596,full_gene
Donor2,NA5,OSM neutrophil,Chemotaxis,-0.118855501686145,423,full_gene
Donor4,NA5,CXCR4 neutrophil,Chemotaxis,0.415666399987872,789,full_gene
Donor6,CF,CXCR4 neutrophil,Chemotaxis,0.207383990953977,692,full_gene
Donor1,CF,CXCR4 neutrophil,Chemotaxis,0.227575050465885,699,full_gene
Donor5,NA5,MX1/ISG neutrophil,Chemotaxis,0.289797695319954,132,full_gene
Donor5,NA5,OSM neutrophil,Chemotaxis,-0.178082504196141,982,full_gene
Donor4,CF,OSM neutrophil,Chemotaxis,0.112505519943525,1266,full_gene
Donor4,CF,MX1/ISG neutrophil,Chemotaxis,0.270676792865339,215,full_gene
Donor2,NA5,CXCR4 neutrophil,Chemotaxis,0.199958769126893,625,full_gene
Donor3,CF,MX1/ISG neutrophil,Chemotaxis,0.318119117413434,251,full_gene
Donor3,NA5,MX1/ISG neutrophil,Chemotaxis,0.382732552237664,266,full_gene
Donor4,NA5,MX1/ISG neutrophil,Chemotaxis,0.332021996586947,146,full_gene
Donor4,CF,PADI4 neutrophil,Chemotaxis,0.0575535954189908,58,full_gene
Donor6,CF,MX1/ISG neutrophil,Chemotaxis,0.294780457135293,74,full_gene
Donor4,NA5,PADI4 neutrophil,Chemotaxis,0.132344620031906,23,full_gene
Donor3,NA5,PADI4 neutrophil,Chemotaxis,0.0822069615011279,57,full_gene
Donor6,CF,PADI4 neutrophil,Chemotaxis,-0.345756240438788,19,full_gene
Donor1,NA5,CXCR4 neutrophil,Chemotaxis,0.341641110260649,47,full_gene
Donor1,CF,PADI4 neutrophil,Chemotaxis,-0.34806558475048,35,full_gene
Donor5,CF,OSM neutrophil,Chemotaxis,0.148423453218672,5,full_gene
Donor1,NA5,OSM neutrophil,Chemotaxis,-0.111893095128443,21,full_gene
Donor5,CF,CXCR4 neutrophil,Chemotaxis,0.25519714113344,5,full_gene
Donor2,CF,OSM neutrophil,Chemotaxis,-0.0438228906438993,9,full_gene
Donor1,NA5,MX1/ISG neutrophil,Chemotaxis,0.317520567644688,3,full_gene
Donor2,CF,CXCR4 neutrophil,Chemotaxis,0.060207057648066,11,full_gene
Donor2,CF,MX1/ISG neutrophil,Chemotaxis,0.497726294939206,2,full_gene
Donor6,NA5,OSM neutrophil,Chemotaxis,0.307440755698618,1,full_gene
Donor5,CF,PADI4 neutrophil,Chemotaxis,0.84600243345807,1,full_gene
Donor1,N,PADI4 neutrophil,OSM_inflammation,0.307515407726311,3,full_gene
Donor6,N,PADI4 neutrophil,OSM_inflammation,-0.434079932525591,65,full_gene
Donor6,N,OSM neutrophil,OSM_inflammation,-0.307187363521044,563,full_gene
Donor5,NNAMPT,CXCR4 neutrophil,OSM_inflammation,-0.345027195030717,9,full_gene
Donor6,N,CXCR4 neutrophil,OSM_inflammation,-0.325134224439675,156,full_gene
Donor2,NNAMPT,OSM neutrophil,OSM_inflammation,-0.304050767906268,162,full_gene
Donor6,N,MX1/ISG neutrophil,OSM_inflammation,-0.207219383854999,17,full_gene
Donor1,N,CXCR4 neutrophil,OSM_inflammation,-0.310157846061628,10,full_gene
Donor2,NNAMPT,CXCR4 neutrophil,OSM_inflammation,-0.411085996832273,44,full_gene
Donor1,NNAMPT,OSM neutrophil,OSM_inflammation,-0.353669592537037,49,full_gene
Donor4,NNAMPT,OSM neutrophil,OSM_inflammation,-0.315988363191557,157,full_gene
Donor1,N,OSM neutrophil,OSM_inflammation,-0.320757354925672,42,full_gene
Donor5,NNAMPT,OSM neutrophil,OSM_inflammation,-0.348786098511662,31,full_gene
Donor4,N,CXCR4 neutrophil,OSM_inflammation,-0.215482111356097,47,full_gene
Donor5,N,CXCR4 neutrophil,OSM_inflammation,-0.449570153151072,11,full_gene
Donor4,N,OSM neutrophil,OSM_inflammation,-0.209177065074974,168,full_gene
Donor3,N,CXCR4 neutrophil,OSM_inflammation,-0.0635121852376737,32,full_gene
Donor4,NNAMPT,CXCR4 neutrophil,OSM_inflammation,-0.281930926246855,59,full_gene
Donor4,NNAMPT,PADI4 neutrophil,OSM_inflammation,-0.191118236506245,11,full_gene
Donor4,N,MX1/ISG neutrophil,OSM_inflammation,0.0808017989747352,7,full_gene
Donor3,N,OSM neutrophil,OSM_inflammation,-0.127449972397834,57,full_gene
Donor3,NNAMPT,OSM neutrophil,OSM_inflammation,-0.131986594530586,20,full_gene
Donor2,N,OSM neutrophil,OSM_inflammation,-0.293151909310965,39,full_gene
Donor3,NNAMPT,CXCR4 neutrophil,OSM_inflammation,-0.0633564012145708,16,full_gene
Donor5,N,OSM neutrophil,OSM_inflammation,-0.32665417963737,48,full_gene
Donor2,N,CXCR4 neutrophil,OSM_inflammation,-0.189668048233699,8,full_gene
Donor2,NNAMPT,PADI4 neutrophil,OSM_inflammation,-0.32226092046286,6,full_gene
Donor6,NNAMPT,OSM neutrophil,OSM_inflammation,-0.356813257150006,12,full_gene
Donor1,NNAMPT,CXCR4 neutrophil,OSM_inflammation,-0.336838283199971,14,full_gene
Donor4,N,PADI4 neutrophil,OSM_inflammation,0.0114661186644333,12,full_gene
Donor3,N,PADI4 neutrophil,OSM_inflammation,-0.351368095011369,10,full_gene
Donor4,NNAMPT,MX1/ISG neutrophil,OSM_inflammation,0.0628073054226964,6,full_gene
Donor5,N,MX1/ISG neutrophil,OSM_inflammation,0.0193012689798506,1,full_gene
Donor3,NNAMPT,PADI4 neutrophil,OSM_inflammation,-0.135295036586395,3,full_gene
Donor3,N,MX1/ISG neutrophil,OSM_inflammation,-0.0586517662758536,3,full_gene
Donor5,NNAMPT,MX1/ISG neutrophil,OSM_inflammation,-0.136733220818245,1,full_gene
Donor2,NNAMPT,MX1/ISG neutrophil,OSM_inflammation,0.0128487073141359,3,full_gene
Donor6,NNAMPT,CXCR4 neutrophil,OSM_inflammation,-0.268912143170473,1,full_gene
Donor3,NNAMPT,MX1/ISG neutrophil,OSM_inflammation,-0.0661435249145709,3,full_gene
Donor5,N,PADI4 neutrophil,OSM_inflammation,-0.274320845773875,1,full_gene
Donor4,UF,OSM neutrophil,OSM_inflammation,0.485214016205763,2162,full_gene
Donor4,UN,OSM neutrophil,OSM_inflammation,0.423540672050527,448,full_gene
Donor3,UN,OSM neutrophil,OSM_inflammation,0.344382177641467,1122,full_gene
Donor2,UF,PADI4 neutrophil,OSM_inflammation,-0.413757765841851,23,full_gene
Donor3,UN,CXCR4 neutrophil,OSM_inflammation,0.0438092941036189,1169,full_gene
Donor3,UF,CXCR4 neutrophil,OSM_inflammation,0.0882459873999511,832,full_gene
Donor3,UF,OSM neutrophil,OSM_inflammation,0.444743656287152,1302,full_gene
Donor3,UN,MX1/ISG neutrophil,OSM_inflammation,0.168893953437407,218,full_gene
Donor4,UF,CXCR4 neutrophil,OSM_inflammation,0.0629288440838681,944,full_gene
Donor4,UN,MX1/ISG neutrophil,OSM_inflammation,0.192754427945665,75,full_gene
Donor4,UF,MX1/ISG neutrophil,OSM_inflammation,0.281057311227406,213,full_gene
Donor2,UF,CXCR4 neutrophil,OSM_inflammation,-0.10952114705202,348,full_gene
Donor3,UF,MX1/ISG neutrophil,OSM_inflammation,0.212851294804602,169,full_gene
Donor2,UN,CXCR4 neutrophil,OSM_inflammation,-0.106611813559562,218,full_gene
Donor6,UF,OSM neutrophil,OSM_inflammation,0.293435730126202,162,full_gene
Donor2,UF,OSM neutrophil,OSM_inflammation,0.293649092320877,314,full_gene
Donor4,UN,CXCR4 neutrophil,OSM_inflammation,0.0396870356436477,698,full_gene
Donor2,UN,OSM neutrophil,OSM_inflammation,0.371739924720593,198,full_gene
Donor6,UF,CXCR4 neutrophil,OSM_inflammation,-0.134150573015865,166,full_gene
Donor1,UF,OSM neutrophil,OSM_inflammation,0.297988480427752,66,full_gene
Donor2,UN,MX1/ISG neutrophil,OSM_inflammation,0.135584536722948,30,full_gene
Donor4,UN,PADI4 neutrophil,OSM_inflammation,-0.379198741577141,18,full_gene
Donor5,UF,CXCR4 neutrophil,OSM_inflammation,-0.115680336803851,18,full_gene
Donor1,UN,OSM neutrophil,OSM_inflammation,0.16001614998768,46,full_gene
Donor2,UF,MX1/ISG neutrophil,OSM_inflammation,0.123702260759531,35,full_gene
Donor4,UF,PADI4 neutrophil,OSM_inflammation,0.094778040702275,74,full_gene
Donor3,UN,PADI4 neutrophil,OSM_inflammation,0.038489282420116,45,full_gene
Donor1,UN,MX1/ISG neutrophil,OSM_inflammation,0.0929521771668459,4,full_gene
Donor5,UF,OSM neutrophil,OSM_inflammation,0.218338689025679,10,full_gene
Donor6,UN,CXCR4 neutrophil,OSM_inflammation,-0.161557191044512,21,full_gene
Donor1,UN,CXCR4 neutrophil,OSM_inflammation,0.0490174539160712,34,full_gene
Donor6,UF,PADI4 neutrophil,OSM_inflammation,-0.33252172528425,14,full_gene
Donor2,UN,PADI4 neutrophil,OSM_inflammation,-0.648900514342883,15,full_gene
Donor5,UN,OSM neutrophil,OSM_inflammation,0.134112014258513,13,full_gene
Donor3,UF,PADI4 neutrophil,OSM_inflammation,0.0786149982920444,46,full_gene
Donor6,UF,MX1/ISG neutrophil,OSM_inflammation,0.0535601129249234,27,full_gene
Donor6,UN,OSM neutrophil,OSM_inflammation,0.0983615708825564,26,full_gene
Donor1,UF,CXCR4 neutrophil,OSM_inflammation,-0.173197138019728,65,full_gene
Donor5,UN,CXCR4 neutrophil,OSM_inflammation,-0.0744366025083132,13,full_gene
Donor1,UN,PADI4 neutrophil,OSM_inflammation,-0.440146438748131,3,full_gene
Donor6,UN,MX1/ISG neutrophil,OSM_inflammation,-0.0775542580501361,4,full_gene
Donor1,UF,MX1/ISG neutrophil,OSM_inflammation,0.319505689739838,5,full_gene
Donor6,UN,PADI4 neutrophil,OSM_inflammation,0.176084555941713,3,full_gene
Donor1,UF,PADI4 neutrophil,OSM_inflammation,-0.341497104263243,4,full_gene
Donor4,UD,CXCR4 neutrophil,OSM_inflammation,0.0792578922120279,724,full_gene
Donor4,UA5,MX1/ISG neutrophil,OSM_inflammation,0.251693775504776,146,full_gene
Donor5,UD,CXCR4 neutrophil,OSM_inflammation,-0.225774182253857,574,full_gene
Donor2,UD,OSM neutrophil,OSM_inflammation,0.138887708072255,395,full_gene
Donor4,UA5,OSM neutrophil,OSM_inflammation,0.45939014725535,917,full_gene
Donor3,UA5,OSM neutrophil,OSM_inflammation,0.430350643370284,1134,full_gene
Donor1,UA5,CXCR4 neutrophil,OSM_inflammation,-0.196214335734269,617,full_gene
Donor4,UA5,CXCR4 neutrophil,OSM_inflammation,0.065636988069783,460,full_gene
Donor2,UA5,CXCR4 neutrophil,OSM_inflammation,-0.200960279167272,422,full_gene
Donor6,UD,MX1/ISG neutrophil,OSM_inflammation,0.0818095563645767,20,full_gene
Donor1,UA5,OSM neutrophil,OSM_inflammation,0.226463366610246,636,full_gene
Donor3,UA5,CXCR4 neutrophil,OSM_inflammation,0.0670389387502918,683,full_gene
Donor3,UD,MX1/ISG neutrophil,OSM_inflammation,0.10952201009568,159,full_gene
Donor4,UD,OSM neutrophil,OSM_inflammation,0.437313344892545,933,full_gene
Donor3,UA5,MX1/ISG neutrophil,OSM_inflammation,0.283228681591508,170,full_gene
Donor5,UD,OSM neutrophil,OSM_inflammation,0.197686940364703,492,full_gene
Donor2,UA5,MX1/ISG neutrophil,OSM_inflammation,0.148613796066138,58,full_gene
Donor6,UA5,CXCR4 neutrophil,OSM_inflammation,-0.296080804599308,268,full_gene
Donor6,UD,CXCR4 neutrophil,OSM_inflammation,-0.22068282867212,240,full_gene
Donor2,UA5,OSM neutrophil,OSM_inflammation,0.217465920526942,406,full_gene
Donor2,UD,CXCR4 neutrophil,OSM_inflammation,-0.219618477938611,455,full_gene
Donor3,UD,CXCR4 neutrophil,OSM_inflammation,0.00708129339533156,551,full_gene
Donor3,UD,OSM neutrophil,OSM_inflammation,0.300912464849845,754,full_gene
Donor1,UD,PADI4 neutrophil,OSM_inflammation,-0.28078181729367,16,full_gene
Donor5,UD,PADI4 neutrophil,OSM_inflammation,-0.314880370424608,70,full_gene
Donor1,UD,CXCR4 neutrophil,OSM_inflammation,-0.182016487609358,87,full_gene
Donor1,UA5,MX1/ISG neutrophil,OSM_inflammation,0.254233174774146,68,full_gene
Donor2,UD,PADI4 neutrophil,OSM_inflammation,-0.356821351568404,52,full_gene
Donor1,UA5,PADI4 neutrophil,OSM_inflammation,-0.362170360374542,81,full_gene
Donor3,UD,PADI4 neutrophil,OSM_inflammation,-0.168660866308148,52,full_gene
Donor6,UD,PADI4 neutrophil,OSM_inflammation,-0.386530657872113,39,full_gene
Donor6,UD,OSM neutrophil,OSM_inflammation,0.110005351873534,182,full_gene
Donor2,UA5,PADI4 neutrophil,OSM_inflammation,-0.311446229749546,58,full_gene
Donor5,UD,MX1/ISG neutrophil,OSM_inflammation,0.0716230663498726,48,full_gene
Donor1,UD,OSM neutrophil,OSM_inflammation,0.199188789817919,84,full_gene
Donor6,UA5,OSM neutrophil,OSM_inflammation,0.130604375993887,179,full_gene
Donor4,UD,PADI4 neutrophil,OSM_inflammation,-0.102399303998894,56,full_gene
Donor4,UD,MX1/ISG neutrophil,OSM_inflammation,0.22198960701008,134,full_gene
Donor4,UA5,PADI4 neutrophil,OSM_inflammation,0.00444746619703348,53,full_gene
Donor3,UA5,PADI4 neutrophil,OSM_inflammation,-0.0731733169627802,66,full_gene
Donor6,UA5,PADI4 neutrophil,OSM_inflammation,-0.306535982483561,36,full_gene
Donor1,UD,MX1/ISG neutrophil,OSM_inflammation,0.164977225727398,13,full_gene
Donor6,UA5,MX1/ISG neutrophil,OSM_inflammation,0.0404536571510835,27,full_gene
Donor2,UD,MX1/ISG neutrophil,OSM_inflammation,0.0875415971486713,44,full_gene
Donor5,UA5,OSM neutrophil,OSM_inflammation,-0.19034401608022,1,full_gene
Donor5,UA5,CXCR4 neutrophil,OSM_inflammation,-0.366252403088034,2,full_gene
Donor5,UA5,MX1/ISG neutrophil,OSM_inflammation,0.325049384250506,1,full_gene
Donor4,CF,CXCR4 neutrophil,OSM_inflammation,0.126777520850395,1309,full_gene
Donor3,NA5,OSM neutrophil,OSM_inflammation,0.42581086850013,1521,full_gene
Donor2,NA5,MX1/ISG neutrophil,OSM_inflammation,0.113381333447798,69,full_gene
Donor5,NA5,PADI4 neutrophil,OSM_inflammation,-0.385853061791265,59,full_gene
Donor3,NA5,CXCR4 neutrophil,OSM_inflammation,0.110336615249816,2069,full_gene
Donor2,NA5,PADI4 neutrophil,OSM_inflammation,-0.470792907971486,31,full_gene
Donor3,CF,PADI4 neutrophil,OSM_inflammation,0.152577412942308,60,full_gene
Donor5,NA5,CXCR4 neutrophil,OSM_inflammation,-0.139213084497663,1363,full_gene
Donor6,CF,OSM neutrophil,OSM_inflammation,0.158056404806071,464,full_gene
Donor3,CF,CXCR4 neutrophil,OSM_inflammation,0.158076054919547,1448,full_gene
Donor1,CF,MX1/ISG neutrophil,OSM_inflammation,0.148108690274288,65,full_gene
Donor4,NA5,OSM neutrophil,OSM_inflammation,0.370367164288924,622,full_gene
Donor1,CF,OSM neutrophil,OSM_inflammation,0.201946335652883,454,full_gene
Donor3,CF,OSM neutrophil,OSM_inflammation,0.452919639774063,1596,full_gene
Donor2,NA5,OSM neutrophil,OSM_inflammation,0.222771765704993,423,full_gene
Donor4,NA5,CXCR4 neutrophil,OSM_inflammation,0.114089582988011,789,full_gene
Donor6,CF,CXCR4 neutrophil,OSM_inflammation,-0.148455801636597,692,full_gene
Donor1,CF,CXCR4 neutrophil,OSM_inflammation,-0.141874248544044,699,full_gene
Donor5,NA5,MX1/ISG neutrophil,OSM_inflammation,0.143662396904174,132,full_gene
Donor5,NA5,OSM neutrophil,OSM_inflammation,0.208063750705815,982,full_gene
Donor4,CF,OSM neutrophil,OSM_inflammation,0.407853196635852,1266,full_gene
Donor4,CF,MX1/ISG neutrophil,OSM_inflammation,0.252537024136272,215,full_gene
Donor2,NA5,CXCR4 neutrophil,OSM_inflammation,-0.144170564248576,625,full_gene
