neut_state,Recruitment_migration,Retention_aging,Degranulation,NET_associated,Oxidative_burst,Inflammatory,Interferon,Survival_immaturity,Tissue_injury
Neutrophil OSM,0.4022248584346543,1.142166283670953,-0.360458205107708,-0.45045309090833346,-1.102383891621861,1.4056879513855225,-0.38531715428647506,1.1330877958350138,0.21282186922244192
Neutrophil CXCR4,-1.5883600251007228,-1.270166945660073,-0.7991354777056653,-0.885073377747511,-0.8402243371005498,-0.16850870261683432,-0.513213238306847,-1.4540638332557245,-1.294552498826192
Neutrophil PADI4,1.1461811689184374,-0.6687820466125374,1.7109740194014356,1.697792761733221,1.281069714199683,-1.4029173472400511,-0.8125716452625436,-0.3640582649712044,1.4611288917873135
Neutrophil MX1,0.039953997747628846,0.7967827086016558,-0.5513803365880615,-0.3622662930773759,0.6615385145227197,0.16573809847135923,1.7111020378558652,0.6850343023919125,-0.37939826218355976
