intervention,feature_scope,compartment,feature,reference_n,treatment_n,reference_mean,treatment_mean,effect_percentage_points,ci_low,ci_high,mann_whitney_u,p_value,minimum_total_cells,fdr_global_scope
FAP ablation,Compartment recovery,Epithelial,Epithelial,6,5,0.3143730120764405,0.7920852296098012,47.77122175333607,32.81640802267537,62.02861488110021,30.0,0.0081131172655657,0,0.0081131172655657
FAP ablation,Compartment recovery,Immune,Immune,6,5,0.4780391044217618,0.0597342253523395,-41.83048790694223,-60.49319505787777,-22.97448943047569,0.0,0.0081131172655657,0,0.0081131172655657
FAP ablation,Compartment recovery,Stromal,Stromal,6,5,0.1404437202943434,0.0274238900766827,-11.301983021766066,-14.272189765997124,-8.389830209416994,0.0,0.0081131172655657,0,0.0081131172655657
alpha5beta1 blockade,Compartment recovery,Epithelial,Epithelial,6,12,0.3143730120764405,0.9841110135017008,66.97380014252604,52.43776074016731,80.8121477507977,72.0,0.000884567156305,0,0.000884567156305
alpha5beta1 blockade,Compartment recovery,Immune,Immune,6,12,0.4780391044217618,0.0097702432990869,-46.82688611226749,-65.38701315618499,-27.7293459781536,0.0,0.000884567156305,0,0.000884567156305
alpha5beta1 blockade,Compartment recovery,Stromal,Stromal,6,12,0.1404437202943434,0.0001193166609695,-14.032440363337386,-16.585267784587803,-11.35453614295475,0.0,0.0005031118117304,0,0.000884567156305
