compartment,sample,group,marker,channel,n,median,mean,q25,q75,negative_percent,raw_reconstructed_median,role
neutrophil,FG1,FG,PADI4,R710-A,129,6780.246049965272,6429.687445126511,464.8191164175677,11601.297364662356,22.48062015503876,19313.19921875,phenotype
neutrophil,FG1,FG,MX1,Y670-A,129,-660.5015338923332,-274.2483004779343,-7389.147152975355,4939.834132699263,57.36434108527132,11395.502929687516,phenotype
neutrophil,FG1,FG,NAMPT,R780-A,129,-278.92629481049454,-252.56328501982483,-748.27009756117,179.15971742409147,65.89147286821705,2587.482910156251,phenotype
neutrophil,FG1,FG,CD177,Y586-A,129,-14332.889255906455,-15251.7234827186,-21395.863362822933,-5612.199866623359,93.7984496124031,12311.911132812496,phenotype
neutrophil,FG1,FG,CD45,V710-A,129,11035.745917507746,17504.40493972818,7394.804055275806,19135.751274349168,0.0,22367.669921875,lineage diagnostic
neutrophil,FG1,FG,CD11b,U670-A,129,23759.699838120403,34528.49644800359,11206.818215623109,39512.5789132217,0.0,27943.6796875,lineage diagnostic
neutrophil,FG1,FG,Ly6G,V610-A,129,13716.081330964666,29441.4460290685,6927.115470247463,36283.4956624944,0.0,28411.83984375,lineage diagnostic
neutrophil,FG1,FG,F4/80,R670-A,129,2149.5031713345315,3101.7076476616794,-330.6115255214771,7106.798839707389,30.23255813953488,19570.158203125,lineage diagnostic
neutrophil,FG2,FG,CXCR4,U820-A,128,1474.3536550988051,2561.614691586697,604.2112691941538,3116.793561319484,6.25,4513.768798828125,phenotype
neutrophil,FG2,FG,OSM,B515-A,128,-9434.27876138362,-8184.596530890948,-15336.752341882482,1348.391736777682,70.3125,3249.9119873046875,phenotype
neutrophil,FG2,FG,PADI4,R710-A,128,4309.4412162899935,5622.13012283273,2153.574884244377,8047.617036144691,10.9375,13706.2490234375,phenotype
neutrophil,FG2,FG,MX1,Y670-A,128,-847.5996161164451,-37.66349925783163,-2323.788509147541,1740.0508678858127,60.15625,8535.30908203125,phenotype
neutrophil,FG2,FG,NAMPT,R780-A,128,-3.221744496323929,89.30970597003486,-213.6028793415955,345.7541547823653,50.0,2155.6375732421875,phenotype
neutrophil,FG2,FG,CD177,Y586-A,128,-8665.061788553201,-11567.535084843665,-14999.153623753962,-5462.423526813422,99.21875,9267.935546875004,phenotype
neutrophil,FG2,FG,CD45,V710-A,128,12600.35436983037,18328.274002472222,8311.906468564808,22511.28504919767,0.0,20072.314453125,lineage diagnostic
neutrophil,FG2,FG,CD11b,U670-A,128,14503.868514986476,21056.5154701779,7902.94617315617,23352.384763130096,0.0,18829.5693359375,lineage diagnostic
neutrophil,FG2,FG,Ly6G,V610-A,128,17429.567023602798,25985.044796600218,9678.25068938556,30525.656533274945,0.0,23055.079101562496,lineage diagnostic
neutrophil,FG2,FG,F4/80,R670-A,128,1301.4062684435462,1679.315111799163,-870.9416469905868,4197.805520719407,33.59375,12319.33056640625,lineage diagnostic
neutrophil,FG3,FG,CXCR4,U820-A,128,1468.5250938276197,2923.725124582264,170.57053444189384,3302.6794334372053,20.3125,4588.689453125,phenotype
neutrophil,FG3,FG,OSM,B515-A,128,-3673.789593279424,-11602.171037416216,-14865.08842845706,3327.9308241014537,61.71875,7690.199462890623,phenotype
neutrophil,FG3,FG,PADI4,R710-A,128,4857.517776118688,7254.454672635403,1315.854082049821,9773.396311996312,18.75,15788.07373046875,phenotype
neutrophil,FG3,FG,MX1,Y670-A,128,1322.6421972407372,1589.7005995732827,-3306.455330446201,7216.4254416002195,44.53125,9737.084472656252,phenotype
neutrophil,FG3,FG,NAMPT,R780-A,128,-101.06017766420857,132.5227300772001,-413.23464357322814,347.6627383043374,57.03125,2517.751953125,phenotype
neutrophil,FG3,FG,CD177,Y586-A,128,-8715.888656534027,-12117.417853611092,-17244.29406512744,-4695.7174831186985,93.75,7847.922851562501,phenotype
neutrophil,FG3,FG,CD45,V710-A,128,16339.20276145146,26519.96072221747,7431.627956643822,34627.18441915116,0.0,23205.703125000004,lineage diagnostic
neutrophil,FG3,FG,CD11b,U670-A,128,14257.734080749027,28834.259187120304,7878.461164994676,32628.969253996645,0.0,17469.490234375,lineage diagnostic
neutrophil,FG3,FG,Ly6G,V610-A,128,11917.37603205846,19783.83717374163,5572.310576631713,22022.74613272292,0.0,19160.8876953125,lineage diagnostic
neutrophil,FG3,FG,F4/80,R670-A,128,369.22231891412696,1488.6118821108817,-2524.972877940037,4697.544066461143,46.09375,12901.405761718754,lineage diagnostic
neutrophil,FG4,FG,CXCR4,U820-A,238,1009.3998223398842,1826.1290439779211,-232.68001261630485,2102.7792722943386,27.73109243697479,4311.005615234375,phenotype
neutrophil,FG4,FG,OSM,B515-A,238,-8614.724364021344,-19639.067240650107,-34036.524815973484,3584.474497330579,67.22689075630252,6019.870849609395,phenotype
neutrophil,FG4,FG,PADI4,R710-A,238,8493.488864940766,14836.292169207423,3050.020710246941,18670.094170110828,9.663865546218489,19330.502929687504,phenotype
neutrophil,FG4,FG,MX1,Y670-A,238,472.12438299017447,755.9137502937241,-3419.9837820393163,5721.540341024813,45.37815126050421,13401.87109375,phenotype
neutrophil,FG4,FG,NAMPT,R780-A,238,-126.4832970008475,-274.9566382724129,-564.544437388711,175.72973233263744,63.86554621848739,3131.3782958984384,phenotype
neutrophil,FG4,FG,CD177,Y586-A,238,-14091.82994072102,-19009.14928846404,-24146.36199862598,-7979.261425414978,97.05882352941175,10724.646484375002,phenotype
neutrophil,FG4,FG,CD45,V710-A,238,16560.758980503215,28188.11729226886,9548.153102326594,34600.296683346096,0.0,26724.794921875,lineage diagnostic
neutrophil,FG4,FG,CD11b,U670-A,238,15209.21017077779,29012.15311318805,8863.492501576031,30820.24700579556,0.0,23324.248046875004,lineage diagnostic
neutrophil,FG4,FG,Ly6G,V610-A,238,17809.522285654144,30565.133774039627,8946.572441635164,34853.45853045668,0.0,28134.586914062496,lineage diagnostic
neutrophil,FG4,FG,F4/80,R670-A,238,1857.123025003233,4172.105777054348,-1313.5656127103002,6747.527750484191,33.61344537815126,16369.425781249998,lineage diagnostic
neutrophil,FG5,FG,CXCR4,U820-A,389,-281.7794072216656,574.0153964321842,-1109.986744014382,662.4364999090604,59.12596401028277,4517.9482421875,phenotype
neutrophil,FG5,FG,OSM,B515-A,389,-21819.73936906008,-23923.04757255864,-37325.67264091777,-5528.667620322755,82.77634961439588,6983.8593750000055,phenotype
neutrophil,FG5,FG,PADI4,R710-A,389,11042.089005592245,12187.2770043274,-142.12936897098947,21502.200011116096,25.70694087403599,26179.367187500007,phenotype
neutrophil,FG5,FG,MX1,Y670-A,389,5048.456010604356,9169.134184090244,-7057.63836920346,19814.93685462688,38.81748071979435,23188.539062500007,phenotype
neutrophil,FG5,FG,NAMPT,R780-A,389,-63.162098681722505,116.56624480140763,-703.5245210585148,668.389100501274,51.9280205655527,3710.587646484375,phenotype
neutrophil,FG5,FG,CD177,Y586-A,389,-19674.71231510533,-21749.04411151784,-32826.14059053546,-5284.991762253465,85.34704370179949,20946.40234375,phenotype
neutrophil,FG5,FG,CD45,V710-A,389,12044.149474400328,17227.65457755698,7777.6441456674365,19572.11475498627,0.0,29180.039062500004,lineage diagnostic
neutrophil,FG5,FG,CD11b,U670-A,389,27791.548179650017,39258.58536629866,14080.96470977592,49367.66532203114,0.0,37133.38671875,lineage diagnostic
neutrophil,FG5,FG,Ly6G,V610-A,389,28464.106123689868,43778.87841753888,9219.906150977264,59488.431804806205,0.0,47898.097656250015,lineage diagnostic
neutrophil,FG5,FG,F4/80,R670-A,389,1154.9283449132913,973.945778720611,-3547.897054570285,6831.507663286035,43.18766066838046,28107.771484375,lineage diagnostic
neutrophil,FG6,FG,CXCR4,U820-A,247,1027.6427415816977,2376.281421144637,-6.93821569855816,2504.251350481915,25.101214574898783,5407.451660156248,phenotype
neutrophil,FG6,FG,OSM,B515-A,247,-10367.775900789962,-20921.99372145554,-30664.37052613547,-426.73015162,76.51821862348179,4199.369628906245,phenotype
neutrophil,FG6,FG,PADI4,R710-A,247,9515.049613936704,14365.555099884084,3195.798410453164,18899.029622444024,14.979757085020244,21744.05859375,phenotype
neutrophil,FG6,FG,MX1,Y670-A,247,361.96804093925886,1680.54296887929,-4114.993529310736,4913.975956953762,48.58299595141701,11654.402343750002,phenotype
neutrophil,FG6,FG,NAMPT,R780-A,247,-216.34201531707575,-313.8146538122831,-604.9705482058356,34.320380328239224,70.8502024291498,3091.201171875,phenotype
neutrophil,FG6,FG,CD177,Y586-A,247,-13302.942613598623,-17229.61929686495,-23160.317372135887,-6566.160705495555,95.95141700404858,10803.400390625,phenotype
neutrophil,FG6,FG,CD45,V710-A,247,20120.97678441601,28191.889051042475,11810.96816912061,36431.4652415427,0.0,33123.25000000001,lineage diagnostic
neutrophil,FG6,FG,CD11b,U670-A,247,14804.85972819049,25590.30803300513,7626.018852997582,30700.25211188267,0.0,21376.589843749996,lineage diagnostic
neutrophil,FG6,FG,Ly6G,V610-A,247,16060.037523415034,29573.503440723645,8140.84976952627,31800.265678722066,0.0,27070.271484375004,lineage diagnostic
neutrophil,FG6,FG,F4/80,R670-A,247,1505.2252819206458,2624.59621690888,-1219.586677088308,5458.463175654921,36.43724696356275,15502.551757812496,lineage diagnostic
