direction,receiver,lr_pathway,target,target_weight
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Nr4a1,0.0115728132322791
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Slc3a2,0.0120560738528689
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Tiparp,0.0113379058360072
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Tle3,0.0115260723813263
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Areg,0.0118854558010649
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Fut8,0.0113891619087924
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Hmgcs1,0.0115534404184886
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Hspe1,0.0117537459401997
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Insr,0.0670306654925526
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Cald1,0.00913736180322909
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Ccn1,0.0109868359712032
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Cd55,0.00783130327504375
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Cd83,0.007849607628705
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Col1a1,0.00929093166082239
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Col1a2,0.00989715038975061
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Col5a1,0.0262614466117049
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Emp1,0.00982895644264387
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Epas1,0.00965186186086772
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Fos,0.0189909894204858
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Ifi203,0.00791884482145566
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Ifi207,0.00791884482145566
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Ifi209,0.00791884482145566
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Igf1,0.00932206671549224
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Igfbp4,0.00901813537795429
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Jun,0.0176109387661454
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Lox,0.00776811633847355
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Mgp,0.00784140716867311
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Mndal,0.00791884482145566
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Nr3c1,0.0101747769908036
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Nrp1,0.00901278174577362
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Pcdh7,0.00783972757702139
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Ppic,0.0234067766299335
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Prss23,0.00805475718596128
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Sdc4,0.00782540702236834
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Slc1a5,0.00814440482723732
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Socs2,0.0104584430120583
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Sulf2,0.00790333674208589
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Tgm2,0.00807879795737136
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Thbd,0.0252383339366369
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Vcam1,0.00776990703096093
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Vim,0.0127760679203007
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Zbtb20,0.00993205448708413
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Ceacam1,0.00777133964345267
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Krt18,0.00785153328405467
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Krt19,0.00896109158743756
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Plec,0.0101078294027528
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Tnf,0.0140249874717039
Neutrophil -> Fibroblast,Fibroblast,IL1,Adamts9,0.0705418333668762
Neutrophil -> Fibroblast,Fibroblast,IL1,Anxa1,0.0722902063793458
Neutrophil -> Fibroblast,Fibroblast,IL1,B4galt5,0.0838357601951969
Neutrophil -> Fibroblast,Fibroblast,IL1,Bdkrb1,0.176530913615057
Neutrophil -> Fibroblast,Fibroblast,IL1,C1s1,0.0929021962903307
Neutrophil -> Fibroblast,Fibroblast,IL1,Cd44,0.07263450198651
Neutrophil -> Fibroblast,Fibroblast,IL1,Cxcl13,0.0702270775568775
Neutrophil -> Fibroblast,Fibroblast,IL1,Dcn,0.117342737888403
Neutrophil -> Fibroblast,Fibroblast,IL1,Dennd5a,0.127908185121108
Neutrophil -> Fibroblast,Fibroblast,IL1,Eln,0.0693340561920147
Neutrophil -> Fibroblast,Fibroblast,IL1,Epas1,0.0945843100224739
Neutrophil -> Fibroblast,Fibroblast,IL1,F3,0.149350842980432
Neutrophil -> Fibroblast,Fibroblast,IL1,Fos,0.152514101968812
Neutrophil -> Fibroblast,Fibroblast,IL1,Gja1,0.0717753636545867
Neutrophil -> Fibroblast,Fibroblast,IL1,Helz2,0.0696570710626711
Neutrophil -> Fibroblast,Fibroblast,IL1,Igf1,0.0717005848474631
Neutrophil -> Fibroblast,Fibroblast,IL1,Igha,0.0715381128813702
Neutrophil -> Fibroblast,Fibroblast,IL1,Itgb1,0.100693335497379
Neutrophil -> Fibroblast,Fibroblast,IL1,Jun,0.202859597939339
Neutrophil -> Fibroblast,Fibroblast,IL1,Jund,0.0692794609176585
Neutrophil -> Fibroblast,Fibroblast,IL1,Mt1,0.0736932066742866
Neutrophil -> Fibroblast,Fibroblast,IL1,Nfkbie,0.112106298743795
Neutrophil -> Fibroblast,Fibroblast,IL1,Nr3c1,0.072676348190403
Neutrophil -> Fibroblast,Fibroblast,IL1,Saa3,0.0782137770265335
Neutrophil -> Fibroblast,Fibroblast,IL1,Serpinb9,0.150747309633259
Neutrophil -> Fibroblast,Fibroblast,IL1,Socs2,0.116658079412775
Neutrophil -> Fibroblast,Fibroblast,IL1,St3gal1,0.084514629998686
Neutrophil -> Fibroblast,Fibroblast,IL1,Tap2,0.197176324970162
Neutrophil -> Fibroblast,Fibroblast,IL1,Thbd,0.0710826461576119
Neutrophil -> Fibroblast,Fibroblast,IL1,Thy1,0.117195718121564
Neutrophil -> Fibroblast,Fibroblast,IL1,Timp1,0.0723867156307136
Neutrophil -> Fibroblast,Fibroblast,IL1,Traf3,0.0851003620848785
Neutrophil -> Fibroblast,Fibroblast,IL1,Ccl4,0.122084375161247
Neutrophil -> Fibroblast,Fibroblast,IL1,Cdh1,0.0740607665925326
Neutrophil -> Fibroblast,Fibroblast,IL1,Il18,0.0709952740592374
Neutrophil -> Fibroblast,Fibroblast,IL1,Klk1,0.0762850381518402
Neutrophil -> Fibroblast,Fibroblast,IL1,Muc2,0.0695196887420937
Neutrophil -> Fibroblast,Fibroblast,IL1,Pigr,0.0717656025938794
Neutrophil -> Fibroblast,Fibroblast,IL1,Tnf,0.209213698170492
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Ccn1,0.0136209682112853
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Ccng2,0.0117619744441185
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Col1a2,0.0122574547718132
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Crem,0.0115829592843316
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Cxcl12,0.011497419887197
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Emp1,0.0142044401747385
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Epas1,0.0124242399843147
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,F3,0.0124503800807706
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Fos,0.0241804541989827
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Gja1,0.0115932221134344
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Gsn,0.0120145394291826
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Ifi203,0.0114687288917799
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Ifi207,0.0114687288917799
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Ifi209,0.0114687288917799
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Igf1,0.0115848374884716
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Igf1r,0.0117522573529169
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Igfbp4,0.0123250956887446
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Jun,0.0226245841820827
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Jund,0.0113744746228254
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Lpl,0.0122757458234062
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Mmp3,0.0115056103406796
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Mndal,0.0114687288917799
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Nfia,0.0114502737060791
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Nr3c1,0.0132822198335003
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Nr4a1,0.0115728132322791
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Pakap,0.0115811824438856
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Prss23,0.0119547094311761
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Rbm39,0.0115652869193389
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Socs2,0.0149250208608518
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Sulf2,0.0115559865359373
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Tbl1x,0.0119900962187121
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Tsc22d3,0.0115843173258982
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Vim,0.0148049355708495
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Zbtb20,0.0124995419021655
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Ceacam1,0.0115920892626081
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Plec,0.0132965551744064
Neutrophil -> Fibroblast,Fibroblast,alpha5-integrin/ECM,Tnf,0.0705095532039948
Neutrophil -> Fibroblast,Fibroblast,OSM,Arhgap26,0.0725014671930915
Neutrophil -> Fibroblast,Fibroblast,OSM,Atp2b4,0.0752828671548792
Neutrophil -> Fibroblast,Fibroblast,OSM,Bicc1,0.0722097812943813
Neutrophil -> Fibroblast,Fibroblast,OSM,C1s1,0.155329896896521
Neutrophil -> Fibroblast,Fibroblast,OSM,C4b,0.0735003370951141
Neutrophil -> Fibroblast,Fibroblast,OSM,Cald1,0.0886752506348623
Neutrophil -> Fibroblast,Fibroblast,OSM,Ccl11,0.0725038877038407
Neutrophil -> Fibroblast,Fibroblast,OSM,Ccn1,0.0777497782652919
Neutrophil -> Fibroblast,Fibroblast,OSM,Ccng2,0.0861906385321954
Neutrophil -> Fibroblast,Fibroblast,OSM,Cd55,0.0734511531552376
Neutrophil -> Fibroblast,Fibroblast,OSM,Chst11,0.0723137113890151
Neutrophil -> Fibroblast,Fibroblast,OSM,Colec12,0.0824638684720131
Neutrophil -> Fibroblast,Fibroblast,OSM,Csrp1,0.0774208834059841
Neutrophil -> Fibroblast,Fibroblast,OSM,Enc1,0.0733316670813852
Neutrophil -> Fibroblast,Fibroblast,OSM,Epas1,0.0940718296839808
Neutrophil -> Fibroblast,Fibroblast,OSM,Ero1b,0.0738338750420872
Neutrophil -> Fibroblast,Fibroblast,OSM,Fos,0.0976408504180107
Neutrophil -> Fibroblast,Fibroblast,OSM,Fosb,0.0744027182162012
Neutrophil -> Fibroblast,Fibroblast,OSM,Frmd6,0.0774436014693089
Neutrophil -> Fibroblast,Fibroblast,OSM,Hivep2,0.0727849142762311
Neutrophil -> Fibroblast,Fibroblast,OSM,Ifi209,0.0794566258645552
Neutrophil -> Fibroblast,Fibroblast,OSM,Jun,0.0919737980734924
Neutrophil -> Fibroblast,Fibroblast,OSM,Maml2,0.0745063935437462
Neutrophil -> Fibroblast,Fibroblast,OSM,Mbnl2,0.0787401482442357
Neutrophil -> Fibroblast,Fibroblast,OSM,Nrp1,0.205897685901784
Neutrophil -> Fibroblast,Fibroblast,OSM,P4ha1,0.0787415385567207
Neutrophil -> Fibroblast,Fibroblast,OSM,Pitpnc1,0.0746793430928468
Neutrophil -> Fibroblast,Fibroblast,OSM,Plpp3,0.143344308862634
Neutrophil -> Fibroblast,Fibroblast,OSM,Pros1,0.15393532076854
Neutrophil -> Fibroblast,Fibroblast,OSM,Rhoj,0.0734214787020444
Neutrophil -> Fibroblast,Fibroblast,OSM,Serping1,0.0745639454649157
Neutrophil -> Fibroblast,Fibroblast,OSM,Socs2,0.0816279011325203
Neutrophil -> Fibroblast,Fibroblast,OSM,Spsb1,0.0724954257924453
Neutrophil -> Fibroblast,Fibroblast,OSM,Stat2,0.0931410366652827
Neutrophil -> Fibroblast,Fibroblast,OSM,Tgm2,0.147389468229295
Neutrophil -> Fibroblast,Fibroblast,OSM,Tmem176a,0.0731530947612649
Neutrophil -> Fibroblast,Fibroblast,OSM,Tnfrsf1a,0.148043116375159
Neutrophil -> Fibroblast,Fibroblast,OSM,Vim,0.0745382937654924
Neutrophil -> Fibroblast,Fibroblast,OSM,Duox2,0.0730769668836287
Neutrophil -> Fibroblast,Fibroblast,OSM,Gipc2,0.0732122963492036
Neutrophil -> Fibroblast,Fibroblast,OSM,Ifi30,0.0727007019758677
Neutrophil -> Fibroblast,Fibroblast,OSM,Mecom,0.0734666951637723
Neutrophil -> Fibroblast,Fibroblast,OSM,Nr1h4,0.0726443765064547
Neutrophil -> Fibroblast,Fibroblast,OSM,Pgk1,0.0806791561724302
Neutrophil -> Fibroblast,Fibroblast,OSM,Prr15l,0.0727103860526309
Neutrophil -> Fibroblast,Fibroblast,OSM,Sqor,0.0738224168004399
Neutrophil -> Fibroblast,Fibroblast,OSM,Stom,0.150725661673815
Neutrophil -> Fibroblast,Fibroblast,OSM,Tnf,0.0825730484237395
Neutrophil -> Fibroblast,Fibroblast,OSM,Vil1,0.0737381858154731
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Bcl2l11,0.0109403150808291
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Ccn1,0.0111067277585743
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Col1a1,0.0116498444813576
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Col1a2,0.0132120402020416
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Emp1,0.0124035863452715
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Epas1,0.0120593093225829
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Ets1,0.0107813817537128
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,F3,0.0112990543271563
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Fos,0.0242846399658958
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Hspa5,0.0109113443286787
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Ifi209,0.0121288182881767
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Igfbp4,0.0123319568040969
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Itpr1,0.0108569042475938
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Jun,0.019822207059326
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Mef2c,0.0107769830039115
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Mgp,0.0109134636277094
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Nfia,0.0109871198358843
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Nr3c1,0.0110984719855541
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Nr4a3,0.0107305696116023
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Pakap,0.0108182739953148
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Phlda1,0.0108991198603509
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Pmepa1,0.0117275122252575
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Prss23,0.0107335067484461
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Rcan1,0.01072693359697
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Satb1,0.0110155308054889
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Sin3a,0.0107197202040473
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Socs2,0.0150006137881897
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Vim,0.0144921708227404
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Zbtb20,0.0109417142043574
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Plec,0.0123994938123223
Neutrophil -> Fibroblast,Fibroblast,S100A9-ALCAM,Tnf,0.0749358151782291
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Gsn,0.00921393879813768
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Igf1r,0.00966161129577718
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Itgb1,0.0095535161886554
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Klf9,0.00901964423624887
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Mbnl1,0.00953276745627841
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Nfia,0.00979206580783907
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Sgms1,0.00894859664177964
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Syncrip,0.00897279175096988
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Tbl1x,0.00895981308169449
Neutrophil -> Fibroblast,Fibroblast,Integrin/ECM,Trim8,0.00907386653350931
Neutrophil -> Fibroblast,Fibroblast,VEGF,Aldh1a2,0.0546228849726406
Neutrophil -> Fibroblast,Fibroblast,VEGF,Antxr2,0.0554106566874127
Neutrophil -> Fibroblast,Fibroblast,VEGF,Anxa1,0.0565293288006859
Neutrophil -> Fibroblast,Fibroblast,VEGF,Atp11c,0.055100005566473
Neutrophil -> Fibroblast,Fibroblast,VEGF,Bgn,0.0700060204374259
Neutrophil -> Fibroblast,Fibroblast,VEGF,Ccn1,0.113591607221704
Neutrophil -> Fibroblast,Fibroblast,VEGF,Ccng2,0.0551600805994861
Neutrophil -> Fibroblast,Fibroblast,VEGF,Cebpb,0.0573557999472982
Neutrophil -> Fibroblast,Fibroblast,VEGF,Cnn3,0.138652487803899
Neutrophil -> Fibroblast,Fibroblast,VEGF,Col1a2,0.0735165182008229
Neutrophil -> Fibroblast,Fibroblast,VEGF,Emp1,0.184113071272965
Neutrophil -> Fibroblast,Fibroblast,VEGF,F3,0.181432653716736
Neutrophil -> Fibroblast,Fibroblast,VEGF,Fbln2,0.0549226507220983
Neutrophil -> Fibroblast,Fibroblast,VEGF,Fndc3b,0.0675403613893397
Neutrophil -> Fibroblast,Fibroblast,VEGF,Fos,0.133805960239272
Neutrophil -> Fibroblast,Fibroblast,VEGF,Gulp1,0.0681094599057066
Neutrophil -> Fibroblast,Fibroblast,VEGF,Hspg2,0.0666532386520552
Neutrophil -> Fibroblast,Fibroblast,VEGF,Igfbp4,0.056820177542812
Neutrophil -> Fibroblast,Fibroblast,VEGF,Lpar1,0.0649534524106829
Neutrophil -> Fibroblast,Fibroblast,VEGF,Mapk8,0.063379047093545
Neutrophil -> Fibroblast,Fibroblast,VEGF,Mat2a,0.0551535489880794
Neutrophil -> Fibroblast,Fibroblast,VEGF,Mbnl1,0.0807482172177282
Neutrophil -> Fibroblast,Fibroblast,VEGF,Mdk,0.0551443939118275
Neutrophil -> Fibroblast,Fibroblast,VEGF,Nrp1,0.0855116499238117
Neutrophil -> Fibroblast,Fibroblast,VEGF,Pdpn,0.064670353510514
Neutrophil -> Fibroblast,Fibroblast,VEGF,Plpp3,0.123419690331777
Neutrophil -> Fibroblast,Fibroblast,VEGF,Prss23,0.0564191952268344
Neutrophil -> Fibroblast,Fibroblast,VEGF,Psmc6,0.062909764588111
Neutrophil -> Fibroblast,Fibroblast,VEGF,Rhou,0.0546924852512904
Neutrophil -> Fibroblast,Fibroblast,VEGF,Rora,0.055560174505789
Neutrophil -> Fibroblast,Fibroblast,VEGF,Serpinf1,0.0646321502350911
Neutrophil -> Fibroblast,Fibroblast,VEGF,Slc1a5,0.0546669491657346
Neutrophil -> Fibroblast,Fibroblast,VEGF,Sparc,0.065503195841402
Neutrophil -> Fibroblast,Fibroblast,VEGF,Svil,0.0777725365621395
Neutrophil -> Fibroblast,Fibroblast,VEGF,Thbd,0.144116495443562
Neutrophil -> Fibroblast,Fibroblast,VEGF,Tnfrsf1a,0.0797574108177423
Neutrophil -> Fibroblast,Fibroblast,VEGF,Traf1,0.0640109789946385
Neutrophil -> Fibroblast,Fibroblast,VEGF,Uap1,0.0628482962529376
Neutrophil -> Fibroblast,Fibroblast,VEGF,Cox5a,0.0642409144380828
Neutrophil -> Fibroblast,Fibroblast,VEGF,Pclaf,0.0630815981482659
Neutrophil -> Fibroblast,Fibroblast,VEGF,Plac8,0.0573006512484802
Fibroblast -> Neutrophil,Neutrophil,CSF1,Batf,0.0711131053684363
Fibroblast -> Neutrophil,Neutrophil,CSF1,Crispld2,0.0696164995262618
Fibroblast -> Neutrophil,Neutrophil,CSF1,Dab2,0.14298777302868
Fibroblast -> Neutrophil,Neutrophil,CSF1,Gbp2,0.0700130082955394
Fibroblast -> Neutrophil,Neutrophil,CSF1,Gbp3,0.0707677056983158
Fibroblast -> Neutrophil,Neutrophil,CSF1,Gbp5,0.0704230290277029
Fibroblast -> Neutrophil,Neutrophil,CSF1,Gpx3,0.0698440497245332
Fibroblast -> Neutrophil,Neutrophil,CSF1,H2.Ab1,0.0698872793096176
Fibroblast -> Neutrophil,Neutrophil,CSF1,Maf,0.0706263926797151
Fibroblast -> Neutrophil,Neutrophil,CSF1,Pecam1,0.0700924085725229
Fibroblast -> Neutrophil,Neutrophil,CSF1,Serpine1,0.0778973497748082
Fibroblast -> Neutrophil,Neutrophil,CSF1,Stfa1,0.0720384445982409
Fibroblast -> Neutrophil,Neutrophil,CSF1,Stfa2,0.0720384445982409
Fibroblast -> Neutrophil,Neutrophil,CSF1,Stfa3,0.0720384445982409
Fibroblast -> Neutrophil,Neutrophil,CSF1,Tbc1d2,0.0799536249761193
Fibroblast -> Neutrophil,Neutrophil,CSF1,Tnfaip6,0.0700483355759569
Fibroblast -> Neutrophil,Neutrophil,CSF1,Vcan,0.146306883747246
Fibroblast -> Neutrophil,Neutrophil,CSF1,Acp2,0.1431008351165
Fibroblast -> Neutrophil,Neutrophil,CSF1,Ccnd2,0.0746492206030777
Fibroblast -> Neutrophil,Neutrophil,CSF1,Cd244a,0.0699130682358871
Fibroblast -> Neutrophil,Neutrophil,CSF1,Cebpd,0.0715975290340276
Fibroblast -> Neutrophil,Neutrophil,CSF1,Ddx21,0.137759024595336
Fibroblast -> Neutrophil,Neutrophil,CSF1,Fgl2,0.0695300647105562
Fibroblast -> Neutrophil,Neutrophil,CSF1,Gpc4,0.0701595023040501
Fibroblast -> Neutrophil,Neutrophil,CSF1,Hexb,0.0794094628729493
Fibroblast -> Neutrophil,Neutrophil,CSF1,Pmaip1,0.0851816520300158
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Anxa1,0.00621985950516051
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Cd86,0.0623695218060914
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Fosl1,0.00734332815335842
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,H2.Q6,0.00756739448102441
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Ifi203,0.00665127064019494
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Il12a,0.00633048768957896
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Mndal,0.00665127064019494
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Sart3,0.0222288472029683
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Serpine1,0.0122030781723088
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Vcan,0.00661318187023555
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Abcb1a,0.00743890449625073
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Btg2,0.00753810694310168
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Ccnd2,0.00823124807789131
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Cebpd,0.00686169623316287
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Cited2,0.00716166272459362
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Cxadr,0.00614147256493866
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Il23a,0.00630937338474085
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Mical2,0.00678524312877711
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Pck1,0.00767869061055642
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Pmaip1,0.00861183825865246
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Sox9,0.00633383768034734
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Yars,0.00630530403910117
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Inhba,0.00479693571143844
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Maf,0.00537925798861782
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Nampt,0.00516222120859508
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Nfe2,0.00504047055185522
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Slc38a2,0.00506807394097502
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Cish,0.00344570131814707
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Man1a,0.0037228569032057
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Smad3,0.00345378856872172
Fibroblast -> Neutrophil,Neutrophil,CXCL-CXCR2,Kat2b,0.00337747364000085
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Fosl1,0.0148486947562615
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,H2.Q6,0.012728101916042
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Ifi203,0.0114687288917799
Fibroblast -> Neutrophil,Neutrophil,alpha5-integrin/ECM,Maf,0.0117286189306754
