feature,n_patients,effect,lo,hi,p,q
ITGA5_log,16,0.20733304266446453,0.10894785930260849,0.3035049657663035,0.001373291015625,0.00274658203125
ITGB1_log,16,0.17027292114491466,0.07655239353756563,0.26432487334740146,0.00408935546875,0.00408935546875
OSMR_log,16,0.151522293751508,0.07189891136879709,0.23337444969163462,0.00262451171875,0.0031494140625
IL6ST_log,16,0.22234286115272978,0.1100253605505644,0.33232403521260256,0.0023193359375,0.0031494140625
ITGA5_ITGB1_pct,16,14.572808411144065,8.974736152227292,20.653768465485015,0.000213623046875,0.000640869140625
OSMR_IL6ST_pct,16,14.613695202744214,10.380723085827906,18.370061136184244,0.000152587890625,0.000640869140625
