p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
4.86996974394429e-41,0.701406842622597,0.131,0.035,1.66893863124971e-37,5,TUBB
1.34955804548339e-40,0.978545697502642,0.153,0.047,4.62493542187159e-37,5,KLF13
1.90260157069846e-40,1.67853794069557,0.107,0.015,6.52021558278361e-37,5,MT2A
2.5612380712333e-40,1.34884316138637,0.156,0.031,8.77736287011651e-37,5,DDX24
3.74750317219188e-40,0.829671355104616,0.13,0.031,1.28426933711016e-36,5,NUCB2
5.78587832948757e-40,0.898314615088235,0.194,0.069,1.98282050351539e-36,5,SLC25A3
3.16166894851585e-39,0.693749188255758,0.173,0.058,1.08350394865638e-35,5,DNAJB1
3.43850479771811e-39,0.797980288363573,0.15,0.038,1.178375594178e-35,5,TRAM1
5.21198913391832e-39,0.64365824709212,0.234,0.09,1.78614867619381e-35,5,HMGB2
1.75504198092981e-38,0.630502970081041,0.12,0.027,6.01452886864645e-35,5,TBCA
2.98257361068681e-38,0.205591855827127,0.213,0.081,1.02212797638237e-34,5,RORA
4.2064864600971e-38,0.59382409255244,0.434,0.248,1.44156290987528e-34,5,S100A4
4.24279305693391e-38,0.845844914584207,0.158,0.04,1.45400518061125e-34,5,EIF1AX
4.80580511503011e-38,0.357830660894559,0.123,0.021,1.64694941292082e-34,5,CD247
5.81179289268637e-38,0.7363623025144,0.12,0.025,1.99170142432362e-34,5,UHMK1
9.43981256561815e-38,0.512842308086947,0.439,0.273,3.23502376623734e-34,5,ACTG1
6.26639855267809e-37,0.697540534035377,0.207,0.067,2.14749478400278e-33,5,MATR3
9.80439404221497e-37,0.402727745679153,0.261,0.119,3.35996583826707e-33,5,EIF4G2
2.34138026846595e-36,1.65224913907434,0.109,0.02,8.0239101800328e-33,5,RSL24D1
1.08436375048796e-35,0.987718036331251,0.131,0.037,3.71611457292224e-32,5,EIF3I
1.41873800710048e-35,1.39719113788543,0.136,0.03,4.86201515033334e-32,5,PNRC2
2.27325963846691e-35,1.34803614322854,0.102,0.017,7.79046078102609e-32,5,PRDM1
1.20834320809017e-34,1.46334570026124,0.13,0.036,4.140992174125e-31,5,HMGA1
1.32393824808422e-34,0.413826266345722,0.198,0.083,4.53713637618464e-31,5,BACH2
3.27777990052932e-34,0.811987552658276,0.103,0.019,1.1232951719114e-30,5,APOL6
6.71826091456635e-34,0.950505054018163,0.117,0.027,2.30234801542189e-30,5,TRIM28
2.46890251255046e-33,0.789505551427525,0.132,0.034,8.46092891051042e-30,5,TAF1D
4.14795987178789e-32,0.481686765547753,0.1,0.021,1.42150584806171e-28,5,LNPEP
9.04457739657257e-32,0.56157577977297,0.214,0.096,3.09957667380542e-28,5,HSPA5
2.86140045777484e-31,0.282529836976593,0.215,0.1,9.80601936879436e-28,5,CALM2
3.08111105475357e-31,0.500148121535752,0.128,0.036,1.05589675846405e-27,5,GBP5
6.69931009872058e-31,0.765863149990412,0.23,0.11,2.29585357083154e-27,5,JUN
1.19941555354008e-30,1.09900758347168,0.106,0.017,4.11039710198186e-27,5,SRP72
1.47437982567966e-30,0.865995144226033,0.119,0.029,5.05269966260418e-27,5,EIF2S2
2.28409837182494e-30,0.553666505001099,0.122,0.03,7.82760512024409e-27,5,ATP2B4
5.6064327320796e-30,0.739683934198683,0.105,0.026,1.92132449728368e-26,5,SBDS
2.05579698307068e-28,0.489236261753443,0.174,0.068,7.04521626098323e-25,5,EIF3A
7.75252382762206e-28,0.503618557547668,0.112,0.037,2.65678991572608e-24,5,ZC3H15
2.01698696551472e-25,0.631009582053993,0.176,0.072,6.91221433081893e-22,5,APMAP
1.01376635400734e-24,0.600326518256827,0.218,0.108,3.47417729518316e-21,5,PLP2
3.36971236367479e-24,0.667796035583748,0.11,0.026,1.15480042703135e-20,5,IL6ST
4.47023770259394e-24,0.277612446628048,0.123,0.047,1.53195046067894e-20,5,TUBA1B
5.45181433345921e-23,0.46846607583632,0.206,0.089,1.86833677207647e-19,5,CANX
7.97986326886194e-23,0.247745879857296,0.166,0.071,2.73469914223899e-19,5,IFI16
4.76318794251363e-21,1.08346550089337,0.111,0.037,1.63234450789942e-17,5,MRFAP1
2.48585454961245e-20,0.342153749550153,0.118,0.049,8.51902354152185e-17,5,ATF6
2.05869467819405e-19,0.2992136594914,0.361,0.227,7.05514666217101e-16,5,S100A6
8.20348476344829e-14,0.279288063096304,0.187,0.107,2.81133422843373e-10,5,CSTB
1.21671041813206e-13,0.296847873389478,0.101,0.049,4.16966660293856e-10,5,LTA4H
1.76842323727005e-13,0.20764660521692,0.18,0.103,6.06038643412447e-10,5,GLIPR1
1.39021240656728e-06,0.204883641305492,0.236,0.175,0.00476425791730607,5,PI3
0,3.232420052675,0.78,0.315,0,6,LYZ
1.52834672068105e-224,3.71777064268146,0.41,0.037,5.23764421177394e-221,6,HLA-DRA
5.79372359874352e-209,2.85557851745452,0.554,0.178,1.9855090772894e-205,6,CD74
1.54224092665577e-180,3.65733956592227,0.332,0.019,5.28525965564934e-177,6,HLA-DRB1
5.36321707509864e-174,3.69926398778071,0.309,0.011,1.8379744916363e-170,6,VCAN
4.44644953205056e-165,1.53809630891369,0.675,0.32,1.52379825463373e-161,6,EEF1A1
2.81956348452637e-158,3.39285401588039,0.278,0.011,9.66264406147187e-155,6,ANXA2
7.39135363586315e-147,2.43541413602292,0.408,0.09,2.5330168910103e-143,6,CYBB
2.38724901196168e-145,3.06527967381806,0.305,0.036,8.18110236399267e-142,6,MPEG1
3.02345897540894e-145,3.58802663640563,0.247,0.009,1.03613939087264e-141,6,S100A10
3.94032274177088e-142,2.70646491420487,0.308,0.032,1.35034860360488e-138,6,ANXA1
4.65011675451456e-140,2.3632219491425,0.276,0.021,1.59359501177214e-136,6,AHNAK
6.01393685555618e-139,3.32159689115091,0.255,0.012,2.0609761603991e-135,6,HLA-DPA1
1.01556087902057e-135,1.52445951894293,0.498,0.182,3.48032713240348e-132,6,PTMA
1.27069501044586e-134,1.98857253044846,0.475,0.174,4.35467180079797e-131,6,VIM
4.00738893468143e-133,3.62985315511866,0.235,0.008,1.37333218791533e-129,6,GSTP1
5.53065114741183e-129,1.95438216751872,0.307,0.048,1.89535414821803e-125,6,RACK1
8.18569258062299e-125,3.42123337017998,0.232,0.014,2.8052368473795e-121,6,LGALS1
1.26420418535142e-124,2.05930038276641,0.332,0.063,4.33242774319931e-121,6,CTSB
2.30199328193807e-124,2.80590844649669,0.247,0.018,7.88893097720175e-121,6,SLC25A6
6.16840178600221e-123,1.46135283738975,0.536,0.248,2.11391129206296e-119,6,S100A4
3.52065706177805e-122,1.57564464576682,0.284,0.04,1.20652917507134e-118,6,SAMHD1
1.53540726790766e-121,3.02876684818249,0.229,0.013,5.26184070711957e-118,6,CRTAP
4.59250321439017e-118,2.31356235896221,0.279,0.035,1.57385085157151e-114,6,ATP5MC2
2.55181180963259e-117,1.64977046276293,0.369,0.089,8.74505907161088e-114,6,NAP1L1
7.67239971459405e-116,2.17305634670346,0.256,0.027,2.62933138219138e-112,6,CD52
1.11413645246526e-114,3.33662844334795,0.193,0.005,3.81814562259846e-111,6,HLA-DMB
1.15411805068451e-114,2.92950940697745,0.214,0.009,3.95516255969582e-111,6,HLA-DPB1
2.97456229647252e-113,2.41604170178514,0.214,0.013,1.01938249900113e-109,6,VAMP8
2.01475119517175e-112,2.28656004245228,0.22,0.014,6.9045523458536e-109,6,TEX14
1.63039099713393e-111,4.37341836442692,0.193,0.001,5.58734994717797e-108,6,TGFBI
3.98114606675682e-111,1.4208573986725,0.319,0.069,1.36433875707756e-107,6,PPIA
6.50756816517927e-111,2.62415306844562,0.23,0.018,2.23014361020694e-107,6,KLF4
2.3896548330825e-108,2.78029107478707,0.191,0.007,8.18934711297374e-105,6,ENSG00000290039
1.18089120992169e-105,3.60662927888617,0.178,0.002,4.04691417640162e-102,6,CD86
1.88762122767266e-105,2.99073708256779,0.187,0.005,6.4688779472342e-102,6,COMT
1.24027052816556e-104,3.60612743455721,0.196,0.005,4.25040710002339e-101,6,HLA-DRB5
1.39732015827882e-104,1.33853350993795,0.258,0.038,4.78861618242153e-101,6,HNRNPA1
4.56551629035148e-103,1.82671365955298,0.285,0.049,1.56460243270345e-99,6,BTF3
2.37723772026394e-102,1.56766786809788,0.27,0.048,8.14679366734453e-99,6,EEF2
1.67447200122294e-101,1.59645725978879,0.238,0.03,5.738415548191e-98,6,EEF1B2
2.47028681987726e-101,3.84638830366167,0.176,0.003,8.46567293171937e-98,6,MS4A7
3.8476766239268e-99,1.58161953926872,0.275,0.058,1.31859877901971e-95,6,SH3BGRL
5.09024627665461e-99,2.00263207963011,0.287,0.072,1.74442739900954e-95,6,RHOB
1.10206946756731e-98,1.80369658935811,0.31,0.079,3.77679206535318e-95,6,NACA
1.27054825210669e-98,2.8144426068832,0.197,0.021,4.35416885996964e-95,6,MAFB
3.3996902742526e-98,1.92490439504988,0.353,0.109,1.16507385698636e-94,6,JUN
1.01902575632129e-97,1.40373427094705,0.235,0.035,3.49220126691305e-94,6,TOMM7
1.96634095260203e-97,1.70245135947832,0.226,0.022,6.73865044456714e-94,6,EIF3E
6.28515422435947e-97,1.95663098615886,0.224,0.023,2.15392235268799e-93,6,PLEKHA7
7.96760781612794e-97,0.877093021781006,0.341,0.102,2.73049919858705e-93,6,CD44
6.1068526695545e-96,1.99761925362636,0.205,0.02,2.09281840985633e-92,6,COX7C
4.44787242504177e-95,1.85514484601191,0.251,0.038,1.52428588006181e-91,6,ENO1
4.92822301337088e-94,2.94223976980525,0.177,0.006,1.6889020266822e-90,6,HLA-DMA
1.04579791536886e-92,1.3009575317545,0.382,0.123,3.58394945596908e-89,6,ANXA5
3.64280472766521e-92,2.08164957447575,0.212,0.022,1.24838918017087e-88,6,NDUFA4
3.68050774821466e-91,1.56207496190074,0.254,0.048,1.26131000531317e-87,6,RBM3
2.3605216845418e-89,1.91120119736364,0.183,0.012,8.08950781292475e-86,6,CD99
2.92869411205417e-88,3.12417750480434,0.163,0.008,1.00366347220096e-84,6,HLA-DRB6
3.55114356536837e-88,1.00457884630508,0.4,0.143,1.21697689985174e-84,6,YBX1
1.24961142613237e-87,0.941147565459074,0.341,0.096,4.28241835735563e-84,6,OOEP
5.13892081616016e-87,1.09333362576106,0.191,0.021,1.76110816369809e-83,6,ENSG00000262202
2.70742019336433e-86,1.80319709905101,0.182,0.013,9.27832900265956e-83,6,COX6C
6.00559883735342e-86,1.62281795480456,0.25,0.047,2.05811872156102e-82,6,LTA4H
8.19889529089814e-86,2.07306890837905,0.226,0.038,2.80976141619079e-82,6,KCTD12
1.77755152105249e-85,2.08628408968687,0.173,0.012,6.09166906264688e-82,6,EID1
6.08128103334216e-85,0.720934297533646,0.203,0.026,2.08405501012636e-81,6,TLE5
1.94845488277158e-83,2.52446246951507,0.146,0.003,6.67735488325819e-80,6,IRF8
3.45897552245048e-83,3.44610967471863,0.141,0.001,1.18539091154378e-79,6,PLXNB2
2.26124729656e-81,3.62884947539154,0.147,0.004,7.74929448531113e-78,6,CYP1B1
2.84491370681421e-81,1.43868237459467,0.188,0.018,9.74951927325228e-78,6,NSA2
1.47826786649238e-79,1.24067953569047,0.449,0.227,5.06602397846938e-76,6,S100A6
3.14276015564573e-79,1.27296904052813,0.229,0.043,1.07702390533979e-75,6,HSP90AB1
1.25064298368533e-78,3.54682355847296,0.138,0.003,4.28595350508963e-75,6,CD33
9.8437694454591e-77,2.29467335123521,0.157,0.011,3.37345978895883e-73,6,ATP5MC3
4.0573413623932e-76,2.43120580195043,0.14,0.005,1.39045088489215e-72,6,DPYSL2
1.28138191043721e-75,2.3599799293904,0.152,0.012,4.39129580706831e-72,6,HLA-DQB1
4.54112746758389e-75,1.30941441970023,0.235,0.056,1.556244383141e-71,6,PLBD1
4.93191436650471e-75,1.17846565367054,0.201,0.031,1.69016705340116e-71,6,SNHG29
4.97421344924808e-75,0.714856194846405,0.182,0.024,1.70466294905732e-71,6,ITGB1
2.30486022474628e-74,1.55180665397721,0.163,0.015,7.89875599020551e-71,6,EIF3F
2.38541737694125e-74,1.5769218308742,0.175,0.021,8.17482535077767e-71,6,GSTO1
4.16139631402123e-74,4.6788672116683,0.128,0.002,1.42611051681508e-70,6,TMEM176B
7.0182287714182e-74,1.37457092746316,0.249,0.06,2.40514699996502e-70,6,CLEC12A
7.11051347415706e-74,1.06261854075285,0.291,0.089,2.43677296759362e-70,6,CANX
7.77870359406656e-74,1.22147724777243,0.167,0.022,2.66576172168661e-70,6,RAN
2.88799996110708e-73,3.24722973176605,0.138,0.005,9.89717586671397e-70,6,PEA15
3.76206499174763e-73,1.50955977197209,0.162,0.016,1.28925967267191e-69,6,CCDC88A
5.69490546013435e-73,1.41232121685448,0.138,0.008,1.95164410118804e-69,6,CAPN2
6.74428021399949e-73,0.87660003774441,0.174,0.024,2.31126482933763e-69,6,YBX3
2.76940000386087e-71,1.13933528069544,0.202,0.035,9.49073381323119e-68,6,HINT1
4.79088512016989e-71,1.05107932739196,0.247,0.057,1.64183633068222e-67,6,HNRNPDL
6.10563068016499e-71,0.657816714202602,0.267,0.065,2.09239963409254e-67,6,MTDH
6.62371227250774e-71,0.666025999223801,0.189,0.029,2.2699461957884e-67,6,APP
3.65397181967191e-70,0.863265208570502,0.395,0.145,1.25221614260156e-66,6,LGALS3
4.42059773931555e-70,4.45192517268871,0.121,0.002,1.51493884526344e-66,6,TMEM176A
2.1286183896993e-69,2.18060790793875,0.14,0.01,7.29477522149949e-66,6,SSR3
3.88095716066354e-69,0.923730304856146,0.194,0.04,1.33000401895939e-65,6,RBFOX2
4.08552344757995e-69,0.32273964108863,0.176,0.026,1.40010888548565e-65,6,PABPC4
9.7581784073048e-69,1.09317339851302,0.298,0.102,3.34412774018336e-65,6,GLIPR1
1.57744293802515e-68,2.18979043612147,0.148,0.009,5.40589694861218e-65,6,BANF1
3.14263638158547e-68,1.1315377419132,0.186,0.026,1.07698148796934e-64,6,SLC7A7
8.64650142979727e-68,1.85299534196515,0.143,0.012,2.96315603999152e-64,6,RSL1D1
2.04506368102196e-67,1.18936838776946,0.193,0.033,7.00843323486226e-64,6,HSPA8
9.44714879608682e-67,1.76533487739503,0.149,0.013,3.23753789241896e-63,6,COLGALT1
7.18906418111917e-66,0.773033108501498,0.287,0.084,2.46369229486954e-62,6,ANP32B
7.95983571328103e-66,1.37139541122819,0.138,0.009,2.72783569894141e-62,6,AHR
8.41371372571834e-66,1.39779550428453,0.136,0.014,2.88337969380367e-62,6,PA2G4
1.44543444237663e-65,1.21625239665881,0.315,0.106,4.95350383402472e-62,6,CSTB
3.38564917863126e-65,1.17328433349914,0.249,0.074,1.16026197351693e-61,6,S100A12
3.94457787020174e-65,1.05381806831753,0.18,0.03,1.35180683611814e-61,6,ATP1B3
6.80684852115307e-65,0.528906581535908,0.771,0.519,2.33270698819916e-61,6,ACTB
1.96088760926849e-64,0.521579937042331,0.193,0.037,6.71996183696311e-61,6,SEPTIN2
1.9970246868254e-64,0.98206256615023,0.177,0.03,6.84380360175065e-61,6,KYNU
3.43868279872243e-64,1.40384882126806,0.232,0.066,1.17843659512218e-60,6,DUSP6
4.66437148487589e-64,0.258829488385992,0.309,0.108,1.59848010786697e-60,6,CAST
6.32385394234714e-64,0.926583266284876,0.144,0.018,2.16718474604237e-60,6,SRP72
8.02103942467242e-64,0.701271796780359,0.285,0.078,2.74881021083524e-60,6,NPM1
1.43517676145553e-62,0.979392730913716,0.187,0.036,4.91835076150812e-59,6,HSP90B1
1.67862161195765e-62,2.93308469003499,0.114,0.002,5.75263626417888e-59,6,CD163
1.75430268004665e-62,0.908288241558798,0.17,0.03,6.01199528451987e-59,6,SERBP1
7.08249049991898e-62,2.37086587566424,0.113,0.006,2.42716949432223e-58,6,STING1
8.97883156607651e-62,4.84420525505592,0.101,0,3.07704557769442e-58,6,ASGR1
1.52669641607543e-61,1.26938645786768,0.125,0.01,5.23198861789052e-58,6,NDUFS5
3.01633190910217e-61,1.49477668662709,0.141,0.013,1.03369694524931e-57,6,SSBP1
1.23983164346278e-60,1.68204744233721,0.117,0.005,4.24890304214694e-57,6,MGST3
1.43082779742962e-60,0.819996588039137,0.172,0.038,4.90344686179129e-57,6,LEPROT
2.77834655561912e-60,1.65982921029479,0.148,0.02,9.52139364610674e-57,6,TMED9
4.21238967547037e-60,3.88062905831893,0.101,0.001,1.44358594178369e-56,6,OAF
7.66233265378959e-60,0.965333903978577,0.192,0.053,2.62588140045369e-56,6,CCR1
8.5444546412453e-60,0.986297755832958,0.361,0.154,2.92818460555476e-56,6,CCL3
9.09233319819033e-60,1.42352264759585,0.158,0.025,3.11594258701983e-56,6,DBI
1.35933676488131e-59,0.707682874790847,0.142,0.013,4.65844709324824e-56,6,GPI
5.4412453843471e-59,0.916266536427375,0.193,0.045,1.86471479321575e-55,6,LDHA
9.71122829982954e-59,1.16782972009774,0.28,0.108,3.32803793835159e-55,6,PLP2
4.22735612447973e-58,1.23152720611708,0.119,0.009,1.4487149438592e-54,6,EIF3M
1.5862256305959e-57,1.42983995449842,0.137,0.014,5.43599523605215e-54,6,SNRPB2
2.39277226864291e-57,0.882013507030924,0.265,0.089,8.20003056463924e-54,6,HMGN2
2.96773841025888e-57,1.86884091206241,0.121,0.011,1.01704395319572e-53,6,SEC61G
1.85954937564228e-56,1.0519015916378,0.165,0.035,6.3726757103261e-53,6,TUBB
4.74863027744205e-56,1.15526023246939,0.115,0.01,1.62735559607939e-52,6,SSB
8.62530676162708e-56,2.0828330804393,0.105,0.004,2.9558926272096e-52,6,MGST1
1.21698499671831e-55,2.05203648812934,0.1,0.007,4.17060758375365e-52,6,P2RX7
1.35172600842019e-55,2.13476962900204,0.111,0.008,4.63236503085599e-52,6,TOMM22
1.38430111514025e-55,0.7604888122443,0.522,0.321,4.74399992158564e-52,6,CFL1
6.4140656802561e-55,1.48285235526292,0.134,0.016,2.19810030862377e-51,6,PARK7
7.74612507562827e-55,0.34211123243643,0.196,0.05,2.65459706341781e-51,6,EMB
1.0015733344026e-54,0.560043727184396,0.146,0.023,3.43239181699772e-51,6,HNRNPR
1.85674592611994e-54,0.709736993086086,0.468,0.274,6.36306828881303e-51,6,ACTG1
1.97426463803911e-54,0.533530111627087,0.179,0.039,6.76580491456002e-51,6,TRAM1
3.34718628638105e-54,1.94216525073763,0.102,0.006,1.14708074034278e-50,6,H1-10
3.41045725515952e-54,1.62623001566667,0.136,0.018,1.16876370134317e-50,6,COPZ1
3.47241920463483e-54,2.59407606363518,0.105,0.004,1.18999806142836e-50,6,SLC2A6
3.77815780427819e-54,1.14125139178682,0.165,0.029,1.29477467952614e-50,6,EIF2S2
6.32783830806227e-54,1.60884853379609,0.164,0.027,2.16855018817294e-50,6,TBCA
2.98207302466602e-53,0.812403312668377,0.325,0.156,1.02195642555304e-49,6,TKT
4.77553181718818e-53,0.378682451341617,0.55,0.338,1.63657475375039e-49,6,S100A9
6.95252663715551e-53,2.23337414826647,0.101,0.004,2.38263087855319e-49,6,RNASE2
1.00667088634694e-52,1.46839436258009,0.108,0.01,3.44986112751096e-49,6,RNF187
1.03494494967203e-52,1.79475227466282,0.115,0.009,3.54675634252604e-49,6,PDIA6
1.28137288027825e-52,1.3055921619403,0.103,0.007,4.39126486071358e-49,6,SEM1
2.11650465201946e-52,1.99508071664843,0.107,0.005,7.2532614424707e-49,6,ESD
2.99471615379619e-52,0.909676749494327,0.17,0.033,1.02628922590595e-48,6,CAT
4.01541708330151e-52,1.32897174091937,0.105,0.011,1.37608343444743e-48,6,DYNLL1
2.47733562171567e-51,0.352382814717079,0.176,0.037,8.48982917561959e-48,6,EIF3I
3.73813373278943e-51,0.450431617811814,0.144,0.025,1.28105843022694e-47,6,GRK3
4.28173499468627e-51,0.479275575614313,0.135,0.018,1.46735058267899e-47,6,ITGA4
2.31861839937158e-50,0.4896690794009,0.165,0.047,7.94590525464639e-47,6,TUBA1B
2.99372572028578e-49,1.78951783103173,0.121,0.016,1.02594980434194e-45,6,MT2A
3.15418447565072e-49,0.302515366803878,0.14,0.026,1.0809390198055e-45,6,MIS18BP1
5.58506091554149e-49,1.62489410370927,0.1,0.006,1.91400037575607e-45,6,CCT8
7.44159273265231e-49,1.1428092390087,0.11,0.012,2.55023382947995e-45,6,ARL2BP
9.04904265383319e-49,0.624218281534521,0.269,0.101,3.10110691746863e-45,6,CALM2
3.76847174121716e-48,0.956577211598851,0.125,0.015,1.29145526571512e-44,6,SNHG6
5.51867174527056e-48,0.750250342746372,0.244,0.092,1.89124880710422e-44,6,HMGB2
6.30240670384087e-48,1.02293524057322,0.11,0.013,2.15983477740627e-44,6,PRNP
1.5391686626207e-47,0.304607079798652,0.624,0.4,5.27473100680113e-44,6,S100A8
2.65100231923512e-47,0.593705114686442,0.143,0.032,9.08498494801875e-44,6,PNRC2
5.88407229683235e-47,0.321805879766936,0.129,0.021,2.01647157612444e-43,6,NUCKS1
7.91658666644394e-47,0.584042158557824,0.296,0.135,2.71301425059034e-43,6,SERPINB1
3.27647464429892e-46,0.48164773210386,0.288,0.12,1.12284786060124e-42,6,EIF4G2
6.74065247295892e-46,0.898971133885155,0.228,0.07,2.31002160248302e-42,6,SLC25A3
8.07207617159489e-46,0.927887111942156,0.104,0.009,2.76630050400557e-42,6,METAP2
1.02264635976112e-45,0.638433711403335,0.419,0.23,3.50460907490135e-42,6,KLF6
1.22823025496769e-45,0.757782333757782,0.156,0.035,4.20914508377429e-42,6,SIGLEC14
1.87517091231971e-45,0.516853073655263,0.11,0.012,6.42621071651964e-42,6,RGS10
1.71257591624668e-44,0.920012809147872,0.138,0.029,5.86899766497738e-41,6,TES
2.54099366802471e-44,1.07925741604256,0.112,0.019,8.70798530032069e-41,6,SRI
1.05431148474246e-43,0.705904429249216,0.105,0.018,3.6131254582124e-40,6,BLVRB
1.47751763947021e-43,0.730254039516187,0.101,0.008,5.06345295046442e-40,6,MCUB
2.85908882183594e-43,0.715222024273387,0.142,0.037,9.79809739243177e-40,6,HMGA1
5.89683563648019e-43,1.24760263825996,0.127,0.019,2.02084557262176e-39,6,SOD1
6.40982870815898e-43,0.874870084954456,0.1,0.013,2.19664829828608e-39,6,SMIM3
1.02316643175911e-42,0.521255552363209,0.245,0.087,3.50639136163848e-39,6,CARD16
1.33960703847412e-42,0.299024887601577,0.215,0.073,4.59083332085081e-39,6,NCL
8.23238777194423e-42,0.31526194992125,0.142,0.033,2.82123928944529e-38,6,PLIN2
1.5983317520605e-41,1.24827496930372,0.121,0.028,5.47748291431132e-38,6,TFEC
2.69720420709027e-41,0.202442350083926,0.126,0.022,9.24331881769837e-38,6,CHCHD3
5.00758555900961e-41,0.585243827159521,0.119,0.021,1.71609957107259e-37,6,RSL24D1
1.36179632793143e-40,1.30656688775461,0.12,0.021,4.666876015821e-37,6,ATP5MK
1.37776063077631e-40,0.307388101136678,0.146,0.037,4.72158568167042e-37,6,ZC3H15
2.20590966757481e-40,0.561002513065922,0.163,0.041,7.55965243077886e-37,6,EIF1AX
3.18057121551416e-40,0.223261761403042,0.395,0.215,1.0899817555567e-36,6,TXNIP
1.0157255696114e-39,1.34345108690478,0.103,0.013,3.48089152705828e-36,6,CYCS
5.25901664340609e-39,0.927814433087615,0.117,0.021,1.80226500369527e-35,6,UFM1
6.0233042383398e-39,0.219505202896676,0.107,0.022,2.06418636247905e-35,6,ATP2A2
2.48970990895247e-38,0.247551299701862,0.197,0.068,8.53223585798011e-35,6,C4orf3
5.34184243025699e-38,0.730271813038438,0.152,0.04,1.83064940084907e-34,6,MEF2C
6.65508550644265e-38,0.930429342306011,0.126,0.026,2.2806978030579e-34,6,SNRPG
6.98642353143882e-38,1.17406338077287,0.107,0.018,2.39424734422408e-34,6,CCT5
9.9848119814873e-37,0.23728367424431,0.32,0.157,3.4217950660557e-33,6,CALM1
1.02689666184185e-35,0.434880666594053,0.143,0.035,3.51917486013201e-32,6,SERPINB9
2.13884702771205e-34,0.413504746575486,0.32,0.151,7.32982876396919e-31,6,SET
2.99477086258558e-34,0.704615881627477,0.106,0.024,1.02630797460808e-30,6,RSU1
4.46526052582319e-34,0.560060119015418,0.101,0.016,1.53024478219961e-30,6,RTN1
1.48404901152555e-32,0.335052189565043,0.267,0.12,5.08583596249805e-29,6,ATF4
2.17951246366974e-32,0.315438124460405,0.137,0.032,7.46918921299622e-29,6,XBP1
7.24770497496674e-32,0.682364273082591,0.102,0.022,2.4837884949211e-28,6,TENT5A
9.25192402006096e-31,0.323125958755308,0.404,0.244,3.17063436167489e-27,6,CD63
1.64520513675303e-29,0.724930824192253,0.129,0.038,5.63811800365263e-26,6,MRFAP1
1.2789913501191e-26,0.607746454983746,0.113,0.03,4.38310335685817e-23,6,HBEGF
3.75608652703541e-23,0.584820221979678,0.116,0.04,1.28721085281504e-19,6,TMEM30A
9.09565305284589e-23,0.246637243900339,0.308,0.185,3.11708030121029e-19,6,EGR1
2.70871284454179e-22,1.02735153907419,0.258,0.131,9.28275891824471e-19,6,GAPT
8.14819162013772e-22,0.930166979495496,0.291,0.185,2.7923852682212e-18,6,CCL4
1.27620707983428e-09,0.504820934680822,0.3,0.207,4.37356166259209e-06,6,IL1B
6.54191095037725e-90,6.92617639441484,0.161,0.003,2.24191288269428e-86,7,CLC
4.54351803521935e-86,3.18822647822649,0.273,0.059,1.55706363066967e-82,7,PDE4D
2.38095957732229e-85,3.18093969314376,0.228,0.042,8.15954847148349e-82,7,SYNE1
5.50370758019948e-53,3.85171114252767,0.125,0.014,1.88612058773436e-49,7,GPI
7.88460700566511e-43,3.41646708337826,0.111,0.016,2.70205482084143e-39,7,DACH1
1.30381335148253e-31,2.71836391489758,0.128,0.036,4.46816835553064e-28,7,ANXA1
6.50603264446038e-29,1.52514566700615,0.223,0.121,2.22961738725657e-25,7,SYNE2
3.57277275995423e-23,1.02596664773884,0.394,0.267,1.22438922483631e-19,7,CCL4L2
3.87769822982546e-21,1.88198208389618,0.152,0.061,1.32888718336118e-17,7,DENND4A
1.14600961082687e-11,1.84255437552077,0.135,0.071,3.9273749363037e-08,7,DAPK2
1.45635329247352e-11,0.635286391126501,0.253,0.183,4.99092273330675e-08,7,ZSWIM6
2.8128784832864e-10,0.890618006937594,0.121,0.07,9.63973456222251e-07,7,ZBTB20
5.93907471301949e-10,1.36723396136726,0.121,0.07,2.03532090415178e-06,7,JAK2
5.13103827956008e-09,0.223281737459827,0.096,0.15,1.75840681840524e-05,7,HMOX1
5.35956632891681e-09,1.43093432949923,0.102,0.049,1.83672338091979e-05,7,PITPNC1
4.02425968176245e-07,1.22970683076295,0.132,0.092,0.00137911379293999,7,GNAQ
7.29498745358993e-07,1.37067950687926,0.1,0.06,0.00249999220034527,7,DIAPH2
1.03995899055455e-06,1.94064209930971,0.1,0.066,0.00356393946063043,7,PADI4
2.3234725408307e-06,1.29978998735308,0.104,0.06,0.00796254039742681,7,GOLGA4
1.60391545179714e-05,0.560332595622132,0.222,0.187,0.0549661825330879,7,PTMA
6.2841774288089e-05,0.468080259051961,0.549,0.523,0.215358760485281,7,ACTB
0.0039228199685174,0.677137408647449,0.092,0.124,1,7,EIF4G2
0.00283259632708118,0.664389730153206,0.206,0.182,1,7,SVIL
0.00505231807943213,0.346410664532857,0.077,0.107,1,7,TECPR2
0.00129592764020397,0.342013174283034,0.154,0.119,1,7,LINC01619
2.01126304018022e-131,7.74024862743524,0.225,0.003,6.89259843869762e-128,8,SPARC
5.81432393174675e-113,8.40762063433404,0.196,0.002,1.99256881140961e-109,8,CLU
5.91283963555112e-91,8.4922983540698,0.156,0.001,2.02633014310337e-87,8,ITGB3
4.20863865467935e-80,7.81076878287628,0.141,0.001,1.44230046695861e-76,8,GNG11
2.25024684964276e-66,6.54024345779125,0.116,0.003,7.71159595372573e-63,8,MMD
