cluster,n,gene,mean,pct
26,2,FPR1,0,0
26,2,S100A8,0,0
26,2,S100A9,0,0
26,2,ISG15,0,0
26,2,IFIT1,0,0
26,2,IFIT2,0,0
26,2,IFIT3,0,0
26,2,HLA-DRA,0,0
26,2,CD74,0,0
26,2,LTF,0,0
26,2,BPI,0,0
26,2,CLC,0,0
26,2,SPARC,0,0
26,2,MS4A1,0,0
26,2,CCL3,0,0
26,2,CCL4,0,0
27,2,OSM,2.88972418619917,50
27,2,CXCR4,0,0
27,2,MX1,0,0
27,2,PADI4,0,0
27,2,FCGR3B,0,0
27,2,FPR1,0,0
27,2,S100A8,0,0
27,2,S100A9,0,0
27,2,ISG15,0,0
27,2,IFIT1,0,0
27,2,IFIT2,0,0
27,2,IFIT3,0,0
27,2,HLA-DRA,0,0
27,2,CD74,0,0
27,2,LTF,0,0
27,2,BPI,0,0
27,2,CLC,0,0
27,2,SPARC,0,0
27,2,MS4A1,0,0
27,2,CCL3,0,0
27,2,CCL4,0,0
28,806,OSM,0.69230594100109,16.7493796526055
28,806,CXCR4,2.02046478929664,38.7096774193548
28,806,MX1,0.0598240265507764,1.48883374689826
28,806,PADI4,0.308174081343962,6.94789081885856
28,806,FCGR3B,1.12680664995336,23.0769230769231
28,806,FPR1,1.12902088539195,24.317617866005
28,806,S100A8,1.70645653019612,33.0024813895782
28,806,S100A9,1.30166984464204,24.6898263027295
28,806,ISG15,0.0281172514177015,0.620347394540943
28,806,IFIT1,0.0147158402286363,0.372208436724566
28,806,IFIT2,0.141158681888604,3.10173697270472
28,806,IFIT3,0.100859685181503,2.23325062034739
28,806,HLA-DRA,0.165976970109848,3.59801488833747
28,806,CD74,0.549354642259347,12.2828784119107
28,806,LTF,0.259437971212579,5.58312655086849
28,806,BPI,0.0662376185007091,1.61290322580645
28,806,CLC,0.0079892684504964,0.124069478908189
28,806,SPARC,0.0214650151536347,0.372208436724566
28,806,MS4A1,0.0348662230221599,0.620347394540943
28,806,CCL3,1.01376612949513,19.8511166253102
28,806,CCL4,1.14791677351791,22.0843672456576
29,2,OSM,0,0
29,2,CXCR4,3.10830305054243,50
29,2,MX1,0,0
29,2,PADI4,0,0
29,2,FCGR3B,0,0
29,2,FPR1,0,0
29,2,S100A8,0,0
29,2,S100A9,0,0
29,2,ISG15,0,0
29,2,IFIT1,0,0
29,2,IFIT2,0,0
29,2,IFIT3,0,0
29,2,HLA-DRA,0,0
29,2,CD74,3.10830305054243,50
29,2,LTF,0,0
29,2,BPI,0,0
29,2,CLC,0,0
29,2,SPARC,0,0
29,2,MS4A1,0,0
29,2,CCL3,0,0
29,2,CCL4,0,0
30,2,OSM,0,0
30,2,CXCR4,0,0
30,2,MX1,0,0
30,2,PADI4,0,0
30,2,FCGR3B,0,0
30,2,FPR1,0,0
30,2,S100A8,2.64180088915021,50
30,2,S100A9,2.64180088915021,50
30,2,ISG15,0,0
30,2,IFIT1,0,0
30,2,IFIT2,0,0
30,2,IFIT3,0,0
30,2,HLA-DRA,0,0
30,2,CD74,0,0
30,2,LTF,0,0
30,2,BPI,0,0
30,2,CLC,0,0
30,2,SPARC,0,0
30,2,MS4A1,0,0
30,2,CCL3,0,0
30,2,CCL4,0,0
31,2,OSM,0,0
31,2,CXCR4,0,0
31,2,MX1,0,0
31,2,PADI4,0,0
31,2,FCGR3B,0,0
31,2,FPR1,0,0
31,2,S100A8,2.90606924964691,50
31,2,S100A9,3.18941279227777,50
31,2,ISG15,0,0
31,2,IFIT1,0,0
31,2,IFIT2,0,0
31,2,IFIT3,0,0
31,2,HLA-DRA,0,0
31,2,CD74,0,0
31,2,LTF,0,0
31,2,BPI,0,0
31,2,CLC,0,0
31,2,SPARC,0,0
31,2,MS4A1,0,0
31,2,CCL3,0,0
31,2,CCL4,0,0
