key,sample_uid,group,scope,state,n_cells,program,score
Level 2___Epithelial/stromal mixed___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 2,Epithelial/stromal mixed,25,Absorptive differentiation,7.526257195081838
Level 3___Colonocyte-like epithelial cell___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Colonocyte-like epithelial cell,331,Inflammatory chemokines,6.100158797327655
Level 3___Colonocyte-like epithelial cell___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Colonocyte-like epithelial cell,331,Interferon response,4.651351269642581
Level 3___Colonocyte-like epithelial cell___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Colonocyte-like epithelial cell,331,Barrier / junctions,6.563208261384979
Level 3___Colonocyte-like epithelial cell___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Colonocyte-like epithelial cell,331,Mucus / secretory,9.214594755129456
Level 3___Colonocyte-like epithelial cell___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Colonocyte-like epithelial cell,331,Injury-associated regeneration,6.9214961415030585
Level 3___Colonocyte-like epithelial cell___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Colonocyte-like epithelial cell,331,Absorptive differentiation,6.724181187986874
Level 3___Colonocyte-like epithelial cell___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Colonocyte-like epithelial cell,98,Inflammatory chemokines,5.132430868159094
Level 3___Colonocyte-like epithelial cell___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Colonocyte-like epithelial cell,98,Interferon response,3.8263029835931914
Level 3___Colonocyte-like epithelial cell___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Colonocyte-like epithelial cell,98,Barrier / junctions,5.97526361713032
Level 3___Colonocyte-like epithelial cell___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Colonocyte-like epithelial cell,98,Mucus / secretory,8.896744602898949
Level 3___Colonocyte-like epithelial cell___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Colonocyte-like epithelial cell,98,Injury-associated regeneration,6.675284454348494
Level 3___Colonocyte-like epithelial cell___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Colonocyte-like epithelial cell,98,Absorptive differentiation,6.936497867663199
Level 3___Colonocyte-like epithelial cell___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Colonocyte-like epithelial cell,38,Inflammatory chemokines,5.533242887353665
Level 3___Colonocyte-like epithelial cell___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Colonocyte-like epithelial cell,38,Interferon response,4.139847685306861
Level 3___Colonocyte-like epithelial cell___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Colonocyte-like epithelial cell,38,Barrier / junctions,6.693949742303826
Level 3___Colonocyte-like epithelial cell___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Colonocyte-like epithelial cell,38,Mucus / secretory,9.583053402807765
Level 3___Colonocyte-like epithelial cell___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Colonocyte-like epithelial cell,38,Injury-associated regeneration,6.7381820925387705
Level 3___Colonocyte-like epithelial cell___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Colonocyte-like epithelial cell,38,Absorptive differentiation,6.397546022852657
Level 3___Colonocyte-like epithelial cell___FAPTK__D1,FAPTK__D1,DSS,Level 3,Colonocyte-like epithelial cell,22,Inflammatory chemokines,5.458923634760436
Level 3___Colonocyte-like epithelial cell___FAPTK__D1,FAPTK__D1,DSS,Level 3,Colonocyte-like epithelial cell,22,Interferon response,3.233227704610466
Level 3___Colonocyte-like epithelial cell___FAPTK__D1,FAPTK__D1,DSS,Level 3,Colonocyte-like epithelial cell,22,Barrier / junctions,3.437043431393333
Level 3___Colonocyte-like epithelial cell___FAPTK__D1,FAPTK__D1,DSS,Level 3,Colonocyte-like epithelial cell,22,Mucus / secretory,3.7426748470058766
Level 3___Colonocyte-like epithelial cell___FAPTK__D1,FAPTK__D1,DSS,Level 3,Colonocyte-like epithelial cell,22,Injury-associated regeneration,5.119892044761273
Level 3___Colonocyte-like epithelial cell___FAPTK__D1,FAPTK__D1,DSS,Level 3,Colonocyte-like epithelial cell,22,Absorptive differentiation,5.438413984726107
Level 3___Colonocyte-like epithelial cell___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Colonocyte-like epithelial cell,172,Inflammatory chemokines,4.805836678165008
Level 3___Colonocyte-like epithelial cell___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Colonocyte-like epithelial cell,172,Interferon response,3.3396815370691715
Level 3___Colonocyte-like epithelial cell___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Colonocyte-like epithelial cell,172,Barrier / junctions,5.787261648088169
Level 3___Colonocyte-like epithelial cell___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Colonocyte-like epithelial cell,172,Mucus / secretory,7.317196249316178
Level 3___Colonocyte-like epithelial cell___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Colonocyte-like epithelial cell,172,Injury-associated regeneration,5.566706471773489
Level 3___Colonocyte-like epithelial cell___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Colonocyte-like epithelial cell,172,Absorptive differentiation,6.099302982411322
Level 3___Colonocyte-like epithelial cell___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Colonocyte-like epithelial cell,134,Inflammatory chemokines,3.4361014282508164
Level 3___Colonocyte-like epithelial cell___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Colonocyte-like epithelial cell,134,Interferon response,3.8348426571168637
Level 3___Colonocyte-like epithelial cell___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Colonocyte-like epithelial cell,134,Barrier / junctions,6.157483229138531
Level 3___Colonocyte-like epithelial cell___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Colonocyte-like epithelial cell,134,Mucus / secretory,8.018000895265438
Level 3___Colonocyte-like epithelial cell___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Colonocyte-like epithelial cell,134,Injury-associated regeneration,6.099840090446278
Level 3___Colonocyte-like epithelial cell___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Colonocyte-like epithelial cell,134,Absorptive differentiation,6.040667065774753
Level 3___Colonocyte-like epithelial cell___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 3,Colonocyte-like epithelial cell,22,Inflammatory chemokines,3.372003038529012
Level 3___Colonocyte-like epithelial cell___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 3,Colonocyte-like epithelial cell,22,Interferon response,3.413150887494667
Level 3___Colonocyte-like epithelial cell___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 3,Colonocyte-like epithelial cell,22,Barrier / junctions,4.623340272074526
Level 3___Colonocyte-like epithelial cell___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 3,Colonocyte-like epithelial cell,22,Mucus / secretory,4.861202315976175
Level 3___Colonocyte-like epithelial cell___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 3,Colonocyte-like epithelial cell,22,Injury-associated regeneration,5.283933333537003
Level 3___Colonocyte-like epithelial cell___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 3,Colonocyte-like epithelial cell,22,Absorptive differentiation,6.125527531536305
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D3,FAPTK__D3,DSS,Level 3,Satb2+ epithelial-like transitional cell,36,Inflammatory chemokines,7.85178809472222
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D3,FAPTK__D3,DSS,Level 3,Satb2+ epithelial-like transitional cell,36,Interferon response,5.88751449866841
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D3,FAPTK__D3,DSS,Level 3,Satb2+ epithelial-like transitional cell,36,Barrier / junctions,5.5258375283446375
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D3,FAPTK__D3,DSS,Level 3,Satb2+ epithelial-like transitional cell,36,Mucus / secretory,6.167151023920961
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D3,FAPTK__D3,DSS,Level 3,Satb2+ epithelial-like transitional cell,36,Injury-associated regeneration,6.700150591956513
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D3,FAPTK__D3,DSS,Level 3,Satb2+ epithelial-like transitional cell,36,Absorptive differentiation,6.600887735761467
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D5,FAPTK__D5,DSS,Level 3,Satb2+ epithelial-like transitional cell,28,Inflammatory chemokines,7.894289022483061
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D5,FAPTK__D5,DSS,Level 3,Satb2+ epithelial-like transitional cell,28,Interferon response,5.682706655293479
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D5,FAPTK__D5,DSS,Level 3,Satb2+ epithelial-like transitional cell,28,Barrier / junctions,5.6993299733614675
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D5,FAPTK__D5,DSS,Level 3,Satb2+ epithelial-like transitional cell,28,Mucus / secretory,6.282935895655792
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D5,FAPTK__D5,DSS,Level 3,Satb2+ epithelial-like transitional cell,28,Injury-associated regeneration,6.451467662567161
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D5,FAPTK__D5,DSS,Level 3,Satb2+ epithelial-like transitional cell,28,Absorptive differentiation,5.795000659871277
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D1,FAPTK__D1,DSS,Level 3,Satb2+ epithelial-like transitional cell,59,Inflammatory chemokines,8.047564800513884
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D1,FAPTK__D1,DSS,Level 3,Satb2+ epithelial-like transitional cell,59,Interferon response,5.760110612606904
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D1,FAPTK__D1,DSS,Level 3,Satb2+ epithelial-like transitional cell,59,Barrier / junctions,5.6696331671299935
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D1,FAPTK__D1,DSS,Level 3,Satb2+ epithelial-like transitional cell,59,Mucus / secretory,5.893623624775621
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D1,FAPTK__D1,DSS,Level 3,Satb2+ epithelial-like transitional cell,59,Injury-associated regeneration,6.985210597309448
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D1,FAPTK__D1,DSS,Level 3,Satb2+ epithelial-like transitional cell,59,Absorptive differentiation,6.369862855877317
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D2,FAPTK__D2,DSS,Level 3,Satb2+ epithelial-like transitional cell,25,Inflammatory chemokines,7.692380163933437
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D2,FAPTK__D2,DSS,Level 3,Satb2+ epithelial-like transitional cell,25,Interferon response,5.525223995239437
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D2,FAPTK__D2,DSS,Level 3,Satb2+ epithelial-like transitional cell,25,Barrier / junctions,5.623163976242009
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D2,FAPTK__D2,DSS,Level 3,Satb2+ epithelial-like transitional cell,25,Mucus / secretory,6.142786106404482
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D2,FAPTK__D2,DSS,Level 3,Satb2+ epithelial-like transitional cell,25,Injury-associated regeneration,6.418296858599988
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D2,FAPTK__D2,DSS,Level 3,Satb2+ epithelial-like transitional cell,25,Absorptive differentiation,6.115468306198252
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D4,FAPTK__D4,DSS,Level 3,Satb2+ epithelial-like transitional cell,81,Inflammatory chemokines,8.322989828113593
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D4,FAPTK__D4,DSS,Level 3,Satb2+ epithelial-like transitional cell,81,Interferon response,5.49586132744438
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D4,FAPTK__D4,DSS,Level 3,Satb2+ epithelial-like transitional cell,81,Barrier / junctions,5.613693977273857
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D4,FAPTK__D4,DSS,Level 3,Satb2+ epithelial-like transitional cell,81,Mucus / secretory,6.182369343135875
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D4,FAPTK__D4,DSS,Level 3,Satb2+ epithelial-like transitional cell,81,Injury-associated regeneration,6.796578961391264
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D4,FAPTK__D4,DSS,Level 3,Satb2+ epithelial-like transitional cell,81,Absorptive differentiation,5.8595698654435875
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D6,FAPTK__D6,DSS,Level 3,Satb2+ epithelial-like transitional cell,33,Inflammatory chemokines,7.492012592111215
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D6,FAPTK__D6,DSS,Level 3,Satb2+ epithelial-like transitional cell,33,Interferon response,5.663921845658495
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D6,FAPTK__D6,DSS,Level 3,Satb2+ epithelial-like transitional cell,33,Barrier / junctions,6.172578782109202
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D6,FAPTK__D6,DSS,Level 3,Satb2+ epithelial-like transitional cell,33,Mucus / secretory,6.213290797763432
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D6,FAPTK__D6,DSS,Level 3,Satb2+ epithelial-like transitional cell,33,Injury-associated regeneration,6.961201454923072
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__D6,FAPTK__D6,DSS,Level 3,Satb2+ epithelial-like transitional cell,33,Absorptive differentiation,5.675495118941361
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Satb2+ epithelial-like transitional cell,129,Inflammatory chemokines,6.306423475798169
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Satb2+ epithelial-like transitional cell,129,Interferon response,5.7865161774909515
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Satb2+ epithelial-like transitional cell,129,Barrier / junctions,7.191146317990255
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Satb2+ epithelial-like transitional cell,129,Mucus / secretory,8.203419579309307
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Satb2+ epithelial-like transitional cell,129,Injury-associated regeneration,7.379056079494863
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Satb2+ epithelial-like transitional cell,129,Absorptive differentiation,8.128907069588518
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Satb2+ epithelial-like transitional cell,215,Inflammatory chemokines,6.110721617114703
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Satb2+ epithelial-like transitional cell,215,Interferon response,5.893797687643463
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Satb2+ epithelial-like transitional cell,215,Barrier / junctions,7.180164248165763
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Satb2+ epithelial-like transitional cell,215,Mucus / secretory,7.905677140849364
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Satb2+ epithelial-like transitional cell,215,Injury-associated regeneration,7.465795814348399
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Satb2+ epithelial-like transitional cell,215,Absorptive differentiation,8.116281741397293
Level 3___Secretory-absorptive transitional epithelial___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Secretory-absorptive transitional epithelial,187,Inflammatory chemokines,4.711865884849555
Level 3___Secretory-absorptive transitional epithelial___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Secretory-absorptive transitional epithelial,187,Interferon response,3.8866333755080875
Level 3___Secretory-absorptive transitional epithelial___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Secretory-absorptive transitional epithelial,187,Barrier / junctions,6.009652879265197
Level 3___Secretory-absorptive transitional epithelial___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Secretory-absorptive transitional epithelial,187,Mucus / secretory,6.485113307329505
Level 3___Secretory-absorptive transitional epithelial___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Secretory-absorptive transitional epithelial,187,Injury-associated regeneration,6.645588990597043
Level 3___Secretory-absorptive transitional epithelial___FAPTK__FD4,FAPTK__FD4,FAP ablation,Level 3,Secretory-absorptive transitional epithelial,187,Absorptive differentiation,6.538717733567288
Level 3___Secretory-absorptive transitional epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Secretory-absorptive transitional epithelial,210,Inflammatory chemokines,4.142196597775039
Level 3___Secretory-absorptive transitional epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Secretory-absorptive transitional epithelial,210,Interferon response,4.085426453877288
Level 3___Secretory-absorptive transitional epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Secretory-absorptive transitional epithelial,210,Barrier / junctions,5.861797449951741
Level 3___Secretory-absorptive transitional epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Secretory-absorptive transitional epithelial,210,Mucus / secretory,7.0300081602243125
Level 3___Secretory-absorptive transitional epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Secretory-absorptive transitional epithelial,210,Injury-associated regeneration,6.828353364241697
Level 3___Secretory-absorptive transitional epithelial___FAPTK__FD3,FAPTK__FD3,FAP ablation,Level 3,Secretory-absorptive transitional epithelial,210,Absorptive differentiation,6.0790035854136875
Level 3___Secretory-absorptive transitional epithelial___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 3,Secretory-absorptive transitional epithelial,34,Inflammatory chemokines,3.711776645211447
Level 3___Secretory-absorptive transitional epithelial___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 3,Secretory-absorptive transitional epithelial,34,Interferon response,3.7306473445878217
Level 3___Secretory-absorptive transitional epithelial___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 3,Secretory-absorptive transitional epithelial,34,Barrier / junctions,6.066665982712432
Level 3___Secretory-absorptive transitional epithelial___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 3,Secretory-absorptive transitional epithelial,34,Mucus / secretory,8.27435354929189
Level 3___Secretory-absorptive transitional epithelial___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 3,Secretory-absorptive transitional epithelial,34,Injury-associated regeneration,6.373930641616648
Level 3___Secretory-absorptive transitional epithelial___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 3,Secretory-absorptive transitional epithelial,34,Absorptive differentiation,6.614807615679566
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 3,Satb2+ epithelial-like transitional cell,25,Inflammatory chemokines,5.979119695038443
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 3,Satb2+ epithelial-like transitional cell,25,Interferon response,5.65891492557772
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 3,Satb2+ epithelial-like transitional cell,25,Barrier / junctions,6.390969971755621
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 3,Satb2+ epithelial-like transitional cell,25,Mucus / secretory,7.581719200246641
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 3,Satb2+ epithelial-like transitional cell,25,Injury-associated regeneration,6.81820848170845
Level 3___Satb2+ epithelial-like transitional cell___FAPTK__FD2,FAPTK__FD2,FAP ablation,Level 3,Satb2+ epithelial-like transitional cell,25,Absorptive differentiation,7.526257195081838
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,65790,Inflammatory chemokines,1.420943634344253
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,65790,Interferon response,0.40300158160316973
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,65790,Barrier / junctions,6.017433053155604
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,65790,Mucus / secretory,8.747267989491322
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,65790,Injury-associated regeneration,4.909925410370986
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,65790,Absorptive differentiation,4.6760621043611215
Level 3___Mature absorptive colonocyte___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,11948,Inflammatory chemokines,2.4010061798488187
Level 3___Mature absorptive colonocyte___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,11948,Interferon response,1.8838494878025593
Level 3___Mature absorptive colonocyte___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,11948,Barrier / junctions,7.378442467150936
Level 3___Mature absorptive colonocyte___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,11948,Mucus / secretory,8.20144993171487
Level 3___Mature absorptive colonocyte___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,11948,Injury-associated regeneration,6.1648334526306785
Level 3___Mature absorptive colonocyte___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,11948,Absorptive differentiation,6.023061664990394
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,54752,Inflammatory chemokines,3.2528538540571863
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,54752,Interferon response,1.6225493563199425
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,54752,Barrier / junctions,6.5593788072720045
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,54752,Mucus / secretory,8.88462559262733
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,54752,Injury-associated regeneration,5.516368842095566
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,54752,Absorptive differentiation,4.640286292369841
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,2762,Inflammatory chemokines,3.0410452962479066
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,2762,Interferon response,1.4167886302326307
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,2762,Barrier / junctions,6.479937611288624
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,2762,Mucus / secretory,8.946306844171227
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,2762,Injury-associated regeneration,5.446897553553847
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,2762,Absorptive differentiation,4.361909256988325
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,4144,Inflammatory chemokines,3.0137399710645933
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,4144,Interferon response,1.6881145217664726
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,4144,Barrier / junctions,6.700925655397373
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,4144,Mucus / secretory,11.452176000679065
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,4144,Injury-associated regeneration,5.790928474421259
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,4144,Absorptive differentiation,5.01058897599461
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,5055,Inflammatory chemokines,1.4903799703150582
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,5055,Interferon response,0.48621717994254104
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,5055,Barrier / junctions,5.955797197560333
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,5055,Mucus / secretory,8.708421036374693
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,5055,Injury-associated regeneration,5.0819900925297805
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,5055,Absorptive differentiation,4.775501357895521
Level 3___Absorptive-secretory transitional epithelial___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Absorptive-secretory transitional epithelial,192,Inflammatory chemokines,2.552300204449434
Level 3___Absorptive-secretory transitional epithelial___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Absorptive-secretory transitional epithelial,192,Interferon response,1.8826171201853792
