key,sample_uid,group,scope,state,n_cells,program,score
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,4445,Inflammatory chemokines,1.3844543066781192
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,4445,Interferon response,0.16791381156778254
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,4445,Barrier / junctions,5.981174291413822
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,4445,Mucus / secretory,8.690561779679218
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,4445,Injury-associated regeneration,5.042226303357738
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,4445,Absorptive differentiation,4.571370889625224
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M17,Merged_a5B1__M17,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,533,Inflammatory chemokines,3.145901018737957
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M17,Merged_a5B1__M17,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,533,Interferon response,1.1322252861434183
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M17,Merged_a5B1__M17,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,533,Barrier / junctions,6.4572325384008264
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M17,Merged_a5B1__M17,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,533,Mucus / secretory,8.798076935486472
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M17,Merged_a5B1__M17,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,533,Injury-associated regeneration,5.57651366760646
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M17,Merged_a5B1__M17,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,533,Absorptive differentiation,4.014781096550264
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,513,Inflammatory chemokines,3.0613259796504924
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,513,Interferon response,1.5413508737272341
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,513,Barrier / junctions,7.3770527545584805
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,513,Mucus / secretory,12.264535766156401
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,513,Injury-associated regeneration,6.165073114221138
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,513,Absorptive differentiation,4.46315398404143
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,78,Inflammatory chemokines,2.475305549514944
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,78,Interferon response,-1.2653220517174115
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,78,Barrier / junctions,6.210337580195152
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,78,Mucus / secretory,8.712077340338867
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,78,Injury-associated regeneration,4.181786370326785
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,78,Absorptive differentiation,3.7586784157169624
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,5762,Inflammatory chemokines,1.9945270178386352
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,5762,Interferon response,1.036228421820801
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,5762,Barrier / junctions,6.231644245066126
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,5762,Mucus / secretory,8.62578908689372
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,5762,Injury-associated regeneration,5.399137725534197
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M23,Merged_a5B1__M23,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,5762,Absorptive differentiation,5.126892215203644
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,322,Inflammatory chemokines,1.5664750909538665
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,322,Interferon response,-0.6518805870537984
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,322,Barrier / junctions,6.160064838066092
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,322,Mucus / secretory,8.558786175396108
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,322,Injury-associated regeneration,5.166237947917501
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,322,Absorptive differentiation,4.2831980485180745
Level 3___Mature absorptive colonocyte___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,611,Inflammatory chemokines,2.2258537035954884
Level 3___Mature absorptive colonocyte___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,611,Interferon response,1.2056405989636834
Level 3___Mature absorptive colonocyte___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,611,Barrier / junctions,7.14608842717334
Level 3___Mature absorptive colonocyte___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,611,Mucus / secretory,8.059853109935633
Level 3___Mature absorptive colonocyte___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,611,Injury-associated regeneration,5.795432094107801
Level 3___Mature absorptive colonocyte___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,611,Absorptive differentiation,5.777863396661883
Level 3___IFN/MHC-II-responsive epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,IFN/MHC-II-responsive epithelial,543,Inflammatory chemokines,4.702219428818703
Level 3___IFN/MHC-II-responsive epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,IFN/MHC-II-responsive epithelial,543,Interferon response,3.2613303313534914
Level 3___IFN/MHC-II-responsive epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,IFN/MHC-II-responsive epithelial,543,Barrier / junctions,7.315798898290758
Level 3___IFN/MHC-II-responsive epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,IFN/MHC-II-responsive epithelial,543,Mucus / secretory,9.543513360064258
Level 3___IFN/MHC-II-responsive epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,IFN/MHC-II-responsive epithelial,543,Injury-associated regeneration,6.677814555270154
Level 3___IFN/MHC-II-responsive epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,IFN/MHC-II-responsive epithelial,543,Absorptive differentiation,6.206636603553348
Level 3___Mature absorptive colonocyte___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,327,Inflammatory chemokines,3.045297943716649
Level 3___Mature absorptive colonocyte___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,327,Interferon response,1.9132595486092348
Level 3___Mature absorptive colonocyte___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,327,Barrier / junctions,7.495739397878413
Level 3___Mature absorptive colonocyte___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,327,Mucus / secretory,8.116093125044324
Level 3___Mature absorptive colonocyte___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,327,Injury-associated regeneration,6.256023970540044
Level 3___Mature absorptive colonocyte___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,327,Absorptive differentiation,5.93291005859069
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,370,Inflammatory chemokines,2.069399925187453
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,370,Interferon response,0.5354581084863486
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,370,Barrier / junctions,6.288786572743543
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,370,Mucus / secretory,8.718186723319716
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,370,Injury-associated regeneration,5.292659830789825
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,370,Absorptive differentiation,3.8821695599026538
Level 3___Mature absorptive colonocyte___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,509,Inflammatory chemokines,2.6180818724013792
Level 3___Mature absorptive colonocyte___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,509,Interferon response,0.9581340136494794
Level 3___Mature absorptive colonocyte___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,509,Barrier / junctions,7.164120910343365
Level 3___Mature absorptive colonocyte___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,509,Mucus / secretory,7.873415322641616
Level 3___Mature absorptive colonocyte___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,509,Injury-associated regeneration,6.122976263705854
Level 3___Mature absorptive colonocyte___Merged_a5B1__M24,Merged_a5B1__M24,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,509,Absorptive differentiation,5.531707921087974
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,6535,Inflammatory chemokines,2.8529694874685236
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,6535,Interferon response,0.9415382571776886
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,6535,Barrier / junctions,6.342405868937949
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,6535,Mucus / secretory,8.90889559651435
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,6535,Injury-associated regeneration,5.3905174737241035
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,6535,Absorptive differentiation,4.542063046203546
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,345,Inflammatory chemokines,0.8789388042929719
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,345,Interferon response,-0.025669697797917328
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,345,Barrier / junctions,6.193185193114922
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,345,Mucus / secretory,8.562085962279346
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,345,Injury-associated regeneration,5.1299928178678575
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,345,Absorptive differentiation,4.359981224300201
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,1121,Inflammatory chemokines,3.212347417812506
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,1121,Interferon response,1.7336222694152408
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,1121,Barrier / junctions,6.5271379961641385
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,1121,Mucus / secretory,8.73009406409166
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,1121,Injury-associated regeneration,5.837788374446297
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M16,Merged_a5B1__M16,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,1121,Absorptive differentiation,5.216487039439009
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,314,Inflammatory chemokines,1.9478153426085747
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,314,Interferon response,0.6760263669828566
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,314,Barrier / junctions,6.094506697634022
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,314,Mucus / secretory,8.831271323924552
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,314,Injury-associated regeneration,5.012416299696779
Level 3___Zg16+ secretory epithelial___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Zg16+ secretory epithelial,314,Absorptive differentiation,3.862205596447687
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,358,Inflammatory chemokines,1.6186601003531849
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,358,Interferon response,-0.5788722433164936
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,358,Barrier / junctions,6.045016511229188
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,358,Mucus / secretory,8.53963652257528
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,358,Injury-associated regeneration,5.165938848917081
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,358,Absorptive differentiation,4.2624818963275075
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,189,Inflammatory chemokines,2.914396835905577
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,189,Interferon response,0.7203434677599315
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,189,Barrier / junctions,6.574468026051737
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,189,Mucus / secretory,11.137203762007596
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,189,Injury-associated regeneration,5.410372823896741
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M18,Merged_a5B1__M18,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,189,Absorptive differentiation,4.752444875019692
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,289,Inflammatory chemokines,1.0927001519194992
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,289,Interferon response,0.9416244446239322
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,289,Barrier / junctions,6.208378189851842
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,289,Mucus / secretory,10.8028680260306
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,289,Injury-associated regeneration,5.374592452696142
Level 3___Inflammatory Zg16+ secretory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Inflammatory Zg16+ secretory epithelial,289,Absorptive differentiation,4.936444134654467
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M21,Merged_a5B1__M21,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,294,Inflammatory chemokines,1.357177475408245
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M21,Merged_a5B1__M21,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,294,Interferon response,0.05614072643416027
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M21,Merged_a5B1__M21,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,294,Barrier / junctions,6.043887903540861
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M21,Merged_a5B1__M21,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,294,Mucus / secretory,8.551327425934923
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M21,Merged_a5B1__M21,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,294,Injury-associated regeneration,4.473508770578247
Level 3___Injury/inflammatory epithelial___Merged_a5B1__M21,Merged_a5B1__M21,alpha5beta1 blockade,Level 3,Injury/inflammatory epithelial,294,Absorptive differentiation,4.3697531662999625
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,37,Inflammatory chemokines,0.5061809160400318
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,37,Interferon response,1.6958848246036928
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,37,Barrier / junctions,6.524169749950627
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,37,Mucus / secretory,11.890987441765882
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,37,Injury-associated regeneration,5.143449676966258
Level 3___Reg4+ deep-crypt secretory epithelial___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Reg4+ deep-crypt secretory epithelial,37,Absorptive differentiation,4.171586120712467
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,184,Inflammatory chemokines,2.0119127703373825
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,184,Interferon response,1.3131401572655914
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,184,Barrier / junctions,6.051518655203612
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,184,Mucus / secretory,8.72754252098052
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,184,Injury-associated regeneration,5.425587419181211
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M20,Merged_a5B1__M20,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,184,Absorptive differentiation,5.29981023960641
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,142,Inflammatory chemokines,1.642608123759589
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,142,Interferon response,1.3315341708279014
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,142,Barrier / junctions,5.970800187580674
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,142,Mucus / secretory,8.596691408719247
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,142,Injury-associated regeneration,5.556612599428844
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M19,Merged_a5B1__M19,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,142,Absorptive differentiation,5.44446650399494
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,67,Inflammatory chemokines,2.958398319932183
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,67,Interferon response,0.9257539557061768
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,67,Barrier / junctions,6.802231748937381
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,67,Mucus / secretory,8.66927537657687
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,67,Injury-associated regeneration,6.167297582284701
Level 3___Enteroendocrine-secretory transitional cell___Merged_a5B1__M15,Merged_a5B1__M15,alpha5beta1 blockade,Level 3,Enteroendocrine-secretory transitional cell,67,Absorptive differentiation,5.2278010041857845
Level 3___Mature absorptive colonocyte___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,88,Inflammatory chemokines,3.3369716316508264
Level 3___Mature absorptive colonocyte___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,88,Interferon response,2.5463790783301525
Level 3___Mature absorptive colonocyte___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,88,Barrier / junctions,7.422454073532012
Level 3___Mature absorptive colonocyte___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,88,Mucus / secretory,7.8674029438036905
Level 3___Mature absorptive colonocyte___Merged_a5B1__M13,Merged_a5B1__M13,alpha5beta1 blockade,Level 3,Mature absorptive colonocyte,88,Injury-associated regeneration,6.218385298240605
