sample,group,subset,kind,marker,events,median,mean,eligible
FD2,FD,Saved: cd177- all neutrophils/cxcr4- mx1+,saved gate,CD45,6,9989.967436197472,11465.238689652462,False
FD2,FD,Saved: cd177- all neutrophils/cxcr4- mx1+,saved gate,Ly6G,6,13900.166649989811,14824.542847824707,False
FD2,FD,Saved: cd177- all neutrophils/cxcr4- mx1+,saved gate,F4/80,6,2498.023765161293,2635.161776490826,False
FD2,FD,Saved: cd177- all neutrophils/cxcr4- osm+,saved gate,OSM,1,8794.502351646097,8794.502351646097,False
FD2,FD,Saved: cd177- all neutrophils/cxcr4- osm+,saved gate,CXCR4,1,1002.4768329532957,1002.4768329532957,False
FD2,FD,Saved: cd177- all neutrophils/cxcr4- osm+,saved gate,MX1,1,620.9496375834407,620.9496375834407,False
FD2,FD,Saved: cd177- all neutrophils/cxcr4- osm+,saved gate,PADI4,1,256.5386663879223,256.5386663879223,False
FD2,FD,Saved: cd177- all neutrophils/cxcr4- osm+,saved gate,NAMPT,1,73.14878257130196,73.14878257130196,False
FD2,FD,Saved: cd177- all neutrophils/cxcr4- osm+,saved gate,CD177,1,-9003.433243298592,-9003.433243298592,False
FD2,FD,Saved: cd177- all neutrophils/cxcr4- osm+,saved gate,CD11b,1,13038.174863783437,13038.174863783437,False
FD2,FD,Saved: cd177- all neutrophils/cxcr4- osm+,saved gate,CD45,1,8883.568671360938,8883.568671360938,False
FD2,FD,Saved: cd177- all neutrophils/cxcr4- osm+,saved gate,Ly6G,1,10994.516397617363,10994.516397617363,False
FD2,FD,Saved: cd177- all neutrophils/cxcr4- osm+,saved gate,F4/80,1,4701.6674440337565,4701.6674440337565,False
FD2,FD,Saved: cd177- all neutrophils/mx1+ cxcr4+,saved gate,OSM,39,11858.33721855123,12540.046836860485,True
FD2,FD,Saved: cd177- all neutrophils/mx1+ cxcr4+,saved gate,CXCR4,39,2731.624805302269,3261.0577872447766,True
FD2,FD,Saved: cd177- all neutrophils/mx1+ cxcr4+,saved gate,MX1,39,3605.641848574935,4551.127495226586,True
FD2,FD,Saved: cd177- all neutrophils/mx1+ cxcr4+,saved gate,PADI4,39,6542.796847795619,6480.8346034426995,True
FD2,FD,Saved: cd177- all neutrophils/mx1+ cxcr4+,saved gate,NAMPT,39,381.0700919655523,547.8713428284431,True
FD2,FD,Saved: cd177- all neutrophils/mx1+ cxcr4+,saved gate,CD177,39,-15210.784303749353,-15050.212588851635,True
FD2,FD,Saved: cd177- all neutrophils/mx1+ cxcr4+,saved gate,CD11b,39,8223.21581011982,9099.525101677793,True
FD2,FD,Saved: cd177- all neutrophils/mx1+ cxcr4+,saved gate,CD45,39,14014.23731506664,15974.737481644768,True
FD2,FD,Saved: cd177- all neutrophils/mx1+ cxcr4+,saved gate,Ly6G,39,16798.683619519412,18335.56560925864,True
FD2,FD,Saved: cd177- all neutrophils/mx1+ cxcr4+,saved gate,F4/80,39,7241.220013954196,7474.071816887663,True
FD2,FD,Saved: cd177- all neutrophils/mx1+ osm+,saved gate,OSM,12,21039.093731328707,20563.962713883455,False
FD2,FD,Saved: cd177- all neutrophils/mx1+ osm+,saved gate,CXCR4,12,3247.2531122013934,3928.5492259331563,False
FD2,FD,Saved: cd177- all neutrophils/mx1+ osm+,saved gate,MX1,12,5220.103235244035,5177.8355824575665,False
FD2,FD,Saved: cd177- all neutrophils/mx1+ osm+,saved gate,PADI4,12,5097.4715388481145,6265.438130418791,False
FD2,FD,Saved: cd177- all neutrophils/mx1+ osm+,saved gate,NAMPT,12,537.842621684146,512.462728721701,False
FD2,FD,Saved: cd177- all neutrophils/mx1+ osm+,saved gate,CD177,12,-18066.96500567627,-17386.0500713775,False
FD2,FD,Saved: cd177- all neutrophils/mx1+ osm+,saved gate,CD11b,12,10365.709394502286,10187.849453329169,False
FD2,FD,Saved: cd177- all neutrophils/mx1+ osm+,saved gate,CD45,12,14427.388743045423,14895.341053420816,False
FD2,FD,Saved: cd177- all neutrophils/mx1+ osm+,saved gate,Ly6G,12,27067.01802761689,27270.347581722486,False
FD2,FD,Saved: cd177- all neutrophils/mx1+ osm+,saved gate,F4/80,12,5285.2235907839295,6060.364064457441,False
FD2,FD,Saved: cd177- all neutrophils/osm+ padi4+,saved gate,OSM,33,11768.168201607048,12712.681513959775,True
FD2,FD,Saved: cd177- all neutrophils/osm+ padi4+,saved gate,CXCR4,33,2818.618313983282,3255.5760117111904,True
FD2,FD,Saved: cd177- all neutrophils/osm+ padi4+,saved gate,MX1,33,3387.051024036296,6027.767618714433,True
FD2,FD,Saved: cd177- all neutrophils/osm+ padi4+,saved gate,PADI4,33,7245.121836597805,8407.31004381165,True
FD2,FD,Saved: cd177- all neutrophils/osm+ padi4+,saved gate,NAMPT,33,413.6820286065203,515.096943228976,True
FD2,FD,Saved: cd177- all neutrophils/osm+ padi4+,saved gate,CD177,33,-15985.574460178614,-16803.33356682809,True
FD2,FD,Saved: cd177- all neutrophils/osm+ padi4+,saved gate,CD11b,33,7193.29909186402,7819.816192257435,True
FD2,FD,Saved: cd177- all neutrophils/osm+ padi4+,saved gate,CD45,33,14154.667331560602,15987.70834851028,True
FD2,FD,Saved: cd177- all neutrophils/osm+ padi4+,saved gate,Ly6G,33,16070.045702698244,17609.01433356625,True
FD2,FD,Saved: cd177- all neutrophils/osm+ padi4+,saved gate,F4/80,33,7921.555050958212,8570.643491249968,True
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4+,saved gate,OSM,42,10562.629024396098,3430.1111209757605,True
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4+,saved gate,CXCR4,42,2965.7727222241215,4926.941049939221,True
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4+,saved gate,MX1,42,3471.2580595942327,5124.003156459216,True
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4+,saved gate,PADI4,42,7607.582849170865,9836.256932373291,True
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4+,saved gate,NAMPT,42,378.50906801244054,482.44311508397965,True
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4+,saved gate,CD177,42,-14943.833310858767,-15304.920126845711,True
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4+,saved gate,CD11b,42,7812.087616320893,9257.078537108804,True
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4+,saved gate,CD45,42,15908.216771616388,21218.656720192714,True
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4+,saved gate,Ly6G,42,15501.778847264926,17047.485206727164,True
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4+,saved gate,F4/80,42,7617.86250237467,9310.974918633317,True
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4-,saved gate,OSM,3,-28074.92237640972,-26510.19246759846,False
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4-,saved gate,CXCR4,3,-468.04754545344036,-146.5534867327203,False
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4-,saved gate,MX1,3,-7309.643203178172,-5854.1500318773005,False
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4-,saved gate,PADI4,3,4991.1984312494105,5162.675328660552,False
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4-,saved gate,NAMPT,3,-474.4920811457678,-543.219728458962,False
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4-,saved gate,CD177,3,-11900.773881388475,-10989.885651481934,False
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4-,saved gate,CD11b,3,49315.66544606708,38204.867984920274,False
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4-,saved gate,CD45,3,9490.37431832087,16502.393834048336,False
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4-,saved gate,Ly6G,3,21745.999609701164,28944.497446053152,False
FD2,FD,Saved: cd177- all neutrophils/padi4+ cxcr4-,saved gate,F4/80,3,4624.9569898183545,4914.328962194934,False
FD2,FD,Saved: cd177- all neutrophils/padi4+ mx1+,saved gate,OSM,18,8398.259579339225,9739.220222546082,False
FD2,FD,Saved: cd177- all neutrophils/padi4+ mx1+,saved gate,CXCR4,18,3130.9117229910253,3627.8382429390645,False
FD2,FD,Saved: cd177- all neutrophils/padi4+ mx1+,saved gate,MX1,18,4730.810893155311,5080.013221857893,False
FD2,FD,Saved: cd177- all neutrophils/padi4+ mx1+,saved gate,PADI4,18,10120.249224033021,11417.354676255509,False
FD2,FD,Saved: cd177- all neutrophils/padi4+ mx1+,saved gate,NAMPT,18,532.6633339927823,515.475367302322,False
FD2,FD,Saved: cd177- all neutrophils/padi4+ mx1+,saved gate,CD177,18,-16846.64790007209,-17310.42042096213,False
FD2,FD,Saved: cd177- all neutrophils/padi4+ mx1+,saved gate,CD11b,18,7907.583329921375,9205.884531010168,False
FD2,FD,Saved: cd177- all neutrophils/padi4+ mx1+,saved gate,CD45,18,19430.318278984065,18678.204939377752,False
FD2,FD,Saved: cd177- all neutrophils/padi4+ mx1+,saved gate,Ly6G,18,16426.318045120537,16784.035841729856,False
FD2,FD,Saved: cd177- all neutrophils/padi4+ mx1+,saved gate,F4/80,18,10470.906838212664,9599.241122919344,False
FD2,FD,Saved: cxcr4+,saved gate,OSM,72,8854.011079709522,-1682.5152645819576,True
FD2,FD,Saved: cxcr4+,saved gate,CXCR4,72,2615.1977796596384,3832.567309795452,True
FD2,FD,Saved: cxcr4+,saved gate,MX1,72,2993.0354590615952,2462.4245714191957,True
FD2,FD,Saved: cxcr4+,saved gate,PADI4,72,5142.002892349011,6987.212072198695,True
FD2,FD,Saved: cxcr4+,saved gate,NAMPT,72,312.28682940921976,244.40203511560907,True
FD2,FD,Saved: cxcr4+,saved gate,CD177,72,-11218.902677330996,-10310.918077512115,True
FD2,FD,Saved: cxcr4+,saved gate,CD11b,72,8124.235881682964,11203.16605019178,True
FD2,FD,Saved: cxcr4+,saved gate,CD45,72,13831.285056534789,20259.014392900088,True
FD2,FD,Saved: cxcr4+,saved gate,Ly6G,72,15288.841722725076,17589.370825679234,True
FD2,FD,Saved: cxcr4+,saved gate,F4/80,72,5208.823484861599,7214.06329208231,True
FD2,FD,Saved: cxcr4+/cd177 hi,saved gate,OSM,4,-74156.55266437354,-126135.03443242988,False
FD2,FD,Saved: cxcr4+/cd177 hi,saved gate,CXCR4,4,2512.738777058758,2785.274413787209,False
FD2,FD,Saved: cxcr4+/cd177 hi,saved gate,MX1,4,-16297.747132053868,-23433.42265589376,False
FD2,FD,Saved: cxcr4+/cd177 hi,saved gate,PADI4,4,2608.1911191784156,21496.12454713843,False
FD2,FD,Saved: cxcr4+/cd177 hi,saved gate,NAMPT,4,-890.9507646897353,-2193.785468133217,False
FD2,FD,Saved: cxcr4+/cd177 hi,saved gate,CD177,4,17943.61909540904,29093.522087576664,False
FD2,FD,Saved: cxcr4+/cd177 hi,saved gate,CD11b,4,45264.535774066564,44441.324915472505,False
FD2,FD,Saved: cxcr4+/cd177 hi,saved gate,CD45,4,12529.641699494685,61794.384234753124,False
FD2,FD,Saved: cxcr4+/cd177 hi,saved gate,Ly6G,4,13581.71707231376,29984.048241310044,False
FD2,FD,Saved: cxcr4+/cd177 hi,saved gate,F4/80,4,4540.623462864036,13767.981548177453,False
FD2,FD,"Saved: cxcr4+/mx1, osm+",saved gate,OSM,11,21550.59777803884,21340.007224828958,False
FD2,FD,"Saved: cxcr4+/mx1, osm+",saved gate,CXCR4,11,3301.237305918484,3995.3928902466882,False
FD2,FD,"Saved: cxcr4+/mx1, osm+",saved gate,MX1,11,4772.588018603991,5115.652558552571,False
FD2,FD,"Saved: cxcr4+/mx1, osm+",saved gate,PADI4,11,4956.674059106616,5366.7780486090205,False
FD2,FD,"Saved: cxcr4+/mx1, osm+",saved gate,NAMPT,11,562.9859743260154,537.4843626085635,False
FD2,FD,"Saved: cxcr4+/mx1, osm+",saved gate,CD177,11,-17374.398173395275,-16722.477985490135,False
FD2,FD,"Saved: cxcr4+/mx1, osm+",saved gate,CD11b,11,10722.674556313661,10423.84023547519,False
FD2,FD,"Saved: cxcr4+/mx1, osm+",saved gate,CD45,11,14154.667331560602,14840.641254321577,False
FD2,FD,"Saved: cxcr4+/mx1, osm+",saved gate,Ly6G,11,27810.8297976866,27966.2514828985,False
FD2,FD,"Saved: cxcr4+/mx1, osm+",saved gate,F4/80,11,4521.210210794206,5193.121607021544,False
FD2,FD,"Saved: cxcr4+/mx1, padi4+",saved gate,OSM,31,10725.651933794747,10702.591618467204,True
FD2,FD,"Saved: cxcr4+/mx1, padi4+",saved gate,CXCR4,31,2818.618313983282,3274.6117360210833,True
FD2,FD,"Saved: cxcr4+/mx1, padi4+",saved gate,MX1,31,3897.115674699135,4327.0712440752,True
FD2,FD,"Saved: cxcr4+/mx1, padi4+",saved gate,PADI4,31,7488.226725764047,9509.640293659932,True
FD2,FD,"Saved: cxcr4+/mx1, padi4+",saved gate,NAMPT,31,469.50708121470535,457.30246821631766,True
FD2,FD,"Saved: cxcr4+/mx1, padi4+",saved gate,CD177,31,-16603.542322726862,-16045.413586449435,True
FD2,FD,"Saved: cxcr4+/mx1, padi4+",saved gate,CD11b,31,7591.950849722929,8480.348377753191,True
FD2,FD,"Saved: cxcr4+/mx1, padi4+",saved gate,CD45,31,14700.110154530244,16372.36091810224,True
FD2,FD,"Saved: cxcr4+/mx1, padi4+",saved gate,Ly6G,31,14802.617871357194,16427.340704056252,True
FD2,FD,"Saved: cxcr4+/mx1, padi4+",saved gate,F4/80,31,8623.248635254411,9119.02667858826,True
FD2,FD,"Saved: cxcr4+/padi4, osm+",saved gate,OSM,27,11986.717950896928,13436.897383391726,True
FD2,FD,"Saved: cxcr4+/padi4, osm+",saved gate,CXCR4,27,2993.2251197754617,3490.656552226676,True
FD2,FD,"Saved: cxcr4+/padi4, osm+",saved gate,MX1,27,3605.641848574935,6758.011333488725,True
FD2,FD,"Saved: cxcr4+/padi4, osm+",saved gate,PADI4,27,7488.226725764047,8866.777838128864,True
FD2,FD,"Saved: cxcr4+/padi4, osm+",saved gate,NAMPT,27,469.50708121470535,570.1823589309961,True
FD2,FD,"Saved: cxcr4+/padi4, osm+",saved gate,CD177,27,-16737.56552446751,-17634.0871088671,True
FD2,FD,"Saved: cxcr4+/padi4, osm+",saved gate,CD11b,27,7389.785586034602,8007.794899003021,True
FD2,FD,"Saved: cxcr4+/padi4, osm+",saved gate,CD45,27,14700.110154530244,16869.42014986144,True
FD2,FD,"Saved: cxcr4+/padi4, osm+",saved gate,Ly6G,27,16167.806210475119,18478.06806059598,True
FD2,FD,"Saved: cxcr4+/padi4, osm+",saved gate,F4/80,27,9891.189639453562,9246.110724604896,True
FD2,FD,Saved: cxcr4+/padi4- or osm-,saved gate,OSM,37,5167.826531303443,-12663.292363738668,True
FD2,FD,Saved: cxcr4+/padi4- or osm-,saved gate,CXCR4,37,2602.00661820877,4431.336003394729,True
FD2,FD,Saved: cxcr4+/padi4- or osm-,saved gate,MX1,37,1780.6217782117012,-426.3373850942672,True
FD2,FD,Saved: cxcr4+/padi4- or osm-,saved gate,PADI4,37,2231.9696368051036,5559.818215963755,True
FD2,FD,Saved: cxcr4+/padi4- or osm-,saved gate,NAMPT,37,217.0143910215211,12.215338712394491,True
FD2,FD,Saved: cxcr4+/padi4- or osm-,saved gate,CD177,37,-6795.326558622542,-5394.123711439534,True
FD2,FD,Saved: cxcr4+/padi4- or osm-,saved gate,CD11b,37,9576.391781449916,13648.061756150075,True
FD2,FD,Saved: cxcr4+/padi4- or osm-,saved gate,CD45,37,13479.379093921958,24048.817793276008,True
FD2,FD,Saved: cxcr4+/padi4- or osm-,saved gate,Ly6G,37,14595.659932189777,18058.87077893151,True
FD2,FD,Saved: cxcr4+/padi4- or osm-,saved gate,F4/80,37,3612.0402370085894,5917.657889380223,True
FD2,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,OSM,33,4242.932863280017,-15319.726969745127,True
FD2,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,CXCR4,33,2602.00661820877,4679.059220810801,True
FD2,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,MX1,33,1201.6882084780361,-1916.836640530695,True
FD2,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,PADI4,33,1666.1041106251976,5857.049461595406,True
FD2,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,NAMPT,33,192.1515896924098,-198.18119292167847,True
FD2,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,CD177,33,-6858.976424217297,-5038.770301594264,True
FD2,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,CD11b,33,9841.896184286425,14379.102224507182,True
FD2,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,CD45,33,13628.457119490624,24901.173717222668,True
FD2,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,Ly6G,33,14595.659932189777,18496.212932833463,True
FD2,FD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,F4/80,33,4205.8602129379115,7008.393604287203,True
FD2,FD,Saved: cxcr4-,saved gate,OSM,37,-67246.30194784203,-72804.41744419704,True
FD2,FD,Saved: cxcr4-,saved gate,CXCR4,37,-671.5914545313415,-1128.5238965606993,True
FD2,FD,Saved: cxcr4-,saved gate,MX1,37,-15492.816549395719,-16135.88971598164,True
FD2,FD,Saved: cxcr4-,saved gate,PADI4,37,-493.29428502624495,-488.24270876087706,True
FD2,FD,Saved: cxcr4-,saved gate,NAMPT,37,-938.430794521519,-1061.0958050753115,True
FD2,FD,Saved: cxcr4-,saved gate,CD177,37,21804.38951565291,22143.427504316427,True
FD2,FD,Saved: cxcr4-,saved gate,CD11b,37,40673.54286607372,52841.37740065013,True
FD2,FD,Saved: cxcr4-,saved gate,CD45,37,8905.164922953638,14212.494171057275,True
FD2,FD,Saved: cxcr4-,saved gate,Ly6G,37,18904.36057283421,24957.17640406179,True
FD2,FD,Saved: cxcr4-,saved gate,F4/80,37,3442.453976218938,4507.43964648637,True
FD2,FD,Saved: cxcr4-/cd177 hi,saved gate,OSM,29,-83258.12908886801,-86819.25831580983,True
FD2,FD,Saved: cxcr4-/cd177 hi,saved gate,CXCR4,29,-1157.26043274623,-1450.5008043159544,True
FD2,FD,Saved: cxcr4-/cd177 hi,saved gate,MX1,29,-17662.2838501711,-19378.767771106246,True
FD2,FD,Saved: cxcr4-/cd177 hi,saved gate,PADI4,29,-2747.7313593679987,-2145.923222262254,True
FD2,FD,Saved: cxcr4-/cd177 hi,saved gate,NAMPT,29,-1049.295595213719,-1217.6555618519226,True
FD2,FD,Saved: cxcr4-/cd177 hi,saved gate,CD177,29,26961.757370190695,30275.757524469664,True
FD2,FD,Saved: cxcr4-/cd177 hi,saved gate,CD11b,29,40772.493993582255,59096.56019582998,True
FD2,FD,Saved: cxcr4-/cd177 hi,saved gate,CD45,29,8905.164922953638,13960.114883103906,True
FD2,FD,Saved: cxcr4-/cd177 hi,saved gate,Ly6G,29,24373.715550867717,27223.204432075883,True
FD2,FD,Saved: cxcr4-/cd177 hi,saved gate,F4/80,29,2362.1201076149396,4508.101906565419,True
FD2,FD,Saved: mx1+,saved gate,OSM,20,12407.260246736074,14415.24074584278,True
FD2,FD,Saved: mx1+,saved gate,CXCR4,20,2876.8013264977544,3581.418559460765,True
FD2,FD,Saved: mx1+,saved gate,MX1,20,5727.325115977229,10338.518573508654,True
FD2,FD,Saved: mx1+,saved gate,PADI4,20,7440.735961788419,8232.355898835065,True
FD2,FD,Saved: mx1+,saved gate,NAMPT,20,538.3627413583624,952.9807138134732,True
FD2,FD,Saved: mx1+,saved gate,CD177,20,-17055.98184893139,-17058.275042056,True
FD2,FD,Saved: mx1+,saved gate,CD11b,20,8028.894845357426,8369.876755781715,True
FD2,FD,Saved: mx1+,saved gate,CD45,20,17461.47528994129,19286.15760111077,True
FD2,FD,Saved: mx1+,saved gate,Ly6G,20,19686.887172692157,19363.7169024091,True
FD2,FD,Saved: mx1+,saved gate,F4/80,20,4580.3876089401565,4307.629964861664,True
FD2,FD,Saved: mx1+/cd177 hi,saved gate,OSM,0,,,False
FD2,FD,Saved: mx1+/cd177 hi,saved gate,CXCR4,0,,,False
FD2,FD,Saved: mx1+/cd177 hi,saved gate,MX1,0,,,False
FD2,FD,Saved: mx1+/cd177 hi,saved gate,PADI4,0,,,False
FD2,FD,Saved: mx1+/cd177 hi,saved gate,NAMPT,0,,,False
FD2,FD,Saved: mx1+/cd177 hi,saved gate,CD177,0,,,False
FD2,FD,Saved: mx1+/cd177 hi,saved gate,CD11b,0,,,False
FD2,FD,Saved: mx1+/cd177 hi,saved gate,CD45,0,,,False
FD2,FD,Saved: mx1+/cd177 hi,saved gate,Ly6G,0,,,False
FD2,FD,Saved: mx1+/cd177 hi,saved gate,F4/80,0,,,False
FD2,FD,Saved: osm+,saved gate,OSM,52,11775.24727240672,13102.163136248742,True
FD2,FD,Saved: osm+,saved gate,CXCR4,52,2597.934054550594,2933.431889512385,True
FD2,FD,Saved: osm+,saved gate,MX1,52,3163.1952797545428,5228.622545882225,True
FD2,FD,Saved: osm+,saved gate,PADI4,52,4566.180690669647,4255.894864024582,True
FD2,FD,Saved: osm+,saved gate,NAMPT,52,325.6416117667795,537.2568750314841,True
FD2,FD,Saved: osm+,saved gate,CD177,52,-12238.799980432625,-13582.921431049861,True
FD2,FD,Saved: osm+,saved gate,CD11b,52,7755.205021786264,8603.889149625978,True
FD2,FD,Saved: osm+,saved gate,CD45,52,13324.833294608605,14745.436606836178,True
FD2,FD,Saved: osm+,saved gate,Ly6G,52,16168.735987188462,18270.59378803462,True
FD2,FD,Saved: osm+,saved gate,F4/80,52,4797.510425332626,5563.44034267557,True
FD2,FD,Saved: osm+/cd177 hi,saved gate,OSM,0,,,False
FD2,FD,Saved: osm+/cd177 hi,saved gate,CXCR4,0,,,False
FD2,FD,Saved: osm+/cd177 hi,saved gate,MX1,0,,,False
FD2,FD,Saved: osm+/cd177 hi,saved gate,PADI4,0,,,False
FD2,FD,Saved: osm+/cd177 hi,saved gate,NAMPT,0,,,False
FD2,FD,Saved: osm+/cd177 hi,saved gate,CD177,0,,,False
FD2,FD,Saved: osm+/cd177 hi,saved gate,CD11b,0,,,False
FD2,FD,Saved: osm+/cd177 hi,saved gate,CD45,0,,,False
FD2,FD,Saved: osm+/cd177 hi,saved gate,Ly6G,0,,,False
FD2,FD,Saved: osm+/cd177 hi,saved gate,F4/80,0,,,False
FD2,FD,Saved: padi4+,saved gate,OSM,27,4912.545275934393,-16510.08938059965,True
FD2,FD,Saved: padi4+,saved gate,CXCR4,27,2852.9905480718935,4027.0562064487226,True
FD2,FD,Saved: padi4+,saved gate,MX1,27,3387.051024036296,2111.3624193869637,True
FD2,FD,Saved: padi4+,saved gate,PADI4,27,12039.20847403859,16540.55147757889,True
FD2,FD,Saved: padi4+,saved gate,NAMPT,27,237.22475596621143,-72.12512269602693,True
FD2,FD,Saved: padi4+,saved gate,CD177,27,-16955.73027567667,-12550.772887443945,True
FD2,FD,Saved: padi4+,saved gate,CD11b,27,7591.950849722929,11878.968597492485,True
FD2,FD,Saved: padi4+,saved gate,CD45,27,21057.05518155362,32584.456326382955,True
FD2,FD,Saved: padi4+,saved gate,Ly6G,27,14092.576794505894,15582.771988496777,True
FD2,FD,Saved: padi4+,saved gate,F4/80,27,9891.189639453562,11574.050035540435,True
FD2,FD,Saved: padi4+/cd177 hi,saved gate,OSM,1,-337627.19702893845,-337627.19702893845,False
FD2,FD,Saved: padi4+/cd177 hi,saved gate,CXCR4,1,2602.00661820877,2602.00661820877,False
FD2,FD,Saved: padi4+/cd177 hi,saved gate,MX1,1,-58439.982460114035,-58439.982460114035,False
FD2,FD,Saved: padi4+/cd177 hi,saved gate,PADI4,1,82192.76069839898,82192.76069839898,False
FD2,FD,Saved: padi4+/cd177 hi,saved gate,NAMPT,1,-7264.619780777693,-7264.619780777693,False
FD2,FD,Saved: padi4+/cd177 hi,saved gate,CD177,1,77173.55256344494,77173.55256344494,False
FD2,FD,Saved: padi4+/cd177 hi,saved gate,CD11b,1,74108.17415348487,74108.17415348487,False
FD2,FD,Saved: padi4+/cd177 hi,saved gate,CD45,1,213701.376289231,213701.376289231,False
FD2,FD,Saved: padi4+/cd177 hi,saved gate,Ly6G,1,9994.579387907974,9994.579387907974,False
FD2,FD,Saved: padi4+/cd177 hi,saved gate,F4/80,1,44466.10301670704,44466.10301670704,False
FD2,FD,FMO: CXCR4+,fixed FMO,OSM,36,10967.857556179766,2846.963458559326,True
FD2,FD,FMO: CXCR4+,fixed FMO,CXCR4,36,3714.7721434328187,5645.526666937382,True
FD2,FD,FMO: CXCR4+,fixed FMO,MX1,36,3237.2609742694003,4773.009154810627,True
FD2,FD,FMO: CXCR4+,fixed FMO,PADI4,36,6242.266813459049,7691.846626462801,True
FD2,FD,FMO: CXCR4+,fixed FMO,NAMPT,36,370.84939172853325,510.4857762240508,True
FD2,FD,FMO: CXCR4+,fixed FMO,CD177,36,-13115.150363547455,-13706.392775856642,True
FD2,FD,FMO: CXCR4+,fixed FMO,CD11b,36,8344.527325555871,10207.51462811509,True
FD2,FD,FMO: CXCR4+,fixed FMO,CD45,36,15908.216771616388,21664.83574386556,True
FD2,FD,FMO: CXCR4+,fixed FMO,Ly6G,36,16168.735987188462,17921.314121099687,True
FD2,FD,FMO: CXCR4+,fixed FMO,F4/80,36,6741.217988209553,7939.131085827859,True
FD2,FD,FMO: OSM+,fixed FMO,OSM,1,38698.14631816858,38698.14631816858,False
FD2,FD,FMO: OSM+,fixed FMO,CXCR4,1,4468.6328092671865,4468.6328092671865,False
FD2,FD,FMO: OSM+,fixed FMO,MX1,1,4246.2004904887135,4246.2004904887135,False
FD2,FD,FMO: OSM+,fixed FMO,PADI4,1,1666.1041106251976,1666.1041106251976,False
FD2,FD,FMO: OSM+,fixed FMO,NAMPT,1,562.9859743260154,562.9859743260154,False
FD2,FD,FMO: OSM+,fixed FMO,CD177,1,-25130.005954558026,-25130.005954558026,False
FD2,FD,FMO: OSM+,fixed FMO,CD11b,1,14130.78371955036,14130.78371955036,False
FD2,FD,FMO: OSM+,fixed FMO,CD45,1,18603.555880162243,18603.555880162243,False
FD2,FD,FMO: OSM+,fixed FMO,Ly6G,1,43777.5738233853,43777.5738233853,False
FD2,FD,FMO: OSM+,fixed FMO,F4/80,1,6049.236970773653,6049.236970773653,False
FD2,FD,FMO: PADI4+,fixed FMO,OSM,1,-337627.19702893845,-337627.19702893845,False
FD2,FD,FMO: PADI4+,fixed FMO,CXCR4,1,2602.00661820877,2602.00661820877,False
FD2,FD,FMO: PADI4+,fixed FMO,MX1,1,-58439.982460114035,-58439.982460114035,False
FD2,FD,FMO: PADI4+,fixed FMO,PADI4,1,82192.76069839898,82192.76069839898,False
FD2,FD,FMO: PADI4+,fixed FMO,NAMPT,1,-7264.619780777693,-7264.619780777693,False
FD2,FD,FMO: PADI4+,fixed FMO,CD177,1,77173.55256344494,77173.55256344494,False
FD2,FD,FMO: PADI4+,fixed FMO,CD11b,1,74108.17415348487,74108.17415348487,False
FD2,FD,FMO: PADI4+,fixed FMO,CD45,1,213701.376289231,213701.376289231,False
FD2,FD,FMO: PADI4+,fixed FMO,Ly6G,1,9994.579387907974,9994.579387907974,False
FD2,FD,FMO: PADI4+,fixed FMO,F4/80,1,44466.10301670704,44466.10301670704,False
FD2,FD,FMO: MX1+,fixed FMO,OSM,8,10562.629024396098,10016.855596238907,False
FD2,FD,FMO: MX1+,fixed FMO,CXCR4,8,2939.158521991032,3415.1007281180264,False
