sample,group,subset,kind,marker,events,median,mean,eligible
WD1,WD,"Saved: cxcr4+/padi4, osm+",saved gate,CD11b,4,14597.143685068007,12958.226877051467,False
WD1,WD,"Saved: cxcr4+/padi4, osm+",saved gate,CD45,4,37962.36159680851,37065.245825500635,False
WD1,WD,"Saved: cxcr4+/padi4, osm+",saved gate,Ly6G,4,26382.485155941715,27383.91672934202,False
WD1,WD,"Saved: cxcr4+/padi4, osm+",saved gate,F4/80,4,-719.9473063013858,998.7103145568001,False
WD1,WD,Saved: cxcr4+/padi4- or osm-,saved gate,OSM,54,3046.8001914287497,-2809.547234852222,True
WD1,WD,Saved: cxcr4+/padi4- or osm-,saved gate,CXCR4,54,5105.118006487995,9193.996140770621,True
WD1,WD,Saved: cxcr4+/padi4- or osm-,saved gate,MX1,54,1604.4942848298588,2272.1754382068866,True
WD1,WD,Saved: cxcr4+/padi4- or osm-,saved gate,PADI4,54,1901.5169932617237,5017.821947565705,True
WD1,WD,Saved: cxcr4+/padi4- or osm-,saved gate,NAMPT,54,-13.068788300104579,387.60621534437337,True
WD1,WD,Saved: cxcr4+/padi4- or osm-,saved gate,CD177,54,-7489.721072019736,-9188.108788423839,True
WD1,WD,Saved: cxcr4+/padi4- or osm-,saved gate,CD11b,54,7894.084033572253,13786.756852835522,True
WD1,WD,Saved: cxcr4+/padi4- or osm-,saved gate,CD45,54,20227.38200281471,28128.2870124405,True
WD1,WD,Saved: cxcr4+/padi4- or osm-,saved gate,Ly6G,54,10262.017619615815,17961.249125708226,True
WD1,WD,Saved: cxcr4+/padi4- or osm-,saved gate,F4/80,54,1194.349113259163,744.7080937864112,True
WD1,WD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,OSM,46,2018.6736496887793,-4058.3868511896867,True
WD1,WD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,CXCR4,46,5035.720231042674,7775.754604282316,True
WD1,WD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,MX1,46,1377.123454132418,76.4715691016459,True
WD1,WD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,PADI4,46,2174.736874443269,5642.046742139039,True
WD1,WD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,NAMPT,46,-59.04217320779297,-75.01674650039202,True
WD1,WD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,CD177,46,-6599.5453746681105,-8682.558036345996,True
WD1,WD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,CD11b,46,7214.991736376516,9789.30302087967,True
WD1,WD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,CD45,46,19658.28340669672,25885.903831357973,True
WD1,WD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,Ly6G,46,8852.539803589454,14153.722702742407,True
WD1,WD,Saved: cxcr4+/padi4- or osm-/true cxcr+ neutro,saved gate,F4/80,46,1967.402343037798,3517.6582851839294,True
WD1,WD,Saved: cxcr4-,saved gate,OSM,54,-10974.95903320751,-19277.57295912886,True
WD1,WD,Saved: cxcr4-,saved gate,CXCR4,54,145.49254108533984,-129.69173571843643,True
WD1,WD,Saved: cxcr4-,saved gate,MX1,54,-2718.714884013331,-4670.857489443229,True
WD1,WD,Saved: cxcr4-,saved gate,PADI4,54,455.4528237197485,24.31435687981407,True
WD1,WD,Saved: cxcr4-,saved gate,NAMPT,54,-298.6023795604257,-413.3887794574813,True
WD1,WD,Saved: cxcr4-,saved gate,CD177,54,-4126.4411147069195,-1387.0309272729655,True
WD1,WD,Saved: cxcr4-,saved gate,CD11b,54,17602.80629852022,25230.870299459893,True
WD1,WD,Saved: cxcr4-,saved gate,CD45,54,10295.887161878709,11316.546426311297,True
WD1,WD,Saved: cxcr4-,saved gate,Ly6G,54,13396.591154492937,18838.533086996147,True
WD1,WD,Saved: cxcr4-,saved gate,F4/80,54,2852.89429138799,3188.3244952023733,True
WD1,WD,Saved: cxcr4-/cd177 hi,saved gate,OSM,13,-40231.88519668122,-49273.30137485102,False
WD1,WD,Saved: cxcr4-/cd177 hi,saved gate,CXCR4,13,-634.9751725773774,-902.1539339396339,False
WD1,WD,Saved: cxcr4-/cd177 hi,saved gate,MX1,13,-10099.28950158082,-11585.478911837827,False
WD1,WD,Saved: cxcr4-/cd177 hi,saved gate,PADI4,13,-866.7986807902065,-970.5669947286624,False
WD1,WD,Saved: cxcr4-/cd177 hi,saved gate,NAMPT,13,-698.3253567995398,-902.4947916002458,False
WD1,WD,Saved: cxcr4-/cd177 hi,saved gate,CD177,13,10880.612476764321,12258.500655816151,False
WD1,WD,Saved: cxcr4-/cd177 hi,saved gate,CD11b,13,39786.752988301894,39371.60807865865,False
WD1,WD,Saved: cxcr4-/cd177 hi,saved gate,CD45,13,5707.664258659301,7068.05424417481,False
WD1,WD,Saved: cxcr4-/cd177 hi,saved gate,Ly6G,13,15217.648277460064,24446.562445408137,False
WD1,WD,Saved: cxcr4-/cd177 hi,saved gate,F4/80,13,3176.210743127349,3227.3133329325747,False
WD1,WD,Saved: mx1+,saved gate,OSM,8,16928.932697084063,17713.990359462376,False
WD1,WD,Saved: mx1+,saved gate,CXCR4,8,13441.825341133484,23614.57126662675,False
WD1,WD,Saved: mx1+,saved gate,MX1,8,8748.793498821522,19937.92781632651,False
WD1,WD,Saved: mx1+,saved gate,PADI4,8,-2830.515364156878,-1939.3186200610248,False
WD1,WD,Saved: mx1+,saved gate,NAMPT,8,1338.740738316353,3990.4170588334637,False
WD1,WD,Saved: mx1+,saved gate,CD177,8,-15589.991969033183,-19076.804463987155,False
WD1,WD,Saved: mx1+,saved gate,CD11b,8,44989.29443511993,63667.39264520362,False
WD1,WD,Saved: mx1+,saved gate,CD45,8,39526.004859286186,57097.447968443026,False
WD1,WD,Saved: mx1+,saved gate,Ly6G,8,40578.011977346,69681.55909872473,False
WD1,WD,Saved: mx1+,saved gate,F4/80,8,-18403.473073769135,-28225.753507172274,False
WD1,WD,Saved: mx1+/cd177 hi,saved gate,OSM,0,,,False
WD1,WD,Saved: mx1+/cd177 hi,saved gate,CXCR4,0,,,False
WD1,WD,Saved: mx1+/cd177 hi,saved gate,MX1,0,,,False
WD1,WD,Saved: mx1+/cd177 hi,saved gate,PADI4,0,,,False
WD1,WD,Saved: mx1+/cd177 hi,saved gate,NAMPT,0,,,False
WD1,WD,Saved: mx1+/cd177 hi,saved gate,CD177,0,,,False
WD1,WD,Saved: mx1+/cd177 hi,saved gate,CD11b,0,,,False
WD1,WD,Saved: mx1+/cd177 hi,saved gate,CD45,0,,,False
WD1,WD,Saved: mx1+/cd177 hi,saved gate,Ly6G,0,,,False
WD1,WD,Saved: mx1+/cd177 hi,saved gate,F4/80,0,,,False
WD1,WD,Saved: osm+,saved gate,OSM,13,14776.017813751012,19495.81028829166,False
WD1,WD,Saved: osm+,saved gate,CXCR4,13,3194.4486999295395,9872.922874486823,False
WD1,WD,Saved: osm+,saved gate,MX1,13,6510.407649640218,8121.4302194268075,False
WD1,WD,Saved: osm+,saved gate,PADI4,13,689.4085913226717,-836.7236550416613,False
WD1,WD,Saved: osm+,saved gate,NAMPT,13,417.18355528283735,1137.7587870614975,False
WD1,WD,Saved: osm+,saved gate,CD177,13,-15228.863123529736,-16361.795710575465,False
WD1,WD,Saved: osm+,saved gate,CD11b,13,15579.198591703444,35250.405833125544,False
WD1,WD,Saved: osm+,saved gate,CD45,13,25300.025792140666,32189.041626655147,False
WD1,WD,Saved: osm+,saved gate,Ly6G,13,31797.15679915207,45864.49891274101,False
WD1,WD,Saved: osm+,saved gate,F4/80,13,-5126.151394718876,-12375.290939012551,False
WD1,WD,Saved: osm+/cd177 hi,saved gate,OSM,0,,,False
WD1,WD,Saved: osm+/cd177 hi,saved gate,CXCR4,0,,,False
WD1,WD,Saved: osm+/cd177 hi,saved gate,MX1,0,,,False
WD1,WD,Saved: osm+/cd177 hi,saved gate,PADI4,0,,,False
WD1,WD,Saved: osm+/cd177 hi,saved gate,NAMPT,0,,,False
WD1,WD,Saved: osm+/cd177 hi,saved gate,CD177,0,,,False
WD1,WD,Saved: osm+/cd177 hi,saved gate,CD11b,0,,,False
WD1,WD,Saved: osm+/cd177 hi,saved gate,CD45,0,,,False
WD1,WD,Saved: osm+/cd177 hi,saved gate,Ly6G,0,,,False
WD1,WD,Saved: osm+/cd177 hi,saved gate,F4/80,0,,,False
WD1,WD,Saved: padi4+,saved gate,OSM,14,-2241.9702521223876,-13280.192184040143,False
WD1,WD,Saved: padi4+,saved gate,CXCR4,14,9694.741034095896,15932.321650013671,False
WD1,WD,Saved: padi4+,saved gate,MX1,14,636.3552204027161,3922.3726488674247,False
WD1,WD,Saved: padi4+,saved gate,PADI4,14,13703.98297481213,17485.81738096599,False
WD1,WD,Saved: padi4+,saved gate,NAMPT,14,-224.26584142310378,992.7782025765935,False
WD1,WD,Saved: padi4+,saved gate,CD177,14,-15806.08149085398,-19818.685546218203,False
WD1,WD,Saved: padi4+,saved gate,CD11b,14,7385.125570022323,17391.94135113294,False
WD1,WD,Saved: padi4+,saved gate,CD45,14,47503.06776102657,60310.979637507706,False
WD1,WD,Saved: padi4+,saved gate,Ly6G,14,22299.672728258953,32863.94236245368,False
WD1,WD,Saved: padi4+,saved gate,F4/80,14,5502.548420565616,4105.989393277678,False
WD1,WD,Saved: padi4+/cd177 hi,saved gate,OSM,0,,,False
WD1,WD,Saved: padi4+/cd177 hi,saved gate,CXCR4,0,,,False
WD1,WD,Saved: padi4+/cd177 hi,saved gate,MX1,0,,,False
WD1,WD,Saved: padi4+/cd177 hi,saved gate,PADI4,0,,,False
WD1,WD,Saved: padi4+/cd177 hi,saved gate,NAMPT,0,,,False
WD1,WD,Saved: padi4+/cd177 hi,saved gate,CD177,0,,,False
WD1,WD,Saved: padi4+/cd177 hi,saved gate,CD11b,0,,,False
WD1,WD,Saved: padi4+/cd177 hi,saved gate,CD45,0,,,False
WD1,WD,Saved: padi4+/cd177 hi,saved gate,Ly6G,0,,,False
WD1,WD,Saved: padi4+/cd177 hi,saved gate,F4/80,0,,,False
WD1,WD,FMO: CXCR4+,fixed FMO,OSM,51,3059.4733955923057,-1843.378754693287,True
WD1,WD,FMO: CXCR4+,fixed FMO,CXCR4,51,6247.938219913835,10851.536491529632,True
WD1,WD,FMO: CXCR4+,fixed FMO,MX1,51,1591.4245055401368,2859.4916113434006,True
WD1,WD,FMO: CXCR4+,fixed FMO,PADI4,51,2333.191239173412,5116.144048361126,True
WD1,WD,FMO: CXCR4+,fixed FMO,NAMPT,51,-33.05101406843941,527.9745701989265,True
WD1,WD,FMO: CXCR4+,fixed FMO,CD177,51,-8248.687360585212,-10609.784483682264,True
WD1,WD,FMO: CXCR4+,fixed FMO,CD11b,51,7840.04130154765,17443.0505862882,True
WD1,WD,FMO: CXCR4+,fixed FMO,CD45,51,21308.434725512623,31185.51933719597,True
WD1,WD,FMO: CXCR4+,fixed FMO,Ly6G,51,10396.19568606165,23187.862033930127,True
WD1,WD,FMO: CXCR4+,fixed FMO,F4/80,51,1506.1724434356452,-462.98346518360455,True
WD1,WD,FMO: OSM+,fixed FMO,OSM,1,70906.76938806522,70906.76938806522,False
WD1,WD,FMO: OSM+,fixed FMO,CXCR4,1,53354.59595874161,53354.59595874161,False
WD1,WD,FMO: OSM+,fixed FMO,MX1,1,40647.70271270318,40647.70271270318,False
WD1,WD,FMO: OSM+,fixed FMO,PADI4,1,-19358.121378862645,-19358.121378862645,False
WD1,WD,FMO: OSM+,fixed FMO,NAMPT,1,7641.015860923733,7641.015860923733,False
WD1,WD,FMO: OSM+,fixed FMO,CD177,1,-55140.07132229853,-55140.07132229853,False
WD1,WD,FMO: OSM+,fixed FMO,CD11b,1,184300.6405393602,184300.6405393602,False
WD1,WD,FMO: OSM+,fixed FMO,CD45,1,121628.45116510033,121628.45116510033,False
WD1,WD,FMO: OSM+,fixed FMO,Ly6G,1,221915.85906561324,221915.85906561324,False
WD1,WD,FMO: OSM+,fixed FMO,F4/80,1,-78315.96154065855,-78315.96154065855,False
WD1,WD,FMO: PADI4+,fixed FMO,OSM,0,,,False
WD1,WD,FMO: PADI4+,fixed FMO,CXCR4,0,,,False
WD1,WD,FMO: PADI4+,fixed FMO,MX1,0,,,False
WD1,WD,FMO: PADI4+,fixed FMO,PADI4,0,,,False
WD1,WD,FMO: PADI4+,fixed FMO,NAMPT,0,,,False
WD1,WD,FMO: PADI4+,fixed FMO,CD177,0,,,False
WD1,WD,FMO: PADI4+,fixed FMO,CD11b,0,,,False
WD1,WD,FMO: PADI4+,fixed FMO,CD45,0,,,False
WD1,WD,FMO: PADI4+,fixed FMO,Ly6G,0,,,False
WD1,WD,FMO: PADI4+,fixed FMO,F4/80,0,,,False
WD1,WD,FMO: MX1+,fixed FMO,OSM,8,16928.932697084063,17713.990359462376,False
WD1,WD,FMO: MX1+,fixed FMO,CXCR4,8,13441.825341133484,23614.57126662675,False
WD1,WD,FMO: MX1+,fixed FMO,MX1,8,8748.793498821522,19937.92781632651,False
WD1,WD,FMO: MX1+,fixed FMO,PADI4,8,-2830.515364156878,-1939.3186200610248,False
WD1,WD,FMO: MX1+,fixed FMO,NAMPT,8,1338.740738316353,3990.4170588334637,False
WD1,WD,FMO: MX1+,fixed FMO,CD177,8,-15589.991969033183,-19076.804463987155,False
WD1,WD,FMO: MX1+,fixed FMO,CD11b,8,44989.29443511993,63667.39264520362,False
WD1,WD,FMO: MX1+,fixed FMO,CD45,8,39526.004859286186,57097.447968443026,False
WD1,WD,FMO: MX1+,fixed FMO,Ly6G,8,40578.011977346,69681.55909872473,False
WD1,WD,FMO: MX1+,fixed FMO,F4/80,8,-18403.473073769135,-28225.753507172274,False
WD1,WD,FMO: NAMPT+,fixed FMO,OSM,10,13080.990085681835,10396.320654585597,False
WD1,WD,FMO: NAMPT+,fixed FMO,CXCR4,10,9453.767102209367,19837.58500295935,False
WD1,WD,FMO: NAMPT+,fixed FMO,MX1,10,6628.686281094238,15789.168452819862,False
WD1,WD,FMO: NAMPT+,fixed FMO,PADI4,10,1241.6506224695145,-440.2663551039224,False
WD1,WD,FMO: NAMPT+,fixed FMO,NAMPT,10,1129.657193708954,3455.932719082762,False
WD1,WD,FMO: NAMPT+,fixed FMO,CD177,10,-9140.276860302987,-13579.102909975973,False
WD1,WD,FMO: NAMPT+,fixed FMO,CD11b,10,20626.879871273544,46972.851284283184,False
WD1,WD,FMO: NAMPT+,fixed FMO,CD45,10,19144.772032693654,41146.17772117811,False
WD1,WD,FMO: NAMPT+,fixed FMO,Ly6G,10,31716.605416721966,55857.48798858111,False
WD1,WD,FMO: NAMPT+,fixed FMO,F4/80,10,-7056.64902018553,-21271.670141879393,False
WD1,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,OSM,1,70906.76938806522,70906.76938806522,False
WD1,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,CXCR4,1,53354.59595874161,53354.59595874161,False
WD1,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,MX1,1,40647.70271270318,40647.70271270318,False
WD1,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,PADI4,1,-19358.121378862645,-19358.121378862645,False
WD1,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,NAMPT,1,7641.015860923733,7641.015860923733,False
WD1,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,CD177,1,-55140.07132229853,-55140.07132229853,False
WD1,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,CD11b,1,184300.6405393602,184300.6405393602,False
WD1,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,CD45,1,121628.45116510033,121628.45116510033,False
WD1,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,Ly6G,1,221915.85906561324,221915.85906561324,False
WD1,WD,FMO: CXCR4+ & OSM+,fixed FMO coexpression,F4/80,1,-78315.96154065855,-78315.96154065855,False
WD1,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,OSM,0,,,False
WD1,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,CXCR4,0,,,False
WD1,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,MX1,0,,,False
WD1,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,PADI4,0,,,False
WD1,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,NAMPT,0,,,False
WD1,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,CD177,0,,,False
WD1,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,CD11b,0,,,False
WD1,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,CD45,0,,,False
WD1,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,Ly6G,0,,,False
WD1,WD,FMO: CXCR4+ & PADI4+,fixed FMO coexpression,F4/80,0,,,False
WD1,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,OSM,7,15125.904488490905,15691.527048472082,False
WD1,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,CXCR4,7,14947.80303985278,26817.665822905557,False
WD1,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,MX1,7,8125.221044574928,21447.293796791993,False
WD1,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,PADI4,7,-793.2460092993784,-1520.966320210546,False
WD1,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,NAMPT,7,1507.8041443198747,4500.878987912124,False
WD1,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,CD177,7,-15228.863123529736,-19383.32948323389,False
WD1,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,CD11b,7,37084.79406408937,63866.69938336506,False
WD1,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,CD45,7,34710.49436307711,57898.79197415481,False
WD1,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,Ly6G,7,39923.84051111007,73745.75562088798,False
WD1,WD,FMO: CXCR4+ & MX1+,fixed FMO coexpression,F4/80,7,-13496.296396408992,-28844.813765157964,False
WD1,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,OSM,8,13080.990085681835,12484.723865399657,False
WD1,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,CXCR4,8,13441.825341133484,24324.975679359588,False
WD1,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,MX1,8,6963.790944992386,18634.04705658078,False
WD1,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,PADI4,8,1193.689164597134,-860.7455994972815,False
WD1,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,NAMPT,8,1338.740738316353,4182.814544892846,False
WD1,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,CD177,8,-12904.769338788765,-15224.597795133472,False
WD1,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,CD11b,8,29347.896315096295,54792.863556253185,False
WD1,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,CD45,8,20348.296119956773,47539.92159828782,False
WD1,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,Ly6G,8,37623.58088481084,64588.497089241195,False
WD1,WD,FMO: CXCR4+ & NAMPT+,fixed FMO coexpression,F4/80,8,-10886.543413939587,-26030.88421142663,False
WD1,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,OSM,0,,,False
WD1,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,CXCR4,0,,,False
WD1,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,MX1,0,,,False
WD1,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,PADI4,0,,,False
WD1,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,NAMPT,0,,,False
WD1,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,CD177,0,,,False
WD1,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,CD11b,0,,,False
WD1,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,CD45,0,,,False
WD1,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,Ly6G,0,,,False
WD1,WD,FMO: OSM+ & PADI4+,fixed FMO coexpression,F4/80,0,,,False
WD1,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,OSM,1,70906.76938806522,70906.76938806522,False
WD1,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,CXCR4,1,53354.59595874161,53354.59595874161,False
WD1,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,MX1,1,40647.70271270318,40647.70271270318,False
WD1,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,PADI4,1,-19358.121378862645,-19358.121378862645,False
WD1,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,NAMPT,1,7641.015860923733,7641.015860923733,False
WD1,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,CD177,1,-55140.07132229853,-55140.07132229853,False
WD1,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,CD11b,1,184300.6405393602,184300.6405393602,False
WD1,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,CD45,1,121628.45116510033,121628.45116510033,False
WD1,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,Ly6G,1,221915.85906561324,221915.85906561324,False
WD1,WD,FMO: OSM+ & MX1+,fixed FMO coexpression,F4/80,1,-78315.96154065855,-78315.96154065855,False
WD1,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,OSM,1,70906.76938806522,70906.76938806522,False
WD1,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,CXCR4,1,53354.59595874161,53354.59595874161,False
WD1,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,MX1,1,40647.70271270318,40647.70271270318,False
WD1,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,PADI4,1,-19358.121378862645,-19358.121378862645,False
WD1,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,NAMPT,1,7641.015860923733,7641.015860923733,False
WD1,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,CD177,1,-55140.07132229853,-55140.07132229853,False
WD1,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,CD11b,1,184300.6405393602,184300.6405393602,False
WD1,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,CD45,1,121628.45116510033,121628.45116510033,False
WD1,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,Ly6G,1,221915.85906561324,221915.85906561324,False
WD1,WD,FMO: OSM+ & NAMPT+,fixed FMO coexpression,F4/80,1,-78315.96154065855,-78315.96154065855,False
WD1,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,OSM,0,,,False
WD1,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,CXCR4,0,,,False
WD1,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,MX1,0,,,False
WD1,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,PADI4,0,,,False
WD1,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,NAMPT,0,,,False
WD1,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,CD177,0,,,False
WD1,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,CD11b,0,,,False
WD1,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,CD45,0,,,False
WD1,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,Ly6G,0,,,False
WD1,WD,FMO: PADI4+ & MX1+,fixed FMO coexpression,F4/80,0,,,False
WD1,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,OSM,0,,,False
WD1,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,CXCR4,0,,,False
WD1,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,MX1,0,,,False
WD1,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,PADI4,0,,,False
WD1,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,NAMPT,0,,,False
WD1,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,CD177,0,,,False
WD1,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,CD11b,0,,,False
WD1,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,CD45,0,,,False
WD1,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,Ly6G,0,,,False
WD1,WD,FMO: PADI4+ & NAMPT+,fixed FMO coexpression,F4/80,0,,,False
WD1,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,OSM,6,14950.961151120959,15184.788072271227,False
WD1,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,CXCR4,6,17601.724773124944,30428.461968352927,False
WD1,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,MX1,6,9365.120601447123,23667.63925549484,False
WD1,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,PADI4,6,-1565.8806285941132,-1642.2530386957405,False
WD1,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,NAMPT,6,1973.6545044702307,5221.454374891417,False
WD1,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,CD177,6,-15215.771827658571,-19955.364261350103,False
WD1,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,CD11b,6,44989.29443511993,70750.77760310537,False
WD1,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,CD45,6,30670.5421264414,60158.33807726473,False
WD1,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,Ly6G,6,45584.7750824774,82951.89099346053,False
WD1,WD,FMO: MX1+ & NAMPT+,fixed FMO coexpression,F4/80,6,-18403.473073769135,-33267.05032379675,False
WD1,WD,F4/80 gate overlap,gate overlap,OSM,17,-26874.562184254275,-41181.34357197521,False
WD1,WD,F4/80 gate overlap,gate overlap,CXCR4,17,1245.3944399540715,5300.226997185087,False
WD1,WD,F4/80 gate overlap,gate overlap,MX1,17,-5794.90249794412,-9410.197578092993,False
WD1,WD,F4/80 gate overlap,gate overlap,PADI4,17,1287.7229259972985,5986.211081104647,False
WD1,WD,F4/80 gate overlap,gate overlap,NAMPT,17,-519.4667548660605,-749.0375762992894,False
WD1,WD,F4/80 gate overlap,gate overlap,CD177,17,-5658.215951996021,-7200.027771113364,False
WD1,WD,F4/80 gate overlap,gate overlap,CD11b,17,24433.506332262154,43459.926490966325,False
WD1,WD,F4/80 gate overlap,gate overlap,CD45,17,13835.973055668403,25441.781736009256,False
WD1,WD,F4/80 gate overlap,gate overlap,Ly6G,17,36830.70153734406,37259.853685360315,False
WD1,WD,F4/80 gate overlap,gate overlap,F4/80,17,10043.055899311656,13628.607612144926,False
WD1,WD,Outside F4/80 gate,gate overlap,OSM,110,1276.1523689914306,-5075.854657775147,True
WD1,WD,Outside F4/80 gate,gate overlap,CXCR4,110,1432.920705510423,4458.126821094107,True
WD1,WD,Outside F4/80 gate,gate overlap,MX1,110,843.9936500520027,290.06535691482736,True
WD1,WD,Outside F4/80 gate,gate overlap,PADI4,110,1426.306177640865,1849.9220507268647,True
WD1,WD,Outside F4/80 gate,gate overlap,NAMPT,110,-91.91884975770063,138.05546432372793,True
WD1,WD,Outside F4/80 gate,gate overlap,CD177,110,-6061.204355285599,-5770.668524279959,True
WD1,WD,Outside F4/80 gate,gate overlap,CD11b,110,9897.695503997966,18381.50704271281,True
WD1,WD,Outside F4/80 gate,gate overlap,CD45,110,14802.298513462123,20359.195693323592,True
WD1,WD,Outside F4/80 gate,gate overlap,Ly6G,110,11074.580211980674,17464.184924673864,True
WD1,WD,Outside F4/80 gate,gate overlap,F4/80,110,1436.5261624778293,-490.33962053218437,True
WD2,WD,All neutrophils,total,OSM,197,-60811.09955670435,-63602.15435735802,True
