analysis	n_pairs	gene	logFC	logCPM	F	PValue	FDR
"All fibroblasts"	5	"PPP1CC"	-0.914249580210915	8.37071967250836	11.9791340908548	0.00384434797321269	0.158108099742842
"All fibroblasts"	5	"HIF1A"	1.28823098498627	8.87462742643703	11.9627054198261	0.00387359847847879	0.158108099742842
"All fibroblasts"	5	"B4GALT1"	0.954316464455631	8.18305548647604	11.9189754671387	0.00392594997135527	0.158108099742842
"All fibroblasts"	5	"BIRC3"	1.21077633840227	7.07355444653136	11.5186118452308	0.00394692307921405	0.158108099742842
"All fibroblasts"	5	"TNC"	1.33237091231538	8.21772036127956	11.8287647306601	0.00396065582908549	0.158108099742842
"All fibroblasts"	5	"NEGR1"	-0.878557841387532	8.71079931671987	11.8843422247661	0.00396152094773553	0.158108099742842
"All fibroblasts"	5	"TYMP"	1.79366200130256	6.75070438940086	11.5368290998742	0.00402011424169675	0.158231348288031
"All fibroblasts"	5	"FAM214A"	-1.06211770528075	7.13039176403384	11.6382345762567	0.00403358544457569	0.158231348288031
"All fibroblasts"	5	"SNRPB"	1.10373181532215	7.25308138856408	11.7927070633484	0.00406359005610685	0.158231348288031
"All fibroblasts"	5	"SCARA5"	-0.845787856280985	9.68185278262794	11.7866257856284	0.00407322846116435	0.158231348288031
"All fibroblasts"	5	"FAM118A"	1.41330735427232	6.57937587515545	11.494146932654	0.00419014899741453	0.161423487671003
"All fibroblasts"	5	"BMP1"	1.85942767879367	6.91793592276285	11.4151757194582	0.00421204214175701	0.161423487671003
"All fibroblasts"	5	"SSR4"	1.23123784234221	8.03672162702376	11.6388170889635	0.00423850928671075	0.161423487671003
"All fibroblasts"	5	"PLIN3"	1.09427993136019	7.49094514919907	11.6064690098789	0.00427940210488715	0.161922571851801
"All fibroblasts"	5	"ADAMTSL4"	-1.06813402274459	7.14929054497407	11.2963769362214	0.00434897085769195	0.162268910680762
"All fibroblasts"	5	"NID2"	1.77288538556941	6.45109036559631	11.1299792619308	0.00436160435710467	0.162268910680762
"All fibroblasts"	5	"FBXL7"	-1.44578807079774	6.36345928372685	11.1344642353818	0.00439961998396433	0.162268910680762
"All fibroblasts"	5	"NPNT"	-2.22931895866895	7.3787604010274	11.1074863913341	0.00439994643685608	0.162268910680762
"All fibroblasts"	5	"COL23A1"	1.9681532358179	5.90594965811295	10.7141100694618	0.00451819127752417	0.164803728650781
"All fibroblasts"	5	"TMEM47"	-1.28254282055515	7.53044818675864	11.3014230044505	0.004525243965012	0.164803728650781
