analysis	n_pairs	gene	logFC	logCPM	F	PValue	FDR
"All mature neutrophils"	12	"TYMP"	0.921426885677644	8.43027815915037	7.62967262280221	0.00910556031147001	0.216505830665261
"All mature neutrophils"	12	"MKRN1"	-0.742788355883367	7.7708209565032	7.64729605234392	0.00932855923195511	0.216505830665261
"All mature neutrophils"	12	"LGALS4"	-1.69172601849941	9.46323207921099	8.77891409059947	0.00939213338726719	0.216505830665261
"All mature neutrophils"	12	"SMIM25"	0.738436314554685	9.34599471624723	7.62357053653574	0.00946571991070869	0.216505830665261
"All mature neutrophils"	12	"CDKN1A"	0.835310850852549	8.99574032219102	7.556042730386	0.00967193793242139	0.216505830665261
"All mature neutrophils"	12	"ARRB2"	0.677294185756364	10.6126558942513	7.57977482192189	0.00975734037422786	0.216505830665261
"All mature neutrophils"	12	"ATP5PB"	-0.903302122605847	8.01082578657035	7.54918364143145	0.00984117412114821	0.216505830665261
"All mature neutrophils"	12	"SLC25A6"	-1.07835614408186	7.39406018414822	7.28988511509844	0.0107773178372273	0.23409971403395
"All mature neutrophils"	12	"MARCKS"	0.667753179942351	10.6039484006788	7.12369067675049	0.011990216456051	0.249337392840204
"All mature neutrophils"	12	"B3GNT5"	0.939482381538364	8.95420854563062	7.04858154248759	0.0120648249102138	0.249337392840204
"All mature neutrophils"	12	"ATP5MG"	-0.919546907117422	7.37789038661897	7.05388840090054	0.0121041116254633	0.249337392840204
"All mature neutrophils"	12	"UQCRQ"	-0.850514200769725	7.59820150668933	6.97609212881181	0.0123987412556539	0.249337392840204
"All mature neutrophils"	12	"ATP1B1"	-1.09616219490563	7.86612714333227	6.99851028213968	0.0124161690415874	0.249337392840204
"All mature neutrophils"	12	"TLR4"	0.794662416845597	9.46449338231266	7.02230480950688	0.0124511211581656	0.249337392840204
"All mature neutrophils"	12	"SAMSN1"	0.71322387027278	10.092907994064	7.01286986405804	0.012569256589884	0.249337392840204
"All mature neutrophils"	12	"EPCAM"	-1.32132936932383	9.06230170516373	7.55726290212389	0.0126412314551852	0.249337392840204
"All mature neutrophils"	12	"HBEGF"	0.981056778622757	8.34959277763917	6.85990567366686	0.012954277072597	0.252608402915641
"All mature neutrophils"	12	"CST7"	0.829696528949118	9.59399334642048	6.75357469167087	0.0134080948389295	0.258275292086326
"All mature neutrophils"	12	"PPP1R15A"	0.604466874493477	11.3559430403496	6.85328416074724	0.0135459069276045	0.258275292086326
"All mature neutrophils"	12	"LGALS3"	-0.856972333430336	9.79074768745295	6.82601686510367	0.0141337866007731	0.264866974732219
"All mature neutrophils"	12	"LAPTM4A"	-0.700451672407333	8.08979006015604	6.73416947735283	0.0142482292078085	0.264866974732219
"All mature neutrophils"	12	"NCOR1"	-0.767020581575658	7.45402780659458	6.69007227011932	0.0143546787005223	0.264866974732219
"All mature neutrophils"	12	"HNRNPA0"	-0.890441539016405	7.06029414502625	6.54901187113142	0.0149703325128243	0.270761712512546
"All mature neutrophils"	12	"CSRNP1"	0.726973712629224	9.48389626212483	6.62597641252286	0.0149897218465571	0.270761712512546
"All mature neutrophils"	12	"TFF3"	-1.56318935032395	8.9164371779459	7.35103489227663	0.0151593485521164	0.270973355369081
"All mature neutrophils"	12	"RELA"	0.776686138501716	8.208759843812	6.48914253425195	0.0155067290503708	0.274325227324086
"All mature neutrophils"	12	"EEF1A1"	-0.619408974078515	11.3143265996559	6.48215444231954	0.0160624192107568	0.279149453021129
"All mature neutrophils"	12	"ADGRE5"	0.712929922465107	9.59373720434724	6.40450212561865	0.0166651720532264	0.279149453021129
"All mature neutrophils"	12	"COX7A2"	-0.880820141412501	7.42797721236532	6.33055548754134	0.0169300867832756	0.279149453021129
"All mature neutrophils"	12	"CDKN2D"	0.814046603583637	8.60796327800865	6.28863641497138	0.0170238222899895	0.279149453021129
"All mature neutrophils"	12	"GADD45B"	0.641585745697029	9.0725480578797	6.28965865250234	0.0174234261133089	0.279149453021129
"All mature neutrophils"	12	"ZNF148"	-0.896381873036703	7.08384349586002	6.2314271381454	0.0174893331271911	0.279149453021129
"All mature neutrophils"	12	"XBP1"	0.916913364776116	8.29669714237191	6.21275817932871	0.0175991970455189	0.279149453021129
"All mature neutrophils"	12	"TPM1"	-0.956547032997676	7.1850356282156	6.19177462094451	0.0176721572414515	0.279149453021129
"All mature neutrophils"	12	"ATP5ME"	-0.814244838813949	8.22038403289968	6.25213296991358	0.0176781885134885	0.279149453021129
