program,population,version,n,effect,se,low,high,p,p_signflip,same_sign,contrast,min_cells,q,q_signflip
CXCR4_aging_retention,All annotated,identity_markers_removed,6,-0.366417442591394,0.0891198056916551,-0.5955071962978,-0.137327688884987,0.00925016773450814,0.03125,6,alpha_interaction,0,0.0431674494277047,0.0625
CXCR4_aging_retention,Resolved,full_gene,6,-0.900214488449786,0.0791657485503597,-1.10371652367789,-0.69671245322168,9.20304970985439e-05,0.03125,6,alpha_interaction,0,0.000644213479689807,0.04375
CXCR4_aging_retention,Resolved,identity_markers_removed,6,-0.858855440040223,0.0557132119160717,-1.00207081059663,-0.715640069483813,2.08502237592638e-05,0.03125,6,alpha_interaction,0,0.000145951566314847,0.0486111111111111
CXCR4_aging_retention,Resolved; >=100 genes,full_gene,6,-0.880624284977967,0.0938729965032895,-1.12193250464607,-0.639316065309859,0.000232049980327118,0.03125,6,alpha_interaction,0,0.00144201369280399,0.0486111111111111
CXCR4_aging_retention,Resolved; >=100 genes,identity_markers_removed,6,-0.854689096746564,0.0767355712910945,-1.05194416245463,-0.657434031038501,0.00010173061165983,0.03125,6,alpha_interaction,0,0.00071211428161881,0.0486111111111111
NETosis,All annotated,full_gene,6,0.0251032807053004,0.00710669467508078,0.00683494046212444,0.0433716209484764,0.0166980623551095,0.03125,6,alpha_in_UC,0,0.033396124710219,0.0729166666666667
NETosis,All annotated,identity_markers_removed,6,0.0323403292598477,0.00961847288542454,0.00761525757401492,0.0570654009456804,0.0200571713396479,0.03125,6,alpha_in_UC,0,0.0374094857245853,0.0729166666666667
NETosis,Resolved,full_gene,6,-0.0069288937492949,0.0354756134413392,-0.098121861269657,0.0842640737710672,0.852835870770319,0.875,3,alpha_in_UC,0,0.887467441141715,0.90625
NETosis,Resolved,identity_markers_removed,6,-0.00354610493758591,0.0318490672324834,-0.0854167386473676,0.0783245287721958,0.915677434563246,0.90625,3,alpha_in_UC,0,0.915677434563246,0.90625
NETosis,Resolved; >=100 genes,full_gene,6,-0.0232365204797862,0.041566532421657,-0.130086693693285,0.0836136527337131,0.600259292678807,0.6875,3,alpha_in_UC,0,0.600259292678807,0.6875
NETosis,Resolved; >=100 genes,identity_markers_removed,6,-0.0213176565387713,0.0382067937293056,-0.119531346497228,0.0768960334196851,0.600933833475971,0.6875,3,alpha_in_UC,0,0.600933833475971,0.6875
Degranulation,All annotated,full_gene,6,0.0482152650394761,0.00699678669238713,0.0302294522602039,0.0662010778187483,0.000985279909799771,0.03125,6,alpha_in_UC,0,0.00459797291239893,0.0729166666666667
