program,population,version,n,effect,se,low,high,p,p_signflip,same_sign,contrast,min_cells,q,q_signflip
Survival_antiapoptosis,Resolved; >=100 genes,identity_markers_removed,6,0.300023736249248,0.0317749504191565,0.21834362587352,0.381703846624976,0.000224970111909143,0.03125,6,UC_vs_alone,0,0.000629916313345601,0.0486111111111111
Hypoxia_glycolysis,All annotated,full_gene,6,0.0357871345175516,0.0170578419814993,-0.00806144423524508,0.0796357132703483,0.0899828045687589,0.125,4,UC_vs_alone,0,0.157469907995328,0.194444444444444
Hypoxia_glycolysis,All annotated,identity_markers_removed,6,0.0357871345175516,0.0170578419814993,-0.00806144423524508,0.0796357132703483,0.0899828045687589,0.125,4,UC_vs_alone,0,0.157469907995328,0.194444444444444
Hypoxia_glycolysis,Resolved,full_gene,6,0.137984943407559,0.01385006923972,0.10238220699763,0.173587679817488,0.000174033082309053,0.03125,6,UC_vs_alone,0,0.000304557894040843,0.04375
Hypoxia_glycolysis,Resolved,identity_markers_removed,6,0.137984943407559,0.01385006923972,0.10238220699763,0.173587679817488,0.000174033082309053,0.03125,6,UC_vs_alone,0,0.000304557894040843,0.04375
Hypoxia_glycolysis,Resolved; >=100 genes,full_gene,6,0.120497056553686,0.0174661892844606,0.0755987876412663,0.165395325466106,0.000980165288327819,0.03125,6,UC_vs_alone,0,0.00171528925457368,0.0486111111111111
Hypoxia_glycolysis,Resolved; >=100 genes,identity_markers_removed,6,0.120497056553686,0.0174661892844606,0.0755987876412663,0.165395325466106,0.000980165288327819,0.03125,6,UC_vs_alone,0,0.00171528925457368,0.0486111111111111
ER_stress,All annotated,full_gene,6,0.0986902207780624,0.0441671605003307,-0.0148450797357214,0.212225521291846,0.0757385765952509,0.03125,6,UC_vs_alone,0,0.157469907995328,0.109375
ER_stress,All annotated,identity_markers_removed,6,0.0986902207780624,0.0441671605003307,-0.0148450797357214,0.212225521291846,0.0757385765952509,0.03125,6,UC_vs_alone,0,0.151477153190502,0.0875
ER_stress,Resolved,full_gene,6,0.303811797197961,0.0226869940938562,0.245493022275106,0.362130572120816,4.15491485916618e-05,0.03125,6,UC_vs_alone,0,0.000179887972071319,0.04375
ER_stress,Resolved,identity_markers_removed,6,0.303811797197961,0.0226869940938562,0.245493022275106,0.362130572120816,4.15491485916618e-05,0.03125,6,UC_vs_alone,0,0.000193896026761088,0.04375
ER_stress,Resolved; >=100 genes,full_gene,6,0.294882344650576,0.0329757015024341,0.210115605351054,0.379649083950098,0.00029142966740513,0.03125,6,UC_vs_alone,0,0.00058285933481026,0.0486111111111111
ER_stress,Resolved; >=100 genes,identity_markers_removed,6,0.294882344650576,0.0329757015024341,0.210115605351054,0.379649083950098,0.00029142966740513,0.03125,6,UC_vs_alone,0,0.000680002557278637,0.0486111111111111
Proliferation_stress,All annotated,full_gene,6,0.0321364744829827,0.0213114705209883,-0.0226464045289686,0.086919353494934,0.191935420546691,0.1875,5,UC_vs_alone,0,0.223924657304473,0.238636363636364
Proliferation_stress,All annotated,identity_markers_removed,6,0.0321364744829827,0.0213114705209883,-0.0226464045289686,0.086919353494934,0.191935420546691,0.1875,5,UC_vs_alone,0,0.223924657304473,0.238636363636364
Proliferation_stress,Resolved,full_gene,6,0.0713876601471529,0.0263891395011596,0.0035522174873993,0.139223102806907,0.0425195932181429,0.03125,6,UC_vs_alone,0,0.0541158459140001,0.04375
Proliferation_stress,Resolved,identity_markers_removed,6,0.0713876601471529,0.0263891395011596,0.0035522174873993,0.139223102806907,0.0425195932181429,0.03125,6,UC_vs_alone,0,0.0541158459140001,0.04375
Proliferation_stress,Resolved; >=100 genes,full_gene,6,0.0513686176501362,0.0308957140697532,-0.0280513437365847,0.130788579036857,0.157271032215947,0.15625,5,UC_vs_alone,0,0.183482870918605,0.182291666666667
Proliferation_stress,Resolved; >=100 genes,identity_markers_removed,6,0.0513686176501362,0.0308957140697532,-0.0280513437365847,0.130788579036857,0.157271032215947,0.15625,5,UC_vs_alone,0,0.183482870918605,0.182291666666667
Integrin_adhesion,All annotated,full_gene,6,0.0608857238706023,0.0314590961147623,-0.0199824571675426,0.141753904908747,0.110722400553872,0.0625,5,UC_vs_alone,0,0.172234845306023,0.125
Integrin_adhesion,All annotated,identity_markers_removed,6,0.0608857238706023,0.0314590961147623,-0.0199824571675426,0.141753904908747,0.110722400553872,0.0625,5,UC_vs_alone,0,0.172234845306023,0.109375
Integrin_adhesion,Resolved,full_gene,6,0.193171383611949,0.018539255657437,0.145514709772723,0.240828057451174,0.000140319986592235,0.03125,6,UC_vs_alone,0,0.00028063997318447,0.04375
Integrin_adhesion,Resolved,identity_markers_removed,6,0.193171383611949,0.018539255657437,0.145514709772723,0.240828057451174,0.000140319986592235,0.03125,6,UC_vs_alone,0,0.00028063997318447,0.04375
Integrin_adhesion,Resolved; >=100 genes,full_gene,6,0.179281414368662,0.0179759277284505,0.133072821071196,0.225490007666128,0.000173143530595787,0.03125,6,UC_vs_alone,0,0.00058285933481026,0.0486111111111111
Integrin_adhesion,Resolved; >=100 genes,identity_markers_removed,6,0.179281414368662,0.0179759277284505,0.133072821071196,0.225490007666128,0.000173143530595787,0.03125,6,UC_vs_alone,0,0.000629916313345601,0.0486111111111111
CXCR4_aging_retention,All annotated,full_gene,6,0.139119756405161,0.0656204936452404,-0.0295630926047826,0.307802605415104,0.0874983020483468,0.09375,5,UC_vs_alone,0,0.157469907995328,0.1640625
CXCR4_aging_retention,All annotated,identity_markers_removed,6,0.156945148336875,0.0606891818869714,0.000938639758598148,0.312951656915152,0.0490711447826077,0.0625,5,UC_vs_alone,0,0.151477153190502,0.109375
CXCR4_aging_retention,Resolved,full_gene,6,0.545375165910204,0.0489829842891528,0.419460396241248,0.671289935579159,0.000101913427272241,0.03125,6,UC_vs_alone,0,0.000237797996968562,0.04375
CXCR4_aging_retention,Resolved,identity_markers_removed,6,0.542884630471353,0.0489005649875463,0.417181726362014,0.668587534580693,0.000103348464764835,0.03125,6,UC_vs_alone,0,0.000276182560366897,0.04375
CXCR4_aging_retention,Resolved; >=100 genes,full_gene,6,0.490113133523857,0.0541338883484371,0.350957543443001,0.629268723604714,0.000274798038438107,0.03125,6,UC_vs_alone,0,0.00058285933481026,0.0486111111111111
CXCR4_aging_retention,Resolved; >=100 genes,identity_markers_removed,6,0.504821414119919,0.0619031163421927,0.345694387681397,0.663948440558441,0.000450440422872275,0.03125,6,UC_vs_alone,0,0.00090088084574455,0.0486111111111111
NETosis,All annotated,full_gene,6,0.0646581598033494,0.0437090574120998,-0.0476995492329791,0.177015868839678,0.199129176124051,0.1875,4,control_fibroblasts_vs_alone,0,0.253437133248792,0.238636363636364
NETosis,All annotated,identity_markers_removed,6,0.0633792702474881,0.0444838829889419,-0.0509701913424572,0.177728731837433,0.213535283324702,0.25,3,control_fibroblasts_vs_alone,0,0.271772178776893,0.318181818181818
NETosis,Resolved,full_gene,6,0.150170468005077,0.045113895585549,0.0342015074780717,0.266139428532083,0.0208086960184713,0.03125,6,control_fibroblasts_vs_alone,0,0.0264837949325998,0.0397727272727273
NETosis,Resolved,identity_markers_removed,6,0.148037627103634,0.0433786258844352,0.0365293193502421,0.259545934857027,0.0189879995419784,0.03125,6,control_fibroblasts_vs_alone,0,0.0241665448716089,0.0397727272727273
NETosis,Resolved; >=100 genes,full_gene,6,0.11628989582907,0.0412389519197736,0.0102817951034206,0.222297996554719,0.0371128084262148,0.0625,5,control_fibroblasts_vs_alone,0,0.0472344834515461,0.0729166666666667
NETosis,Resolved; >=100 genes,identity_markers_removed,6,0.114505316355447,0.0396899708837508,0.0124789981447428,0.216531634566151,0.0343870494444279,0.0625,5,control_fibroblasts_vs_alone,0,0.0437653356565446,0.0729166666666667
Degranulation,All annotated,full_gene,6,-0.0219953066742083,0.0409714507059622,-0.127315773638623,0.0833251602902069,0.614392877970115,0.75,2,control_fibroblasts_vs_alone,0,0.614392877970115,0.75
Degranulation,All annotated,identity_markers_removed,6,-0.0219953066742083,0.0409714507059622,-0.127315773638623,0.0833251602902069,0.614392877970115,0.75,2,control_fibroblasts_vs_alone,0,0.614392877970115,0.75
Degranulation,Resolved,full_gene,6,0.0614055560480657,0.0609632951449324,-0.0953055830920332,0.218116695188164,0.360041666154479,0.375,4,control_fibroblasts_vs_alone,0,0.360041666154479,0.375
Degranulation,Resolved,identity_markers_removed,6,0.0614055560480657,0.0609632951449324,-0.0953055830920332,0.218116695188164,0.360041666154479,0.375,4,control_fibroblasts_vs_alone,0,0.360041666154479,0.375
Degranulation,Resolved; >=100 genes,full_gene,6,0.00628038784875198,0.0648778233679324,-0.160493366436476,0.17305414213398,0.926643066468906,0.96875,3,control_fibroblasts_vs_alone,0,0.926643066468906,0.96875
Degranulation,Resolved; >=100 genes,identity_markers_removed,6,0.00628038784875198,0.0648778233679324,-0.160493366436476,0.17305414213398,0.926643066468906,0.96875,3,control_fibroblasts_vs_alone,0,0.926643066468906,0.96875
Oxidative_burst,All annotated,full_gene,6,0.123179349765036,0.0599481099512935,-0.0309221727564873,0.27728087228656,0.0950642967934074,0.15625,4,control_fibroblasts_vs_alone,0,0.13309001551077,0.21875
Oxidative_burst,All annotated,identity_markers_removed,6,0.123179349765036,0.0599481099512935,-0.0309221727564873,0.27728087228656,0.0950642967934074,0.15625,4,control_fibroblasts_vs_alone,0,0.13309001551077,0.21875
Oxidative_burst,Resolved,full_gene,6,0.308270167260528,0.0584027789669135,0.158141044497497,0.458399290023558,0.00324936385253519,0.03125,6,control_fibroblasts_vs_alone,0,0.00454910939354927,0.0397727272727273
Oxidative_burst,Resolved,identity_markers_removed,6,0.308270167260528,0.0584027789669135,0.158141044497497,0.458399290023558,0.00324936385253519,0.03125,6,control_fibroblasts_vs_alone,0,0.00505456599283252,0.0397727272727273
Oxidative_burst,Resolved; >=100 genes,full_gene,6,0.260401495834782,0.0552579293753656,0.118356466307593,0.402446525361971,0.00527795391758937,0.03125,6,control_fibroblasts_vs_alone,0,0.00776218279033273,0.0397727272727273
Oxidative_burst,Resolved; >=100 genes,identity_markers_removed,6,0.260401495834782,0.0552579293753656,0.118356466307593,0.402446525361971,0.00527795391758937,0.03125,6,control_fibroblasts_vs_alone,0,0.00821015053847235,0.0397727272727273
Phagocytosis,All annotated,full_gene,6,0.235479564578275,0.0750197867702194,0.0426350633934396,0.42832406576311,0.0256982134985652,0.03125,6,control_fibroblasts_vs_alone,0,0.111621709935473,0.109375
Phagocytosis,All annotated,identity_markers_removed,6,0.235479564578275,0.0750197867702194,0.0426350633934396,0.42832406576311,0.0256982134985652,0.03125,6,control_fibroblasts_vs_alone,0,0.116260873386761,0.0729166666666667
Phagocytosis,Resolved,full_gene,6,0.518843178734656,0.0420564848032556,0.410733542828693,0.626952814640619,6.19713458663308e-05,0.03125,6,control_fibroblasts_vs_alone,0,0.000433799421064316,0.0397727272727273
Phagocytosis,Resolved,identity_markers_removed,6,0.518843178734656,0.0420564848032556,0.410733542828693,0.626952814640619,6.19713458663308e-05,0.03125,6,control_fibroblasts_vs_alone,0,0.000433799421064316,0.0397727272727273
Phagocytosis,Resolved; >=100 genes,full_gene,6,0.473005844906525,0.0423126540963883,0.364237704868787,0.581773984944263,9.99516965141892e-05,0.03125,6,control_fibroblasts_vs_alone,0,0.000699661875599324,0.0397727272727273
Phagocytosis,Resolved; >=100 genes,identity_markers_removed,6,0.473005844906525,0.0423126540963883,0.364237704868787,0.581773984944263,9.99516965141892e-05,0.03125,6,control_fibroblasts_vs_alone,0,0.000699661875599324,0.0397727272727273
Chemotaxis,All annotated,full_gene,6,0.184905530559461,0.0720125019988529,-0.000208499017513825,0.370019560136436,0.0501760133871743,0.0625,5,control_fibroblasts_vs_alone,0,0.111621709935473,0.109375
Chemotaxis,All annotated,identity_markers_removed,6,0.196328362805663,0.0670200513668259,0.0240478361386876,0.368608889472638,0.0326555715454446,0.03125,6,control_fibroblasts_vs_alone,0,0.116260873386761,0.0729166666666667
Chemotaxis,Resolved,full_gene,6,0.487893683551196,0.0300378326915586,0.410678976452393,0.56510839065,1.61266180563232e-05,0.03125,6,control_fibroblasts_vs_alone,0,0.000225772652788525,0.0397727272727273
Chemotaxis,Resolved,identity_markers_removed,6,0.472116560074594,0.0194486998345875,0.42212208555306,0.522111034596127,2.21129353822732e-06,0.03125,6,control_fibroblasts_vs_alone,0,3.09581095351825e-05,0.0397727272727273
Chemotaxis,Resolved; >=100 genes,full_gene,6,0.445648253989566,0.0269256323074641,0.376433712666976,0.514862795312155,1.47005823286688e-05,0.03125,6,control_fibroblasts_vs_alone,0,0.000205808152601363,0.0397727272727273
Chemotaxis,Resolved; >=100 genes,identity_markers_removed,6,0.44202527428347,0.0201639529168005,0.390192183180917,0.493858365386023,3.66701159963422e-06,0.03125,6,control_fibroblasts_vs_alone,0,5.13381623948791e-05,0.0397727272727273
OSM_inflammation,All annotated,full_gene,6,0.190080440549607,0.080762261365597,-0.0175255615217087,0.397686442620923,0.0652692386577665,0.0625,5,control_fibroblasts_vs_alone,0,0.111621709935473,0.109375
OSM_inflammation,All annotated,identity_markers_removed,6,0.178741366333662,0.0802085126458473,-0.0274411793371591,0.384923912004482,0.0763126400764917,0.0625,5,control_fibroblasts_vs_alone,0,0.118708551230098,0.109375
OSM_inflammation,Resolved,full_gene,6,0.373998191691518,0.0699605230973624,0.194158941805823,0.553837441577213,0.00307457266954276,0.03125,6,control_fibroblasts_vs_alone,0,0.00454910939354927,0.0397727272727273
OSM_inflammation,Resolved,identity_markers_removed,6,0.349248803498395,0.0769846411402591,0.151353483360265,0.547144123636526,0.00618791656207046,0.03125,6,control_fibroblasts_vs_alone,0,0.00866308318689864,0.0397727272727273
OSM_inflammation,Resolved; >=100 genes,full_gene,6,0.352467210260012,0.0680124133696212,0.177635735854275,0.527298684665748,0.00351827649273633,0.03125,6,control_fibroblasts_vs_alone,0,0.00615698386228858,0.0397727272727273
OSM_inflammation,Resolved; >=100 genes,identity_markers_removed,6,0.32614284579553,0.0738212799935961,0.136379204360569,0.515906487230491,0.00690480472474402,0.03125,6,control_fibroblasts_vs_alone,0,0.00966672661464163,0.0397727272727273
Type_I_interferon,All annotated,full_gene,6,0.00913692986788221,0.015717919260493,-0.0312672678771393,0.0495411276129037,0.58625267310271,0.59375,3,control_fibroblasts_vs_alone,0,0.614392877970115,0.639423076923077
Type_I_interferon,All annotated,identity_markers_removed,6,0.0152768770551902,0.0187686929192028,-0.0329695840415483,0.0635233381519288,0.452675897997499,0.4375,3,control_fibroblasts_vs_alone,0,0.487497120920384,0.471153846153846
Type_I_interferon,Resolved,full_gene,6,0.0710439957947584,0.0129441054604479,0.0377701134195703,0.104317878169947,0.00274009029882679,0.03125,6,control_fibroblasts_vs_alone,0,0.00454910939354927,0.0397727272727273
Type_I_interferon,Resolved,identity_markers_removed,6,0.0774708193834982,0.0135515601085961,0.0426354251238073,0.112306213643189,0.0022896631583686,0.03125,6,control_fibroblasts_vs_alone,0,0.00400691052714505,0.0397727272727273
Type_I_interferon,Resolved; >=100 genes,full_gene,6,0.0594144463146826,0.0127566503910032,0.0266224325360068,0.0922064600933584,0.00554441627880909,0.03125,6,control_fibroblasts_vs_alone,0,0.00776218279033273,0.0397727272727273
Type_I_interferon,Resolved; >=100 genes,identity_markers_removed,6,0.0661390707696661,0.0126522875989351,0.033615330088597,0.0986628114507351,0.00338891707807301,0.03125,6,control_fibroblasts_vs_alone,0,0.00598496553023789,0.0397727272727273
Immature_granulopoiesis,All annotated,full_gene,6,-0.117210939025503,0.0430115741277514,-0.227775710200426,-0.00664616785058043,0.0415217404952718,0.0625,5,control_fibroblasts_vs_alone,0,0.111621709935473,0.109375
Immature_granulopoiesis,All annotated,identity_markers_removed,6,-0.117210939025503,0.0430115741277514,-0.227775710200426,-0.00664616785058043,0.0415217404952718,0.0625,5,control_fibroblasts_vs_alone,0,0.116260873386761,0.109375
Immature_granulopoiesis,Resolved,full_gene,6,-0.106721109212357,0.0598509500975875,-0.260572874378791,0.0471306559540772,0.134653674358996,0.21875,4,control_fibroblasts_vs_alone,0,0.157095953418829,0.255208333333333
Immature_granulopoiesis,Resolved,identity_markers_removed,6,-0.106721109212357,0.0598509500975875,-0.260572874378791,0.0471306559540772,0.134653674358996,0.21875,4,control_fibroblasts_vs_alone,0,0.157095953418829,0.255208333333333
Immature_granulopoiesis,Resolved; >=100 genes,full_gene,6,-0.163577672547725,0.0680967821692382,-0.338626023857252,0.0114706787618012,0.0614583707743761,0.03125,6,control_fibroblasts_vs_alone,0,0.0717014325701055,0.0397727272727273
Immature_granulopoiesis,Resolved; >=100 genes,identity_markers_removed,6,-0.163577672547725,0.0680967821692382,-0.338626023857252,0.0114706787618012,0.0614583707743761,0.03125,6,control_fibroblasts_vs_alone,0,0.0717014325701055,0.0397727272727273
Survival_antiapoptosis,All annotated,full_gene,6,0.137315845414182,0.056734049904827,-0.00852367273325011,0.283155363561615,0.0600919962018378,0.03125,6,control_fibroblasts_vs_alone,0,0.111621709935473,0.109375
Survival_antiapoptosis,All annotated,identity_markers_removed,6,0.137315845414182,0.056734049904827,-0.00852367273325011,0.283155363561615,0.0600919962018378,0.03125,6,control_fibroblasts_vs_alone,0,0.118708551230098,0.0729166666666667
Survival_antiapoptosis,Resolved,full_gene,6,0.324775166410116,0.0473651492485036,0.20301917410971,0.446531158710523,0.00100804566076369,0.03125,6,control_fibroblasts_vs_alone,0,0.00235210654178194,0.0397727272727273
Survival_antiapoptosis,Resolved,identity_markers_removed,6,0.324775166410116,0.0473651492485036,0.20301917410971,0.446531158710523,0.00100804566076369,0.03125,6,control_fibroblasts_vs_alone,0,0.00235210654178194,0.0397727272727273
Survival_antiapoptosis,Resolved; >=100 genes,full_gene,6,0.300865584812434,0.0576764009398681,0.152603676211531,0.449127493413336,0.00341998030299308,0.03125,6,control_fibroblasts_vs_alone,0,0.00615698386228858,0.0397727272727273
Survival_antiapoptosis,Resolved; >=100 genes,identity_markers_removed,6,0.300865584812434,0.0576764009398681,0.152603676211531,0.449127493413336,0.00341998030299308,0.03125,6,control_fibroblasts_vs_alone,0,0.00598496553023789,0.0397727272727273
Hypoxia_glycolysis,All annotated,full_gene,6,0.0795222400004611,0.0348053397304485,-0.00994773409378062,0.168992214094703,0.0711125604541982,0.125,4,control_fibroblasts_vs_alone,0,0.111621709935473,0.194444444444444
Hypoxia_glycolysis,All annotated,identity_markers_removed,6,0.0795222400004611,0.0348053397304485,-0.00994773409378062,0.168992214094703,0.0711125604541982,0.125,4,control_fibroblasts_vs_alone,0,0.118708551230098,0.194444444444444
Hypoxia_glycolysis,Resolved,full_gene,6,0.196564874436149,0.0265103967082163,0.128417730202496,0.264712018669802,0.000702642880176377,0.03125,6,control_fibroblasts_vs_alone,0,0.00196740006449386,0.0397727272727273
Hypoxia_glycolysis,Resolved,identity_markers_removed,6,0.196564874436149,0.0265103967082163,0.128417730202496,0.264712018669802,0.000702642880176377,0.03125,6,control_fibroblasts_vs_alone,0,0.00196740006449386,0.0397727272727273
Hypoxia_glycolysis,Resolved; >=100 genes,full_gene,6,0.169169719896882,0.0240457780954498,0.107358079500977,0.230981360292787,0.000895750486004127,0.03125,6,control_fibroblasts_vs_alone,0,0.00313512670101445,0.0397727272727273
Hypoxia_glycolysis,Resolved; >=100 genes,identity_markers_removed,6,0.169169719896882,0.0240457780954498,0.107358079500977,0.230981360292787,0.000895750486004127,0.03125,6,control_fibroblasts_vs_alone,0,0.00313512670101445,0.0397727272727273
ER_stress,All annotated,full_gene,6,0.135648679409808,0.0595587925203912,-0.0174520707955412,0.288749429615158,0.0717568135299469,0.03125,6,control_fibroblasts_vs_alone,0,0.111621709935473,0.109375
ER_stress,All annotated,identity_markers_removed,6,0.135648679409808,0.0595587925203912,-0.0174520707955412,0.288749429615158,0.0717568135299469,0.03125,6,control_fibroblasts_vs_alone,0,0.118708551230098,0.0729166666666667
ER_stress,Resolved,full_gene,6,0.342611623676625,0.046104805267996,0.224095448719165,0.461127798634085,0.000695422988137227,0.03125,6,control_fibroblasts_vs_alone,0,0.00196740006449386,0.0397727272727273
ER_stress,Resolved,identity_markers_removed,6,0.342611623676625,0.046104805267996,0.224095448719165,0.461127798634085,0.000695422988137227,0.03125,6,control_fibroblasts_vs_alone,0,0.00196740006449386,0.0397727272727273
ER_stress,Resolved; >=100 genes,full_gene,6,0.313990726696872,0.0518480317762785,0.180711117999276,0.447270335394468,0.00177091327064827,0.03125,6,control_fibroblasts_vs_alone,0,0.00413213096484596,0.0397727272727273
ER_stress,Resolved; >=100 genes,identity_markers_removed,6,0.313990726696872,0.0518480317762785,0.180711117999276,0.447270335394468,0.00177091327064827,0.03125,6,control_fibroblasts_vs_alone,0,0.00413213096484596,0.0397727272727273
Proliferation_stress,All annotated,full_gene,6,0.0499882276734932,0.0446910881396572,-0.0648938717131312,0.164870327060118,0.314180707941235,0.34375,5,control_fibroblasts_vs_alone,0,0.366544159264774,0.401041666666667
Proliferation_stress,All annotated,identity_markers_removed,6,0.0499882276734932,0.0446910881396572,-0.0648938717131312,0.164870327060118,0.314180707941235,0.34375,5,control_fibroblasts_vs_alone,0,0.366544159264774,0.401041666666667
Proliferation_stress,Resolved,full_gene,6,0.0660937501563204,0.0498960272170548,-0.0621680710782557,0.194355571390896,0.242605583771433,0.28125,5,control_fibroblasts_vs_alone,0,0.261267551753851,0.302884615384615
Proliferation_stress,Resolved,identity_markers_removed,6,0.0660937501563204,0.0498960272170548,-0.0621680710782557,0.194355571390896,0.242605583771433,0.28125,5,control_fibroblasts_vs_alone,0,0.261267551753851,0.302884615384615
Proliferation_stress,Resolved; >=100 genes,full_gene,6,0.0346767068931501,0.0525211420424984,-0.100333186828171,0.169686600614471,0.538295666617443,0.4375,4,control_fibroblasts_vs_alone,0,0.579703025588016,0.471153846153846
Proliferation_stress,Resolved; >=100 genes,identity_markers_removed,6,0.0346767068931501,0.0525211420424984,-0.100333186828171,0.169686600614471,0.538295666617443,0.4375,4,control_fibroblasts_vs_alone,0,0.579703025588016,0.471153846153846
Integrin_adhesion,All annotated,full_gene,6,0.146860266705128,0.0519301799124972,0.0133694895007364,0.280351043909519,0.0367596234996751,0.03125,6,control_fibroblasts_vs_alone,0,0.111621709935473,0.109375
Integrin_adhesion,All annotated,identity_markers_removed,6,0.146860266705128,0.0519301799124972,0.0133694895007364,0.280351043909519,0.0367596234996751,0.03125,6,control_fibroblasts_vs_alone,0,0.116260873386761,0.0729166666666667
Integrin_adhesion,Resolved,full_gene,6,0.273440097957075,0.0468897391154158,0.152906186309262,0.393974009604889,0.00209624786307958,0.03125,6,control_fibroblasts_vs_alone,0,0.00419249572615916,0.0397727272727273
Integrin_adhesion,Resolved,identity_markers_removed,6,0.273440097957075,0.0468897391154158,0.152906186309262,0.393974009604889,0.00209624786307958,0.03125,6,control_fibroblasts_vs_alone,0,0.00400691052714505,0.0397727272727273
Integrin_adhesion,Resolved; >=100 genes,full_gene,6,0.253645395919363,0.0409196504430849,0.148458085769782,0.358832706068945,0.0015949921810068,0.03125,6,control_fibroblasts_vs_alone,0,0.00413213096484596,0.0397727272727273
Integrin_adhesion,Resolved; >=100 genes,identity_markers_removed,6,0.253645395919363,0.0409196504430849,0.148458085769782,0.358832706068945,0.0015949921810068,0.03125,6,control_fibroblasts_vs_alone,0,0.00413213096484596,0.0397727272727273
CXCR4_aging_retention,All annotated,full_gene,6,0.243798585935537,0.0927185581072167,0.00545794463873608,0.482139227232339,0.0465642542970391,0.0625,5,control_fibroblasts_vs_alone,0,0.111621709935473,0.109375
CXCR4_aging_retention,All annotated,identity_markers_removed,6,0.271569162155435,0.0878760874066985,0.0456764880809872,0.497461836229883,0.0271482058128217,0.03125,6,control_fibroblasts_vs_alone,0,0.116260873386761,0.0729166666666667
CXCR4_aging_retention,Resolved,full_gene,6,0.636279120736897,0.0760034196133295,0.440906110832627,0.831652130641166,0.000398134322447901,0.03125,6,control_fibroblasts_vs_alone,0,0.00185796017142354,0.0397727272727273
CXCR4_aging_retention,Resolved,identity_markers_removed,6,0.643868235306793,0.069400094657498,0.465469612588787,0.822266858024798,0.000244638088896474,0.03125,6,control_fibroblasts_vs_alone,0,0.00114164441485021,0.0397727272727273
CXCR4_aging_retention,Resolved; >=100 genes,full_gene,6,0.565263582687277,0.0778154525527605,0.365232593823332,0.765294571551223,0.00077269157165391,0.03125,6,control_fibroblasts_vs_alone,0,0.00313512670101445,0.0397727272727273
CXCR4_aging_retention,Resolved; >=100 genes,identity_markers_removed,6,0.584114476838285,0.0766453695472337,0.387091282094534,0.781137671582037,0.000618426635832337,0.03125,6,control_fibroblasts_vs_alone,0,0.00288599096721757,0.0397727272727273
NETosis,All annotated,full_gene,4,-0.049568349690946,0.0407981768334428,-0.179406356816847,0.0802696574349554,0.311280337858595,0.5,2,alpha_interaction,20,0.335224979232333,0.5
NETosis,All annotated,identity_markers_removed,4,-0.0410417688218682,0.0421379864701613,-0.175143648175928,0.0930601105321914,0.40189983180878,0.5,2,alpha_interaction,20,0.410330206286682,0.5
NETosis,Resolved,full_gene,4,-0.116566302624241,0.0387727253568949,-0.239958419182071,0.00682581393358958,0.0573758043821076,0.125,4,alpha_interaction,20,0.0730237510317733,0.145833333333333
NETosis,Resolved,identity_markers_removed,4,-0.115592085469755,0.0369277740541556,-0.233112743570754,0.00192857263124414,0.0520566304408649,0.125,4,alpha_interaction,20,0.0728792826172109,0.159090909090909
NETosis,Resolved; >=100 genes,full_gene,4,-0.103533412382546,0.0331142643986615,-0.208917780770254,0.00185095600516259,0.0522051535931488,0.125,4,alpha_interaction,20,0.0664429227549166,0.159090909090909
NETosis,Resolved; >=100 genes,identity_markers_removed,4,-0.104474946646147,0.0316507228368812,-0.205201672597939,-0.00374822069435611,0.0457036020574818,0.125,4,alpha_interaction,20,0.0581682208004314,0.159090909090909
Degranulation,All annotated,full_gene,4,0.0590298750528186,0.0298309986526509,-0.0359056763922336,0.153965426497871,0.14222198592752,0.125,4,alpha_interaction,20,0.181009800271389,0.175
Degranulation,All annotated,identity_markers_removed,4,0.0590298750528186,0.0298309986526509,-0.0359056763922336,0.153965426497871,0.14222198592752,0.125,4,alpha_interaction,20,0.181009800271389,0.175
Degranulation,Resolved,full_gene,4,0.00590414150205632,0.0573126201504563,-0.176490194741892,0.188298477746005,0.924450110555675,0.875,2,alpha_interaction,20,0.924450110555675,0.875
Degranulation,Resolved,identity_markers_removed,4,0.00590414150205632,0.0573126201504563,-0.176490194741892,0.188298477746005,0.924450110555675,0.875,2,alpha_interaction,20,0.924450110555675,0.875
Degranulation,Resolved; >=100 genes,full_gene,4,0.0458192794160919,0.0628895247069491,-0.154323256128587,0.245961814960771,0.518987831257614,0.625,2,alpha_interaction,20,0.558909972123584,0.673076923076923
Degranulation,Resolved; >=100 genes,identity_markers_removed,4,0.0458192794160919,0.0628895247069491,-0.154323256128587,0.245961814960771,0.518987831257614,0.625,2,alpha_interaction,20,0.558909972123584,0.673076923076923
Oxidative_burst,All annotated,full_gene,4,-0.1428482785184,0.0529417245348936,-0.31133247415982,0.02563591712302,0.0738975286483521,0.125,4,alpha_interaction,20,0.133371200408636,0.175
Oxidative_burst,All annotated,identity_markers_removed,4,-0.1428482785184,0.0529417245348936,-0.31133247415982,0.02563591712302,0.0738975286483521,0.125,4,alpha_interaction,20,0.133371200408636,0.175
Oxidative_burst,Resolved,full_gene,4,-0.291490581330517,0.0582903530507853,-0.476996500030671,-0.105984662630362,0.0153868199972995,0.125,4,alpha_interaction,20,0.0239350533291326,0.145833333333333
Oxidative_burst,Resolved,identity_markers_removed,4,-0.291490581330517,0.0582903530507853,-0.476996500030671,-0.105984662630362,0.0153868199972995,0.125,4,alpha_interaction,20,0.0239350533291326,0.159090909090909
