gene,logFC,logCPM,F,PValue,FDR,population,contrast,n_donors,tested_genes
HLA-C,-0.539890570471267,10.9817516090943,32.4558193863135,3.79296341179704e-08,1.00773384877132e-06,All_annotated,alpha_in_UC,5,22105
HLA-DMA,0.390668993911974,1.18641638247848,0.842382259693719,0.359690046461212,0.571449173725266,All_annotated,alpha_in_UC,5,22105
HLA-DMB,-0.115924765394638,0.910186890532503,0.0628182587417707,0.802323153459995,0.896358703488992,All_annotated,alpha_in_UC,5,22105
HLA-DPA1,1.59678635487602,1.03403621029878,8.73508434772809,0.00344889597045687,0.0191120194101151,All_annotated,alpha_in_UC,5,22105
HLA-DPB1,1.2369995492618,0.459273184192458,3.90697210737055,0.0493025930213602,0.14953695988935,All_annotated,alpha_in_UC,5,22105
HLA-DQA1,-0.207629250274767,1.57549710011943,0.235116597541734,0.629312025900604,0.7888681638456,All_annotated,alpha_in_UC,5,22105
HLA-DQB1,-0.492602312535603,4.57971957968385,5.91691882376585,0.0176338446581736,0.0694205051057751,All_annotated,alpha_in_UC,5,22105
HLA-DRA,-0.483895155879587,5.48859021434171,10.9435166538115,0.00110701271160545,0.00753402585900196,All_annotated,alpha_in_UC,5,22105
HLA-DRB1,-0.431854394254021,2.0906665856675,1.87473008119224,0.172297529289111,0.357853695850398,All_annotated,alpha_in_UC,5,22105
HLA-DRB5,1.48026207003902,0.25521933357249,3.34947351081113,0.0685242094311588,0.189958320726833,All_annotated,alpha_in_UC,5,22105
HLA-E,-0.374792879742977,10.9082565550135,15.4864958748049,0.000110752628224133,0.00109440627934487,All_annotated,alpha_in_UC,5,22105
HLA-F,-0.138046519100896,7.35644999468045,1.5459016462729,0.215034926168349,0.413442380007946,All_annotated,alpha_in_UC,5,22105
HLA-F-AS1,-0.0134218605669719,0.544433834844913,0.0006012335148007,0.9804592006848,0.991245581272208,All_annotated,alpha_in_UC,5,22105
HLA-G,-0.0218351199194596,1.77209621199693,0.00413557411199611,0.94878104964725,0.975272134038326,All_annotated,alpha_in_UC,5,22105
HLA-L,-0.113996245472491,3.04070442774744,0.240907372333591,0.624029689455629,0.785377261680671,All_annotated,alpha_in_UC,5,22105
HLA-V,-0.567365110117741,5.72715324379434,16.7385731355377,5.97732191144245e-05,0.000646106116637826,All_annotated,alpha_in_UC,5,22105
HLCS,0.338327502907927,2.8862711099555,1.85852603467881,0.174157055358596,0.360137620699677,All_annotated,alpha_in_UC,5,22105
HLF,-0.00813052246395012,0.709381397165245,0.000246425532532034,0.987489160960799,0.994371715699639,All_annotated,alpha_in_UC,5,22105
HLTF,0.365629793373827,2.29549948587783,1.59873678613453,0.20738664657854,0.403581461626782,All_annotated,alpha_in_UC,5,22105
HLTF-AS1,-0.229864439677485,0.753772139825569,0.206164372271618,0.65022572899317,0.80360129107243,All_annotated,alpha_in_UC,5,22105
HLX,-0.438931775348375,0.942793531683748,0.891417940517194,0.346101194209159,0.558028220130814,All_annotated,alpha_in_UC,5,22105
HLX-AS1,0.327799079645354,0.854750400105196,0.455206499817048,0.500557422165005,0.694372892468255,All_annotated,alpha_in_UC,5,22105
HM13,-0.265442837422573,5.85925215460763,4.01078404363965,0.0464096847750445,0.143160212385202,All_annotated,alpha_in_UC,5,22105
HM13-IT1,-0.0937168692849797,0.436658840518411,0.0256080339536136,0.873003305418218,0.935167179581429,All_annotated,alpha_in_UC,5,22105
HMBOX1,-0.350317423584214,5.85439709855784,6.94086615547429,0.00900984764398598,0.0410475437284234,All_annotated,alpha_in_UC,5,22105
HMBS,0.374901895699058,3.14373658982702,2.46249539557023,0.117998329755287,0.278908584178852,All_annotated,alpha_in_UC,5,22105
HMCES,-0.0947471237427401,4.48884849148749,0.310472895983873,0.577943828277952,0.753758234945078,All_annotated,alpha_in_UC,5,22105
HMCN1,-0.0710095704610103,3.58850023686425,0.118496407636821,0.730992430504659,0.852900919621336,All_annotated,alpha_in_UC,5,22105
HMCN2,0.921654552425411,2.74205067491287,11.8657341217226,0.000681811641733512,0.00505753232903331,All_annotated,alpha_in_UC,5,22105
HMG20A,0.140041362671405,2.58260185943597,0.279451258293167,0.59758145936151,0.767292869827747,All_annotated,alpha_in_UC,5,22105
HMG20B,0.580867958225293,2.82928547586685,5.34349661341723,0.0217027730422656,0.0814355341972395,All_annotated,alpha_in_UC,5,22105
HMGA1,0.734464682399799,5.371106161439,25.5115083886854,9.08281319799596e-07,1.68860879513626e-05,All_annotated,alpha_in_UC,5,22105
HMGA1P4,-0.0440569157815115,3.00933329747732,0.0343596533697608,0.853110789791847,0.924560807702318,All_annotated,alpha_in_UC,5,22105
HMGA2,0.889931903860487,3.34274658482627,14.8350567014171,0.000153002057523967,0.00143309766168106,All_annotated,alpha_in_UC,5,22105
HMGA2-AS1,-0.885415383737772,0.750916644406935,3.04301378536261,0.0824288619574978,0.216246671024357,All_annotated,alpha_in_UC,5,22105
HMGB1,-0.225334021722461,7.79248662326533,4.45730544560679,0.0358553654102255,0.118508201613791,All_annotated,alpha_in_UC,5,22105
HMGB1P1,-0.259439480147849,1.75919995399241,0.596534503716244,0.440711121103976,0.645101525625501,All_annotated,alpha_in_UC,5,22105
HMGB2,-0.300055777599086,6.44621611738325,6.2614927573889,0.0130500412835795,0.0551016765726796,All_annotated,alpha_in_UC,5,22105
HMGB3,0.450790210744796,0.589995378161576,0.58512217378353,0.445104573526637,0.647645905595466,All_annotated,alpha_in_UC,5,22105
HMGCL,0.461828135415704,2.96205994749569,3.5738933132638,0.0599790824282974,0.172500340499286,All_annotated,alpha_in_UC,5,22105
HMGCLL1,-0.543674989284134,0.301845592197628,0.76041461699872,0.384129366963078,0.594342529137404,All_annotated,alpha_in_UC,5,22105
HMGCR,-0.17589218628581,4.47225050377831,1.07667980097014,0.300554909867358,0.51239906544948,All_annotated,alpha_in_UC,5,22105
HMGCS1,-0.345583361842665,4.90407764903428,5.01052964957598,0.0261722882906818,0.0935383078616409,All_annotated,alpha_in_UC,5,22105
HMGN1,-0.546326565776436,6.3548050510923,20.1459879616006,1.14528551372095e-05,0.000152877634545903,All_annotated,alpha_in_UC,5,22105
HMGN2,-0.141127901844271,5.84565224871268,1.16535275263131,0.28151355025448,0.491498067164938,All_annotated,alpha_in_UC,5,22105
HMGN3,0.607547935353615,0.824117655744898,1.24544809984851,0.265606087339538,0.473180412688628,All_annotated,alpha_in_UC,5,22105
HMGN4,-0.538206110340349,4.34167547160636,9.41118416976904,0.00242099580440313,0.0143628857370723,All_annotated,alpha_in_UC,5,22105
HMGN5,-0.000729039909367492,3.046256875781,1.09265641063348e-05,0.997365495385466,0.998404323679727,All_annotated,alpha_in_UC,5,22105
HMGXB3,-0.234636289768853,4.13208045170994,1.66440002831249,0.198334224540803,0.393225578945876,All_annotated,alpha_in_UC,5,22105
HMGXB4,-0.264689648096391,4.06863991088459,2.07652296290409,0.150970387897108,0.328367649755543,All_annotated,alpha_in_UC,5,22105
HMMR,-0.0576847705386949,2.78882322265378,0.0515135079878896,0.82065630487379,0.907274213433638,All_annotated,alpha_in_UC,5,22105
HMOX1,-0.694032447213377,9.10418570878272,48.3749569609414,3.78224924874042e-11,1.78265713525388e-09,All_annotated,alpha_in_UC,5,22105
HMOX2,0.378821515137565,3.43005947690753,3.13719801130591,0.0778780960620017,0.207966957529626,All_annotated,alpha_in_UC,5,22105
HNF1A,-0.184596258519167,0.0693945448233029,0.0608589920300203,0.805365382944832,0.898236196844338,All_annotated,alpha_in_UC,5,22105
HNF1A-AS1,0.97737037924115,2.45865715908001,11.9061170854801,0.000667613527061626,0.00497870947845149,All_annotated,alpha_in_UC,5,22105
HNF1B,-0.154684530817347,0.960327430578556,0.112121355101268,0.738051305644729,0.857220686805209,All_annotated,alpha_in_UC,5,22105
HNF4A,0.208615803284211,2.30098651083364,0.528930848778296,0.467811303631492,0.667288644684741,All_annotated,alpha_in_UC,5,22105
HNF4A-AS1,0.073130792368943,1.29847205131339,0.0312683389004083,0.859801634609907,0.928113835972848,All_annotated,alpha_in_UC,5,22105
HNF4G,-0.157913094798137,2.12399956082296,0.283657591195417,0.5948371871916,0.765805243032634,All_annotated,alpha_in_UC,5,22105
HNMT,-0.193902724341423,0.707091489046123,0.140429647358637,0.7082043447389,0.839087583237037,All_annotated,alpha_in_UC,5,22105
HNRNPA0,-0.312261844828485,5.78252778508928,5.51568599532471,0.0197130912881075,0.0759027839964495,All_annotated,alpha_in_UC,5,22105
HNRNPA1,0.00308254344682726,4.82210758279416,0.000397031472483399,0.984120336002159,0.993196367042311,All_annotated,alpha_in_UC,5,22105
HNRNPA1L3,0.286216829019119,2.60589459563116,1.13172831642389,0.288546892823124,0.499673252319245,All_annotated,alpha_in_UC,5,22105
HNRNPA2B1,-0.499226925513646,8.16169635313397,22.8069306648146,3.22762565945425e-06,5.08529331448583e-05,All_annotated,alpha_in_UC,5,22105
HNRNPA3,-0.485987506621272,7.74573017455595,20.0829429725287,1.18045816081397e-05,0.000156733632026403,All_annotated,alpha_in_UC,5,22105
HNRNPAB,-0.16172563349985,3.53832600471317,0.610565983920464,0.435395974927379,0.640409502807663,All_annotated,alpha_in_UC,5,22105
HNRNPC,-0.364850981987508,9.36263391758491,13.7318991315277,0.000265420086326442,0.00229390862361301,All_annotated,alpha_in_UC,5,22105
HNRNPD,-0.481140177041198,6.29131860601848,15.2922467302367,0.000121934548908236,0.00118633943821152,All_annotated,alpha_in_UC,5,22105
HNRNPD-DT,-0.082464460850646,3.13324269027376,0.128071947201756,0.720774880986126,0.846701901870358,All_annotated,alpha_in_UC,5,22105
HNRNPDL,-0.593425589312752,5.74334367155671,20.0796900300799,1.18230375241514e-05,0.000156871695360964,All_annotated,alpha_in_UC,5,22105
HNRNPF,-0.695177437161812,8.32012418594007,44.9595790611583,1.60176266168272e-10,6.82215098969102e-09,All_annotated,alpha_in_UC,5,22105
HNRNPH1,-0.303342973194552,5.86559147096529,5.39511069881434,0.021086087764135,0.0797174568199426,All_annotated,alpha_in_UC,5,22105
HNRNPH2,-0.476441382536945,6.15552901458237,14.3783259174698,0.000192081814435156,0.00174015102790538,All_annotated,alpha_in_UC,5,22105
HNRNPH3,-0.340298484472393,7.48472977362142,9.46573807720703,0.00235287751776564,0.0140265257632712,All_annotated,alpha_in_UC,5,22105
HNRNPK,-0.319369056870447,7.78577820000143,8.88835440853023,0.00318546750246301,0.0179754855926574,All_annotated,alpha_in_UC,5,22105
HNRNPL,-0.146799861431658,6.84067533155735,1.54540547016169,0.215108299629825,0.413547483329038,All_annotated,alpha_in_UC,5,22105
HNRNPLL,-0.0454077891987796,4.10598143865515,0.0622483381969617,0.803204553880728,0.896900077519916,All_annotated,alpha_in_UC,5,22105
HNRNPM,0.221135232877189,6.94956596341798,3.77030743929058,0.0534179817201939,0.158945280108344,All_annotated,alpha_in_UC,5,22105
HNRNPR,-0.27182865279476,4.3487191988737,2.45371597389738,0.118651764066606,0.27996223810898,All_annotated,alpha_in_UC,5,22105
HNRNPU,-0.265109139773018,7.73553460385915,6.03464596042126,0.0147843521811231,0.0607901980959314,All_annotated,alpha_in_UC,5,22105
HNRNPUL1,-0.362557527227912,7.10430295661273,10.3166021134786,0.00151123254565618,0.0097073544255807,All_annotated,alpha_in_UC,5,22105
HNRNPUL2,1.0082178013379,3.22362726345612,18.4641246884086,2.57659121314041e-05,0.00031004653656216,All_annotated,alpha_in_UC,5,22105
HOMER1,-0.578209781028306,5.5627218665799,17.2290167543489,4.70141167010634e-05,0.000527268924239983,All_annotated,alpha_in_UC,5,22105
HOMER2,-0.42893117784936,2.1461575353023,2.02537323569175,0.156075048629824,0.335443748173287,All_annotated,alpha_in_UC,5,22105
HOMER3,-0.249460869021428,1.68317035318481,0.528827636690356,0.467854076185944,0.667288644684741,All_annotated,alpha_in_UC,5,22105
HOMER3-AS1,-0.14371651227837,0.140068536821306,0.0366529986433911,0.848345168244899,0.922141519672182,All_annotated,alpha_in_UC,5,22105
HOMEZ,-0.241787512463835,3.10708324314753,1.08537887761158,0.298615311066924,0.51062733513746,All_annotated,alpha_in_UC,5,22105
HOOK1,0.525155003195727,1.79690033976074,2.42382357685844,0.120899561476088,0.283402418497235,All_annotated,alpha_in_UC,5,22105
HOOK2,0.111008702206045,7.29123717188646,0.984202041841348,0.32222883147473,0.534910507641101,All_annotated,alpha_in_UC,5,22105
HOOK3,0.47863581295481,6.51388671123371,15.5391795419652,0.000107903430935376,0.00107248441583925,All_annotated,alpha_in_UC,5,22105
HOPX,0.283994920202579,0.726345544950168,0.294387351442037,0.58795273647448,0.76039639830145,All_annotated,alpha_in_UC,5,22105
HORMAD1,-0.162062329997022,3.32566715399136,0.550686577563555,0.45881101815638,0.659179930743571,All_annotated,alpha_in_UC,5,22105
HORMAD2,-0.509228333230871,2.51720229502926,3.61658527001565,0.0584824086680716,0.169497003226396,All_annotated,alpha_in_UC,5,22105
HORMAD2-AS1,0.198711717458785,2.33294878021412,0.484779933715016,0.486982938467575,0.683346527951866,All_annotated,alpha_in_UC,5,22105
HOTAIRM1,-0.628588939319382,5.39009739296148,19.474087508664,1.58191686712077e-05,0.000202128741894246,All_annotated,alpha_in_UC,5,22105
HOTTIP,1.8412285673438,6.38231164956539,188.34272402198,1.50137683843853e-31,8.96971216586043e-29,All_annotated,alpha_in_UC,5,22105
HOXA-AS2,1.15339036474404,1.72417078071398,10.3722802503691,0.00146672969152142,0.00946905953010543,All_annotated,alpha_in_UC,5,22105
HOXA-AS3,0.583655959411146,1.23185803374452,1.80205107792928,0.180806871120983,0.369486538423716,All_annotated,alpha_in_UC,5,22105
HOXA1,-0.499057823955697,1.69816283288155,2.17473243593837,0.141697351144842,0.315398242579473,All_annotated,alpha_in_UC,5,22105
HOXA11,0.185573389416061,1.90175879544323,0.32003018260654,0.572150927853169,0.749864954193892,All_annotated,alpha_in_UC,5,22105
HOXA2,-2.92055052330593,0.488153113995362,18.733123662793,2.2528864028394e-05,0.000276359899748973,All_annotated,alpha_in_UC,5,22105
HOXA3,-1.23443674371841,2.15381620446552,16.2731045310292,7.51192059666023e-05,0.000789591083162978,All_annotated,alpha_in_UC,5,22105
HOXA4,-1.2178411023107,1.49899624436329,10.5003793911694,0.00137319760498446,0.00897532024192235,All_annotated,alpha_in_UC,5,22105
HOXA5,-0.779107624415864,4.40222656447719,20.0616915912543,1.19258521383432e-05,0.000157951444888003,All_annotated,alpha_in_UC,5,22105
HOXB-AS1,0.0378145437162561,2.02573139033424,0.0149744032870593,0.902714770431734,0.951401258999611,All_annotated,alpha_in_UC,5,22105
HOXB-AS3,1.63719625419055,4.85584432644826,88.506919931543,6.1281861814007e-18,8.16045515300376e-16,All_annotated,alpha_in_UC,5,22105
HOXB3,0.710681470393298,1.75968670472957,4.00563948181499,0.046545511884673,0.143359138945339,All_annotated,alpha_in_UC,5,22105
HOXB7,0.915999568227195,0.281513174243815,1.79373458428776,0.181813627436042,0.37083842181054,All_annotated,alpha_in_UC,5,22105
HOXC6,0.791848654572507,0.0065272432816568,0.88394152376937,0.348121125475842,0.560222588718949,All_annotated,alpha_in_UC,5,22105
HOXD10,2.17457112877524,2.68691254489167,51.0408290607955,1.22269353405381e-11,6.22756695167268e-10,All_annotated,alpha_in_UC,5,22105
HOXD3,0.470141735490278,1.08987591281831,0.989279180743176,0.320982848154919,0.533400883016748,All_annotated,alpha_in_UC,5,22105
HP,1.24103003990839,2.29295727588258,15.69221163989,9.99802056241125e-05,0.00100411742177238,All_annotated,alpha_in_UC,5,22105
HP1BP3,-0.377171301652051,6.89299238399232,10.5838927281503,0.00131614894294587,0.00867167582230061,All_annotated,alpha_in_UC,5,22105
HPCAL1,-0.408443450770655,7.7599518222859,14.2505795299543,0.000204731116674281,0.0018381727595796,All_annotated,alpha_in_UC,5,22105
HPD,0.983256010877233,3.0105160818636,16.2274081338719,7.67880191036066e-05,0.000801416035073288,All_annotated,alpha_in_UC,5,22105
HPF1,0.468566653101419,2.09108202418151,2.2180049332644,0.137806734826862,0.309512078169862,All_annotated,alpha_in_UC,5,22105
HPGD,0.136464408334476,0.250793189335623,0.0415211801925308,0.838717835923569,0.916903516114354,All_annotated,alpha_in_UC,5,22105
HPGDS,0.30872073890611,1.61599678058279,0.717951915141717,0.397712743524033,0.607101733001778,All_annotated,alpha_in_UC,5,22105
HPN,-0.161315195378064,4.27143140929557,0.797149347517529,0.372900674412227,0.583468549090781,All_annotated,alpha_in_UC,5,22105
HPN-AS1,0.367007979733356,1.29403258456527,0.814588638802143,0.36772501714556,0.578998611297286,All_annotated,alpha_in_UC,5,22105
HPRT1,-0.40413360699986,1.76802473850989,1.43057054397008,0.232929029797714,0.435535121272075,All_annotated,alpha_in_UC,5,22105
HPS1,-0.516272610056731,4.24354663485075,8.48727370638524,0.00393678932314778,0.0212405975074888,All_annotated,alpha_in_UC,5,22105
HPS1-AS1,-0.556352421230548,0.872033645070937,1.4188610827187,0.234836492674234,0.437805572283373,All_annotated,alpha_in_UC,5,22105
HPS3,-0.278707472382635,3.44990081668055,1.76317518171986,0.185574106780445,0.375846190895688,All_annotated,alpha_in_UC,5,22105
HPS4,-0.129254845344066,2.9568323086237,0.292615354253454,0.589084366388754,0.761286628379576,All_annotated,alpha_in_UC,5,22105
HPS5,-0.487509086953508,7.57222138028172,20.0827735718915,1.18055416115794e-05,0.000156733632026403,All_annotated,alpha_in_UC,5,22105
HPSE,-0.588019048072294,6.28787696157243,22.7378795204524,3.33465062541846e-06,5.23525938031784e-05,All_annotated,alpha_in_UC,5,22105
HPSE2,0.212066626972888,4.86748220611628,1.84599449821474,0.175609970400395,0.362079880207139,All_annotated,alpha_in_UC,5,22105
HPX,0.744775309874365,0.798986421712193,2.16282799212749,0.14277424713224,0.316903455185462,All_annotated,alpha_in_UC,5,22105
HPYR1,0.128902153303411,0.367553315814905,0.0409443816289428,0.83982599746029,0.917483131059588,All_annotated,alpha_in_UC,5,22105
HRG-AS1,0.616342639757953,2.8507435376008,5.96463257984379,0.0153663472575332,0.0624743619878191,All_annotated,alpha_in_UC,5,22105
HRH1,-0.344791954206702,4.46097897105258,4.02338770391219,0.046070503147855,0.142360678710398,All_annotated,alpha_in_UC,5,22105
HRH2,0.696611264932738,2.26745908501266,5.28903829425288,0.0223750646756774,0.0832266027553261,All_annotated,alpha_in_UC,5,22105
HRH4,-0.916082367024056,0.386219567818835,2.05626358236082,0.152944803780318,0.331354457957835,All_annotated,alpha_in_UC,5,22105
HROB,-1.08183128730104,0.764581911534115,4.52865629017703,0.034412068231025,0.114854109655263,All_annotated,alpha_in_UC,5,22105
HS1BP3,-0.0856443771865308,4.36485847600052,0.245668599126241,0.620625191064496,0.783088067154557,All_annotated,alpha_in_UC,5,22105
HS2ST1,-0.36765919418588,5.74697756446125,7.49975446439439,0.00666464232508944,0.0322508578362745,All_annotated,alpha_in_UC,5,22105
