program,population,version,DonorID,delta,contrast,min_cells
OSM_inflammation,Resolved,full_gene,Donor5,0.346536590337345,alpha_alone,0
OSM_inflammation,Resolved,full_gene,Donor6,0.802595559211571,alpha_alone,0
OSM_inflammation,Resolved,identity_markers_removed,Donor1,0.317305975297752,alpha_alone,0
OSM_inflammation,Resolved,identity_markers_removed,Donor2,0.258224392288691,alpha_alone,0
OSM_inflammation,Resolved,identity_markers_removed,Donor3,0.332572679728837,alpha_alone,0
OSM_inflammation,Resolved,identity_markers_removed,Donor4,0.375312085689581,alpha_alone,0
OSM_inflammation,Resolved,identity_markers_removed,Donor5,0.328109921651033,alpha_alone,0
OSM_inflammation,Resolved,identity_markers_removed,Donor6,0.749275206638073,alpha_alone,0
OSM_inflammation,Resolved; >=100 genes,full_gene,Donor1,0.296700717924328,alpha_alone,0
OSM_inflammation,Resolved; >=100 genes,full_gene,Donor2,0.314211436630368,alpha_alone,0
OSM_inflammation,Resolved; >=100 genes,full_gene,Donor3,0.351632616908226,alpha_alone,0
OSM_inflammation,Resolved; >=100 genes,full_gene,Donor4,0.340337036481445,alpha_alone,0
OSM_inflammation,Resolved; >=100 genes,full_gene,Donor5,0.401315003654242,alpha_alone,0
OSM_inflammation,Resolved; >=100 genes,full_gene,Donor6,0.764206957889885,alpha_alone,0
OSM_inflammation,Resolved; >=100 genes,identity_markers_removed,Donor1,0.257180725296699,alpha_alone,0
OSM_inflammation,Resolved; >=100 genes,identity_markers_removed,Donor2,0.302304615010478,alpha_alone,0
OSM_inflammation,Resolved; >=100 genes,identity_markers_removed,Donor3,0.305087060454194,alpha_alone,0
OSM_inflammation,Resolved; >=100 genes,identity_markers_removed,Donor4,0.313600355505021,alpha_alone,0
OSM_inflammation,Resolved; >=100 genes,identity_markers_removed,Donor5,0.371352027632109,alpha_alone,0
OSM_inflammation,Resolved; >=100 genes,identity_markers_removed,Donor6,0.7162894630432,alpha_alone,0
Type_I_interferon,All annotated,full_gene,Donor1,-0.0139443401466228,alpha_alone,0
Type_I_interferon,All annotated,full_gene,Donor2,0.0241685621409544,alpha_alone,0
Type_I_interferon,All annotated,full_gene,Donor3,0.0433846732117309,alpha_alone,0
Type_I_interferon,All annotated,full_gene,Donor4,0.0532851044178701,alpha_alone,0
Type_I_interferon,All annotated,full_gene,Donor5,-0.0501719320358271,alpha_alone,0
Type_I_interferon,All annotated,full_gene,Donor6,0.0397752498435005,alpha_alone,0
Type_I_interferon,All annotated,identity_markers_removed,Donor1,-0.0152120074326794,alpha_alone,0
Type_I_interferon,All annotated,identity_markers_removed,Donor2,0.0479346834005121,alpha_alone,0
Type_I_interferon,All annotated,identity_markers_removed,Donor3,0.0492781236339645,alpha_alone,0
Type_I_interferon,All annotated,identity_markers_removed,Donor4,0.0571482966811619,alpha_alone,0
Type_I_interferon,All annotated,identity_markers_removed,Donor5,-0.0456603451326009,alpha_alone,0
Type_I_interferon,All annotated,identity_markers_removed,Donor6,0.0443601328011552,alpha_alone,0
Type_I_interferon,Resolved,full_gene,Donor1,0.0250199972712021,alpha_alone,0
Type_I_interferon,Resolved,full_gene,Donor2,0.0866163901326534,alpha_alone,0
Type_I_interferon,Resolved,full_gene,Donor3,0.0415948021000672,alpha_alone,0
Type_I_interferon,Resolved,full_gene,Donor4,0.0851570929722814,alpha_alone,0
Type_I_interferon,Resolved,full_gene,Donor5,0.0676208734673875,alpha_alone,0
Type_I_interferon,Resolved,full_gene,Donor6,0.313859996191077,alpha_alone,0
Type_I_interferon,Resolved,identity_markers_removed,Donor1,0.027294542477675,alpha_alone,0
Type_I_interferon,Resolved,identity_markers_removed,Donor2,0.086135117723619,alpha_alone,0
Type_I_interferon,Resolved,identity_markers_removed,Donor3,0.0524877668625744,alpha_alone,0
Type_I_interferon,Resolved,identity_markers_removed,Donor4,0.097941100929007,alpha_alone,0
Type_I_interferon,Resolved,identity_markers_removed,Donor5,0.0696057952450964,alpha_alone,0
Type_I_interferon,Resolved,identity_markers_removed,Donor6,0.344404415712549,alpha_alone,0
Type_I_interferon,Resolved; >=100 genes,full_gene,Donor1,0.00146822259775416,alpha_alone,0
Type_I_interferon,Resolved; >=100 genes,full_gene,Donor2,0.0915947485673684,alpha_alone,0
Type_I_interferon,Resolved; >=100 genes,full_gene,Donor3,0.0415897076900957,alpha_alone,0
Type_I_interferon,Resolved; >=100 genes,full_gene,Donor4,0.0615910584478974,alpha_alone,0
Type_I_interferon,Resolved; >=100 genes,full_gene,Donor5,0.0615969720532572,alpha_alone,0
Type_I_interferon,Resolved; >=100 genes,full_gene,Donor6,0.297863268045006,alpha_alone,0
Type_I_interferon,Resolved; >=100 genes,identity_markers_removed,Donor1,0.00160169737936817,alpha_alone,0
Type_I_interferon,Resolved; >=100 genes,identity_markers_removed,Donor2,0.0929073358011243,alpha_alone,0
Type_I_interferon,Resolved; >=100 genes,identity_markers_removed,Donor3,0.054111225725129,alpha_alone,0
Type_I_interferon,Resolved; >=100 genes,identity_markers_removed,Donor4,0.0767990595212326,alpha_alone,0
Type_I_interferon,Resolved; >=100 genes,identity_markers_removed,Donor5,0.0623187284942301,alpha_alone,0
Type_I_interferon,Resolved; >=100 genes,identity_markers_removed,Donor6,0.327700934918125,alpha_alone,0
Immature_granulopoiesis,All annotated,full_gene,Donor1,-0.0193014539920049,alpha_alone,0
Immature_granulopoiesis,All annotated,full_gene,Donor2,-0.0266444029729041,alpha_alone,0
Immature_granulopoiesis,All annotated,full_gene,Donor3,-0.215762465183761,alpha_alone,0
Immature_granulopoiesis,All annotated,full_gene,Donor4,-0.102376773897612,alpha_alone,0
Immature_granulopoiesis,All annotated,full_gene,Donor5,-0.124477198548449,alpha_alone,0
Immature_granulopoiesis,All annotated,full_gene,Donor6,-0.258916028219576,alpha_alone,0
Immature_granulopoiesis,All annotated,identity_markers_removed,Donor1,-0.0193014539920049,alpha_alone,0
Immature_granulopoiesis,All annotated,identity_markers_removed,Donor2,-0.0266444029729041,alpha_alone,0
Immature_granulopoiesis,All annotated,identity_markers_removed,Donor3,-0.215762465183761,alpha_alone,0
Immature_granulopoiesis,All annotated,identity_markers_removed,Donor4,-0.102376773897612,alpha_alone,0
Immature_granulopoiesis,All annotated,identity_markers_removed,Donor5,-0.124477198548449,alpha_alone,0
Immature_granulopoiesis,All annotated,identity_markers_removed,Donor6,-0.258916028219576,alpha_alone,0
Immature_granulopoiesis,Resolved,full_gene,Donor1,-0.0184589439568218,alpha_alone,0
Immature_granulopoiesis,Resolved,full_gene,Donor2,0.0597290170893396,alpha_alone,0
Immature_granulopoiesis,Resolved,full_gene,Donor3,-0.263669615347574,alpha_alone,0
Immature_granulopoiesis,Resolved,full_gene,Donor4,-0.131998394062974,alpha_alone,0
Immature_granulopoiesis,Resolved,full_gene,Donor5,-0.0114930247526626,alpha_alone,0
Immature_granulopoiesis,Resolved,full_gene,Donor6,-0.144386453121938,alpha_alone,0
Immature_granulopoiesis,Resolved,identity_markers_removed,Donor1,-0.0184589439568218,alpha_alone,0
Immature_granulopoiesis,Resolved,identity_markers_removed,Donor2,0.0597290170893396,alpha_alone,0
Immature_granulopoiesis,Resolved,identity_markers_removed,Donor3,-0.263669615347574,alpha_alone,0
Immature_granulopoiesis,Resolved,identity_markers_removed,Donor4,-0.131998394062974,alpha_alone,0
Immature_granulopoiesis,Resolved,identity_markers_removed,Donor5,-0.0114930247526626,alpha_alone,0
Immature_granulopoiesis,Resolved,identity_markers_removed,Donor6,-0.144386453121938,alpha_alone,0
Immature_granulopoiesis,Resolved; >=100 genes,full_gene,Donor1,-0.0618593143025155,alpha_alone,0
Immature_granulopoiesis,Resolved; >=100 genes,full_gene,Donor2,0.0420071227857574,alpha_alone,0
Immature_granulopoiesis,Resolved; >=100 genes,full_gene,Donor3,-0.304537078987015,alpha_alone,0
Immature_granulopoiesis,Resolved; >=100 genes,full_gene,Donor4,-0.205486595886031,alpha_alone,0
Immature_granulopoiesis,Resolved; >=100 genes,full_gene,Donor5,-0.0625026017229576,alpha_alone,0
Immature_granulopoiesis,Resolved; >=100 genes,full_gene,Donor6,-0.259416630459336,alpha_alone,0
Immature_granulopoiesis,Resolved; >=100 genes,identity_markers_removed,Donor1,-0.0618593143025155,alpha_alone,0
Immature_granulopoiesis,Resolved; >=100 genes,identity_markers_removed,Donor2,0.0420071227857574,alpha_alone,0
Immature_granulopoiesis,Resolved; >=100 genes,identity_markers_removed,Donor3,-0.304537078987015,alpha_alone,0
Immature_granulopoiesis,Resolved; >=100 genes,identity_markers_removed,Donor4,-0.205486595886031,alpha_alone,0
Immature_granulopoiesis,Resolved; >=100 genes,identity_markers_removed,Donor5,-0.0625026017229576,alpha_alone,0
Immature_granulopoiesis,Resolved; >=100 genes,identity_markers_removed,Donor6,-0.259416630459336,alpha_alone,0
Survival_antiapoptosis,All annotated,full_gene,Donor1,0.0766859662594579,alpha_alone,0
Survival_antiapoptosis,All annotated,full_gene,Donor2,0.020114052351823,alpha_alone,0
Survival_antiapoptosis,All annotated,full_gene,Donor3,0.213855109815635,alpha_alone,0
Survival_antiapoptosis,All annotated,full_gene,Donor4,0.342209188296873,alpha_alone,0
Survival_antiapoptosis,All annotated,full_gene,Donor5,0.0479269993847327,alpha_alone,0
Survival_antiapoptosis,All annotated,full_gene,Donor6,0.467259288989356,alpha_alone,0
Survival_antiapoptosis,All annotated,identity_markers_removed,Donor1,0.0766859662594579,alpha_alone,0
Survival_antiapoptosis,All annotated,identity_markers_removed,Donor2,0.020114052351823,alpha_alone,0
Survival_antiapoptosis,All annotated,identity_markers_removed,Donor3,0.213855109815635,alpha_alone,0
Survival_antiapoptosis,All annotated,identity_markers_removed,Donor4,0.342209188296873,alpha_alone,0
Survival_antiapoptosis,All annotated,identity_markers_removed,Donor5,0.0479269993847327,alpha_alone,0
Survival_antiapoptosis,All annotated,identity_markers_removed,Donor6,0.467259288989356,alpha_alone,0
Survival_antiapoptosis,Resolved,full_gene,Donor1,0.308682488220931,alpha_alone,0
Survival_antiapoptosis,Resolved,full_gene,Donor2,0.251965042982648,alpha_alone,0
Survival_antiapoptosis,Resolved,full_gene,Donor3,0.307313991104609,alpha_alone,0
Survival_antiapoptosis,Resolved,full_gene,Donor4,0.403177254740803,alpha_alone,0
Survival_antiapoptosis,Resolved,full_gene,Donor5,0.324435033771721,alpha_alone,0
Survival_antiapoptosis,Resolved,full_gene,Donor6,0.954900564924436,alpha_alone,0
Survival_antiapoptosis,Resolved,identity_markers_removed,Donor1,0.308682488220931,alpha_alone,0
Survival_antiapoptosis,Resolved,identity_markers_removed,Donor2,0.251965042982648,alpha_alone,0
Survival_antiapoptosis,Resolved,identity_markers_removed,Donor3,0.307313991104609,alpha_alone,0
Survival_antiapoptosis,Resolved,identity_markers_removed,Donor4,0.403177254740803,alpha_alone,0
Survival_antiapoptosis,Resolved,identity_markers_removed,Donor5,0.324435033771721,alpha_alone,0
Survival_antiapoptosis,Resolved,identity_markers_removed,Donor6,0.954900564924436,alpha_alone,0
Survival_antiapoptosis,Resolved; >=100 genes,full_gene,Donor1,0.293735326676676,alpha_alone,0
Survival_antiapoptosis,Resolved; >=100 genes,full_gene,Donor2,0.220889147676504,alpha_alone,0
Survival_antiapoptosis,Resolved; >=100 genes,full_gene,Donor3,0.295961086393887,alpha_alone,0
Survival_antiapoptosis,Resolved; >=100 genes,full_gene,Donor4,0.354975394456203,alpha_alone,0
Survival_antiapoptosis,Resolved; >=100 genes,full_gene,Donor5,0.398811386703968,alpha_alone,0
Survival_antiapoptosis,Resolved; >=100 genes,full_gene,Donor6,0.899687829772135,alpha_alone,0
Survival_antiapoptosis,Resolved; >=100 genes,identity_markers_removed,Donor1,0.293735326676676,alpha_alone,0
Survival_antiapoptosis,Resolved; >=100 genes,identity_markers_removed,Donor2,0.220889147676504,alpha_alone,0
Survival_antiapoptosis,Resolved; >=100 genes,identity_markers_removed,Donor3,0.295961086393887,alpha_alone,0
Survival_antiapoptosis,Resolved; >=100 genes,identity_markers_removed,Donor4,0.354975394456203,alpha_alone,0
Survival_antiapoptosis,Resolved; >=100 genes,identity_markers_removed,Donor5,0.398811386703968,alpha_alone,0
Survival_antiapoptosis,Resolved; >=100 genes,identity_markers_removed,Donor6,0.899687829772135,alpha_alone,0
Hypoxia_glycolysis,All annotated,full_gene,Donor1,-0.0114875084352769,alpha_alone,0
Hypoxia_glycolysis,All annotated,full_gene,Donor2,0.0328254167063582,alpha_alone,0
Hypoxia_glycolysis,All annotated,full_gene,Donor3,0.119185161306869,alpha_alone,0
Hypoxia_glycolysis,All annotated,full_gene,Donor4,0.155388958778921,alpha_alone,0
Hypoxia_glycolysis,All annotated,full_gene,Donor5,0.0151034524577997,alpha_alone,0
Hypoxia_glycolysis,All annotated,full_gene,Donor6,-0.00462288045695602,alpha_alone,0
Hypoxia_glycolysis,All annotated,identity_markers_removed,Donor1,-0.0114875084352769,alpha_alone,0
Hypoxia_glycolysis,All annotated,identity_markers_removed,Donor2,0.0328254167063582,alpha_alone,0
Hypoxia_glycolysis,All annotated,identity_markers_removed,Donor3,0.119185161306869,alpha_alone,0
Hypoxia_glycolysis,All annotated,identity_markers_removed,Donor4,0.155388958778921,alpha_alone,0
Hypoxia_glycolysis,All annotated,identity_markers_removed,Donor5,0.0151034524577997,alpha_alone,0
Hypoxia_glycolysis,All annotated,identity_markers_removed,Donor6,-0.00462288045695602,alpha_alone,0
Hypoxia_glycolysis,Resolved,full_gene,Donor1,0.200461700504936,alpha_alone,0
Hypoxia_glycolysis,Resolved,full_gene,Donor2,0.212945622025198,alpha_alone,0
Hypoxia_glycolysis,Resolved,full_gene,Donor3,0.19398345141484,alpha_alone,0
Hypoxia_glycolysis,Resolved,full_gene,Donor4,0.221577229795526,alpha_alone,0
Hypoxia_glycolysis,Resolved,full_gene,Donor5,0.150526025936333,alpha_alone,0
Hypoxia_glycolysis,Resolved,full_gene,Donor6,-0.18932568600891,alpha_alone,0
Hypoxia_glycolysis,Resolved,identity_markers_removed,Donor1,0.200461700504936,alpha_alone,0
Hypoxia_glycolysis,Resolved,identity_markers_removed,Donor2,0.212945622025198,alpha_alone,0
Hypoxia_glycolysis,Resolved,identity_markers_removed,Donor3,0.19398345141484,alpha_alone,0
Hypoxia_glycolysis,Resolved,identity_markers_removed,Donor4,0.221577229795526,alpha_alone,0
Hypoxia_glycolysis,Resolved,identity_markers_removed,Donor5,0.150526025936333,alpha_alone,0
Hypoxia_glycolysis,Resolved,identity_markers_removed,Donor6,-0.18932568600891,alpha_alone,0
Hypoxia_glycolysis,Resolved; >=100 genes,full_gene,Donor1,0.147326003725544,alpha_alone,0
Hypoxia_glycolysis,Resolved; >=100 genes,full_gene,Donor2,0.206587549454868,alpha_alone,0
Hypoxia_glycolysis,Resolved; >=100 genes,full_gene,Donor3,0.206061534972681,alpha_alone,0
Hypoxia_glycolysis,Resolved; >=100 genes,full_gene,Donor4,0.178915037394646,alpha_alone,0
Hypoxia_glycolysis,Resolved; >=100 genes,full_gene,Donor5,0.156245503628026,alpha_alone,0
Hypoxia_glycolysis,Resolved; >=100 genes,full_gene,Donor6,-0.237993461640432,alpha_alone,0
Hypoxia_glycolysis,Resolved; >=100 genes,identity_markers_removed,Donor1,0.147326003725544,alpha_alone,0
Hypoxia_glycolysis,Resolved; >=100 genes,identity_markers_removed,Donor2,0.206587549454868,alpha_alone,0
Hypoxia_glycolysis,Resolved; >=100 genes,identity_markers_removed,Donor3,0.206061534972681,alpha_alone,0
Hypoxia_glycolysis,Resolved; >=100 genes,identity_markers_removed,Donor4,0.178915037394646,alpha_alone,0
Hypoxia_glycolysis,Resolved; >=100 genes,identity_markers_removed,Donor5,0.156245503628026,alpha_alone,0
Hypoxia_glycolysis,Resolved; >=100 genes,identity_markers_removed,Donor6,-0.237993461640432,alpha_alone,0
ER_stress,All annotated,full_gene,Donor1,0.0300413694993087,alpha_alone,0
ER_stress,All annotated,full_gene,Donor2,0.00319971987424222,alpha_alone,0
ER_stress,All annotated,full_gene,Donor3,0.245141484807866,alpha_alone,0
ER_stress,All annotated,full_gene,Donor4,0.332053790603487,alpha_alone,0
ER_stress,All annotated,full_gene,Donor5,0.00644246596031062,alpha_alone,0
ER_stress,All annotated,full_gene,Donor6,0.746088226579975,alpha_alone,0
ER_stress,All annotated,identity_markers_removed,Donor1,0.0300413694993087,alpha_alone,0
ER_stress,All annotated,identity_markers_removed,Donor2,0.00319971987424222,alpha_alone,0
ER_stress,All annotated,identity_markers_removed,Donor3,0.245141484807866,alpha_alone,0
ER_stress,All annotated,identity_markers_removed,Donor4,0.332053790603487,alpha_alone,0
ER_stress,All annotated,identity_markers_removed,Donor5,0.00644246596031062,alpha_alone,0
ER_stress,All annotated,identity_markers_removed,Donor6,0.746088226579975,alpha_alone,0
ER_stress,Resolved,full_gene,Donor1,0.256072670852597,alpha_alone,0
ER_stress,Resolved,full_gene,Donor2,0.171479532329919,alpha_alone,0
ER_stress,Resolved,full_gene,Donor3,0.38618532882323,alpha_alone,0
ER_stress,Resolved,full_gene,Donor4,0.400532151131823,alpha_alone,0
ER_stress,Resolved,full_gene,Donor5,0.318268437429324,alpha_alone,0
ER_stress,Resolved,full_gene,Donor6,0.284751876960668,alpha_alone,0
ER_stress,Resolved,identity_markers_removed,Donor1,0.256072670852597,alpha_alone,0
ER_stress,Resolved,identity_markers_removed,Donor2,0.171479532329919,alpha_alone,0
ER_stress,Resolved,identity_markers_removed,Donor3,0.38618532882323,alpha_alone,0
ER_stress,Resolved,identity_markers_removed,Donor4,0.400532151131823,alpha_alone,0
ER_stress,Resolved,identity_markers_removed,Donor5,0.318268437429324,alpha_alone,0
ER_stress,Resolved,identity_markers_removed,Donor6,0.284751876960668,alpha_alone,0
ER_stress,Resolved; >=100 genes,full_gene,Donor1,0.196404912484271,alpha_alone,0
ER_stress,Resolved; >=100 genes,full_gene,Donor2,0.149886630476498,alpha_alone,0
ER_stress,Resolved; >=100 genes,full_gene,Donor3,0.3734454693421,alpha_alone,0
ER_stress,Resolved; >=100 genes,full_gene,Donor4,0.354102745130651,alpha_alone,0
ER_stress,Resolved; >=100 genes,full_gene,Donor5,0.382399721692174,alpha_alone,0
ER_stress,Resolved; >=100 genes,full_gene,Donor6,0.239454297929274,alpha_alone,0
ER_stress,Resolved; >=100 genes,identity_markers_removed,Donor1,0.196404912484271,alpha_alone,0
ER_stress,Resolved; >=100 genes,identity_markers_removed,Donor2,0.149886630476498,alpha_alone,0
ER_stress,Resolved; >=100 genes,identity_markers_removed,Donor3,0.3734454693421,alpha_alone,0
ER_stress,Resolved; >=100 genes,identity_markers_removed,Donor4,0.354102745130651,alpha_alone,0
ER_stress,Resolved; >=100 genes,identity_markers_removed,Donor5,0.382399721692174,alpha_alone,0
ER_stress,Resolved; >=100 genes,identity_markers_removed,Donor6,0.239454297929274,alpha_alone,0
Proliferation_stress,All annotated,full_gene,Donor1,0.0096049937405502,alpha_alone,0
Proliferation_stress,All annotated,full_gene,Donor2,0.0519580360815851,alpha_alone,0
Proliferation_stress,All annotated,full_gene,Donor3,0.0445989667395237,alpha_alone,0
Proliferation_stress,All annotated,full_gene,Donor4,0.0323815606449136,alpha_alone,0
Proliferation_stress,All annotated,full_gene,Donor5,-0.0404209987860971,alpha_alone,0
Proliferation_stress,All annotated,full_gene,Donor6,-0.0162132900420555,alpha_alone,0
Proliferation_stress,All annotated,identity_markers_removed,Donor1,0.0096049937405502,alpha_alone,0
Proliferation_stress,All annotated,identity_markers_removed,Donor2,0.0519580360815851,alpha_alone,0
Proliferation_stress,All annotated,identity_markers_removed,Donor3,0.0445989667395237,alpha_alone,0
Proliferation_stress,All annotated,identity_markers_removed,Donor4,0.0323815606449136,alpha_alone,0
Proliferation_stress,All annotated,identity_markers_removed,Donor5,-0.0404209987860971,alpha_alone,0
Proliferation_stress,All annotated,identity_markers_removed,Donor6,-0.0162132900420555,alpha_alone,0
Proliferation_stress,Resolved,full_gene,Donor1,0.0284641205216294,alpha_alone,0
Proliferation_stress,Resolved,full_gene,Donor2,0.0906158988066401,alpha_alone,0
Proliferation_stress,Resolved,full_gene,Donor3,0.0422795287662692,alpha_alone,0
Proliferation_stress,Resolved,full_gene,Donor4,0.0248948008319361,alpha_alone,0
Proliferation_stress,Resolved,full_gene,Donor5,0.0377651017656821,alpha_alone,0
Proliferation_stress,Resolved,full_gene,Donor6,0.204658237323826,alpha_alone,0
Proliferation_stress,Resolved,identity_markers_removed,Donor1,0.0284641205216294,alpha_alone,0
Proliferation_stress,Resolved,identity_markers_removed,Donor2,0.0906158988066401,alpha_alone,0
Proliferation_stress,Resolved,identity_markers_removed,Donor3,0.0422795287662692,alpha_alone,0
Proliferation_stress,Resolved,identity_markers_removed,Donor4,0.0248948008319361,alpha_alone,0
Proliferation_stress,Resolved,identity_markers_removed,Donor5,0.0377651017656821,alpha_alone,0
Proliferation_stress,Resolved,identity_markers_removed,Donor6,0.204658237323826,alpha_alone,0
Proliferation_stress,Resolved; >=100 genes,full_gene,Donor1,-0.0106946619199722,alpha_alone,0
Proliferation_stress,Resolved; >=100 genes,full_gene,Donor2,0.0843942209850281,alpha_alone,0
Proliferation_stress,Resolved; >=100 genes,full_gene,Donor3,0.0316166808148693,alpha_alone,0
Proliferation_stress,Resolved; >=100 genes,full_gene,Donor4,0.00724707061327795,alpha_alone,0
Proliferation_stress,Resolved; >=100 genes,full_gene,Donor5,0.0109903344759875,alpha_alone,0
Proliferation_stress,Resolved; >=100 genes,full_gene,Donor6,0.135169246989028,alpha_alone,0
Proliferation_stress,Resolved; >=100 genes,identity_markers_removed,Donor1,-0.0106946619199722,alpha_alone,0
Proliferation_stress,Resolved; >=100 genes,identity_markers_removed,Donor2,0.0843942209850281,alpha_alone,0
Proliferation_stress,Resolved; >=100 genes,identity_markers_removed,Donor3,0.0316166808148693,alpha_alone,0
Proliferation_stress,Resolved; >=100 genes,identity_markers_removed,Donor4,0.00724707061327795,alpha_alone,0
Proliferation_stress,Resolved; >=100 genes,identity_markers_removed,Donor5,0.0109903344759875,alpha_alone,0
Proliferation_stress,Resolved; >=100 genes,identity_markers_removed,Donor6,0.135169246989028,alpha_alone,0
Integrin_adhesion,All annotated,full_gene,Donor1,0.0608918331526609,alpha_alone,0
Integrin_adhesion,All annotated,full_gene,Donor2,0.0112375377967534,alpha_alone,0
Integrin_adhesion,All annotated,full_gene,Donor3,0.190668533203187,alpha_alone,0
Integrin_adhesion,All annotated,full_gene,Donor4,0.283227774288704,alpha_alone,0
Integrin_adhesion,All annotated,full_gene,Donor5,0.0486218640223293,alpha_alone,0
Integrin_adhesion,All annotated,full_gene,Donor6,0.651572841456048,alpha_alone,0
Integrin_adhesion,All annotated,identity_markers_removed,Donor1,0.0608918331526609,alpha_alone,0
Integrin_adhesion,All annotated,identity_markers_removed,Donor2,0.0112375377967534,alpha_alone,0
Integrin_adhesion,All annotated,identity_markers_removed,Donor3,0.190668533203187,alpha_alone,0
Integrin_adhesion,All annotated,identity_markers_removed,Donor4,0.283227774288704,alpha_alone,0
Integrin_adhesion,All annotated,identity_markers_removed,Donor5,0.0486218640223293,alpha_alone,0
Integrin_adhesion,All annotated,identity_markers_removed,Donor6,0.651572841456048,alpha_alone,0
Integrin_adhesion,Resolved,full_gene,Donor1,0.184224087388766,alpha_alone,0
Integrin_adhesion,Resolved,full_gene,Donor2,0.171690355174274,alpha_alone,0
Integrin_adhesion,Resolved,full_gene,Donor3,0.260625773309916,alpha_alone,0
Integrin_adhesion,Resolved,full_gene,Donor4,0.386989827914217,alpha_alone,0
Integrin_adhesion,Resolved,full_gene,Donor5,0.213327904871931,alpha_alone,0
Integrin_adhesion,Resolved,full_gene,Donor6,1.07431521331539,alpha_alone,0
Integrin_adhesion,Resolved,identity_markers_removed,Donor1,0.184224087388766,alpha_alone,0
Integrin_adhesion,Resolved,identity_markers_removed,Donor2,0.171690355174274,alpha_alone,0
Integrin_adhesion,Resolved,identity_markers_removed,Donor3,0.260625773309916,alpha_alone,0
Integrin_adhesion,Resolved,identity_markers_removed,Donor4,0.386989827914217,alpha_alone,0
Integrin_adhesion,Resolved,identity_markers_removed,Donor5,0.213327904871931,alpha_alone,0
Integrin_adhesion,Resolved,identity_markers_removed,Donor6,1.07431521331539,alpha_alone,0
Integrin_adhesion,Resolved; >=100 genes,full_gene,Donor1,0.155346884220197,alpha_alone,0
Integrin_adhesion,Resolved; >=100 genes,full_gene,Donor2,0.202111039926191,alpha_alone,0
Integrin_adhesion,Resolved; >=100 genes,full_gene,Donor3,0.242321181685812,alpha_alone,0
Integrin_adhesion,Resolved; >=100 genes,full_gene,Donor4,0.3539087059364,alpha_alone,0
Integrin_adhesion,Resolved; >=100 genes,full_gene,Donor5,0.229161274794157,alpha_alone,0
Integrin_adhesion,Resolved; >=100 genes,full_gene,Donor6,1.03323584806574,alpha_alone,0
Integrin_adhesion,Resolved; >=100 genes,identity_markers_removed,Donor1,0.155346884220197,alpha_alone,0
Integrin_adhesion,Resolved; >=100 genes,identity_markers_removed,Donor2,0.202111039926191,alpha_alone,0
Integrin_adhesion,Resolved; >=100 genes,identity_markers_removed,Donor3,0.242321181685812,alpha_alone,0
Integrin_adhesion,Resolved; >=100 genes,identity_markers_removed,Donor4,0.3539087059364,alpha_alone,0
Integrin_adhesion,Resolved; >=100 genes,identity_markers_removed,Donor5,0.229161274794157,alpha_alone,0
Integrin_adhesion,Resolved; >=100 genes,identity_markers_removed,Donor6,1.03323584806574,alpha_alone,0
CXCR4_aging_retention,All annotated,full_gene,Donor1,0.0987180759997246,alpha_alone,0
CXCR4_aging_retention,All annotated,full_gene,Donor2,0.0352014721193272,alpha_alone,0
CXCR4_aging_retention,All annotated,full_gene,Donor3,0.377352571843904,alpha_alone,0
CXCR4_aging_retention,All annotated,full_gene,Donor4,0.590156695549955,alpha_alone,0
CXCR4_aging_retention,All annotated,full_gene,Donor5,0.0274542406147519,alpha_alone,0
CXCR4_aging_retention,All annotated,full_gene,Donor6,0.412928814521599,alpha_alone,0
CXCR4_aging_retention,All annotated,identity_markers_removed,Donor1,0.118601295453788,alpha_alone,0
CXCR4_aging_retention,All annotated,identity_markers_removed,Donor2,0.0683004124501734,alpha_alone,0
CXCR4_aging_retention,All annotated,identity_markers_removed,Donor3,0.402084828599657,alpha_alone,0
CXCR4_aging_retention,All annotated,identity_markers_removed,Donor4,0.596248040591403,alpha_alone,0
CXCR4_aging_retention,All annotated,identity_markers_removed,Donor5,0.0653217215535781,alpha_alone,0
CXCR4_aging_retention,All annotated,identity_markers_removed,Donor6,0.338533600737986,alpha_alone,0
CXCR4_aging_retention,Resolved,full_gene,Donor1,0.629299750973619,alpha_alone,0
CXCR4_aging_retention,Resolved,full_gene,Donor2,0.556675962678854,alpha_alone,0
CXCR4_aging_retention,Resolved,full_gene,Donor3,0.574477649769832,alpha_alone,0
CXCR4_aging_retention,Resolved,full_gene,Donor4,0.73167054278711,alpha_alone,0
CXCR4_aging_retention,Resolved,full_gene,Donor5,0.6391848048512,alpha_alone,0
CXCR4_aging_retention,Resolved,full_gene,Donor6,0.869297335604784,alpha_alone,0
CXCR4_aging_retention,Resolved,identity_markers_removed,Donor1,0.652001393114551,alpha_alone,0
CXCR4_aging_retention,Resolved,identity_markers_removed,Donor2,0.533702911312855,alpha_alone,0
CXCR4_aging_retention,Resolved,identity_markers_removed,Donor3,0.596592407655094,alpha_alone,0
CXCR4_aging_retention,Resolved,identity_markers_removed,Donor4,0.743323765920097,alpha_alone,0
CXCR4_aging_retention,Resolved,identity_markers_removed,Donor5,0.654078971672179,alpha_alone,0
CXCR4_aging_retention,Resolved,identity_markers_removed,Donor6,0.758281567541706,alpha_alone,0
CXCR4_aging_retention,Resolved; >=100 genes,full_gene,Donor1,0.590435128801633,alpha_alone,0
