DonorID,ConditionCode,program,value,cells,population,version
Donor6,UD,Type_I_interferon,-0.0364076918567612,2875,All annotated,full_gene
Donor4,UD,Type_I_interferon,0.0209323263661361,3645,All annotated,full_gene
Donor3,UA5,Type_I_interferon,0.0210600902445371,4000,All annotated,full_gene
Donor3,UD,Type_I_interferon,0.0251701561596811,3339,All annotated,full_gene
Donor4,UA5,Type_I_interferon,0.0168281330634395,3237,All annotated,full_gene
Donor2,UD,Type_I_interferon,-0.0354391672955368,5139,All annotated,full_gene
Donor2,UA5,Type_I_interferon,-0.0247205295387021,5195,All annotated,full_gene
Donor6,UA5,Type_I_interferon,-0.025737904262102,3261,All annotated,full_gene
Donor1,UD,Type_I_interferon,-0.02842365185888,915,All annotated,full_gene
Donor5,UA5,Type_I_interferon,-0.0601144394981522,19,All annotated,full_gene
Donor3,NA5,Type_I_interferon,0.0247413212814952,6663,All annotated,full_gene
Donor4,CF,Type_I_interferon,0.0263855254219964,4562,All annotated,full_gene
Donor6,CF,Type_I_interferon,-0.0358572501819228,6575,All annotated,full_gene
Donor1,CF,Type_I_interferon,-0.0318974744156105,5995,All annotated,full_gene
Donor5,NA5,Type_I_interferon,-0.0346742167197869,12415,All annotated,full_gene
Donor2,NA5,Type_I_interferon,-0.0359343973593036,5389,All annotated,full_gene
Donor3,CF,Type_I_interferon,0.0238924415323094,4923,All annotated,full_gene
Donor4,NA5,Type_I_interferon,0.0416027252072789,2472,All annotated,full_gene
Donor1,NA5,Type_I_interferon,-0.0363986142967913,310,All annotated,full_gene
Donor2,CF,Type_I_interferon,-0.0132512424706987,61,All annotated,full_gene
Donor5,CF,Type_I_interferon,-0.0297586012896861,34,All annotated,full_gene
Donor6,NA5,Type_I_interferon,0.021852318707808,3,All annotated,full_gene
Donor6,N,Immature_granulopoiesis,0.19817033200301,1663,All annotated,full_gene
Donor1,N,Immature_granulopoiesis,-0.0304162058149575,130,All annotated,full_gene
Donor4,N,Immature_granulopoiesis,0.052786779306963,455,All annotated,full_gene
Donor2,NNAMPT,Immature_granulopoiesis,0.0256711374935606,537,All annotated,full_gene
Donor1,NNAMPT,Immature_granulopoiesis,-0.0940526852420807,166,All annotated,full_gene
Donor5,N,Immature_granulopoiesis,0.0630811017858768,133,All annotated,full_gene
Donor3,N,Immature_granulopoiesis,0.163598152267311,201,All annotated,full_gene
Donor5,NNAMPT,Immature_granulopoiesis,-0.0382431778895072,99,All annotated,full_gene
Donor4,NNAMPT,Immature_granulopoiesis,0.0635235484988893,540,All annotated,full_gene
Donor2,N,Immature_granulopoiesis,-0.0434886322966416,112,All annotated,full_gene
Donor3,NNAMPT,Immature_granulopoiesis,0.0730161506197129,59,All annotated,full_gene
Donor6,NNAMPT,Immature_granulopoiesis,-0.0394375206447673,26,All annotated,full_gene
Donor6,UF,Immature_granulopoiesis,-0.0640721373662771,1972,All annotated,full_gene
Donor3,UF,Immature_granulopoiesis,-0.0381354538357115,3890,All annotated,full_gene
Donor4,UF,Immature_granulopoiesis,-0.0361632829511637,6013,All annotated,full_gene
Donor2,UF,Immature_granulopoiesis,-0.0446902480643195,3019,All annotated,full_gene
Donor4,UN,Immature_granulopoiesis,-0.0330006861843299,2440,All annotated,full_gene
Donor3,UN,Immature_granulopoiesis,-0.0436943752864808,4466,All annotated,full_gene
Donor2,UN,Immature_granulopoiesis,-0.042352176915662,1863,All annotated,full_gene
Donor6,UN,Immature_granulopoiesis,-0.0454022442490465,229,All annotated,full_gene
Donor1,UF,Immature_granulopoiesis,-0.048134089633726,534,All annotated,full_gene
Donor1,UN,Immature_granulopoiesis,-0.0200131158017324,221,All annotated,full_gene
Donor5,UF,Immature_granulopoiesis,-0.0631291331908309,149,All annotated,full_gene
Donor5,UN,Immature_granulopoiesis,-0.0259957038383182,75,All annotated,full_gene
Donor5,UD,Immature_granulopoiesis,0.0348115836514851,6764,All annotated,full_gene
Donor1,UA5,Immature_granulopoiesis,0.0380454371779918,7305,All annotated,full_gene
Donor6,UD,Immature_granulopoiesis,0.0238453721098802,2875,All annotated,full_gene
Donor4,UD,Immature_granulopoiesis,0.0298761337393986,3645,All annotated,full_gene
Donor3,UA5,Immature_granulopoiesis,0.0269726177939533,4000,All annotated,full_gene
Donor3,UD,Immature_granulopoiesis,0.0505133263484967,3339,All annotated,full_gene
Donor4,UA5,Immature_granulopoiesis,0.027151398033845,3237,All annotated,full_gene
Donor2,UD,Immature_granulopoiesis,0.0251147044448681,5139,All annotated,full_gene
Donor2,UA5,Immature_granulopoiesis,0.0323527160871742,5195,All annotated,full_gene
Donor6,UA5,Immature_granulopoiesis,0.0278376315168206,3261,All annotated,full_gene
Donor1,UD,Immature_granulopoiesis,0.0349109666839364,915,All annotated,full_gene
Donor5,UA5,Immature_granulopoiesis,-0.0655504181313316,19,All annotated,full_gene
Donor3,NA5,Immature_granulopoiesis,-0.0521643129164498,6663,All annotated,full_gene
Donor4,CF,Immature_granulopoiesis,-0.0498860578151099,4562,All annotated,full_gene
Donor6,CF,Immature_granulopoiesis,-0.0686690138204916,6575,All annotated,full_gene
Donor1,CF,Immature_granulopoiesis,-0.0672941966196814,5995,All annotated,full_gene
Donor5,NA5,Immature_granulopoiesis,-0.061396096762572,12415,All annotated,full_gene
Donor2,NA5,Immature_granulopoiesis,-0.0701330352695457,5389,All annotated,full_gene
Donor3,CF,Immature_granulopoiesis,-0.0431953235998249,4923,All annotated,full_gene
Donor4,NA5,Immature_granulopoiesis,-0.0495899945906491,2472,All annotated,full_gene
Donor1,NA5,Immature_granulopoiesis,-0.0497176598069624,310,All annotated,full_gene
Donor2,CF,Immature_granulopoiesis,-0.0252665514739521,61,All annotated,full_gene
Donor5,CF,Immature_granulopoiesis,-0.045222963572397,34,All annotated,full_gene
Donor6,NA5,Immature_granulopoiesis,-0.0607456962165658,3,All annotated,full_gene
Donor6,N,Survival_antiapoptosis,-0.293336141750449,1663,All annotated,full_gene
Donor1,N,Survival_antiapoptosis,-0.304622202567099,130,All annotated,full_gene
Donor4,N,Survival_antiapoptosis,-0.262192684455648,455,All annotated,full_gene
Donor2,NNAMPT,Survival_antiapoptosis,-0.3068242504865,537,All annotated,full_gene
Donor1,NNAMPT,Survival_antiapoptosis,-0.315868384942458,166,All annotated,full_gene
Donor5,N,Survival_antiapoptosis,-0.310782516082406,133,All annotated,full_gene
Donor3,N,Survival_antiapoptosis,-0.190858425149515,201,All annotated,full_gene
Donor5,NNAMPT,Survival_antiapoptosis,-0.298297272626969,99,All annotated,full_gene
Donor4,NNAMPT,Survival_antiapoptosis,-0.25358457440113,540,All annotated,full_gene
Donor2,N,Survival_antiapoptosis,-0.279506630407173,112,All annotated,full_gene
Donor3,NNAMPT,Survival_antiapoptosis,-0.159021461573771,59,All annotated,full_gene
Donor6,NNAMPT,Survival_antiapoptosis,-0.467167163473528,26,All annotated,full_gene
Donor6,UF,Survival_antiapoptosis,-0.272874525660303,1972,All annotated,full_gene
Donor3,UF,Survival_antiapoptosis,0.0371860890758259,3890,All annotated,full_gene
Donor4,UF,Survival_antiapoptosis,-0.00135070766136805,6013,All annotated,full_gene
Donor2,UF,Survival_antiapoptosis,-0.246987437994442,3019,All annotated,full_gene
Donor4,UN,Survival_antiapoptosis,-0.0759037021902834,2440,All annotated,full_gene
Donor3,UN,Survival_antiapoptosis,0.00445547256852561,4466,All annotated,full_gene
Donor2,UN,Survival_antiapoptosis,-0.247330496885109,1863,All annotated,full_gene
Donor6,UN,Survival_antiapoptosis,-0.246446411374487,229,All annotated,full_gene
Donor1,UF,Survival_antiapoptosis,-0.24973684683261,534,All annotated,full_gene
Donor1,UN,Survival_antiapoptosis,-0.141746784280757,221,All annotated,full_gene
Donor5,UF,Survival_antiapoptosis,-0.279922707981758,149,All annotated,full_gene
Donor5,UN,Survival_antiapoptosis,-0.237244861557151,75,All annotated,full_gene
Donor5,UD,Survival_antiapoptosis,-0.266618738179212,6764,All annotated,full_gene
Donor1,UA5,Survival_antiapoptosis,-0.278463119999058,7305,All annotated,full_gene
Donor6,UD,Survival_antiapoptosis,-0.291916853337548,2875,All annotated,full_gene
Donor4,UD,Survival_antiapoptosis,-0.0170644433808642,3645,All annotated,full_gene
Donor3,UA5,Survival_antiapoptosis,-0.00724484927719953,4000,All annotated,full_gene
Donor3,UD,Survival_antiapoptosis,-0.0503135924298333,3339,All annotated,full_gene
Donor4,UA5,Survival_antiapoptosis,-0.0366383797710617,3237,All annotated,full_gene
Donor2,UD,Survival_antiapoptosis,-0.285913378070251,5139,All annotated,full_gene
Donor2,UA5,Survival_antiapoptosis,-0.283316554708108,5195,All annotated,full_gene
Donor6,UA5,Survival_antiapoptosis,-0.220138814090607,3261,All annotated,full_gene
Donor1,UD,Survival_antiapoptosis,-0.240622241967786,915,All annotated,full_gene
Donor5,UA5,Survival_antiapoptosis,-0.352679979773264,19,All annotated,full_gene
Donor3,NA5,Survival_antiapoptosis,0.0229966846661201,6663,All annotated,full_gene
Donor4,CF,Survival_antiapoptosis,0.0672763760741541,4562,All annotated,full_gene
Donor6,CF,Survival_antiapoptosis,-0.262317510215795,6575,All annotated,full_gene
Donor1,CF,Survival_antiapoptosis,-0.27048169609695,5995,All annotated,full_gene
Donor5,NA5,Survival_antiapoptosis,-0.262855516697673,12415,All annotated,full_gene
Donor2,NA5,Survival_antiapoptosis,-0.25939257805535,5389,All annotated,full_gene
Donor3,CF,Survival_antiapoptosis,0.100091344358181,4923,All annotated,full_gene
Donor4,NA5,Survival_antiapoptosis,0.0800165038412248,2472,All annotated,full_gene
Donor1,NA5,Survival_antiapoptosis,-0.227936236307641,310,All annotated,full_gene
Donor2,CF,Survival_antiapoptosis,-0.259344253398541,61,All annotated,full_gene
Donor5,CF,Survival_antiapoptosis,-0.192627788648244,34,All annotated,full_gene
Donor6,NA5,Survival_antiapoptosis,0.173923147238908,3,All annotated,full_gene
Donor6,N,Hypoxia_glycolysis,-0.141772309920633,1663,All annotated,full_gene
Donor1,N,Hypoxia_glycolysis,-0.143448925404777,130,All annotated,full_gene
Donor4,N,Hypoxia_glycolysis,-0.120458819399012,455,All annotated,full_gene
Donor2,NNAMPT,Hypoxia_glycolysis,-0.180380597861151,537,All annotated,full_gene
Donor1,NNAMPT,Hypoxia_glycolysis,-0.184941175421981,166,All annotated,full_gene
Donor5,N,Hypoxia_glycolysis,-0.173848033456627,133,All annotated,full_gene
Donor3,N,Hypoxia_glycolysis,-0.112489569116338,201,All annotated,full_gene
Donor5,NNAMPT,Hypoxia_glycolysis,-0.214294909226081,99,All annotated,full_gene
Donor4,NNAMPT,Hypoxia_glycolysis,-0.169607553292954,540,All annotated,full_gene
Donor2,N,Hypoxia_glycolysis,-0.189869165241888,112,All annotated,full_gene
Donor3,NNAMPT,Hypoxia_glycolysis,-0.0646717788695428,59,All annotated,full_gene
Donor6,NNAMPT,Hypoxia_glycolysis,-0.215794364219688,26,All annotated,full_gene
Donor6,UF,Hypoxia_glycolysis,-0.16419876540046,1972,All annotated,full_gene
Donor3,UF,Hypoxia_glycolysis,-0.0311988461082153,3890,All annotated,full_gene
Donor4,UF,Hypoxia_glycolysis,-0.0577814923026822,6013,All annotated,full_gene
Donor2,UF,Hypoxia_glycolysis,-0.141448960724505,3019,All annotated,full_gene
Donor4,UN,Hypoxia_glycolysis,-0.042123215171657,2440,All annotated,full_gene
Donor3,UN,Hypoxia_glycolysis,-0.0319909705102767,4466,All annotated,full_gene
Donor2,UN,Hypoxia_glycolysis,-0.160674915895697,1863,All annotated,full_gene
Donor6,UN,Hypoxia_glycolysis,-0.165561060128139,229,All annotated,full_gene
Donor1,UF,Hypoxia_glycolysis,-0.152908240572072,534,All annotated,full_gene
Donor1,UN,Hypoxia_glycolysis,-0.050378905209169,221,All annotated,full_gene
Donor5,UF,Hypoxia_glycolysis,-0.119627710326029,149,All annotated,full_gene
Donor5,UN,Hypoxia_glycolysis,-0.123305071389407,75,All annotated,full_gene
Donor5,UD,Hypoxia_glycolysis,-0.154588916969489,6764,All annotated,full_gene
Donor1,UA5,Hypoxia_glycolysis,-0.14908562357274,7305,All annotated,full_gene
Donor6,UD,Hypoxia_glycolysis,-0.145636678145791,2875,All annotated,full_gene
Donor4,UD,Hypoxia_glycolysis,-0.0136222502156483,3645,All annotated,full_gene
Donor3,UA5,Hypoxia_glycolysis,-0.00679854839528105,4000,All annotated,full_gene
Donor3,UD,Hypoxia_glycolysis,-0.0415458336218522,3339,All annotated,full_gene
Donor4,UA5,Hypoxia_glycolysis,-0.0205140373475603,3237,All annotated,full_gene
Donor2,UD,Hypoxia_glycolysis,-0.151302473083258,5139,All annotated,full_gene
Donor2,UA5,Hypoxia_glycolysis,-0.151760781675224,5195,All annotated,full_gene
Donor6,UA5,Hypoxia_glycolysis,-0.162616355812379,3261,All annotated,full_gene
Donor1,UD,Hypoxia_glycolysis,-0.12967254492179,915,All annotated,full_gene
Donor5,UA5,Hypoxia_glycolysis,-0.132327852432512,19,All annotated,full_gene
Donor3,NA5,Hypoxia_glycolysis,0.00669559219053079,6663,All annotated,full_gene
Donor4,CF,Hypoxia_glycolysis,0.0258346492540805,4562,All annotated,full_gene
Donor6,CF,Hypoxia_glycolysis,-0.166741481113047,6575,All annotated,full_gene
Donor1,CF,Hypoxia_glycolysis,-0.163998929831331,5995,All annotated,full_gene
Donor5,NA5,Hypoxia_glycolysis,-0.158744580998827,12415,All annotated,full_gene
Donor2,NA5,Hypoxia_glycolysis,-0.15704374853553,5389,All annotated,full_gene
Donor3,CF,Hypoxia_glycolysis,0.054097676727289,4923,All annotated,full_gene
Donor4,NA5,Hypoxia_glycolysis,0.0349301393799091,2472,All annotated,full_gene
Donor1,NA5,Hypoxia_glycolysis,-0.154936433840054,310,All annotated,full_gene
Donor2,CF,Hypoxia_glycolysis,-0.0527024677114409,61,All annotated,full_gene
Donor5,CF,Hypoxia_glycolysis,-0.101242829862058,34,All annotated,full_gene
Donor6,NA5,Hypoxia_glycolysis,-0.146395190377589,3,All annotated,full_gene
Donor6,N,ER_stress,-0.28777004271058,1663,All annotated,full_gene
Donor1,N,ER_stress,-0.278723382622069,130,All annotated,full_gene
Donor4,N,ER_stress,-0.256194650499552,455,All annotated,full_gene
Donor2,NNAMPT,ER_stress,-0.320586828414138,537,All annotated,full_gene
Donor1,NNAMPT,ER_stress,-0.284605573161406,166,All annotated,full_gene
Donor5,N,ER_stress,-0.280776887663058,133,All annotated,full_gene
Donor3,N,ER_stress,-0.248776242907615,201,All annotated,full_gene
Donor5,NNAMPT,ER_stress,-0.323215333683649,99,All annotated,full_gene
Donor4,NNAMPT,ER_stress,-0.267976465239888,540,All annotated,full_gene
Donor2,N,ER_stress,-0.266684391338138,112,All annotated,full_gene
Donor3,NNAMPT,ER_stress,-0.204408740664438,59,All annotated,full_gene
Donor6,NNAMPT,ER_stress,-0.350192480521579,26,All annotated,full_gene
Donor6,UF,ER_stress,-0.280934058675891,1972,All annotated,full_gene
Donor3,UF,ER_stress,0.00298652233937553,3890,All annotated,full_gene
Donor4,UF,ER_stress,-0.0366001452061137,6013,All annotated,full_gene
Donor2,UF,ER_stress,-0.240453941873957,3019,All annotated,full_gene
Donor4,UN,ER_stress,-0.078690525301292,2440,All annotated,full_gene
Donor3,UN,ER_stress,-0.0127723974445805,4466,All annotated,full_gene
Donor2,UN,ER_stress,-0.23109027376383,1863,All annotated,full_gene
Donor6,UN,ER_stress,-0.257801443734499,229,All annotated,full_gene
Donor1,UF,ER_stress,-0.215211255766987,534,All annotated,full_gene
Donor1,UN,ER_stress,-0.119792541540012,221,All annotated,full_gene
Donor5,UF,ER_stress,-0.256571393889064,149,All annotated,full_gene
Donor5,UN,ER_stress,-0.144242776810138,75,All annotated,full_gene
Donor5,UD,ER_stress,-0.302909701853751,6764,All annotated,full_gene
Donor1,UA5,ER_stress,-0.286995746883056,7305,All annotated,full_gene
Donor6,UD,ER_stress,-0.311328544924157,2875,All annotated,full_gene
Donor4,UD,ER_stress,-0.0689700715609273,3645,All annotated,full_gene
Donor3,UA5,ER_stress,-0.0736016453115915,4000,All annotated,full_gene
Donor3,UD,ER_stress,-0.106779894014105,3339,All annotated,full_gene
Donor4,UA5,ER_stress,-0.0924989521000748,3237,All annotated,full_gene
Donor2,UD,ER_stress,-0.296116349704773,5139,All annotated,full_gene
Donor2,UA5,ER_stress,-0.292709620663319,5195,All annotated,full_gene
Donor6,UA5,ER_stress,-0.312781321836492,3261,All annotated,full_gene
Donor1,UD,ER_stress,-0.253499338846284,915,All annotated,full_gene
Donor5,UA5,ER_stress,-0.241285573980929,19,All annotated,full_gene
Donor3,NA5,ER_stress,-0.00363475809974941,6663,All annotated,full_gene
Donor4,CF,ER_stress,0.053952568210427,4562,All annotated,full_gene
Donor6,CF,ER_stress,-0.279718406870393,6575,All annotated,full_gene
Donor1,CF,ER_stress,-0.273550930834428,5995,All annotated,full_gene
Donor5,NA5,ER_stress,-0.274334421702748,12415,All annotated,full_gene
Donor2,NA5,ER_stress,-0.263484671463895,5389,All annotated,full_gene
Donor3,CF,ER_stress,0.0780797796080707,4923,All annotated,full_gene
Donor4,NA5,ER_stress,0.0758591401039355,2472,All annotated,full_gene
Donor1,NA5,ER_stress,-0.24868201312276,310,All annotated,full_gene
Donor2,CF,ER_stress,-0.197303196565761,61,All annotated,full_gene
Donor5,CF,ER_stress,-0.186493334830077,34,All annotated,full_gene
Donor6,NA5,ER_stress,0.458318183869395,3,All annotated,full_gene
Donor6,N,Proliferation_stress,-0.00545508689427981,1663,All annotated,full_gene
Donor1,N,Proliferation_stress,-0.119335863388745,130,All annotated,full_gene
Donor4,N,Proliferation_stress,-0.0742252117903128,455,All annotated,full_gene
Donor2,NNAMPT,Proliferation_stress,-0.0772538809338558,537,All annotated,full_gene
Donor1,NNAMPT,Proliferation_stress,-0.138406862983976,166,All annotated,full_gene
Donor5,N,Proliferation_stress,-0.0608492000110128,133,All annotated,full_gene
Donor3,N,Proliferation_stress,-0.0864166955715269,201,All annotated,full_gene
Donor5,NNAMPT,Proliferation_stress,-0.123542037812222,99,All annotated,full_gene
Donor4,NNAMPT,Proliferation_stress,-0.0782213831626131,540,All annotated,full_gene
Donor2,N,Proliferation_stress,-0.14480967182042,112,All annotated,full_gene
Donor3,NNAMPT,Proliferation_stress,0.0446987602511364,59,All annotated,full_gene
Donor6,NNAMPT,Proliferation_stress,-0.0492534090264547,26,All annotated,full_gene
Donor6,UF,Proliferation_stress,-0.0692679305942837,1972,All annotated,full_gene
Donor3,UF,Proliferation_stress,-0.0152350134007317,3890,All annotated,full_gene
Donor4,UF,Proliferation_stress,-0.0289001566692051,6013,All annotated,full_gene
Donor2,UF,Proliferation_stress,-0.0627538257175479,3019,All annotated,full_gene
Donor4,UN,Proliferation_stress,-0.0161944564036943,2440,All annotated,full_gene
Donor3,UN,Proliferation_stress,0.00924733701471907,4466,All annotated,full_gene
Donor2,UN,Proliferation_stress,-0.0639069641371979,1863,All annotated,full_gene
Donor6,UN,Proliferation_stress,-0.0678955358385668,229,All annotated,full_gene
Donor1,UF,Proliferation_stress,-0.080068098625431,534,All annotated,full_gene
Donor1,UN,Proliferation_stress,0.0352736232255262,221,All annotated,full_gene
Donor5,UF,Proliferation_stress,-0.0420478575712019,149,All annotated,full_gene
Donor5,UN,Proliferation_stress,0.0544201557911699,75,All annotated,full_gene
Donor5,UD,Proliferation_stress,-0.0643265237480213,6764,All annotated,full_gene
Donor1,UA5,Proliferation_stress,-0.0551804034818286,7305,All annotated,full_gene
Donor6,UD,Proliferation_stress,-0.07932636488456,2875,All annotated,full_gene
Donor4,UD,Proliferation_stress,0.0118749569118544,3645,All annotated,full_gene
Donor3,UA5,Proliferation_stress,0.0101411018156968,4000,All annotated,full_gene
Donor3,UD,Proliferation_stress,0.00244918412109692,3339,All annotated,full_gene
Donor4,UA5,Proliferation_stress,0.000803360688170509,3237,All annotated,full_gene
Donor2,UD,Proliferation_stress,-0.0574474665832784,5139,All annotated,full_gene
Donor2,UA5,Proliferation_stress,-0.0445398446106202,5195,All annotated,full_gene
Donor6,UA5,Proliferation_stress,-0.0722544842238693,3261,All annotated,full_gene
Donor1,UD,Proliferation_stress,-0.031135615339893,915,All annotated,full_gene
Donor5,UA5,Proliferation_stress,0.0864774858011416,19,All annotated,full_gene
Donor3,NA5,Proliferation_stress,-0.0418177288320032,6663,All annotated,full_gene
Donor4,CF,Proliferation_stress,-0.0384156172838765,4562,All annotated,full_gene
Donor6,CF,Proliferation_stress,-0.110024841325585,6575,All annotated,full_gene
Donor1,CF,Proliferation_stress,-0.101081094470736,5995,All annotated,full_gene
Donor5,NA5,Proliferation_stress,-0.10127019879711,12415,All annotated,full_gene
Donor2,NA5,Proliferation_stress,-0.0928516357388352,5389,All annotated,full_gene
Donor3,CF,Proliferation_stress,-0.0314711553946532,4923,All annotated,full_gene
Donor4,NA5,Proliferation_stress,-0.0418436511453992,2472,All annotated,full_gene
Donor1,NA5,Proliferation_stress,-0.109730869648195,310,All annotated,full_gene
Donor2,CF,Proliferation_stress,0.0914939282285548,61,All annotated,full_gene
Donor5,CF,Proliferation_stress,-0.00166358318904265,34,All annotated,full_gene
Donor6,NA5,Proliferation_stress,-0.0216683769363353,3,All annotated,full_gene
Donor6,N,Integrin_adhesion,-0.226304137569972,1663,All annotated,full_gene
Donor1,N,Integrin_adhesion,-0.242566237604849,130,All annotated,full_gene
Donor4,N,Integrin_adhesion,-0.217522015967433,455,All annotated,full_gene
Donor2,NNAMPT,Integrin_adhesion,-0.262365560912427,537,All annotated,full_gene
Donor1,NNAMPT,Integrin_adhesion,-0.267930407824967,166,All annotated,full_gene
Donor5,N,Integrin_adhesion,-0.257816007627858,133,All annotated,full_gene
Donor3,N,Integrin_adhesion,-0.17047673636738,201,All annotated,full_gene
Donor5,NNAMPT,Integrin_adhesion,-0.269468863480858,99,All annotated,full_gene
Donor4,NNAMPT,Integrin_adhesion,-0.221195420618453,540,All annotated,full_gene
Donor2,N,Integrin_adhesion,-0.219342715813463,112,All annotated,full_gene
Donor3,NNAMPT,Integrin_adhesion,-0.0574596898973036,59,All annotated,full_gene
Donor6,NNAMPT,Integrin_adhesion,-0.2233259273143,26,All annotated,full_gene
Donor6,UF,Integrin_adhesion,-0.230360818977624,1972,All annotated,full_gene
Donor3,UF,Integrin_adhesion,-0.0186333059105581,3890,All annotated,full_gene
Donor4,UF,Integrin_adhesion,-0.052958493037833,6013,All annotated,full_gene
Donor2,UF,Integrin_adhesion,-0.212737502202615,3019,All annotated,full_gene
Donor4,UN,Integrin_adhesion,-0.0730747115902655,2440,All annotated,full_gene
Donor3,UN,Integrin_adhesion,-0.0159925832836041,4466,All annotated,full_gene
Donor2,UN,Integrin_adhesion,-0.205743560972784,1863,All annotated,full_gene
Donor6,UN,Integrin_adhesion,-0.196744119675128,229,All annotated,full_gene
Donor1,UF,Integrin_adhesion,-0.20121495864994,534,All annotated,full_gene
Donor1,UN,Integrin_adhesion,-0.213235855467068,221,All annotated,full_gene
Donor5,UF,Integrin_adhesion,-0.252808428948772,149,All annotated,full_gene
Donor5,UN,Integrin_adhesion,-0.196579602007142,75,All annotated,full_gene
Donor5,UD,Integrin_adhesion,-0.254158648069616,6764,All annotated,full_gene
Donor1,UA5,Integrin_adhesion,-0.239060771339357,7305,All annotated,full_gene
Donor6,UD,Integrin_adhesion,-0.256973503748104,2875,All annotated,full_gene
Donor4,UD,Integrin_adhesion,-0.0444028720993786,3645,All annotated,full_gene
Donor3,UA5,Integrin_adhesion,-0.0438838835492112,4000,All annotated,full_gene
Donor3,UD,Integrin_adhesion,-0.0716538887185976,3339,All annotated,full_gene
Donor4,UA5,Integrin_adhesion,-0.0650767039219426,3237,All annotated,full_gene
Donor2,UD,Integrin_adhesion,-0.242305353467093,5139,All annotated,full_gene
Donor2,UA5,Integrin_adhesion,-0.243522275439343,5195,All annotated,full_gene
Donor6,UA5,Integrin_adhesion,-0.260581868804532,3261,All annotated,full_gene
Donor1,UD,Integrin_adhesion,-0.211724656440065,915,All annotated,full_gene
Donor5,UA5,Integrin_adhesion,-0.268457506365121,19,All annotated,full_gene
Donor3,NA5,Integrin_adhesion,0.0201917968358061,6663,All annotated,full_gene
Donor4,CF,Integrin_adhesion,0.0466183231704801,4562,All annotated,full_gene
Donor6,CF,Integrin_adhesion,-0.220724401779446,6575,All annotated,full_gene
Donor1,CF,Integrin_adhesion,-0.20164378030533,5995,All annotated,full_gene
Donor5,NA5,Integrin_adhesion,-0.209194143605529,12415,All annotated,full_gene
Donor2,NA5,Integrin_adhesion,-0.20810517801671,5389,All annotated,full_gene
Donor3,CF,Integrin_adhesion,0.074281276952564,4923,All annotated,full_gene
Donor4,NA5,Integrin_adhesion,0.0657057583212708,2472,All annotated,full_gene
Donor1,NA5,Integrin_adhesion,-0.181674404452188,310,All annotated,full_gene
Donor2,CF,Integrin_adhesion,-0.170188654194286,61,All annotated,full_gene
Donor5,CF,Integrin_adhesion,0.0187909854358286,34,All annotated,full_gene
Donor6,NA5,Integrin_adhesion,0.425268703886076,3,All annotated,full_gene
Donor6,N,CXCR4_aging_retention,-0.561605757804313,1663,All annotated,full_gene
Donor1,N,CXCR4_aging_retention,-0.663960798439839,130,All annotated,full_gene
Donor4,N,CXCR4_aging_retention,-0.499577590389229,455,All annotated,full_gene
Donor2,NNAMPT,CXCR4_aging_retention,-0.597112504498939,537,All annotated,full_gene
Donor1,NNAMPT,CXCR4_aging_retention,-0.641431159208604,166,All annotated,full_gene
Donor5,N,CXCR4_aging_retention,-0.616743531140423,133,All annotated,full_gene
Donor3,N,CXCR4_aging_retention,-0.378452612048216,201,All annotated,full_gene
Donor5,NNAMPT,CXCR4_aging_retention,-0.631896364510425,99,All annotated,full_gene
Donor4,NNAMPT,CXCR4_aging_retention,-0.500497919283652,540,All annotated,full_gene
Donor2,N,CXCR4_aging_retention,-0.606773263092483,112,All annotated,full_gene
Donor3,NNAMPT,CXCR4_aging_retention,-0.086209935233387,59,All annotated,full_gene
Donor6,NNAMPT,CXCR4_aging_retention,-0.714894434333145,26,All annotated,full_gene
Donor6,UF,CXCR4_aging_retention,-0.615007263034694,1972,All annotated,full_gene
Donor3,UF,CXCR4_aging_retention,-0.0574575065858186,3890,All annotated,full_gene
Donor4,UF,CXCR4_aging_retention,-0.157577002836622,6013,All annotated,full_gene
Donor2,UF,CXCR4_aging_retention,-0.541452210945655,3019,All annotated,full_gene
Donor4,UN,CXCR4_aging_retention,-0.119776806113092,2440,All annotated,full_gene
Donor3,UN,CXCR4_aging_retention,-0.0394352100325479,4466,All annotated,full_gene
Donor2,UN,CXCR4_aging_retention,-0.536960084134794,1863,All annotated,full_gene
Donor6,UN,CXCR4_aging_retention,-0.569067787321959,229,All annotated,full_gene
Donor1,UF,CXCR4_aging_retention,-0.532011344320459,534,All annotated,full_gene
Donor1,UN,CXCR4_aging_retention,-0.413696053153557,221,All annotated,full_gene
Donor5,UF,CXCR4_aging_retention,-0.58888968676029,149,All annotated,full_gene
Donor5,UN,CXCR4_aging_retention,-0.506083321074031,75,All annotated,full_gene
Donor5,UD,CXCR4_aging_retention,-0.642800934848753,6764,All annotated,full_gene
Donor1,UA5,CXCR4_aging_retention,-0.624258085824627,7305,All annotated,full_gene
Donor6,UD,CXCR4_aging_retention,-0.647423605867967,2875,All annotated,full_gene
Donor4,UD,CXCR4_aging_retention,-0.179262632259794,3645,All annotated,full_gene
Donor3,UA5,CXCR4_aging_retention,-0.221234840885474,4000,All annotated,full_gene
Donor3,UD,CXCR4_aging_retention,-0.280351987954328,3339,All annotated,full_gene
Donor4,UA5,CXCR4_aging_retention,-0.261888600307174,3237,All annotated,full_gene
Donor2,UD,CXCR4_aging_retention,-0.634611291902874,5139,All annotated,full_gene
