DonorID,ConditionCode,program,value,cells,population,version
Donor4,NA5,Hypoxia_glycolysis,0.0349301393799091,2472,All annotated,identity_markers_removed
Donor1,NA5,Hypoxia_glycolysis,-0.154936433840054,310,All annotated,identity_markers_removed
Donor2,CF,Hypoxia_glycolysis,-0.0527024677114409,61,All annotated,identity_markers_removed
Donor5,CF,Hypoxia_glycolysis,-0.101242829862058,34,All annotated,identity_markers_removed
Donor6,NA5,Hypoxia_glycolysis,-0.146395190377589,3,All annotated,identity_markers_removed
Donor6,N,ER_stress,-0.28777004271058,1663,All annotated,identity_markers_removed
Donor1,N,ER_stress,-0.278723382622069,130,All annotated,identity_markers_removed
Donor4,N,ER_stress,-0.256194650499552,455,All annotated,identity_markers_removed
Donor2,NNAMPT,ER_stress,-0.320586828414138,537,All annotated,identity_markers_removed
Donor1,NNAMPT,ER_stress,-0.284605573161406,166,All annotated,identity_markers_removed
Donor5,N,ER_stress,-0.280776887663058,133,All annotated,identity_markers_removed
Donor3,N,ER_stress,-0.248776242907615,201,All annotated,identity_markers_removed
Donor5,NNAMPT,ER_stress,-0.323215333683649,99,All annotated,identity_markers_removed
Donor4,NNAMPT,ER_stress,-0.267976465239888,540,All annotated,identity_markers_removed
Donor2,N,ER_stress,-0.266684391338138,112,All annotated,identity_markers_removed
Donor3,NNAMPT,ER_stress,-0.204408740664438,59,All annotated,identity_markers_removed
Donor6,NNAMPT,ER_stress,-0.350192480521579,26,All annotated,identity_markers_removed
Donor6,UF,ER_stress,-0.280934058675891,1972,All annotated,identity_markers_removed
Donor3,UF,ER_stress,0.00298652233937553,3890,All annotated,identity_markers_removed
Donor4,UF,ER_stress,-0.0366001452061137,6013,All annotated,identity_markers_removed
Donor2,UF,ER_stress,-0.240453941873957,3019,All annotated,identity_markers_removed
Donor4,UN,ER_stress,-0.078690525301292,2440,All annotated,identity_markers_removed
Donor3,UN,ER_stress,-0.0127723974445805,4466,All annotated,identity_markers_removed
Donor2,UN,ER_stress,-0.23109027376383,1863,All annotated,identity_markers_removed
Donor6,UN,ER_stress,-0.257801443734499,229,All annotated,identity_markers_removed
Donor1,UF,ER_stress,-0.215211255766987,534,All annotated,identity_markers_removed
Donor1,UN,ER_stress,-0.119792541540012,221,All annotated,identity_markers_removed
Donor5,UF,ER_stress,-0.256571393889064,149,All annotated,identity_markers_removed
Donor5,UN,ER_stress,-0.144242776810138,75,All annotated,identity_markers_removed
Donor5,UD,ER_stress,-0.302909701853751,6764,All annotated,identity_markers_removed
Donor1,UA5,ER_stress,-0.286995746883056,7305,All annotated,identity_markers_removed
Donor6,UD,ER_stress,-0.311328544924157,2875,All annotated,identity_markers_removed
Donor4,UD,ER_stress,-0.0689700715609273,3645,All annotated,identity_markers_removed
Donor3,UA5,ER_stress,-0.0736016453115915,4000,All annotated,identity_markers_removed
Donor3,UD,ER_stress,-0.106779894014105,3339,All annotated,identity_markers_removed
Donor4,UA5,ER_stress,-0.0924989521000748,3237,All annotated,identity_markers_removed
Donor2,UD,ER_stress,-0.296116349704773,5139,All annotated,identity_markers_removed
Donor2,UA5,ER_stress,-0.292709620663319,5195,All annotated,identity_markers_removed
Donor6,UA5,ER_stress,-0.312781321836492,3261,All annotated,identity_markers_removed
Donor1,UD,ER_stress,-0.253499338846284,915,All annotated,identity_markers_removed
Donor5,UA5,ER_stress,-0.241285573980929,19,All annotated,identity_markers_removed
Donor3,NA5,ER_stress,-0.00363475809974941,6663,All annotated,identity_markers_removed
Donor4,CF,ER_stress,0.053952568210427,4562,All annotated,identity_markers_removed
Donor6,CF,ER_stress,-0.279718406870393,6575,All annotated,identity_markers_removed
Donor1,CF,ER_stress,-0.273550930834428,5995,All annotated,identity_markers_removed
Donor5,NA5,ER_stress,-0.274334421702748,12415,All annotated,identity_markers_removed
Donor2,NA5,ER_stress,-0.263484671463895,5389,All annotated,identity_markers_removed
Donor3,CF,ER_stress,0.0780797796080707,4923,All annotated,identity_markers_removed
Donor4,NA5,ER_stress,0.0758591401039355,2472,All annotated,identity_markers_removed
Donor1,NA5,ER_stress,-0.24868201312276,310,All annotated,identity_markers_removed
Donor2,CF,ER_stress,-0.197303196565761,61,All annotated,identity_markers_removed
Donor5,CF,ER_stress,-0.186493334830077,34,All annotated,identity_markers_removed
Donor6,NA5,ER_stress,0.458318183869395,3,All annotated,identity_markers_removed
Donor6,N,Proliferation_stress,-0.00545508689427981,1663,All annotated,identity_markers_removed
Donor1,N,Proliferation_stress,-0.119335863388745,130,All annotated,identity_markers_removed
Donor4,N,Proliferation_stress,-0.0742252117903128,455,All annotated,identity_markers_removed
Donor2,NNAMPT,Proliferation_stress,-0.0772538809338558,537,All annotated,identity_markers_removed
Donor1,NNAMPT,Proliferation_stress,-0.138406862983976,166,All annotated,identity_markers_removed
Donor5,N,Proliferation_stress,-0.0608492000110128,133,All annotated,identity_markers_removed
Donor3,N,Proliferation_stress,-0.0864166955715269,201,All annotated,identity_markers_removed
Donor5,NNAMPT,Proliferation_stress,-0.123542037812222,99,All annotated,identity_markers_removed
Donor4,NNAMPT,Proliferation_stress,-0.0782213831626131,540,All annotated,identity_markers_removed
Donor2,N,Proliferation_stress,-0.14480967182042,112,All annotated,identity_markers_removed
Donor3,NNAMPT,Proliferation_stress,0.0446987602511364,59,All annotated,identity_markers_removed
Donor6,NNAMPT,Proliferation_stress,-0.0492534090264547,26,All annotated,identity_markers_removed
Donor6,UF,Proliferation_stress,-0.0692679305942837,1972,All annotated,identity_markers_removed
Donor3,UF,Proliferation_stress,-0.0152350134007317,3890,All annotated,identity_markers_removed
Donor4,UF,Proliferation_stress,-0.0289001566692051,6013,All annotated,identity_markers_removed
Donor2,UF,Proliferation_stress,-0.0627538257175479,3019,All annotated,identity_markers_removed
Donor4,UN,Proliferation_stress,-0.0161944564036943,2440,All annotated,identity_markers_removed
Donor3,UN,Proliferation_stress,0.00924733701471907,4466,All annotated,identity_markers_removed
Donor2,UN,Proliferation_stress,-0.0639069641371979,1863,All annotated,identity_markers_removed
Donor6,UN,Proliferation_stress,-0.0678955358385668,229,All annotated,identity_markers_removed
Donor1,UF,Proliferation_stress,-0.080068098625431,534,All annotated,identity_markers_removed
Donor1,UN,Proliferation_stress,0.0352736232255262,221,All annotated,identity_markers_removed
Donor5,UF,Proliferation_stress,-0.0420478575712019,149,All annotated,identity_markers_removed
Donor5,UN,Proliferation_stress,0.0544201557911699,75,All annotated,identity_markers_removed
Donor5,UD,Proliferation_stress,-0.0643265237480213,6764,All annotated,identity_markers_removed
Donor1,UA5,Proliferation_stress,-0.0551804034818286,7305,All annotated,identity_markers_removed
Donor6,UD,Proliferation_stress,-0.07932636488456,2875,All annotated,identity_markers_removed
Donor4,UD,Proliferation_stress,0.0118749569118544,3645,All annotated,identity_markers_removed
Donor3,UA5,Proliferation_stress,0.0101411018156968,4000,All annotated,identity_markers_removed
Donor3,UD,Proliferation_stress,0.00244918412109692,3339,All annotated,identity_markers_removed
Donor4,UA5,Proliferation_stress,0.000803360688170509,3237,All annotated,identity_markers_removed
Donor2,UD,Proliferation_stress,-0.0574474665832784,5139,All annotated,identity_markers_removed
Donor2,UA5,Proliferation_stress,-0.0445398446106202,5195,All annotated,identity_markers_removed
Donor6,UA5,Proliferation_stress,-0.0722544842238693,3261,All annotated,identity_markers_removed
Donor1,UD,Proliferation_stress,-0.031135615339893,915,All annotated,identity_markers_removed
Donor5,UA5,Proliferation_stress,0.0864774858011416,19,All annotated,identity_markers_removed
Donor3,NA5,Proliferation_stress,-0.0418177288320032,6663,All annotated,identity_markers_removed
Donor4,CF,Proliferation_stress,-0.0384156172838765,4562,All annotated,identity_markers_removed
Donor6,CF,Proliferation_stress,-0.110024841325585,6575,All annotated,identity_markers_removed
Donor1,CF,Proliferation_stress,-0.101081094470736,5995,All annotated,identity_markers_removed
Donor5,NA5,Proliferation_stress,-0.10127019879711,12415,All annotated,identity_markers_removed
Donor2,NA5,Proliferation_stress,-0.0928516357388352,5389,All annotated,identity_markers_removed
Donor3,CF,Proliferation_stress,-0.0314711553946532,4923,All annotated,identity_markers_removed
Donor4,NA5,Proliferation_stress,-0.0418436511453992,2472,All annotated,identity_markers_removed
Donor1,NA5,Proliferation_stress,-0.109730869648195,310,All annotated,identity_markers_removed
Donor2,CF,Proliferation_stress,0.0914939282285548,61,All annotated,identity_markers_removed
Donor5,CF,Proliferation_stress,-0.00166358318904265,34,All annotated,identity_markers_removed
Donor6,NA5,Proliferation_stress,-0.0216683769363353,3,All annotated,identity_markers_removed
Donor6,N,Integrin_adhesion,-0.226304137569972,1663,All annotated,identity_markers_removed
Donor1,N,Integrin_adhesion,-0.242566237604849,130,All annotated,identity_markers_removed
Donor4,N,Integrin_adhesion,-0.217522015967433,455,All annotated,identity_markers_removed
Donor2,NNAMPT,Integrin_adhesion,-0.262365560912427,537,All annotated,identity_markers_removed
Donor1,NNAMPT,Integrin_adhesion,-0.267930407824967,166,All annotated,identity_markers_removed
Donor5,N,Integrin_adhesion,-0.257816007627858,133,All annotated,identity_markers_removed
Donor3,N,Integrin_adhesion,-0.17047673636738,201,All annotated,identity_markers_removed
Donor5,NNAMPT,Integrin_adhesion,-0.269468863480858,99,All annotated,identity_markers_removed
Donor4,NNAMPT,Integrin_adhesion,-0.221195420618453,540,All annotated,identity_markers_removed
Donor2,N,Integrin_adhesion,-0.219342715813463,112,All annotated,identity_markers_removed
Donor3,NNAMPT,Integrin_adhesion,-0.0574596898973036,59,All annotated,identity_markers_removed
Donor6,NNAMPT,Integrin_adhesion,-0.2233259273143,26,All annotated,identity_markers_removed
Donor6,UF,Integrin_adhesion,-0.230360818977624,1972,All annotated,identity_markers_removed
Donor3,UF,Integrin_adhesion,-0.0186333059105581,3890,All annotated,identity_markers_removed
Donor4,UF,Integrin_adhesion,-0.052958493037833,6013,All annotated,identity_markers_removed
Donor2,UF,Integrin_adhesion,-0.212737502202615,3019,All annotated,identity_markers_removed
Donor4,UN,Integrin_adhesion,-0.0730747115902655,2440,All annotated,identity_markers_removed
Donor3,UN,Integrin_adhesion,-0.0159925832836041,4466,All annotated,identity_markers_removed
Donor2,UN,Integrin_adhesion,-0.205743560972784,1863,All annotated,identity_markers_removed
Donor6,UN,Integrin_adhesion,-0.196744119675128,229,All annotated,identity_markers_removed
Donor1,UF,Integrin_adhesion,-0.20121495864994,534,All annotated,identity_markers_removed
Donor1,UN,Integrin_adhesion,-0.213235855467068,221,All annotated,identity_markers_removed
Donor5,UF,Integrin_adhesion,-0.252808428948772,149,All annotated,identity_markers_removed
Donor5,UN,Integrin_adhesion,-0.196579602007142,75,All annotated,identity_markers_removed
Donor5,UD,Integrin_adhesion,-0.254158648069616,6764,All annotated,identity_markers_removed
Donor1,UA5,Integrin_adhesion,-0.239060771339357,7305,All annotated,identity_markers_removed
Donor6,UD,Integrin_adhesion,-0.256973503748104,2875,All annotated,identity_markers_removed
Donor4,UD,Integrin_adhesion,-0.0444028720993786,3645,All annotated,identity_markers_removed
Donor3,UA5,Integrin_adhesion,-0.0438838835492112,4000,All annotated,identity_markers_removed
Donor3,UD,Integrin_adhesion,-0.0716538887185976,3339,All annotated,identity_markers_removed
Donor4,UA5,Integrin_adhesion,-0.0650767039219426,3237,All annotated,identity_markers_removed
Donor2,UD,Integrin_adhesion,-0.242305353467093,5139,All annotated,identity_markers_removed
Donor2,UA5,Integrin_adhesion,-0.243522275439343,5195,All annotated,identity_markers_removed
Donor6,UA5,Integrin_adhesion,-0.260581868804532,3261,All annotated,identity_markers_removed
Donor1,UD,Integrin_adhesion,-0.211724656440065,915,All annotated,identity_markers_removed
Donor5,UA5,Integrin_adhesion,-0.268457506365121,19,All annotated,identity_markers_removed
Donor3,NA5,Integrin_adhesion,0.0201917968358061,6663,All annotated,identity_markers_removed
Donor4,CF,Integrin_adhesion,0.0466183231704801,4562,All annotated,identity_markers_removed
Donor6,CF,Integrin_adhesion,-0.220724401779446,6575,All annotated,identity_markers_removed
Donor1,CF,Integrin_adhesion,-0.20164378030533,5995,All annotated,identity_markers_removed
Donor5,NA5,Integrin_adhesion,-0.209194143605529,12415,All annotated,identity_markers_removed
Donor2,NA5,Integrin_adhesion,-0.20810517801671,5389,All annotated,identity_markers_removed
Donor3,CF,Integrin_adhesion,0.074281276952564,4923,All annotated,identity_markers_removed
Donor4,NA5,Integrin_adhesion,0.0657057583212708,2472,All annotated,identity_markers_removed
Donor1,NA5,Integrin_adhesion,-0.181674404452188,310,All annotated,identity_markers_removed
Donor2,CF,Integrin_adhesion,-0.170188654194286,61,All annotated,identity_markers_removed
Donor5,CF,Integrin_adhesion,0.0187909854358286,34,All annotated,identity_markers_removed
Donor6,NA5,Integrin_adhesion,0.425268703886076,3,All annotated,identity_markers_removed
Donor6,N,CXCR4_aging_retention,-0.535622755188601,1663,All annotated,identity_markers_removed
Donor1,N,CXCR4_aging_retention,-0.615195469170274,130,All annotated,identity_markers_removed
Donor4,N,CXCR4_aging_retention,-0.479923772496208,455,All annotated,identity_markers_removed
Donor2,NNAMPT,CXCR4_aging_retention,-0.557835738036186,537,All annotated,identity_markers_removed
Donor1,NNAMPT,CXCR4_aging_retention,-0.597293731292962,166,All annotated,identity_markers_removed
Donor5,N,CXCR4_aging_retention,-0.580254985180616,133,All annotated,identity_markers_removed
Donor3,N,CXCR4_aging_retention,-0.374290674004639,201,All annotated,identity_markers_removed
Donor5,NNAMPT,CXCR4_aging_retention,-0.570076309455106,99,All annotated,identity_markers_removed
Donor4,NNAMPT,CXCR4_aging_retention,-0.468808077830191,540,All annotated,identity_markers_removed
Donor2,N,CXCR4_aging_retention,-0.569159217178403,112,All annotated,identity_markers_removed
Donor3,NNAMPT,CXCR4_aging_retention,-0.088311820977802,59,All annotated,identity_markers_removed
Donor6,NNAMPT,CXCR4_aging_retention,-0.660373700031706,26,All annotated,identity_markers_removed
Donor6,UF,CXCR4_aging_retention,-0.549355251631316,1972,All annotated,identity_markers_removed
Donor3,UF,CXCR4_aging_retention,-0.0406672193056919,3890,All annotated,identity_markers_removed
Donor4,UF,CXCR4_aging_retention,-0.137268679700367,6013,All annotated,identity_markers_removed
Donor2,UF,CXCR4_aging_retention,-0.483256422527321,3019,All annotated,identity_markers_removed
Donor4,UN,CXCR4_aging_retention,-0.087330570200711,2440,All annotated,identity_markers_removed
Donor3,UN,CXCR4_aging_retention,-0.0252383752911067,4466,All annotated,identity_markers_removed
Donor2,UN,CXCR4_aging_retention,-0.475658500611277,1863,All annotated,identity_markers_removed
Donor6,UN,CXCR4_aging_retention,-0.507164363525925,229,All annotated,identity_markers_removed
Donor1,UF,CXCR4_aging_retention,-0.47775793279947,534,All annotated,identity_markers_removed
Donor1,UN,CXCR4_aging_retention,-0.363636460051328,221,All annotated,identity_markers_removed
Donor5,UF,CXCR4_aging_retention,-0.524470477233324,149,All annotated,identity_markers_removed
Donor5,UN,CXCR4_aging_retention,-0.482577022391757,75,All annotated,identity_markers_removed
Donor5,UD,CXCR4_aging_retention,-0.582757695370612,6764,All annotated,identity_markers_removed
Donor1,UA5,CXCR4_aging_retention,-0.561892430871675,7305,All annotated,identity_markers_removed
Donor6,UD,CXCR4_aging_retention,-0.582596033975303,2875,All annotated,identity_markers_removed
Donor4,UD,CXCR4_aging_retention,-0.147597990151271,3645,All annotated,identity_markers_removed
Donor3,UA5,CXCR4_aging_retention,-0.190590442557126,4000,All annotated,identity_markers_removed
Donor3,UD,CXCR4_aging_retention,-0.2440088348437,3339,All annotated,identity_markers_removed
Donor4,UA5,CXCR4_aging_retention,-0.234337771343935,3237,All annotated,identity_markers_removed
Donor2,UD,CXCR4_aging_retention,-0.57483558302604,5139,All annotated,identity_markers_removed
Donor2,UA5,CXCR4_aging_retention,-0.562760310033806,5195,All annotated,identity_markers_removed
Donor6,UA5,CXCR4_aging_retention,-0.595520258800804,3261,All annotated,identity_markers_removed
Donor1,UD,CXCR4_aging_retention,-0.528257417050432,915,All annotated,identity_markers_removed
Donor5,UA5,CXCR4_aging_retention,-0.67708952575192,19,All annotated,identity_markers_removed
Donor3,NA5,CXCR4_aging_retention,0.0277941545950183,6663,All annotated,identity_markers_removed
Donor4,CF,CXCR4_aging_retention,0.0556391464936264,4562,All annotated,identity_markers_removed
Donor6,CF,CXCR4_aging_retention,-0.529453997882501,6575,All annotated,identity_markers_removed
Donor1,CF,CXCR4_aging_retention,-0.504551570927234,5995,All annotated,identity_markers_removed
Donor5,NA5,CXCR4_aging_retention,-0.514933263627038,12415,All annotated,identity_markers_removed
Donor2,NA5,CXCR4_aging_retention,-0.50085880472823,5389,All annotated,identity_markers_removed
Donor3,CF,CXCR4_aging_retention,0.128924001977716,4923,All annotated,identity_markers_removed
Donor4,NA5,CXCR4_aging_retention,0.116324268095195,2472,All annotated,identity_markers_removed
Donor1,NA5,CXCR4_aging_retention,-0.496594173716486,310,All annotated,identity_markers_removed
Donor2,CF,CXCR4_aging_retention,-0.401447113378358,61,All annotated,identity_markers_removed
Donor5,CF,CXCR4_aging_retention,-0.274142366569378,34,All annotated,identity_markers_removed
Donor6,NA5,CXCR4_aging_retention,-0.197089154450615,3,All annotated,identity_markers_removed
Donor1,N,NETosis,-0.0831165388395303,38,Resolved; >=100 genes,identity_markers_removed
Donor6,N,NETosis,-0.019518736928363,584,Resolved; >=100 genes,identity_markers_removed
Donor5,NNAMPT,NETosis,-0.127599162550232,24,Resolved; >=100 genes,identity_markers_removed
Donor2,NNAMPT,NETosis,-0.0802311704064164,141,Resolved; >=100 genes,identity_markers_removed
Donor1,NNAMPT,NETosis,-0.134462498881682,43,Resolved; >=100 genes,identity_markers_removed
Donor4,NNAMPT,NETosis,0.0400905799975937,173,Resolved; >=100 genes,identity_markers_removed
Donor4,N,NETosis,-0.0188616045676904,177,Resolved; >=100 genes,identity_markers_removed
Donor5,N,NETosis,-0.127385088175303,42,Resolved; >=100 genes,identity_markers_removed
Donor3,N,NETosis,0.0740299600350324,91,Resolved; >=100 genes,identity_markers_removed
Donor3,NNAMPT,NETosis,0.172699641640088,33,Resolved; >=100 genes,identity_markers_removed
Donor2,N,NETosis,-0.092548718057869,31,Resolved; >=100 genes,identity_markers_removed
Donor6,NNAMPT,NETosis,-0.181074410623976,8,Resolved; >=100 genes,identity_markers_removed
Donor4,UF,NETosis,0.0669504853672581,3335,Resolved; >=100 genes,identity_markers_removed
Donor4,UN,NETosis,0.116824523432995,1196,Resolved; >=100 genes,identity_markers_removed
Donor3,UN,NETosis,0.0706566704338376,2516,Resolved; >=100 genes,identity_markers_removed
Donor2,UF,NETosis,0.036272706497855,653,Resolved; >=100 genes,identity_markers_removed
Donor3,UF,NETosis,0.066388919601649,2322,Resolved; >=100 genes,identity_markers_removed
Donor2,UN,NETosis,0.0535646516078711,418,Resolved; >=100 genes,identity_markers_removed
Donor6,UF,NETosis,0.0364517619150414,323,Resolved; >=100 genes,identity_markers_removed
Donor1,UF,NETosis,0.0416899303404122,126,Resolved; >=100 genes,identity_markers_removed
Donor1,UN,NETosis,0.0150065385699003,86,Resolved; >=100 genes,identity_markers_removed
Donor5,UF,NETosis,0.124265757232205,25,Resolved; >=100 genes,identity_markers_removed
Donor6,UN,NETosis,0.0278909097870375,51,Resolved; >=100 genes,identity_markers_removed
Donor5,UN,NETosis,0.0656812237358042,24,Resolved; >=100 genes,identity_markers_removed
Donor4,UD,NETosis,0.154677652085008,1835,Resolved; >=100 genes,identity_markers_removed
Donor4,UA5,NETosis,0.146272045367554,1568,Resolved; >=100 genes,identity_markers_removed
Donor5,UD,NETosis,0.00990321615855926,1119,Resolved; >=100 genes,identity_markers_removed
Donor2,UD,NETosis,0.00745225821478416,874,Resolved; >=100 genes,identity_markers_removed
Donor3,UA5,NETosis,0.112258330780322,2043,Resolved; >=100 genes,identity_markers_removed
Donor2,UA5,NETosis,0.0576513248608121,876,Resolved; >=100 genes,identity_markers_removed
Donor6,UD,NETosis,0.000523895877166252,455,Resolved; >=100 genes,identity_markers_removed
Donor1,UA5,NETosis,0.0205961593706809,1307,Resolved; >=100 genes,identity_markers_removed
Donor3,UD,NETosis,0.0731728850109647,1499,Resolved; >=100 genes,identity_markers_removed
Donor6,UA5,NETosis,-0.0396408727474782,498,Resolved; >=100 genes,identity_markers_removed
Donor1,UD,NETosis,-0.00240494089493355,191,Resolved; >=100 genes,identity_markers_removed
Donor5,UA5,NETosis,-0.0530233659100981,4,Resolved; >=100 genes,identity_markers_removed
Donor4,CF,NETosis,0.144975906682367,2817,Resolved; >=100 genes,identity_markers_removed
Donor3,NA5,NETosis,0.153936217073279,3826,Resolved; >=100 genes,identity_markers_removed
Donor2,NA5,NETosis,0.0661328644485843,996,Resolved; >=100 genes,identity_markers_removed
Donor5,NA5,NETosis,0.0685892790756305,2164,Resolved; >=100 genes,identity_markers_removed
Donor3,CF,NETosis,0.172608102075009,3316,Resolved; >=100 genes,identity_markers_removed
Donor6,CF,NETosis,0.0313065724126054,1091,Resolved; >=100 genes,identity_markers_removed
Donor1,CF,NETosis,0.0590631071097399,1097,Resolved; >=100 genes,identity_markers_removed
Donor4,NA5,NETosis,0.132384539356211,1557,Resolved; >=100 genes,identity_markers_removed
Donor1,NA5,NETosis,0.0704250828486531,66,Resolved; >=100 genes,identity_markers_removed
Donor5,CF,NETosis,0.129394099877573,11,Resolved; >=100 genes,identity_markers_removed
Donor2,CF,NETosis,-0.117716616558336,22,Resolved; >=100 genes,identity_markers_removed
Donor6,NA5,NETosis,0.326705340491928,1,Resolved; >=100 genes,identity_markers_removed
Donor1,N,Degranulation,-0.0783376738014607,38,Resolved; >=100 genes,identity_markers_removed
Donor6,N,Degranulation,0.209524705936355,584,Resolved; >=100 genes,identity_markers_removed
Donor5,NNAMPT,Degranulation,-0.0547314240055293,24,Resolved; >=100 genes,identity_markers_removed
Donor2,NNAMPT,Degranulation,0.0322880943726091,141,Resolved; >=100 genes,identity_markers_removed
Donor1,NNAMPT,Degranulation,-0.113187536950327,43,Resolved; >=100 genes,identity_markers_removed
Donor4,NNAMPT,Degranulation,0.130656667856415,173,Resolved; >=100 genes,identity_markers_removed
Donor4,N,Degranulation,0.0616944751710379,177,Resolved; >=100 genes,identity_markers_removed
Donor5,N,Degranulation,-0.073582690930438,42,Resolved; >=100 genes,identity_markers_removed
Donor3,N,Degranulation,0.195614787513167,91,Resolved; >=100 genes,identity_markers_removed
Donor3,NNAMPT,Degranulation,0.161258103233955,33,Resolved; >=100 genes,identity_markers_removed
Donor2,N,Degranulation,-0.0937683733344506,31,Resolved; >=100 genes,identity_markers_removed
Donor6,NNAMPT,Degranulation,0.0392213863681432,8,Resolved; >=100 genes,identity_markers_removed
Donor4,UF,Degranulation,-0.0155899423259045,3335,Resolved; >=100 genes,identity_markers_removed
Donor4,UN,Degranulation,0.0686144942616168,1196,Resolved; >=100 genes,identity_markers_removed
Donor3,UN,Degranulation,0.0153703509894781,2516,Resolved; >=100 genes,identity_markers_removed
Donor2,UF,Degranulation,0.0303633878868564,653,Resolved; >=100 genes,identity_markers_removed
Donor3,UF,Degranulation,-0.00397476028966394,2322,Resolved; >=100 genes,identity_markers_removed
Donor2,UN,Degranulation,0.0666127164454423,418,Resolved; >=100 genes,identity_markers_removed
Donor6,UF,Degranulation,0.0173184813267515,323,Resolved; >=100 genes,identity_markers_removed
Donor1,UF,Degranulation,0.0113764656476035,126,Resolved; >=100 genes,identity_markers_removed
Donor1,UN,Degranulation,-0.00986088654210169,86,Resolved; >=100 genes,identity_markers_removed
Donor5,UF,Degranulation,-0.0233177244177695,25,Resolved; >=100 genes,identity_markers_removed
Donor6,UN,Degranulation,-0.0450414558437161,51,Resolved; >=100 genes,identity_markers_removed
Donor5,UN,Degranulation,-0.148856295924462,24,Resolved; >=100 genes,identity_markers_removed
Donor4,UD,Degranulation,0.0865815374632422,1835,Resolved; >=100 genes,identity_markers_removed
Donor4,UA5,Degranulation,0.0509600658928385,1568,Resolved; >=100 genes,identity_markers_removed
Donor5,UD,Degranulation,0.0871873569580901,1119,Resolved; >=100 genes,identity_markers_removed
Donor2,UD,Degranulation,0.0570667879563381,874,Resolved; >=100 genes,identity_markers_removed
Donor3,UA5,Degranulation,0.0610690570828263,2043,Resolved; >=100 genes,identity_markers_removed
Donor2,UA5,Degranulation,0.087851518497195,876,Resolved; >=100 genes,identity_markers_removed
Donor6,UD,Degranulation,0.10198342853266,455,Resolved; >=100 genes,identity_markers_removed
Donor1,UA5,Degranulation,0.0691511717781005,1307,Resolved; >=100 genes,identity_markers_removed
Donor3,UD,Degranulation,0.0537302294531577,1499,Resolved; >=100 genes,identity_markers_removed
Donor6,UA5,Degranulation,0.061925301344904,498,Resolved; >=100 genes,identity_markers_removed
Donor1,UD,Degranulation,0.142483784441537,191,Resolved; >=100 genes,identity_markers_removed
Donor5,UA5,Degranulation,-0.151473914730994,4,Resolved; >=100 genes,identity_markers_removed
Donor4,CF,Degranulation,0.0443074116878201,2817,Resolved; >=100 genes,identity_markers_removed
Donor3,NA5,Degranulation,0.051806153843873,3826,Resolved; >=100 genes,identity_markers_removed
Donor2,NA5,Degranulation,0.0295947298351882,996,Resolved; >=100 genes,identity_markers_removed
Donor5,NA5,Degranulation,0.0264400303424168,2164,Resolved; >=100 genes,identity_markers_removed
Donor3,CF,Degranulation,0.0555761366771436,3316,Resolved; >=100 genes,identity_markers_removed
Donor6,CF,Degranulation,0.00551489126074697,1091,Resolved; >=100 genes,identity_markers_removed
Donor1,CF,Degranulation,0.0380263047957358,1097,Resolved; >=100 genes,identity_markers_removed
Donor4,NA5,Degranulation,0.0485638125354532,1557,Resolved; >=100 genes,identity_markers_removed
Donor1,NA5,Degranulation,0.0188180640014805,66,Resolved; >=100 genes,identity_markers_removed
Donor5,CF,Degranulation,0.143497706311117,11,Resolved; >=100 genes,identity_markers_removed
Donor2,CF,Degranulation,-0.0280948930858412,22,Resolved; >=100 genes,identity_markers_removed
Donor6,NA5,Degranulation,0.172333167803168,1,Resolved; >=100 genes,identity_markers_removed
Donor1,N,Oxidative_burst,-0.136996943208404,38,Resolved; >=100 genes,identity_markers_removed
Donor6,N,Oxidative_burst,-0.163514327911145,584,Resolved; >=100 genes,identity_markers_removed
Donor5,NNAMPT,Oxidative_burst,-0.288676031107054,24,Resolved; >=100 genes,identity_markers_removed
Donor2,NNAMPT,Oxidative_burst,-0.176439270397143,141,Resolved; >=100 genes,identity_markers_removed
Donor1,NNAMPT,Oxidative_burst,-0.206019419941582,43,Resolved; >=100 genes,identity_markers_removed
Donor4,NNAMPT,Oxidative_burst,-0.121568211010811,173,Resolved; >=100 genes,identity_markers_removed
Donor4,N,Oxidative_burst,-0.0408624236049017,177,Resolved; >=100 genes,identity_markers_removed
Donor5,N,Oxidative_burst,-0.243476058182216,42,Resolved; >=100 genes,identity_markers_removed
Donor3,N,Oxidative_burst,0.00196856634593481,91,Resolved; >=100 genes,identity_markers_removed
Donor3,NNAMPT,Oxidative_burst,-0.0292815862570123,33,Resolved; >=100 genes,identity_markers_removed
Donor2,N,Oxidative_burst,-0.166136145745206,31,Resolved; >=100 genes,identity_markers_removed
Donor6,NNAMPT,Oxidative_burst,-0.341812834880546,8,Resolved; >=100 genes,identity_markers_removed
Donor4,UF,Oxidative_burst,0.108627366276601,3335,Resolved; >=100 genes,identity_markers_removed
Donor4,UN,Oxidative_burst,0.176028147285439,1196,Resolved; >=100 genes,identity_markers_removed
Donor3,UN,Oxidative_burst,0.095178296364292,2516,Resolved; >=100 genes,identity_markers_removed
Donor2,UF,Oxidative_burst,0.0749711151512464,653,Resolved; >=100 genes,identity_markers_removed
Donor3,UF,Oxidative_burst,0.10590757114549,2322,Resolved; >=100 genes,identity_markers_removed
Donor2,UN,Oxidative_burst,0.0917024602464213,418,Resolved; >=100 genes,identity_markers_removed
