DonorID,program,version,composition,activity,total,retained_0,retained_1,n_states,n0,n1,min_state_cells
Donor2,Phagocytosis,identity_markers_removed,-0.00903058575130736,-0.170349707104887,-0.179380292856195,1,1,4,720,944,1
Donor2,Chemotaxis,identity_markers_removed,-0.0119195250293991,-0.165601602500445,-0.177521127529844,1,1,4,720,944,1
Donor2,OSM_inflammation,identity_markers_removed,-0.00479618271424071,-0.046466531218293,-0.0512627139325337,1,1,4,720,944,1
Donor2,Type_I_interferon,identity_markers_removed,0.0118082661934799,0.0038775996529988,0.0156858658464787,1,1,4,720,944,1
Donor2,Immature_granulopoiesis,identity_markers_removed,0.0667059174331093,0.0353081479786763,0.102014065411786,1,1,4,720,944,1
Donor2,Survival_antiapoptosis,identity_markers_removed,-0.00347449805352299,-0.09742515279144,-0.100899650844963,1,1,4,720,944,1
Donor2,Hypoxia_glycolysis,identity_markers_removed,0.00646215726501104,-0.0434484051338606,-0.0369862478688496,1,1,4,720,944,1
Donor2,ER_stress,identity_markers_removed,-0.00130980375443057,-0.172681694045308,-0.173991497799739,1,1,4,720,944,1
Donor2,Proliferation_stress,identity_markers_removed,0.00859584940779729,0.00656970657435916,0.0151655559821564,1,1,4,720,944,1
Donor2,Integrin_adhesion,identity_markers_removed,0.000343844852814132,-0.0830171282927746,-0.0826732834399604,1,1,4,720,944,1
Donor2,CXCR4_aging_retention,identity_markers_removed,-0.0166983853612757,-0.209003251682004,-0.225701637043279,1,1,4,720,944,1
Donor2,NETosis,identity_markers_removed,0.0237580258303081,0.00700154285384784,0.0307595686841559,1,1,4,720,944,10
Donor2,Degranulation,identity_markers_removed,0.0478670197155274,0.0121521427068894,0.0600191624224168,1,1,4,720,944,10
Donor2,Oxidative_burst,identity_markers_removed,0.00414281139923941,-0.108700713825587,-0.104557902426347,1,1,4,720,944,10
Donor2,Phagocytosis,identity_markers_removed,-0.00903058575130736,-0.170349707104887,-0.179380292856195,1,1,4,720,944,10
Donor2,Chemotaxis,identity_markers_removed,-0.0119195250293991,-0.165601602500445,-0.177521127529844,1,1,4,720,944,10
Donor2,OSM_inflammation,identity_markers_removed,-0.00479618271424071,-0.046466531218293,-0.0512627139325337,1,1,4,720,944,10
Donor2,Type_I_interferon,identity_markers_removed,0.0118082661934799,0.0038775996529988,0.0156858658464787,1,1,4,720,944,10
Donor2,Immature_granulopoiesis,identity_markers_removed,0.0667059174331093,0.0353081479786763,0.102014065411786,1,1,4,720,944,10
Donor2,Survival_antiapoptosis,identity_markers_removed,-0.00347449805352299,-0.09742515279144,-0.100899650844963,1,1,4,720,944,10
Donor2,Hypoxia_glycolysis,identity_markers_removed,0.00646215726501104,-0.0434484051338606,-0.0369862478688496,1,1,4,720,944,10
Donor2,ER_stress,identity_markers_removed,-0.00130980375443057,-0.172681694045308,-0.173991497799739,1,1,4,720,944,10
Donor2,Proliferation_stress,identity_markers_removed,0.00859584940779729,0.00656970657435916,0.0151655559821564,1,1,4,720,944,10
Donor2,Integrin_adhesion,identity_markers_removed,0.000343844852814132,-0.0830171282927746,-0.0826732834399604,1,1,4,720,944,10
Donor2,CXCR4_aging_retention,identity_markers_removed,-0.0166983853612757,-0.209003251682004,-0.225701637043279,1,1,4,720,944,10
Donor4,NETosis,identity_markers_removed,0.00532012181727261,0.0776869004384159,0.0830070222556885,1,1,4,3393,1576,1
Donor4,Degranulation,identity_markers_removed,0.0106602050184389,0.0555097944955422,0.0661699995139811,1,1,4,3393,1576,1
Donor4,Oxidative_burst,identity_markers_removed,0.00148834850391899,0.101617614229267,0.103105962733186,1,1,4,3393,1576,1
Donor4,Phagocytosis,identity_markers_removed,0.0043375410948404,0.0394415143361145,0.0437790554309549,1,1,4,3393,1576,1
Donor4,Chemotaxis,identity_markers_removed,0.00344133711166861,-0.0184661119803703,-0.0150247748687017,1,1,4,3393,1576,1
Donor4,OSM_inflammation,identity_markers_removed,-0.0187155629118328,-0.0266118154890412,-0.045327378400874,1,1,4,3393,1576,1
Donor4,Type_I_interferon,identity_markers_removed,0.0206462059590322,0.01637944883263,0.0370256547916622,1,1,4,3393,1576,1
Donor4,Immature_granulopoiesis,identity_markers_removed,0.0109440642747031,0.0438025402944882,0.0547466045691913,1,1,4,3393,1576,1
Donor4,Survival_antiapoptosis,identity_markers_removed,-0.000339844324647519,0.0162465093145012,0.0159066649898537,1,1,4,3393,1576,1
Donor4,Hypoxia_glycolysis,identity_markers_removed,0.00218978307822657,0.0811162264062154,0.083306009484442,1,1,4,3393,1576,1
Donor4,ER_stress,identity_markers_removed,-0.00100128538174295,-0.0103370558355118,-0.0113383412172548,1,1,4,3393,1576,1
Donor4,Proliferation_stress,identity_markers_removed,0.0019686130734753,0.0426925865132801,0.0446611995867554,1,1,4,3393,1576,1
Donor4,Integrin_adhesion,identity_markers_removed,0.00190490794340195,0.0437781941386739,0.0456831020820758,1,1,4,3393,1576,1
Donor4,CXCR4_aging_retention,identity_markers_removed,0.0060346496574201,-0.0494054976648972,-0.0433708480074771,1,1,4,3393,1576,1
Donor4,NETosis,identity_markers_removed,0.00532012181727261,0.0776869004384159,0.0830070222556885,1,1,4,3393,1576,10
Donor4,Degranulation,identity_markers_removed,0.0106602050184389,0.0555097944955422,0.0661699995139811,1,1,4,3393,1576,10
Donor4,Oxidative_burst,identity_markers_removed,0.00148834850391899,0.101617614229267,0.103105962733186,1,1,4,3393,1576,10
Donor4,Phagocytosis,identity_markers_removed,0.0043375410948404,0.0394415143361145,0.0437790554309549,1,1,4,3393,1576,10
Donor4,Chemotaxis,identity_markers_removed,0.00344133711166861,-0.0184661119803703,-0.0150247748687017,1,1,4,3393,1576,10
Donor4,OSM_inflammation,identity_markers_removed,-0.0187155629118328,-0.0266118154890412,-0.045327378400874,1,1,4,3393,1576,10
Donor4,Type_I_interferon,identity_markers_removed,0.0206462059590322,0.01637944883263,0.0370256547916622,1,1,4,3393,1576,10
Donor4,Immature_granulopoiesis,identity_markers_removed,0.0109440642747031,0.0438025402944882,0.0547466045691913,1,1,4,3393,1576,10
Donor4,Survival_antiapoptosis,identity_markers_removed,-0.000339844324647519,0.0162465093145012,0.0159066649898537,1,1,4,3393,1576,10
Donor4,Hypoxia_glycolysis,identity_markers_removed,0.00218978307822657,0.0811162264062154,0.083306009484442,1,1,4,3393,1576,10
Donor4,ER_stress,identity_markers_removed,-0.00100128538174295,-0.0103370558355118,-0.0113383412172548,1,1,4,3393,1576,10
Donor4,Proliferation_stress,identity_markers_removed,0.0019686130734753,0.0426925865132801,0.0446611995867554,1,1,4,3393,1576,10
Donor4,Integrin_adhesion,identity_markers_removed,0.00190490794340195,0.0437781941386739,0.0456831020820758,1,1,4,3393,1576,10
Donor4,CXCR4_aging_retention,identity_markers_removed,0.0060346496574201,-0.0494054976648972,-0.0433708480074771,1,1,4,3393,1576,10
Donor3,NETosis,identity_markers_removed,0.00240667852903536,0.0448491267216529,0.0472558052506883,1,1,4,2349,2053,1
Donor3,Degranulation,identity_markers_removed,0.00793567110854135,0.0567043854844694,0.0646400565930108,1,1,4,2349,2053,1
Donor3,Oxidative_burst,identity_markers_removed,-0.00113854113137909,0.0525468412671713,0.0514083001357922,1,1,4,2349,2053,1
Donor3,Phagocytosis,identity_markers_removed,-0.00374280028299044,0.00255879498427252,-0.00118400529871792,1,1,4,2349,2053,1
Donor3,Chemotaxis,identity_markers_removed,-0.00577695600339129,-0.0467671407650165,-0.0525440967684078,1,1,4,2349,2053,1
Donor3,OSM_inflammation,identity_markers_removed,0.00077678760666573,-0.0233065117667108,-0.0225297241600451,1,1,4,2349,2053,1
Donor3,Type_I_interferon,identity_markers_removed,0.00788869226738833,0.00525552587022298,0.0131442181376113,1,1,4,2349,2053,1
Donor3,Immature_granulopoiesis,identity_markers_removed,0.0138305505888221,0.0678307112783326,0.0816612618671547,1,1,4,2349,2053,1
Donor3,Survival_antiapoptosis,identity_markers_removed,0.00126234408822921,0.0176256491230117,0.0188879932112409,1,1,4,2349,2053,1
Donor3,Hypoxia_glycolysis,identity_markers_removed,-0.000905059306087161,0.078276043290147,0.0773709839840599,1,1,4,2349,2053,1
Donor3,ER_stress,identity_markers_removed,-0.000333137303609089,-0.0312298405820749,-0.031562977885684,1,1,4,2349,2053,1
Donor3,Proliferation_stress,identity_markers_removed,0.00316001911560537,0.0274131071801592,0.0305731262957646,1,1,4,2349,2053,1
Donor3,Integrin_adhesion,identity_markers_removed,-0.000923548624106802,0.0406913408317009,0.0397677922075941,1,1,4,2349,2053,1
Donor3,CXCR4_aging_retention,identity_markers_removed,-0.00889128368840583,-0.0895038607681685,-0.0983951444565744,1,1,4,2349,2053,1
Donor3,NETosis,identity_markers_removed,0.00240667852903536,0.0448491267216529,0.0472558052506883,1,1,4,2349,2053,10
Donor3,Degranulation,identity_markers_removed,0.00793567110854135,0.0567043854844694,0.0646400565930108,1,1,4,2349,2053,10
Donor3,Oxidative_burst,identity_markers_removed,-0.00113854113137909,0.0525468412671713,0.0514083001357922,1,1,4,2349,2053,10
Donor3,Phagocytosis,identity_markers_removed,-0.00374280028299044,0.00255879498427252,-0.00118400529871792,1,1,4,2349,2053,10
Donor3,Chemotaxis,identity_markers_removed,-0.00577695600339129,-0.0467671407650165,-0.0525440967684078,1,1,4,2349,2053,10
Donor3,OSM_inflammation,identity_markers_removed,0.00077678760666573,-0.0233065117667108,-0.0225297241600451,1,1,4,2349,2053,10
Donor3,Type_I_interferon,identity_markers_removed,0.00788869226738833,0.00525552587022298,0.0131442181376113,1,1,4,2349,2053,10
Donor3,Immature_granulopoiesis,identity_markers_removed,0.0138305505888221,0.0678307112783326,0.0816612618671547,1,1,4,2349,2053,10
Donor3,Survival_antiapoptosis,identity_markers_removed,0.00126234408822921,0.0176256491230117,0.0188879932112409,1,1,4,2349,2053,10
Donor3,Hypoxia_glycolysis,identity_markers_removed,-0.000905059306087161,0.078276043290147,0.0773709839840599,1,1,4,2349,2053,10
Donor3,ER_stress,identity_markers_removed,-0.000333137303609089,-0.0312298405820749,-0.031562977885684,1,1,4,2349,2053,10
Donor3,Proliferation_stress,identity_markers_removed,0.00316001911560537,0.0274131071801592,0.0305731262957646,1,1,4,2349,2053,10
Donor3,Integrin_adhesion,identity_markers_removed,-0.000923548624106802,0.0406913408317009,0.0397677922075941,1,1,4,2349,2053,10
Donor3,CXCR4_aging_retention,identity_markers_removed,-0.00889128368840583,-0.0895038607681685,-0.0983951444565744,1,1,4,2349,2053,10
