DonorID,program,version,composition,activity,total,retained_0,retained_1,n_states,n0,n1,min_state_cells
Donor6,Type_I_interferon,full_gene,-0.0149688842413254,-0.0349629716280328,-0.0499318558693581,1,1,4,369,510,10
Donor6,Immature_granulopoiesis,full_gene,0.0544996289871454,0.0807732115237299,0.135272840510875,1,1,4,369,510,10
Donor6,Survival_antiapoptosis,full_gene,-0.0110619474493182,-0.0768817191018311,-0.0879436665511494,1,1,4,369,510,10
Donor6,Hypoxia_glycolysis,full_gene,0.00202597073774718,-0.0641268787200701,-0.0621009079823229,1,1,4,369,510,10
Donor6,ER_stress,full_gene,-0.00401658408215816,-0.150214856680507,-0.154231440762665,1,1,4,369,510,10
Donor6,Proliferation_stress,full_gene,0.0356678407356819,-0.10839491810302,-0.0727270773673384,1,1,4,369,510,10
Donor6,Integrin_adhesion,full_gene,0.00253533018002481,-0.121584597280565,-0.11904926710054,1,1,4,369,510,10
Donor6,CXCR4_aging_retention,full_gene,0.03246289510313,-0.292263884884044,-0.259800989780914,1,1,4,369,510,10
Donor5,NETosis,full_gene,0.00784471726414584,-0.142634625570485,-0.134789908306339,1,0.75,2,28,4,1
Donor5,Degranulation,full_gene,0.00314695833041372,-0.209529579742531,-0.206382621412117,1,0.75,2,28,4,1
Donor5,Oxidative_burst,full_gene,0.0121788459270485,-0.1421466222888,-0.129967776361752,1,0.75,2,28,4,1
Donor5,Phagocytosis,full_gene,0.00229644877452494,-0.387305321453915,-0.38500887267939,1,0.75,2,28,4,1
Donor5,Chemotaxis,full_gene,0.000106267072975706,-0.640543915817481,-0.640437648744505,1,0.75,2,28,4,1
Donor5,OSM_inflammation,full_gene,-0.0060705644385398,-0.30515788206787,-0.31122844650641,1,0.75,2,28,4,1
Donor5,Type_I_interferon,full_gene,0.000480980122665762,-0.0264539067466164,-0.0259729266239507,1,0.75,2,28,4,1
Donor5,Immature_granulopoiesis,full_gene,0.000794207231609471,-0.0779357923736367,-0.0771415851420273,1,0.75,2,28,4,1
Donor5,Survival_antiapoptosis,full_gene,0.00994552882110498,-0.0929303452630959,-0.082984816441991,1,0.75,2,28,4,1
Donor5,Hypoxia_glycolysis,full_gene,0.00152472339931223,-0.25976046728095,-0.258235743881637,1,0.75,2,28,4,1
Donor5,ER_stress,full_gene,-0.000818613167162933,0.0706440584555227,0.0698254452883598,1,0.75,2,28,4,1
Donor5,Proliferation_stress,full_gene,0.0067056667567832,-0.0231398163111893,-0.0164341495544061,1,0.75,2,28,4,1
Donor5,Integrin_adhesion,full_gene,0.0059381123381142,-0.285462099107273,-0.279523986769159,1,0.75,2,28,4,1
Donor5,CXCR4_aging_retention,full_gene,0.0158412559749006,-0.830878879715631,-0.81503762374073,1,0.75,2,28,4,1
Donor2,NETosis,full_gene,0.0286393107562854,-0.00283613842432697,0.0258031723319584,1,1,4,720,944,1
Donor2,Degranulation,full_gene,0.0478670197155274,0.0121521427068894,0.0600191624224168,1,1,4,720,944,1
Donor2,Oxidative_burst,full_gene,0.00414281139923941,-0.108700713825587,-0.104557902426347,1,1,4,720,944,1
Donor2,Phagocytosis,full_gene,-0.00903058575130736,-0.170349707104887,-0.179380292856195,1,1,4,720,944,1
Donor2,Chemotaxis,full_gene,-0.0144398823371663,-0.183034883210679,-0.197474765547846,1,1,4,720,944,1
Donor2,OSM_inflammation,full_gene,-0.00485347739600901,-0.0693827928148782,-0.0742362702108872,1,1,4,720,944,1
Donor2,Type_I_interferon,full_gene,0.011829832921648,0.00393749191416859,0.0157673248358166,1,1,4,720,944,1
Donor2,Immature_granulopoiesis,full_gene,0.0667059174331093,0.0353081479786763,0.102014065411786,1,1,4,720,944,1
Donor2,Survival_antiapoptosis,full_gene,-0.00347449805352299,-0.09742515279144,-0.100899650844963,1,1,4,720,944,1
Donor2,Hypoxia_glycolysis,full_gene,0.00646215726501104,-0.0434484051338606,-0.0369862478688496,1,1,4,720,944,1
Donor2,ER_stress,full_gene,-0.00130980375443057,-0.172681694045308,-0.173991497799739,1,1,4,720,944,1
