Fine_annotation_3,HS,Condition,cells
10_19-B_cells,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,50
02-unassigned,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,130
07-T_cells,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,109
01-IEC_crypt_base,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,239
9-CCL3_L3_CCL4_L2hi,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,120
05G-MNP_activated,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,1
08_27_IEC_colonocyte,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,52
05-MNP_NOS,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,23
15-Fibroblast_PDGFRBhi,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,65
11_22-IgG_plasma_cell,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,56
18-unassigned,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,32
14-unassigned,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,84
20_21_23_Endothelial,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,67
06-Cytotoxic_NK,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,137
03_26-IgA_plasma_cell,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,120
17-Fibroblast_PLAC9_FZD8hi,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,48
01A-Muscularis mucosae and myofibroblast,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,42
01C_24_activated_fibroblast,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,17
12-unassigned,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,89
1B-Fibroblast,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,25
25-Treg,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,1
05B-MNP-M2_macrophage,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,4
05F-MNP_monocyte_neutrophil,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,7
13-IEC_crypt_base_MHCIIhi,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,3
05C-MNP-mDC,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,1
05A-MNP-M1_Macrophage,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,2
07-T_cells,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,209
02-unassigned,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,332
14-unassigned,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,111
10_19-B_cells,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,172
11_22-IgG_plasma_cell,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,263
05-MNP_NOS,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,47
08_27_IEC_colonocyte,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,22
17-Fibroblast_PLAC9_FZD8hi,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,99
12-unassigned,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,150
06-Cytotoxic_NK,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,217
9-CCL3_L3_CCL4_L2hi,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,237
15-Fibroblast_PDGFRBhi,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,107
03_26-IgA_plasma_cell,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,55
1B-Fibroblast,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,24
16-unassigned,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,127
20_21_23_Endothelial,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,84
18-unassigned,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,52
05C-MNP-mDC,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,4
04-IEC_CT_coloncyte,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,2
13-IEC_crypt_base_MHCIIhi,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,32
05F-MNP_monocyte_neutrophil,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,6
01-IEC_crypt_base,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,59
05E-MNP-pDC,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,6
01A-Muscularis mucosae and myofibroblast,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,24
05B-MNP-M2_macrophage,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,5
01C_24_activated_fibroblast,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,12
05G-MNP_activated,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,3
05A-MNP-M1_Macrophage,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,2
25-Treg,FOV60_HS50_VDZ_RS_PRE_2_Mayo2_Non-responder,PRE_VDZ_Non-responder,1
12-unassigned,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,94
02-unassigned,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,204
17-Fibroblast_PLAC9_FZD8hi,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,57
20_21_23_Endothelial,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,44
10_19-B_cells,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,36
07-T_cells,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,120
16-unassigned,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,81
9-CCL3_L3_CCL4_L2hi,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,142
06-Cytotoxic_NK,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,150
05-MNP_NOS,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,10
14-unassigned,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,73
11_22-IgG_plasma_cell,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,144
15-Fibroblast_PDGFRBhi,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,77
18-unassigned,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,25
03_26-IgA_plasma_cell,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,23
1B-Fibroblast,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,25
05B-MNP-M2_macrophage,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,4
01A-Muscularis mucosae and myofibroblast,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,25
01C_24_activated_fibroblast,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,8
05A-MNP-M1_Macrophage,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,1
25-Treg,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,3
08_27_IEC_colonocyte,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,6
05F-MNP_monocyte_neutrophil,FOV61_HS47_VDZ_R_POST_2_Mayo3_Non-responder,VDZ_POST_Non-responder,2
16-unassigned,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,131
06-Cytotoxic_NK,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,272
14-unassigned,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,138
15-Fibroblast_PDGFRBhi,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,105
13-IEC_crypt_base_MHCIIhi,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,32
12-unassigned,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,154
02-unassigned,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,321
9-CCL3_L3_CCL4_L2hi,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,169
01-IEC_crypt_base,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,120
20_21_23_Endothelial,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,63
11_22-IgG_plasma_cell,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,158
07-T_cells,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,203
10_19-B_cells,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,185
17-Fibroblast_PLAC9_FZD8hi,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,120
05-MNP_NOS,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,81
01C_24_activated_fibroblast,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,44
05G-MNP_activated,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,16
05F-MNP_monocyte_neutrophil,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,27
1B-Fibroblast,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,48
01A-Muscularis mucosae and myofibroblast,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,110
05B-MNP-M2_macrophage,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,14
03_26-IgA_plasma_cell,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,35
08_27_IEC_colonocyte,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,69
18-unassigned,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,55
05C-MNP-mDC,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,15
25-Treg,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,3
05A-MNP-M1_Macrophage,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,9
04-IEC_CT_coloncyte,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,5
05E-MNP-pDC,FOV62_HS34_VDZ_C_PRE_4_Mayo2_Responder,PRE_VDZ_Responder,4
18-unassigned,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,20
03_26-IgA_plasma_cell,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,386
02-unassigned,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,86
13-IEC_crypt_base_MHCIIhi,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,435
9-CCL3_L3_CCL4_L2hi,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,69
05F-MNP_monocyte_neutrophil,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,35
10_19-B_cells,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,101
05G-MNP_activated,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,25
05-MNP_NOS,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,127
11_22-IgG_plasma_cell,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,145
16-unassigned,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,25
1B-Fibroblast,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,114
20_21_23_Endothelial,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,25
01A-Muscularis mucosae and myofibroblast,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,69
01-IEC_crypt_base,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,207
06-Cytotoxic_NK,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,32
15-Fibroblast_PDGFRBhi,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,23
08_27_IEC_colonocyte,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,21
07-T_cells,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,42
17-Fibroblast_PLAC9_FZD8hi,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,31
05A-MNP-M1_Macrophage,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,11
05B-MNP-M2_macrophage,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,13
05C-MNP-mDC,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,7
12-unassigned,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,34
01C_24_activated_fibroblast,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,58
04-IEC_CT_coloncyte,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,21
14-unassigned,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,18
05E-MNP-pDC,FOV63_HS36_VDZ_RS_PRE_2_Mayo3_Responder,PRE_VDZ_Responder,3
11_22-IgG_plasma_cell,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,121
04-IEC_CT_coloncyte,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,58
02-unassigned,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,259
1B-Fibroblast,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,38
06-Cytotoxic_NK,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,193
01-IEC_crypt_base,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,208
9-CCL3_L3_CCL4_L2hi,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,165
07-T_cells,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,176
15-Fibroblast_PDGFRBhi,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,96
05-MNP_NOS,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,64
13-IEC_crypt_base_MHCIIhi,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,51
05C-MNP-mDC,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,7
05F-MNP_monocyte_neutrophil,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,16
16-unassigned,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,93
17-Fibroblast_PLAC9_FZD8hi,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,84
08_27_IEC_colonocyte,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,67
12-unassigned,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,120
10_19-B_cells,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,103
14-unassigned,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,88
03_26-IgA_plasma_cell,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,106
18-unassigned,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,46
01C_24_activated_fibroblast,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,38
05A-MNP-M1_Macrophage,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,4
20_21_23_Endothelial,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,74
05B-MNP-M2_macrophage,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,9
05G-MNP_activated,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,9
25-Treg,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,4
01A-Muscularis mucosae and myofibroblast,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,10
05E-MNP-pDC,FOV64_HS32_VDZ_sigm_PRE_2_Mayo1_Responder,PRE_VDZ_Responder,3
10_19-B_cells,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,389
02-unassigned,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,94
05-MNP_NOS,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,160
01A-Muscularis mucosae and myofibroblast,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,227
01C_24_activated_fibroblast,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,57
12-unassigned,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,34
20_21_23_Endothelial,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,30
18-unassigned,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,30
1B-Fibroblast,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,143
17-Fibroblast_PLAC9_FZD8hi,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,46
14-unassigned,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,36
16-unassigned,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,35
07-T_cells,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,70
9-CCL3_L3_CCL4_L2hi,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,50
06-Cytotoxic_NK,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,51
15-Fibroblast_PDGFRBhi,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,55
03_26-IgA_plasma_cell,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,20
05B-MNP-M2_macrophage,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,21
08_27_IEC_colonocyte,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,14
05F-MNP_monocyte_neutrophil,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,23
05E-MNP-pDC,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,15
01-IEC_crypt_base,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,2
11_22-IgG_plasma_cell,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,29
04-IEC_CT_coloncyte,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,2
05G-MNP_activated,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,15
05C-MNP-mDC,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,9
05A-MNP-M1_Macrophage,FOV65_HS32_VDZ_RC_POST_2_Mayo0_Responder,VDZ_POST_Responder,11
12-unassigned,FOV66_HS37_HC_2,HC,92
9-CCL3_L3_CCL4_L2hi,FOV66_HS37_HC_2,HC,111
14-unassigned,FOV66_HS37_HC_2,HC,61
07-T_cells,FOV66_HS37_HC_2,HC,96
02-unassigned,FOV66_HS37_HC_2,HC,163
01C_24_activated_fibroblast,FOV66_HS37_HC_2,HC,5
06-Cytotoxic_NK,FOV66_HS37_HC_2,HC,125
16-unassigned,FOV66_HS37_HC_2,HC,66
20_21_23_Endothelial,FOV66_HS37_HC_2,HC,60
17-Fibroblast_PLAC9_FZD8hi,FOV66_HS37_HC_2,HC,44
03_26-IgA_plasma_cell,FOV66_HS37_HC_2,HC,104
05F-MNP_monocyte_neutrophil,FOV66_HS37_HC_2,HC,2
15-Fibroblast_PDGFRBhi,FOV66_HS37_HC_2,HC,63
11_22-IgG_plasma_cell,FOV66_HS37_HC_2,HC,111
18-unassigned,FOV66_HS37_HC_2,HC,33
04-IEC_CT_coloncyte,FOV66_HS37_HC_2,HC,30
01-IEC_crypt_base,FOV66_HS37_HC_2,HC,39
08_27_IEC_colonocyte,FOV66_HS37_HC_2,HC,32
10_19-B_cells,FOV66_HS37_HC_2,HC,46
05-MNP_NOS,FOV66_HS37_HC_2,HC,8
01A-Muscularis mucosae and myofibroblast,FOV66_HS37_HC_2,HC,6
1B-Fibroblast,FOV66_HS37_HC_2,HC,2
25-Treg,FOV66_HS37_HC_2,HC,3
05G-MNP_activated,FOV66_HS37_HC_2,HC,1
05C-MNP-mDC,FOV66_HS37_HC_2,HC,1
05B-MNP-M2_macrophage,FOV66_HS37_HC_2,HC,1
13-IEC_crypt_base_MHCIIhi,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,120
03_26-IgA_plasma_cell,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,345
11_22-IgG_plasma_cell,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,66
06-Cytotoxic_NK,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,146
08_27_IEC_colonocyte,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,100
9-CCL3_L3_CCL4_L2hi,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,169
05A-MNP-M1_Macrophage,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,4
07-T_cells,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,138
01-IEC_crypt_base,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,302
15-Fibroblast_PDGFRBhi,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,80
02-unassigned,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,261
16-unassigned,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,74
14-unassigned,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,65
1B-Fibroblast,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,28
01A-Muscularis mucosae and myofibroblast,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,13
20_21_23_Endothelial,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,76
12-unassigned,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,110
10_19-B_cells,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,90
05F-MNP_monocyte_neutrophil,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,8
17-Fibroblast_PLAC9_FZD8hi,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,59
18-unassigned,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,49
01C_24_activated_fibroblast,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,16
04-IEC_CT_coloncyte,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,83
05-MNP_NOS,FOV67_HS38_VDZ_AC_PRE_2_Mayo2_Responder,PRE_VDZ_Responder,43
