"cell","UMAP1","UMAP2","condition","state","patient","lineage"
"SAM24406426_150692",-2.67855794545894,-1.11474465339589,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_128188",4.9797872770142,4.41861213237834,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_618715",-2.22624547597652,-1.86771856754231,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_336203",-1.3525782358337,-1.37824927776265,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_301897",-2.75970418569332,-3.86040841548848,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_381809",-1.969495369165,-1.11031662433552,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_373012",-3.45912511464839,-3.02421437709736,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_843231",-3.39559037801509,-1.23127447574544,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_209008",-2.38375241872554,-1.39303742855,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_723199",-2.054869247644,-1.48209225147175,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_466509",-1.33052880880123,-1.34665261714863,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_40566",-3.31726558324581,-1.47396503894734,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_379505",-3.57886703130489,-3.14839350192952,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_53508",-2.11145980474239,-2.07629667728352,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_293629",-4.5794201624084,-4.00420772045064,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_575038",-4.07906062719112,-4.23278867214131,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_375530",-2.70419414159542,-1.03769766300129,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_194139",0.85665647867436,4.03046072513652,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_100909",-2.18530709859615,1.53443259985042,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_724384",-3.80597169515377,-0.68157206981587,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_85154",5.23299960973973,5.37522924930644,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_170977",-4.64661224004512,-0.389833321265455,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_362383",-3.76225288030391,0.0951911905486624,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_82447",1.38005082491154,3.99283565074993,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_483717",-3.37743384954219,-0.146972706012007,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_675235",-3.03566272374874,-0.584981789283033,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_23327",-3.46731956121211,1.10800925881458,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_76763",4.12794874231631,4.59410584957195,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_365659",4.82574157598729,5.33910597354961,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_414070",5.03999631288762,4.13554061443401,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_815237",4.61963267806286,4.10049332172466,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_281103",-3.51780469533687,-0.290447225264784,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_764981",-2.08345563527828,-0.84968685119557,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_540527",-5.63542754766231,-1.38253699748921,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_840955",-6.04474074956661,-1.63006245105671,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_44143",-4.85502441045528,-2.65845238178181,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_607271",-1.83620126363521,-0.679795612982984,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_645448",-1.58402402517086,-0.793736805609937,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_405692",-3.54499776479488,-0.29658489435124,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_128182",-5.87866313573604,-1.73919331043171,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_110961",-2.1051998865295,-1.35997783153462,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_638475",-3.7363296281982,-0.0105463167946298,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_631284",0.642994807989545,-0.359424223593946,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_341386",-1.80258472081905,-1.94968282192158,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_274244",-3.21127278920894,-3.88763343303608,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_110020",-5.07770164129024,-4.96268950908589,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_80919",-2.44185931798702,-3.98004447429585,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_94286",-3.96214492437129,-3.4787570139687,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_8338",4.84866754892582,5.04950798542095,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_504546",-5.53739554998165,-6.20653735607075,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_651162",-2.74368674871211,-2.5979410311501,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_224108",-1.75603492376094,-0.686102618865247,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_126988",-3.42526013967281,-2.55418764560628,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_162368",-4.11153228399044,-1.54978167026448,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_318840",-3.41091735479122,-1.66389166324544,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_41012",-4.02713019963985,-1.77762352435994,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_272081",-2.50699193593746,-4.02454577892231,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_511063",-2.94961698171382,-2.41978203266072,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_607253",-2.15283019658809,-1.01693915336537,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_136121",-5.2515679132629,-1.81119166820454,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_540929",2.03563134554143,5.85485304386211,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_536200",4.01530811372513,2.75955332309795,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_620277",-4.84498508092647,-4.35366641490864,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_394895",-2.74418695089107,-0.60115157573628,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_500629",-2.71253593084102,-4.07584678142476,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_602763",-1.70162541982418,-1.12390243022847,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_448531",-5.164328647821,-3.61894713848042,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_162668",-4.75796611425167,-3.59640847652363,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_618583",-4.06209571477657,-1.10388540237355,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_420496",-4.86955745336299,-0.354847957782026,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_196367",2.22517280462498,5.65813005954814,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_561164",-2.71742971059566,-3.03389417140889,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_333843",-5.21546752568965,-5.15125762432026,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_130270",-3.25113065358882,-0.498048534087415,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_458289",-1.2600808870483,-1.55716525524067,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_166002",-2.8295102846313,-4.0525513788979,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_727290",-4.29406936284786,0.451829607196574,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_830339",-3.43407065984493,-0.967048396758314,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_404914",-4.69544704076534,-2.40478621929097,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_80956",-2.37592656728511,-0.808109035186048,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_608460",-3.56893165227657,1.03904003889156,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_3424",-5.4017496835876,-0.433471908263441,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_584222",-1.65268714544063,-0.892389645270582,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_677475",3.28634230974431,5.46738852054668,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_45915",5.16366188410039,5.03292168171001,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_589761",-6.0120077860046,-1.8012872835915,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_774397",4.70699916961903,4.68623913318706,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_294952",-1.70849807378536,-1.19549929111409,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_669333",-4.35616881963497,-3.21296798198628,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_260455",-3.8636170160461,-0.182975699595686,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_127407",-4.48006541845088,-4.1215587755959,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_41726",-2.58958680745845,-3.98144923656392,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_719663",-3.53979785558467,-1.34120379894185,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_711103",3.24044536236043,5.31532610447002,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_617395",-3.3082404863525,-2.14961086719441,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_870664",-4.39337356206661,-2.74494945018696,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_7160",-4.42221267339473,-4.33757363765645,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_846020",-2.35031039830928,-1.91677128284382,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_654342",-1.95240409490352,-1.46670376270222,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_9076",-2.68072803136592,-0.78492330520558,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_594636",-5.49616630193477,-6.26464520900654,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_758919",-4.04854972478633,-0.316851904086347,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_793139",-2.38309056874996,-1.61901484935689,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_856156",2.82382552507634,5.5980662205894,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_629006",-4.69036491033321,-0.787478317908521,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_335077",-2.18718917485958,-0.363792648009535,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_857555",-4.52844913121944,-3.09432970493245,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_816083",-3.25131995794063,-3.63030683010029,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_230224",-3.13771922704463,-0.307495226554151,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_474251",2.57204000833745,3.67224324733806,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_440439",-5.31764705297237,-0.831799735717054,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_128857",2.53291003587956,3.96338094265056,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_516251",-4.66403873082881,-1.54190193622517,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_751014",-3.72900445577388,-0.77146624534535,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_93344",2.83992962721104,5.37483347446514,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_824135",2.72663121107335,5.80808104068828,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_367193",3.23532550218815,2.47542036563945,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_308638",4.84320061090703,5.13179911167217,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_495377",-4.59301860448604,-2.47368966548848,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_599373",-4.89962489721065,-4.02246676891255,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_810909",-3.8848105203796,0.386902669974093,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_504417",-4.84731967565303,-3.40292083232808,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_828034",2.28579203966374,3.2788580754478,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_735054",-4.97649486181026,-4.66952191799092,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_220434",-4.22482688543086,-1.04961978404927,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_343514",-4.2712040674377,-1.33636473625111,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_124861",2.41498904112095,5.34735525638652,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_54648",-4.51054484960323,-3.39207898586201,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_478605",4.92634897115941,4.0558790066917,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_748976",-4.14806563970333,-0.00398372619556975,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_68481",3.12694315794224,3.94136775524211,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_403857",-1.81400687810665,-2.0454987189095,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_18622",-4.7762261163879,-2.45871101825642,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_772990",-3.86542852041011,-0.72881053893971,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_57847",-4.38317782994991,-1.82726561038899,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_432222",2.43319909456486,4.00378955394817,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_316408",-4.29825980779415,-0.551702727965589,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_747469",-4.71080119725948,-1.04199587314534,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_581746",-4.95437820073848,-2.64609061687398,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_299905",-3.50106341954952,1.18578029663158,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_609411",-4.99823005315547,-1.93716322391438,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_237003",-4.01501472112422,-0.0872078439514596,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_197908",-4.7394600641418,-2.57071196048665,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_803898",3.32090304973836,4.43917811901165,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_149672",-4.03461558934932,-0.468458165816541,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_132276",-4.25481612798458,-1.049860109977,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_717986",-3.83739764806514,-0.550828566245313,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_720259",-4.55741126653438,-4.02830039470601,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_825933",-4.72646339055782,-3.54478370159077,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_113494",-4.61924083348995,0.0937799313743155,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_445374",4.01469994518275,3.92321408779216,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_462547",-4.31726844426876,-2.25456558673787,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_607728",3.45969848516697,3.43293107540203,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_479585",3.10398917082066,4.52159107715679,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_132894",3.115625308783,5.01925934345317,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_223408",-4.76891811010127,-0.883938421897169,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_437573",-3.1464482080627,-0.043701877288099,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_824684",2.95394294145817,4.56867207080913,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_598974",4.42068611267323,4.32847941906047,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_16909",-4.03141219732051,-1.76623975246358,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_23159",-4.98652942296749,-4.03930436580586,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_121450",-3.39256103154903,-1.5233024260323,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_21976",1.32291643503422,4.31152380497051,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_657369",5.00214754226918,4.11339200527263,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_762818",3.80408798340077,4.18215454608989,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_322242",-4.81737811681514,-1.98943888156819,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_686123",-4.30109603521114,-0.456066956214185,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_380043",4.36235396745915,4.4914406636436,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_125436",2.49595789793248,6.01274670154644,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_327834",4.44132398250813,4.53199184925151,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_855763",-5.18074710485225,-4.36817513912129,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_545564",3.04261760595555,4.26615942508769,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_142799",-2.90391452428585,-0.535936345748182,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_641431",1.36821381929631,4.64729584247661,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_485262",-4.76349647161251,-3.34358512370991,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_47225",-4.92083652135616,-0.829875340155836,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_830871",4.44583679917569,4.50532640010906,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_726589",-3.66239698049312,0.125583896942858,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_501322",3.91252908292527,2.95813120395732,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_864446",-3.7927056085754,0.0553354123313468,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_834245",-4.31950004216915,0.164100865431551,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_736941",4.45528890374417,4.51777995616985,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_537249",2.26291994932408,4.95862759143901,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_378842",-1.62995679494625,-0.305805554084059,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_259259",-4.74660785314327,-3.96347295253682,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_535602",-5.47307784673458,-5.80772458522725,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_592142",3.12994711282963,3.04370416194988,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_182714",-4.38722522374874,-0.635831942252393,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_280022",1.63692705515141,1.25182796508861,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_644009",-3.71243484136348,0.709237764187578,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_763145",2.36594645860905,3.51409400493694,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_418494",-3.2688322794128,-0.11902826040196,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_802102",3.01620678785557,4.60622705013347,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_642297",-5.08552177068477,-3.91556750743794,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_63564",3.60416446808095,4.23481954128337,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_14450",-5.13061435338741,-4.37628613918232,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_757518",-5.24149234411006,-3.49414216487813,"Uninflamed UC","Inflammatory fibroblast","P007","Fibroblast"
"SAM24406426_235382",4.16238526064271,3.97244037181926,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_411062",-4.79981143590694,-0.540444602660413,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_44513",2.77347223642582,3.2534719804008,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_476471",-5.1548882257629,-2.45932804553914,"Uninflamed UC","Crypt-bottom fibroblast","P007","Fibroblast"
"SAM24406426_399315",1.90942065599675,1.35045779735637,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_177532",2.78720395448918,3.60589207202983,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_509976",2.29362838152165,3.26581324131084,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_329073",-2.30506284353023,-2.40403472392964,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_125930",0.9222454297852,4.80726040393901,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_154899",0.889342235357709,5.02146853000713,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_492666",3.23896555784459,4.77931345493389,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_175639",3.35557137611622,3.30435622722698,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_881791",3.0413278806519,4.74809254200054,"Uninflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406426_836905",-4.42119987127071,-0.445877780608412,"Uninflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406426_492077",3.18308983925099,2.3590092757423,"Uninflamed UC","Resting crypt-top fibroblast","P007","Fibroblast"
"SAM24406427_801349",3.75228940132374,-3.22650991886067,"Inflamed UC","Inflammatory fibroblast","P007","Fibroblast"
"SAM24406427_310013",3.35996405962224,-1.52553998439717,"Inflamed UC","Inflammatory fibroblast","P007","Fibroblast"
"SAM24406427_585752",5.60002283933873,-2.40230165927815,"Inflamed UC","Inflammatory fibroblast","P007","Fibroblast"
"SAM24406427_512382",4.39281444433446,-2.8981426855843,"Inflamed UC","Inflammatory fibroblast","P007","Fibroblast"
"SAM24406427_819195",3.41906492593998,-1.58145796268391,"Inflamed UC","Inflammatory fibroblast","P007","Fibroblast"
"SAM24406427_800886",4.33578646364922,-2.46053444354939,"Inflamed UC","Inflammatory fibroblast","P007","Fibroblast"
"SAM24406427_75590",2.10977070215458,-1.43623172252583,"Inflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406427_641672",3.49926166418309,-2.99791275470662,"Inflamed UC","Inflammatory fibroblast","P007","Fibroblast"
"SAM24406427_50224",6.05361549738164,-2.87556420772481,"Inflamed UC","Inflammatory fibroblast","P007","Fibroblast"
"SAM24406427_172794",5.16580359819645,-2.68404780834126,"Inflamed UC","Inflammatory fibroblast","P007","Fibroblast"
"SAM24406427_540122",1.6232427823853,-0.332312812499281,"Inflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406427_546372",0.307915614874311,-1.02608751266408,"Inflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406427_531151",0.525337146551557,1.29600066930843,"Inflamed UC","LP fibroblast","P007","Fibroblast"
"SAM24406427_766481",5.75138931158299,-2.94703661411213,"Inflamed UC","Inflammatory fibroblast","P007","Fibroblast"
"SAM24406427_706475",3.89204599145169,-2.08368884532857,"Inflamed UC","Inflammatory fibroblast","P007","Fibroblast"
"SAM24406427_848051",5.8375548589539,-2.37089311092305,"Inflamed UC","Inflammatory fibroblast","P007","Fibroblast"
"SAM24406427_568122",0.907642530233808,2.89632500202251,"Inflamed UC","Activated crypt-top fibroblast","P007","Fibroblast"
"SAM24406427_401116",3.58427702072377,-1.363407482795,"Inflamed UC","Inflammatory fibroblast","P007","Fibroblast"
"SAM24406427_482137",3.31629930618519,-1.4861086508553,"Inflamed UC","Inflammatory fibroblast","P007","Fibroblast"
"SAM24406427_352503",4.11979582016657,-2.19931971042561,"Inflamed UC","Inflammatory fibroblast","P007","Fibroblast"
