"cell","UMAP1","UMAP2","condition","state","patient","lineage"
"SAM24410863_440905",-1.40768773671871,0.696219439216379,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_35526",2.66354613188023,2.44139839202953,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_221754",-3.08272702810054,-3.23515211551594,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_552832",2.20310621145482,4.8459271290977,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_283869",4.26223634365315,-0.707069387130018,"Inflamed UC","Inflammatory fibroblast","P013","Fibroblast"
"SAM24410863_613433",3.82254783991093,4.94868887455059,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_510975",3.15187750938649,2.14000869781566,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_9248",2.45192818525548,5.91610086948467,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_269111",4.81176887634511,-1.28408097236561,"Inflamed UC","Inflammatory fibroblast","P013","Fibroblast"
"SAM24410863_857588",3.10401062849278,2.9192401269157,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_111010",2.17664770963902,4.60353554279399,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_136655",2.41715829256291,6.11406744510723,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_782705",1.09745304468388,4.26532352954936,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_552059",2.28805582407231,5.29871166736675,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_721083",4.14979980509097,2.27941645176006,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_632202",-1.52451284047847,1.32338250667644,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_524824",-3.06484563466793,1.45442105323863,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_465860",3.68405561331029,2.58899844677043,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_257367",7.44882290247197,-1.88939558475422,"Inflamed UC","Inflammatory fibroblast","P013","Fibroblast"
"SAM24410863_786740",-1.53961808797603,1.31579179555965,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_735014",2.8888016212296,3.96262253315044,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_426164",0.66157476785893,-2.57836972682881,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_358883",2.14443640592808,5.1986111500938,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_309761",2.66933791521306,5.80086029560161,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_134771",3.5525651443314,-3.15453516452717,"Inflamed UC","Inflammatory fibroblast","P013","Fibroblast"
"SAM24410863_840252",2.59819476488347,3.33163703472209,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_720323",0.245416330130048,-2.23271404712605,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_403154",-1.51382405874019,1.24224455148769,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_126808",-2.75864989873653,0.99773449689937,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_544476",-4.16035373327022,-0.678088059119459,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_843464",-2.89765079137569,-6.05807219951558,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_636060",3.87868584874386,2.47656835109783,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_47088",1.41137306574101,3.66239036113811,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_879143",1.84438340547795,5.71645487339092,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_214788",2.80022363546605,4.8558787205894,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_239349",2.99460153463597,3.6221095421989,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_425650",2.37564985635991,4.22433413059307,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_56253",1.81594936731572,2.69206870586467,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_140600",3.71733786347622,1.79506457836223,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_68318",-2.89152724859004,1.24986446888042,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_469812",0.283759998114057,-0.926601876906629,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_845020",5.19118862035985,5.05422676593852,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_843578",3.0327635276627,3.0554968217094,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_536769",2.00435583475346,4.66049850971294,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_475462",-2.38539750692134,0.332322488137011,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_278510",-1.14883048650508,1.56859327346874,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_92291",-3.81701572057491,-5.16347371547627,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_289806",-3.9995394479919,-4.6901360651772,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_705799",1.86624948862309,3.63985050708843,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_539701",2.3173892963242,5.24132383853984,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_306257",-2.98972423192745,-1.63102828472066,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_81500",2.94789378526921,3.38171924144817,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_867631",3.15912197712178,2.74122489482952,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_445335",4.09302466544623,-4.04458533733296,"Inflamed UC","Inflammatory fibroblast","P013","Fibroblast"
"SAM24410863_413096",-3.38666303273921,-5.54288207500386,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_274497",-3.52524812337642,1.08617801458431,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_163048",-4.19801242467647,-5.46002112834858,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_690223",2.13090460184331,5.93926847965312,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_224632",-0.359308792321734,-2.43440114467549,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_597075",-2.92218692418819,-6.04350053279805,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_501126",-1.1603003275085,1.25477070600582,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_219628",3.12308429363484,4.1560918191154,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_305309",4.08545639920349,2.24270428211284,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_60882",-1.15120370504146,2.34991968662334,"Inflamed UC","Inflammatory fibroblast","P013","Fibroblast"
"SAM24410863_572767",2.74181060674901,4.59440387279582,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_566024",-3.68783290502315,-2.32136641948628,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_70449",3.01666884306187,1.9924823144157,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_663623",-2.10058028814083,0.925988862820391,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_184808",6.19082443598027,4.45535100490642,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_41587",2.39103667619938,4.89732540638042,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_66456",-4.77964027044063,-5.71168672054219,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_459604",2.15413575056309,6.14602745563579,"Inflamed UC","Inflammatory fibroblast","P013","Fibroblast"
"SAM24410863_427304",-3.03205592748409,0.547022605844263,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_627733",-2.27341325399166,0.943283418722872,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_91606",-4.54084689733272,-4.2719904085915,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_155536",-0.748638702600054,1.91860831768108,"Inflamed UC","Inflammatory fibroblast","P013","Fibroblast"
"SAM24410863_522203",2.66209225538487,4.36114157230449,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_182463",-2.45300109502559,-5.71878396480488,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_104326",2.69486372354741,5.70304382831645,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_785980",-1.31709392186885,0.224522451468233,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_656049",2.94291643980259,4.49031771213603,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_636453",3.47352205398793,3.38326395542217,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_313649",2.53194467905278,4.95750607044292,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_552273",3.02568941000218,3.39953578502727,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_120326",2.01892177942509,4.12731970340801,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_68381",3.88424413088078,-0.76829503982472,"Inflamed UC","Inflammatory fibroblast","P013","Fibroblast"
"SAM24410863_608746",-0.939228130548052,1.10435927898479,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_884691",5.46430556658024,2.54109562427593,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_181387",1.87350647333378,4.27451218158794,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_532166",4.19312115940566,2.07004643470836,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_11606",3.63529093745465,2.30605293304515,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_751989",-2.50823695775752,-6.01991712062764,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_159334",-0.0118871462035699,2.19033480674816,"Inflamed UC","Inflammatory fibroblast","P013","Fibroblast"
"SAM24410863_188689",-4.81395442601924,-1.18709742038655,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_295638",1.85993735674138,2.31643510849071,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_23021",2.08297698381657,3.84206164867473,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_726543",2.18039505365605,2.39022875816417,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_663685",3.71151210549588,4.54913676769329,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_795299",2.18249671343083,4.84576786548686,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_780638",3.09971265676732,2.91041887790752,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_678761",2.5493228900742,5.2860831120689,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_340852",2.38344602468724,2.84151137859416,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_869905",-1.44852025624996,1.19225228817058,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_825997",1.99585311296696,3.48317516834331,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_809831",1.38353960397954,2.84533179790569,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_435302",4.5842349994492,3.50455440074993,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_326918",3.59407882574315,3.61379874736858,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_593934",3.9416811037373,3.0293885567863,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_446949",3.52208535555119,2.27994884044719,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_569427",4.59075845959897,-0.529492964438673,"Inflamed UC","Inflammatory fibroblast","P013","Fibroblast"
"SAM24410863_843382",-1.74309642431026,1.19364852697444,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_66759",-2.37435062047725,-5.9804774424355,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_224594",4.2808023411345,-0.549423207930799,"Inflamed UC","Inflammatory fibroblast","P013","Fibroblast"
"SAM24410863_138041",-3.31444699880367,-5.71019278972554,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_339352",3.30032007578129,3.41016520053935,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_536965",-4.08324916478877,-5.4238515993874,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_518367",2.35319869402165,4.84567726642681,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_19201",3.01532773855443,5.4118884900291,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_437614",3.02217798116917,2.46249724418712,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_387085",2.89055888536686,4.22175730259014,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_437057",3.09476630571599,2.31305850536418,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_22988",4.12085600297733,2.28638292343212,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_86988",-2.83787353154903,-5.83078299968648,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_666382",4.36057129684205,-0.263650109462019,"Inflamed UC","Inflammatory fibroblast","P013","Fibroblast"
"SAM24410863_4751",2.19007401350255,1.45236975938869,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_208894",-5.23309428807979,-5.55149804561543,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_111382",3.20331643703694,3.47556484729839,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_460377",-2.51553542730098,-6.04681550472188,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_694121",3.71406446579213,3.22690547496868,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_46061",-3.43773276921993,-1.38812362163472,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_622138",-4.47995479223018,-4.92462645976948,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_476888",2.70934085729832,2.69410146267009,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_306734",3.32175456169362,2.34156490356517,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_142819",3.15659056785817,3.0359586575706,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_62003",2.84954051855321,5.85785854847026,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_477858",5.09182410124058,2.57958472759319,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_437360",-2.75763709661251,-5.64842473476338,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_797432",3.2030368316483,4.59021175891948,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_110560",-4.37175090429073,-5.29888211696553,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_687319",3.15513090971226,4.60804284603191,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_682591",6.10216657999272,0.169199685164217,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_417296",3.68411882403607,3.71871174366069,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_309243",0.951436446936079,-0.385620941809889,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_239309",2.82715134504551,5.25168360263896,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_729981",-3.24641616460567,-5.69808923213887,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_664235",3.226425217421,2.85338700801921,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_173065",3.04195408704991,3.68217457325054,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_42315",3.82653449657673,2.77802456409526,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_482075",3.2901322114777,3.14528668911052,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_469179",-5.1952763330627,-1.81885372608113,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_122863",-2.95283658620601,-5.74662362544941,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_634744",-1.27439220067745,1.38215542823863,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_758102",-4.61094577428585,-4.50626908748555,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_708275",1.81454341295476,3.55407060176921,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_663404",3.24424211862797,4.7476309636314,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_408802",-4.41859729406124,-3.11987625568318,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_115024",2.88244061353917,3.61739266902996,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_445298",2.78906373861546,5.4888943532188,"Inflamed UC","Activated crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_220229",3.3688984382462,1.70057655365062,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_648353",-4.59109408971553,-5.48951112239766,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_728143",3.22840129020924,3.42592514545513,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_61456",3.19490413549656,3.57032621891094,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_73514",-4.21551234838252,-5.45943128078389,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_662379",3.13955007675404,1.87785471469951,"Inflamed UC","Resting crypt-top fibroblast","P013","Fibroblast"
"SAM24410863_391081",-3.48786790487056,-5.69759427516865,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410863_523257",-0.897709919183306,-2.49519502132344,"Inflamed UC","LP fibroblast","P013","Fibroblast"
"SAM24410863_727970",-4.14560706731563,-5.57887422054219,"Inflamed UC","Crypt-bottom fibroblast","P013","Fibroblast"
"SAM24410865_33105",5.10649143341298,-2.74792372196126,"Uninflamed UC","Inflammatory fibroblast","P014","Fibroblast"
"SAM24410865_721415",6.02142886999363,-1.02484559028554,"Uninflamed UC","Resting crypt-top fibroblast","P014","Fibroblast"
"SAM24410865_177798",1.61063592317814,-0.261710276297804,"Uninflamed UC","LP fibroblast","P014","Fibroblast"
"SAM24410865_868536",1.89499275568242,4.22165001422954,"Uninflamed UC","Activated crypt-top fibroblast","P014","Fibroblast"
"SAM24410865_16312",0.544649289877363,0.662093760975127,"Uninflamed UC","LP fibroblast","P014","Fibroblast"
"SAM24410865_26574",-1.14437253591304,2.40903783828807,"Uninflamed UC","Inflammatory fibroblast","P014","Fibroblast"
"SAM24410865_180493",-4.40326984044795,-5.41470252483296,"Uninflamed UC","Crypt-bottom fibroblast","P014","Fibroblast"
"SAM24410865_374183",-2.71643121358638,-6.00239335506367,"Uninflamed UC","Crypt-bottom fibroblast","P014","Fibroblast"
"SAM24410865_571788",3.51502107265706,-0.734744777373548,"Uninflamed UC","Inflammatory fibroblast","P014","Fibroblast"
"SAM24410865_657227",-4.92274196264034,-4.49593411891865,"Uninflamed UC","Crypt-bottom fibroblast","P014","Fibroblast"
"SAM24410865_762182",-5.90745360967403,-1.79934512584614,"Uninflamed UC","LP fibroblast","P014","Fibroblast"
"SAM24410865_385881",4.25305588725323,4.51267112285686,"Uninflamed UC","Resting crypt-top fibroblast","P014","Fibroblast"
"SAM24410866_31737",6.09298210027928,4.52797187358928,"Inflamed UC","Resting crypt-top fibroblast","P014","Fibroblast"
"SAM24410866_234195",4.13812398347373,-4.0224057337563,"Inflamed UC","Inflammatory fibroblast","P014","Fibroblast"
"SAM24410866_239681",4.36406120839829,-2.11876784770894,"Inflamed UC","Inflammatory fibroblast","P014","Fibroblast"
"SAM24410866_804590",3.54759662035222,2.22274507076335,"Inflamed UC","Resting crypt-top fibroblast","P014","Fibroblast"
"SAM24410866_98364",6.1659251916718,-2.44472896068501,"Inflamed UC","Inflammatory fibroblast","P014","Fibroblast"
"SAM24410866_661831",6.16702358606572,0.194555381842379,"Inflamed UC","Resting crypt-top fibroblast","P014","Fibroblast"
"SAM24410866_62606",-5.38916690465694,-5.99284612148213,"Inflamed UC","Crypt-bottom fibroblast","P014","Fibroblast"
"SAM24410866_462199",6.06401996496434,-0.156391372374769,"Inflamed UC","Resting crypt-top fibroblast","P014","Fibroblast"
"SAM24410866_315094",5.18360750559086,-1.24387954681325,"Inflamed UC","Inflammatory fibroblast","P014","Fibroblast"
"SAM24410871_45351",1.1807629335236,4.23009575397563,"Uninflamed UC","Activated crypt-top fibroblast","P016","Fibroblast"
"SAM24410871_233557",-2.88866860982662,-5.46365128963398,"Uninflamed UC","Crypt-bottom fibroblast","P016","Fibroblast"
"SAM24410871_52521",-2.90307004567867,-0.773804416350599,"Uninflamed UC","LP fibroblast","P016","Fibroblast"
"SAM24410871_126559",-3.17558057424312,0.973672399826769,"Uninflamed UC","LP fibroblast","P016","Fibroblast"
"SAM24410871_522192",4.77954743984456,4.55390919239116,"Uninflamed UC","Resting crypt-top fibroblast","P016","Fibroblast"
"SAM24410871_836567",0.895509647161909,5.00765265018535,"Uninflamed UC","Activated crypt-top fibroblast","P016","Fibroblast"
"SAM24410871_597946",-2.9795723688293,-5.96850692241597,"Uninflamed UC","Crypt-bottom fibroblast","P016","Fibroblast"
"SAM24410871_851283",-2.78226955053096,-5.96766673534321,"Uninflamed UC","Crypt-bottom fibroblast","P016","Fibroblast"
"SAM24410871_283841",-4.44270331975704,-0.789628734282728,"Uninflamed UC","LP fibroblast","P016","Fibroblast"
"SAM24410871_168944",-4.72472961065059,-4.3764849802773,"Uninflamed UC","Crypt-bottom fibroblast","P016","Fibroblast"
"SAM24410871_855081",-5.11886699315792,-0.543307532958265,"Uninflamed UC","LP fibroblast","P016","Fibroblast"
"SAM24410871_2924",-3.76976354238277,-0.29718463628697,"Uninflamed UC","LP fibroblast","P016","Fibroblast"
"SAM24410871_436221",-5.0518494379211,-5.20376073329854,"Uninflamed UC","Crypt-bottom fibroblast","P016","Fibroblast"
"SAM24410871_345983",-4.19518478032833,-0.503385414771314,"Uninflamed UC","LP fibroblast","P016","Fibroblast"
"SAM24410871_857233",4.37674270752186,4.44397462398601,"Uninflamed UC","Resting crypt-top fibroblast","P016","Fibroblast"
"SAM24410871_880567",4.79487525108571,4.44355500728679,"Uninflamed UC","Resting crypt-top fibroblast","P016","Fibroblast"
"SAM24410871_754720",4.05141604873652,4.31311262638164,"Uninflamed UC","Resting crypt-top fibroblast","P016","Fibroblast"
"SAM24410871_188870",3.07495109918828,4.30724442989421,"Uninflamed UC","Activated crypt-top fibroblast","P016","Fibroblast"
"SAM24410872_213588",3.62584947231526,-0.815006365470167,"Inflamed UC","Inflammatory fibroblast","P016","Fibroblast"
"SAM24410872_467610",1.58156721475834,2.69565928966594,"Inflamed UC","Resting crypt-top fibroblast","P016","Fibroblast"
"SAM24410872_201409",-1.2125259172607,2.43015635997844,"Inflamed UC","Inflammatory fibroblast","P016","Fibroblast"
"SAM24410872_175356",-3.52689225789791,-1.97087871044087,"Inflamed UC","LP fibroblast","P016","Fibroblast"
"SAM24410872_104432",-1.12552077886348,0.853061000414614,"Inflamed UC","LP fibroblast","P016","Fibroblast"
"SAM24410872_741558",5.61712388876195,2.56745983154369,"Inflamed UC","Activated crypt-top fibroblast","P016","Fibroblast"
"SAM24410872_321695",1.34948913934941,3.78152669460369,"Inflamed UC","Activated crypt-top fibroblast","P016","Fibroblast"
"SAM24410872_500716",3.55422984245534,2.09523380786968,"Inflamed UC","Resting crypt-top fibroblast","P016","Fibroblast"
"SAM24410872_237023",-3.20088966008907,-1.20545863120961,"Inflamed UC","LP fibroblast","P016","Fibroblast"
"SAM24410872_215598",-4.01117522832637,-5.50703298061299,"Inflamed UC","Crypt-bottom fibroblast","P016","Fibroblast"
"SAM24410872_809235",-5.08264358159786,-4.64972697704243,"Inflamed UC","Crypt-bottom fibroblast","P016","Fibroblast"
"SAM24410872_844260",-2.48523957845455,-0.824896206549879,"Inflamed UC","LP fibroblast","P016","Fibroblast"
"SAM24410872_252429",0.659400628836103,3.73717797786785,"Inflamed UC","Activated crypt-top fibroblast","P016","Fibroblast"
"SAM24410872_341598",6.12167303446049,-0.324441899947401,"Inflamed UC","Resting crypt-top fibroblast","P016","Fibroblast"
"SAM24410872_777926",-2.67021281835323,-5.99008046596455,"Inflamed UC","Crypt-bottom fibroblast","P016","Fibroblast"
"SAM24410872_584823",2.7206114995789,2.53967965633464,"Inflamed UC","Resting crypt-top fibroblast","P016","Fibroblast"
"SAM24410872_131445",-4.14939220067745,-2.36716019123005,"Inflamed UC","LP fibroblast","P016","Fibroblast"
"SAM24410872_728745",1.71439711931462,5.71294439823223,"Inflamed UC","Activated crypt-top fibroblast","P016","Fibroblast"
"SAM24410872_188800",0.36312072160954,-0.482316364936109,"Inflamed UC","LP fibroblast","P016","Fibroblast"
"SAM24410872_341375",-2.46604497548824,-5.77787028758931,"Inflamed UC","Crypt-bottom fibroblast","P016","Fibroblast"
"SAM24410872_28255",-2.6478286516357,-2.65614925830769,"Inflamed UC","LP fibroblast","P016","Fibroblast"
"SAM24410872_346828",-5.92175967809444,-1.74372636287617,"Inflamed UC","LP fibroblast","P016","Fibroblast"
"SAM24410872_167120",-3.72212464925533,0.477262283273463,"Inflamed UC","LP fibroblast","P016","Fibroblast"
"SAM24410872_309608",2.76475922945256,2.75847090274883,"Inflamed UC","Resting crypt-top fibroblast","P016","Fibroblast"
"SAM24410872_272541",-3.00685842153316,-5.8359290262978,"Inflamed UC","Crypt-bottom fibroblast","P016","Fibroblast"
