"cell","UMAP1","UMAP2","condition","state","patient","lineage"
"SAM24409579_489589",0.784102735155212,-3.793211233215,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_132752",3.71055596792041,-0.50784273107495,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_698130",2.55508774244128,-1.40022481639828,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_515995",-3.94943291223706,2.06491421501193,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_272443",0.729911265009033,1.45221041481052,"Inflamed UC","Neutrophil MX1","P011","Neutrophil"
"SAM24409579_213682",3.84924691640674,-0.997436594562193,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_768349",2.15587609731494,0.943674791260103,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_695225",3.71756165944873,1.07475446502719,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_550305",-1.995609226591,-0.270660262899062,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_402426",-1.60705381906689,-4.65352703292813,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_236222",2.77173632108508,-0.163842153148314,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_880506",3.56916087590991,0.626621950073579,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_695991",3.22971290075122,-0.879301887349745,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_595511",1.16570394956409,0.289719212456087,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_592253",-0.74585432089032,0.351733494205812,"Inflamed UC","Neutrophil MX1","P011","Neutrophil"
"SAM24409579_557860",0.327449974649536,0.945627797050813,"Inflamed UC","Neutrophil MX1","P011","Neutrophil"
"SAM24409579_482674",3.98447888814746,0.0685991529658827,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_314930",0.0176249715024105,0.671070206566194,"Inflamed UC","Neutrophil MX1","P011","Neutrophil"
"SAM24409579_108633",2.74557250463306,-0.870123099879881,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_819157",1.48006576024829,-0.259823512630126,"Inflamed UC","Neutrophil MX1","P011","Neutrophil"
"SAM24409579_716276",-2.23886066950024,2.76491187850986,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_615690",1.37210124456226,3.30147289077792,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_554367",2.03309744321643,1.60578225891147,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_227283",-1.22619664943875,-0.834446918563506,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_599011",1.14809626066028,-1.57055915554013,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_469978",0.785997328394043,2.09210346977268,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_424253",0.911527332895385,0.0734632496074232,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_309145",2.11174601041614,1.82004760543857,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_260054",1.02758282148181,0.160007226868013,"Inflamed UC","Neutrophil MX1","P011","Neutrophil"
"SAM24409579_201296",2.36881321393787,2.95763562957797,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_183673",0.430542883508789,1.28833507339511,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_130892",1.48695987188159,2.57303594390903,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_61899",1.00359016382037,-1.54492385347333,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_31800",3.13320535146533,2.21060847084079,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_822562",4.09612506353198,-1.57483233173337,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_563989",1.95798295461475,-0.0989930446907488,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_58358",3.07734983884631,-1.1066848750874,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_869196",-2.90508753336133,2.84566091339145,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_724941",-0.0339189199274906,-0.147752207116744,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_358456",3.77777713262378,-0.60724540834274,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_875388",1.0996820303136,0.543480265541414,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_685420",4.03737777196704,-0.325882565574309,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_557910",0.124619660013305,1.33127962390933,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_509651",-2.65306979692639,2.42276500503574,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_169307",-4.43144732988538,0.982868898315767,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_159078",0.698803720110046,-2.8874049301907,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_844497",1.92359393560229,0.585316288872102,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_789952",3.64244931661426,0.579857099457124,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_465106",1.31306022130786,2.4123871211246,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_636179",3.96129506551562,0.617595422668794,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_560663",-1.14290893352689,-0.646505233244559,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_321979",1.74055164777576,-0.219199519948622,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_234701",1.95566671811877,0.615917671127656,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_52959",2.4913212629491,1.68533824722324,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_27346",-0.620154055721177,-4.30486441810574,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_855409",-0.00582629717053262,3.41347478668247,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_717508",-0.926881789184225,-0.987094741658827,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_698663",4.27182477437793,-0.225284260110518,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_667120",3.62915366613208,0.554295885963777,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_624638",2.6166064115697,-0.687371190981528,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_407735",2.3838183256322,-0.790235471324584,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_162453",-4.25860077417554,-1.34321088750806,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_120869",-3.13048845804395,1.89800428192172,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_90418",-3.49454433000745,-0.0915094431206194,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_69743",-2.82003051317395,-1.10698564012494,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_28227",2.1699396940404,-0.345673557715079,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_765506",1.71974056684314,0.270369100971559,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_393761",2.75503653013049,-0.132142793731352,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_786002",-2.30534833944501,2.89375041763339,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_714676",0.336749372118103,3.42320679466281,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_741570",-3.22675043619336,0.00113551656756727,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_791909",-0.918252254790677,-1.23310149867978,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_763137",-2.10316020525159,1.86022018234287,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_732465",2.85712569677173,0.123941052360872,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_540046",-4.73375684297742,-1.27180416543927,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_492584",-4.66991836107434,-1.06510121782269,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_421088",1.02548163854419,1.44471453468356,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_384730",1.41324346982776,-1.08694453199353,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_353675",-0.529123785859955,-0.486306202010771,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_292714",2.2836727472478,-1.41552431543317,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_268131",1.42653530561267,1.2548286799625,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_98485",-2.67739171064557,2.88521360199008,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_55209",1.21612590276538,1.7447698001102,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_671644",-1.97196501768292,-1.03124175627675,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_634917",4.63421672307788,-0.537506411196252,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_167302",-0.039132538205994,1.56881951133762,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_57893",2.35290592634021,-0.120843779639861,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_966",0.301060018175232,-0.0563636239334551,"Inflamed UC","Neutrophil MX1","P011","Neutrophil"
"SAM24409579_753896",-4.6491361287898,-1.19357342679944,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_677438",-0.777898344165696,-0.497534007178208,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_656198",3.81377261602222,0.282832789821962,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_584613",2.20739167653857,0.11423032323871,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_580749",0.145652827852356,-0.865078311757704,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_471512",3.01050013028918,-1.35218388994183,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_319866",2.94456904851733,-0.627163891093394,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_254989",-2.86124736345471,1.3750792626575,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_250927",-0.326177301771058,0.98782526294742,"Inflamed UC","Neutrophil MX1","P011","Neutrophil"
"SAM24409579_846772",0.972824511163818,0.807727444572786,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_663363",3.54623263799487,0.280525553627351,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_552528",2.59733026944934,1.39035033027683,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_359075",1.52622836553394,0.98347579280887,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_321296",4.58537572347461,-0.399708744482657,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_182139",1.58393686734973,-0.14103005488362,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_800798",4.2613772722417,0.957963812752107,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_639495",-0.238591196901215,-4.61573053558316,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_541648",2.30662554227649,0.894698250694612,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_60298",-4.35785991228284,-1.67835975845303,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_19828",3.50938361608325,-0.701620217756888,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_654712",3.53773635351001,-0.111685704784056,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_448728",0.243465957277404,-0.0928344543739763,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_151974",0.389571365945922,1.83387969772373,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_110236",-2.95400935686292,2.03129767219577,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_715762",3.62171214544116,0.109620500011781,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_581513",1.09896141015826,1.50223373214755,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_405581",3.44503348790942,-0.923198353843352,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_205486",1.35012405835925,0.618461954994539,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_87166",2.67180865728198,0.539579141540864,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_58369",-3.39653712785901,2.26220368186984,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_683104",-0.0172639516657719,-1.58108092506375,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_663968",-1.85059523857297,1.42328487674747,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_557797",2.30934422933398,0.428715753956178,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_548936",2.15616029226123,2.53612874786411,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_529045",-1.38397681987943,3.18262289802585,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_437602",-2.17516202009381,2.24462102691684,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_394134",-2.77752262628735,0.707106817169527,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_383652",-1.56049806154431,-3.49511481483426,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_237207",3.89370768987476,-1.45361752469983,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_180229",-4.09821492708386,2.34943412582431,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_27394",-0.506371202833069,-1.02951644022908,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_782547",2.27151125394641,0.82701610366855,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_759292",-2.19771391428174,0.626353013916353,"Inflamed UC","Neutrophil MX1","P011","Neutrophil"
"SAM24409579_697213",0.845680293672668,2.15877364913974,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_476879",-3.96559912241162,2.57919381897006,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_370838",0.540429529779541,-0.314858075575492,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_301079",-3.32876187837781,-1.28971989114728,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_300538",2.44997709714709,2.04646180908237,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_587677",0.121382174127685,2.76084374229465,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_144077",2.54231327497302,1.98595880310092,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_96891",0.860556659334289,3.18792437355075,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_790812",3.36134093725024,1.66049979965244,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_132132",-0.23617619550885,-0.0018315430447069,"Inflamed UC","Neutrophil MX1","P011","Neutrophil"
"SAM24409579_98299",-0.555474522477997,2.18555306236301,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_809667",2.3966721864873,1.71419738571201,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_481051",3.79093116246997,-1.20916886289563,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_446118",-1.55830574310483,0.908012736244539,"Inflamed UC","Neutrophil MX1","P011","Neutrophil"
"SAM24409579_327844",0.246856269472229,2.49312948028598,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_110446",-0.0122824934786686,0.96664606372867,"Inflamed UC","Neutrophil MX1","P011","Neutrophil"
"SAM24409579_841799",1.07961493455707,2.31790422241245,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_805889",2.32749288999377,-0.789861258463523,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_738204",2.02796834432422,-1.26562739570584,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_681324",2.55905097448169,-1.78624702651944,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_660990",-0.633473205334557,2.48119567672763,"Inflamed UC","Neutrophil MX1","P011","Neutrophil"
"SAM24409579_16393",0.567195472353088,1.56817601959262,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_874832",-3.43791133440198,0.974579561157564,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_669393",-4.58190852678479,0.642813313408235,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_348685",1.53857582532703,0.385794985695222,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_256447",0.131627139680969,1.49848150054965,"Inflamed UC","Neutrophil MX1","P011","Neutrophil"
"SAM24409579_247554",3.48248570882617,0.127767193718294,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_62546",3.53878825628101,0.115604567928651,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_34106",0.963587221735107,0.478624570770601,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_640968",2.22111671888171,0.451087463302949,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_506771",1.72455113851367,-0.993419599132201,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_403358",1.97473424398242,0.0103483680919203,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_307552",3.46245711767017,-1.63628150184598,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_291478",3.17340749227344,-0.454414602713248,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_582886",-0.367119553453339,0.705173242493013,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_327523",1.35345715009509,2.33101319114719,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_226158",0.624699053400146,-1.94659162719693,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_215240",1.21360867940723,-1.10753287036862,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_41587",-2.03921860731305,-2.6090161915585,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_647844",-0.0604498413866886,-1.79255272109952,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_243871",1.79950612508594,-3.55926777084317,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_80626",3.09945720159351,-0.555480031175127,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_879242",3.42080443822681,1.2946441058353,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_798748",-3.90287834680737,2.02636693756137,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_759217",-0.880066118390349,-0.226825815038344,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_636254",1.71858614408313,-1.82015408237424,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_357910",1.07216018163501,-1.40483183820691,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_338086",3.47609990560352,-1.60562719066586,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_300254",-0.818850303954495,2.57102202217136,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_292263",2.27847999059497,0.215292501850465,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_132823",0.667646107309448,2.37236355583225,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_555688",0.748190221422302,0.631299126549104,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_483570",3.42145198308765,0.544683564110139,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_421866",3.34905475103198,-0.995395850734374,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_690432",2.54080146276294,-0.748004880146643,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_645938",2.09438174688159,0.295536506576875,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_439510",2.0790361734563,2.88823818008457,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_280217",2.77871602498828,0.387856233520845,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_274833",0.678491530054199,0.7019550685123,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_139858",1.47533720456897,-0.192055117683074,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_877349",0.470339831941711,-2.12219120223965,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_796740",0.712336716287719,0.333010304375032,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_760868",1.9047517152959,1.23448942939792,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_342109",1.25660866224109,1.69703697006259,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_267192",0.881974634760009,1.0395775918201,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_127883",-1.69883030927838,-0.16778729517903,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_118054",3.21168225728809,-1.16777349670376,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_30201",3.35141652547656,1.63731669227634,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_693353",-0.470618101722611,0.920808899803499,"Inflamed UC","Neutrophil MX1","P011","Neutrophil"
"SAM24409579_326291",-3.26077086008252,2.15301393310581,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_310190",1.61844271146594,1.09793530742679,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_223764",1.10500770532428,-1.09614736993756,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_818910",-1.13788280165852,2.33998726646457,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_583277",2.27344125234424,0.558936703605989,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_392055",1.31313627683459,-0.856007408694884,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_340015",3.18716376745044,-1.59198559482541,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_287647",0.716873941057312,-1.28124321659054,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_271341",1.59972017728625,1.22492467205081,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_137474",0.358690080278503,1.5955040339664,"Inflamed UC","Neutrophil MX1","P011","Neutrophil"
"SAM24409579_516979",-2.09339040792645,-4.23429752548184,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_480762",1.18689673864185,-0.786084007815978,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_278765",-3.72153502977551,2.5456206683353,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_15354",-0.766316297418488,2.94079493324313,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_222316",1.45693343602954,-3.90791226585355,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_173814",0.88106685602008,-2.0017153139874,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_57974",-4.3104205755061,-0.388952445583006,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_668867",1.01777797662555,2.81818102638278,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_453145",-0.90548940091492,-1.24680347402539,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_348867",0.00741278850375326,-1.47885740955319,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_169958",-1.80744791305722,0.62099312583957,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_135565",2.03561275922595,-0.0361049290462938,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_757184",1.69447511159717,-1.12062389810528,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_452263",1.13416474782764,-1.29532093961682,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_189271",2.93551414930164,-0.644425217406413,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_147681",0.776210007303344,-2.76223136146512,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
"SAM24409579_863021",2.5031780573064,-1.63167430122342,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_356209",2.37961405240832,2.50468848983798,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_318379",3.86554711782275,0.938099611206392,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_271451",1.51928704702197,0.654346573753694,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_268586",1.11710208379565,0.28416131774936,"Inflamed UC","Neutrophil MX1","P011","Neutrophil"
"SAM24409579_232910",-3.98784143007459,2.36030124465976,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_139986",4.49959605657397,0.816826212807039,"Inflamed UC","Neutrophil PADI4","P011","Neutrophil"
"SAM24409579_89674",-2.15729397810162,-0.370842662052771,"Inflamed UC","Neutrophil CXCR4","P011","Neutrophil"
"SAM24409579_797929",0.977004942529785,0.528436172409395,"Inflamed UC","Neutrophil OSM","P011","Neutrophil"
"SAM24409579_778169",-4.31576234377087,1.12444828788791,"Inflamed UC","Neutrophil MX1","P011","Neutrophil"
"SAM24409579_554746",-0.666837769514931,-1.75801790912594,"Inflamed UC","Neutrophil lowRNA","P011","Neutrophil"
