"cell","UMAP1","UMAP2","condition","state","patient","lineage"
"SAM24406426_264619",-2.01717335260571,-3.96461869438138,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_701911",-1.89260155237378,-4.3660323735043,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_99205",-0.672250079876793,-4.37516761978116,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_602144",-1.68049574173154,-4.46434045989957,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_781622",0.57866435968219,-4.11800790985074,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_773052",-0.938118244475735,-4.47954965789761,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_120675",-1.0852164802617,-3.7357845421597,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_836730",-1.02291944897832,-3.50731469352688,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_438158",-1.03659807420434,-3.01864815910306,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_645120",-0.816363542295111,-3.829597246246,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_461834",1.04706829511462,-2.61571050842251,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_346166",-0.801051425701989,-3.94130064208951,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_450271",-1.27369609749974,-3.71164513786282,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_391626",-2.19092053449811,-4.1910588856503,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_352877",-0.141245904333008,-2.48811925609555,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_123525",1.73486894094287,-2.2335518713757,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_724969",-1.0935580012864,-3.45095492561307,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_63232",-0.68143202639283,-3.91991354186978,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_838647",-1.05930677331151,-3.695808183746,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_575250",-0.849401120982183,-2.99130822380032,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_86519",-0.244176211721314,-3.29025102813687,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_674712",-0.121516707307709,-2.42323125560727,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_755599",-0.419773700601471,-2.89291192253079,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_107313",-0.887841365254534,-2.85536242683377,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_843081",-0.090999963647736,-3.34912253578152,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_359408",-1.534931304819,-4.00088335235562,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_206008",1.04605453931628,-1.91718352992978,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406426_244132",0.167678055399047,-2.84262157638516,"Uninflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406427_465468",-1.0394856510228,-2.88019467552151,"Inflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406427_710444",0.082155701749908,-3.3847992535397,"Inflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406427_873311",-0.219497027761353,-2.63892937858548,"Inflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406427_100811",-3.70003396547498,1.14974938671146,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_799959",-0.463729324705017,-2.43661655147519,"Inflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406427_218540",-0.805785204238308,0.34088568727527,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_608435",1.41672461950122,2.73282431404147,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_271627",1.91376965963184,3.1021220568851,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_327747",0.20898216687976,2.22356866638217,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_298174",2.60832947217761,3.34892748634372,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_737105",-0.147613587743653,3.24874423782382,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_737296",0.815267858141052,2.42324065010104,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_378901",4.55382865392505,-0.822270851926467,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_272886",-2.68339866674603,2.0205733660892,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_105703",0.75438970052539,3.66497682373081,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_591106",-0.923361252016438,1.24953876773868,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_731425",0.124371466272461,2.36529444496188,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_51353",2.97655266248523,3.09281777183566,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_412840",0.234017905824768,3.37189768592868,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_298893",1.51000088178455,3.83457158844028,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_603123",3.13006061040698,2.74955748359714,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_424878",2.40777438604175,2.35288857261691,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_745166",1.2998077245885,2.11136006156955,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_48463",4.42631286107837,0.385625768108705,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_560868",4.53662103139697,1.1930963877872,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_781919",3.93562215291797,1.7640626315311,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_217116",-4.26382214105786,1.69147371093784,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_180857",-2.39854115522565,1.58461545745883,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_627025",2.53809612714587,3.3570482615665,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_171779",-2.17937034643353,-0.543312246324083,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_828763",0.436743673914062,2.05736516754184,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_640699",-0.753911736375702,3.37221382896457,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_741098",-1.80056363619031,1.15713332931552,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_437265",1.05747121297656,2.58535693923984,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_76484",-3.05454570329846,1.98505805770908,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_624939",2.90782421552478,3.02051376144443,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_426987",1.30042403661548,3.02623223106418,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_498988",0.982086715334045,3.5300104502872,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_458093",2.85642426931201,3.15248869697604,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_806595",1.74935358487903,3.33910416404758,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_817794",-0.48705339706601,2.87514232437167,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_110270",-2.36382979429425,2.36337040702854,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_431805",4.57150739156543,0.347263980312684,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_63064",0.677577075594055,3.69226859848056,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_33068",1.46466511213123,3.43206929008518,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_617130",-2.03380745924176,1.91965078155551,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_797230",-4.47636920488538,0.825296986503938,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_511699",3.00619452916919,2.78936432640109,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_671698",4.29048865758716,0.0689591054156813,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_762133",2.29887765371143,2.81043885986362,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_172744",2.48399752103625,3.10968636314426,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_745371",-0.59982240474881,0.892029393120149,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_327766",-1.43226415193738,3.08864020149265,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_849166",-0.209457936651123,1.54629873077426,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_748381",2.62735765897571,2.66434644500766,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_236584",-0.166054609186066,3.51315234939609,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_649671",1.35562532865344,2.9286556128696,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_616143",0.803036269777404,3.00943278114353,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_781834",0.700144109361755,3.32095836441074,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_768971",-0.0259069231814274,3.40637682716403,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_737283",-0.209931614763153,1.28983377258334,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_725411",-1.864865126974,2.92108892242465,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_767888",-0.866980176373435,2.46036695282016,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_725520",2.01861637555896,3.28621243278537,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_615983",-1.41717767990292,1.89126132766757,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_523889",-0.71625227010907,3.11666535179172,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_298279",4.60727828466235,0.884095776481965,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_735489",0.0270881625348202,2.02456258575473,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_764329",-2.84782284773053,2.19302271644626,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_360894",0.167856869333374,3.35923265258823,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_818574",2.47727936231433,3.14356445114169,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_254382",4.19156115972339,1.96361802856479,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_677320",3.89820807897388,2.33605550567661,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_702944",2.3922468992406,3.197422492905,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_461347",-2.32906061685742,1.43892763893161,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_679395",3.26936953985034,2.83038066665683,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_423570",-0.364180448419465,2.93710087577854,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_225799",0.202461537950622,2.85382841865573,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_719535",-0.790827820963276,2.72061895172153,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_78280",-2.56596726453961,1.44702743331943,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_684843",-0.0353657630747685,2.84323405067478,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_511472",-2.682252469427,1.40580390731845,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_54985",1.15211766683398,3.64652131835971,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_725518",1.86246221982776,2.69131420890842,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_106773",0.000394758813964446,2.72436116973911,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_357503",-1.61895764148892,1.12869750301395,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_464828",0.0895742150479427,2.04908751289401,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_804810",-2.57145935571851,1.3609053973392,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_681868",0.845655617349731,3.43919800560031,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_735244",-3.37961346185864,1.22735844890628,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_466648",1.28693240606128,2.9786348227695,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_781730",3.2855414720708,2.7791399840549,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_801311",-4.2073157457179,2.2496948126987,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_821135",-1.72565865791501,1.83456443588291,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_128114",-1.57306152857007,1.50130986015354,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_626152",-1.04038511491479,3.25356220047031,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_21010",2.17969292127429,3.39588116447482,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_509173",-3.95754534280957,-0.110098611907622,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_709724",-1.47586590326489,1.3963491801456,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_526369",-0.678556996352089,2.92804502288852,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_705605",-0.456998499996079,2.81259440223728,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_598201",-3.66187840974988,1.478343952103,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_747959",0.787596401804077,3.39266871254001,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_635668",-0.270229163534058,1.99031280319248,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_392460",-0.587868037588013,2.19073652069125,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_347517",4.16694968663989,1.62055443565402,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_850446",0.585569915407287,3.47593854705844,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_207349",-3.66161972559155,1.48428677360568,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_570892",-2.55221361196698,1.1967265490726,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_655103",-0.262817385560883,3.33261536399875,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_698261",-2.62938040769757,2.67851470748935,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_575416",-0.912732946640862,1.55914639274631,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_506709",0.05414271079837,2.88496373931918,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_584978",0.459893998735534,1.64277433197055,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_236579",0.295108732812988,3.43005751411472,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_347834",-0.696865516669167,2.62947319786105,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_78941",-0.92397662154497,2.68592284957919,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_742547",-2.98301726854504,1.80125998298679,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_534443",3.49770492040454,2.06648515502963,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_114658",3.94981568776904,1.83228420059238,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_795131",-2.16185313738049,1.07185028831516,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_343482",3.87727731191455,1.5473194007114,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_259115",-0.609541150695694,3.11402987281833,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_764621",4.47148221456348,1.57788919250522,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_668372",-1.91562098539532,1.86018084327731,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_210459",4.11087077581226,1.00346778671298,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_112119",2.88998073064624,2.503903377457,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_348193",-0.125132444269074,3.32144974510227,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_33608",-0.453485640651596,3.30207036773715,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_306479",-2.44927186048688,1.13586579601322,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_412348",-1.60388207710446,1.87941407005344,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_865235",1.25681298696338,2.14256333152805,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_670892",1.99936669790088,3.18168138305698,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_50522",2.04617446386157,3.38560341636691,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_446315",3.16356032811938,2.99545143882785,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_319799",3.00504463636218,3.14118884841953,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_206721",-1.87615138567151,2.63945673744235,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_168697",-4.41665751016797,-0.0369951244160143,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_99284",2.68003219091235,3.13945483009372,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_539570",1.93624776326953,3.4217090491489,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_249619",4.41518300496875,1.44853805343662,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_717839",2.69217604123889,2.97080777923618,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_371045",1.30987733327686,-1.88875163753476,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_168872",-1.88232416189374,1.64696883003269,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_815152",4.25139277898608,1.7131388072208,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_125686",2.38172572576343,3.22756599227939,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_139483",4.62198966466724,-0.0958596881195513,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_79948",-0.196604850656403,2.85387204925571,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_290575",-2.42136568105878,1.45198844711337,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_423152",0.185967979066955,3.23349808494602,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_30988",-0.528736594087494,-5.09477878768887,"Inflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406427_794197",-1.31581819332303,2.75401805679355,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_801764",-2.4833440212077,2.45473145286594,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_353381",-2.3362287906474,2.30450319091831,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_394890",2.00467270337878,3.18930052558933,"Inflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406427_5582",2.97370832883655,2.41902183334384,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_172641",0.871453580492126,3.15909336845432,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_844765",0.17563849412738,3.66000818054233,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_718701",-4.0604103235072,1.85527013580356,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_322422",1.14661115133105,2.87437557022128,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_880647",-2.47564703500928,1.80095433036838,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_672833",-2.62436420000256,1.65636967460666,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_657100",1.80923360311328,2.90537070076022,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_730321",2.43923610173999,0.176820326252321,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_762599",-1.98724431074323,2.65954111854587,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_807029",-1.68068391359509,1.64837335388217,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_330514",1.48184579335986,3.05862592498813,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_428280",-1.31289479411305,2.83963011543308,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_342667",0.890621242158996,2.80517004768405,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_700352",1.52134817563831,3.50650047103916,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_714107",2.51889389478503,3.38208507339511,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_823816",1.01122659169971,1.59073280136142,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_515948",2.57510012113391,3.11871146003757,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_792795",3.59149545156299,1.32545744220767,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_456577",1.00465291463672,2.7061476592258,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_645985",2.03667634450732,2.66184924881015,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_856238",-2.59753698385419,2.59655379097019,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_731793",-2.4865053323573,1.12776933948551,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_386251",0.675488409631836,3.55626844207797,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_695021",0.795269188516723,3.22520040313754,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_533153",1.17420857869922,3.4734771136478,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_81022",1.17022412740527,2.58533238212619,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_613136",-3.41508704698743,1.65677164833103,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_67679",-3.1281560090846,1.98211382667575,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_439757",-4.18177181757153,0.577966320915559,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_221012",-0.0370562104052433,2.76470063964877,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_93684",-2.83700984991254,0.825972426338533,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_558264",-0.697359370953453,3.15246175567661,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_403264",4.11528962575732,1.11724935810123,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_151412",-0.537568959361924,2.73919462005649,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_318344",2.02202242338,0.614830840034822,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_643560",-3.12761622942151,1.8648710135654,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_670555",0.447326359384643,3.11585592071567,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_724511",-0.216204169160736,2.74991129676853,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_670489",-1.11045272923173,3.22131775657687,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_404584",0.0413422557049862,3.25136421958957,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_92522",0.0652171941929928,3.01168917457614,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_875343",3.13788360082446,1.95496033470188,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_756931",3.64806168996631,2.46923779289279,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_680718",-1.2710586813754,2.74131368438754,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_116076",1.90306204282581,3.26228450576816,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_876930",3.37728208028613,1.78194903175388,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_29568",-2.2100183395213,2.94155954162631,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_640015",1.22255366765796,3.11476873199497,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_745719",-3.88580733812512,1.91570376197849,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_220282",1.1672245832616,1.1446094397739,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_203899",-4.44563108957471,-0.187082987622878,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_343824",1.08408719026385,2.45436738769565,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_360222",-2.28603548086346,0.0749677304461989,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_451335",0.581017789476501,3.08880542556796,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
