sample_uid,sample_id,dataset_source,source_batch,source_condition,contrast,contrast_short,condition_label,treatment_status,total_cells,compartment,feature_scope,feature,numerator_cells,denominator_cells,proportion
Merged_a5B1__M1,M1,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,14284,Epithelial,Level 3 fraction within compartment,Enteroendocrine cell,85,12386,0.00686258679153883
Merged_a5B1__M1,M1,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,14284,Epithelial,Level 3 fraction within compartment,Enteroendocrine-secretory transitional cell,96,12386,0.00775068625867916
Merged_a5B1__M1,M1,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,14284,Epithelial,Level 3 fraction within compartment,IFN-responsive absorptive colonocyte,21,12386,0.00169546261908607
Merged_a5B1__M1,M1,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,14284,Epithelial,Level 3 fraction within compartment,IFN/MHC-II-responsive epithelial,3470,12386,0.280155013725174
Merged_a5B1__M1,M1,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,14284,Epithelial,Level 3 fraction within compartment,Inflammatory Zg16+ secretory epithelial,176,12386,0.0142095914742451
Merged_a5B1__M1,M1,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,14284,Epithelial,Level 3 fraction within compartment,Injury/inflammatory epithelial,16,12386,0.00129178104311319
Merged_a5B1__M1,M1,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,14284,Epithelial,Level 3 fraction within compartment,Mature absorptive colonocyte,5614,12386,0.453253673502341
Merged_a5B1__M1,M1,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,14284,Epithelial,Level 3 fraction within compartment,Reg4+ deep-crypt secretory epithelial,876,12386,0.0707250121104473
Merged_a5B1__M1,M1,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,14284,Epithelial,Level 3 fraction within compartment,Satb2+ epithelial-like transitional cell,10,12386,0.000807363151945745
Merged_a5B1__M1,M1,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,14284,Epithelial,Level 3 fraction within compartment,Secretory-absorptive transitional epithelial,98,12386,0.0079121588890683
Merged_a5B1__M1,M1,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,14284,Epithelial,Level 3 fraction within compartment,Zg16+ secretory epithelial,59,12386,0.0047634425964799
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Epithelial,Level 3 fraction within compartment,Absorptive-secretory transitional epithelial,3,1023,0.00293255131964809
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Epithelial,Level 3 fraction within compartment,Colonocyte-like epithelial cell,3,1023,0.00293255131964809
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Epithelial,Level 3 fraction within compartment,Enteroendocrine cell,1,1023,0.000977517106549365
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Epithelial,Level 3 fraction within compartment,Enteroendocrine-secretory transitional cell,18,1023,0.0175953079178886
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Epithelial,Level 3 fraction within compartment,IFN-responsive absorptive colonocyte,1,1023,0.000977517106549365
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Epithelial,Level 3 fraction within compartment,IFN/MHC-II-responsive epithelial,5,1023,0.00488758553274682
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Epithelial,Level 3 fraction within compartment,Inflammatory Zg16+ secretory epithelial,60,1023,0.0586510263929619
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Epithelial,Level 3 fraction within compartment,Injury/inflammatory epithelial,762,1023,0.744868035190616
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Epithelial,Level 3 fraction within compartment,Mature absorptive colonocyte,88,1023,0.0860215053763441
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Epithelial,Level 3 fraction within compartment,Reg4+ deep-crypt secretory epithelial,4,1023,0.00391006842619746
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Epithelial,Level 3 fraction within compartment,Satb2+ epithelial-like transitional cell,0,1023,0
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Epithelial,Level 3 fraction within compartment,Secretory-absorptive transitional epithelial,0,1023,0
Merged_a5B1__M13,M13,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1050,Epithelial,Level 3 fraction within compartment,Zg16+ secretory epithelial,78,1023,0.0762463343108504
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Epithelial,Level 3 fraction within compartment,Absorptive-secretory transitional epithelial,0,1162,0
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Epithelial,Level 3 fraction within compartment,Colonocyte-like epithelial cell,6,1162,0.00516351118760757
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Epithelial,Level 3 fraction within compartment,Enteroendocrine cell,1,1162,0.000860585197934596
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Epithelial,Level 3 fraction within compartment,Enteroendocrine-secretory transitional cell,21,1162,0.0180722891566265
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Epithelial,Level 3 fraction within compartment,IFN-responsive absorptive colonocyte,0,1162,0
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Epithelial,Level 3 fraction within compartment,IFN/MHC-II-responsive epithelial,11,1162,0.00946643717728055
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Epithelial,Level 3 fraction within compartment,Inflammatory Zg16+ secretory epithelial,52,1162,0.044750430292599
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Epithelial,Level 3 fraction within compartment,Injury/inflammatory epithelial,831,1162,0.715146299483649
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Epithelial,Level 3 fraction within compartment,Mature absorptive colonocyte,107,1162,0.0920826161790017
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Epithelial,Level 3 fraction within compartment,Reg4+ deep-crypt secretory epithelial,9,1162,0.00774526678141136
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Epithelial,Level 3 fraction within compartment,Satb2+ epithelial-like transitional cell,0,1162,0
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Epithelial,Level 3 fraction within compartment,Secretory-absorptive transitional epithelial,0,1162,0
Merged_a5B1__M14,M14,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,1193,Epithelial,Level 3 fraction within compartment,Zg16+ secretory epithelial,124,1162,0.10671256454389
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Epithelial,Level 3 fraction within compartment,Absorptive-secretory transitional epithelial,5,5779,0.000865201591970929
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Epithelial,Level 3 fraction within compartment,Colonocyte-like epithelial cell,38,5779,0.00657553209897906
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Epithelial,Level 3 fraction within compartment,Enteroendocrine cell,7,5779,0.0012112822287593
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Epithelial,Level 3 fraction within compartment,Enteroendocrine-secretory transitional cell,67,5779,0.0115937013324105
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Epithelial,Level 3 fraction within compartment,IFN-responsive absorptive colonocyte,0,5779,0
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Epithelial,Level 3 fraction within compartment,IFN/MHC-II-responsive epithelial,98,5779,0.0169579512026302
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Epithelial,Level 3 fraction within compartment,Inflammatory Zg16+ secretory epithelial,271,5779,0.0468939262848244
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Epithelial,Level 3 fraction within compartment,Injury/inflammatory epithelial,4483,5779,0.775739747361135
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Epithelial,Level 3 fraction within compartment,Mature absorptive colonocyte,475,5779,0.0821941512372383
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Epithelial,Level 3 fraction within compartment,Reg4+ deep-crypt secretory epithelial,21,5779,0.0036338466862779
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Epithelial,Level 3 fraction within compartment,Satb2+ epithelial-like transitional cell,0,5779,0
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Epithelial,Level 3 fraction within compartment,Secretory-absorptive transitional epithelial,0,5779,0
Merged_a5B1__M15,M15,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,5874,Epithelial,Level 3 fraction within compartment,Zg16+ secretory epithelial,314,5779,0.0543346599757744
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Epithelial,Level 3 fraction within compartment,Absorptive-secretory transitional epithelial,54,77703,0.000694953862785221
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Epithelial,Level 3 fraction within compartment,Colonocyte-like epithelial cell,331,77703,0.00425980978855385
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Epithelial,Level 3 fraction within compartment,Enteroendocrine cell,90,77703,0.00115825643797537
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Epithelial,Level 3 fraction within compartment,Enteroendocrine-secretory transitional cell,1121,77703,0.0144267274107821
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Epithelial,Level 3 fraction within compartment,IFN-responsive absorptive colonocyte,20,77703,0.000257390319550082
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Epithelial,Level 3 fraction within compartment,IFN/MHC-II-responsive epithelial,543,77703,0.00698814717578472
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Epithelial,Level 3 fraction within compartment,Inflammatory Zg16+ secretory epithelial,4144,77703,0.0533312742107769
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Epithelial,Level 3 fraction within compartment,Injury/inflammatory epithelial,54752,77703,0.704631738800304
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Epithelial,Level 3 fraction within compartment,Mature absorptive colonocyte,9600,77703,0.123547353384039
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Epithelial,Level 3 fraction within compartment,Reg4+ deep-crypt secretory epithelial,513,77703,0.0066020616964596
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Epithelial,Level 3 fraction within compartment,Satb2+ epithelial-like transitional cell,0,77703,0
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Epithelial,Level 3 fraction within compartment,Secretory-absorptive transitional epithelial,0,77703,0
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Epithelial,Level 3 fraction within compartment,Zg16+ secretory epithelial,6535,77703,0.0841022869129892
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Epithelial,Level 3 fraction within compartment,Absorptive-secretory transitional epithelial,0,751,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Epithelial,Level 3 fraction within compartment,Colonocyte-like epithelial cell,4,751,0.00532623169107856
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Epithelial,Level 3 fraction within compartment,Enteroendocrine cell,2,751,0.00266311584553928
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Epithelial,Level 3 fraction within compartment,Enteroendocrine-secretory transitional cell,11,751,0.014647137150466
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Epithelial,Level 3 fraction within compartment,IFN-responsive absorptive colonocyte,0,751,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Epithelial,Level 3 fraction within compartment,IFN/MHC-II-responsive epithelial,6,751,0.00798934753661784
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Epithelial,Level 3 fraction within compartment,Inflammatory Zg16+ secretory epithelial,44,751,0.0585885486018642
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Epithelial,Level 3 fraction within compartment,Injury/inflammatory epithelial,533,751,0.709720372836218
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Epithelial,Level 3 fraction within compartment,Mature absorptive colonocyte,71,751,0.0945406125166445
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Epithelial,Level 3 fraction within compartment,Reg4+ deep-crypt secretory epithelial,1,751,0.00133155792276964
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Epithelial,Level 3 fraction within compartment,Satb2+ epithelial-like transitional cell,0,751,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Epithelial,Level 3 fraction within compartment,Secretory-absorptive transitional epithelial,0,751,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Epithelial,Level 3 fraction within compartment,Zg16+ secretory epithelial,79,751,0.105193075898802
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Epithelial,Level 3 fraction within compartment,Absorptive-secretory transitional epithelial,3,3754,0.00079914757591902
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Epithelial,Level 3 fraction within compartment,Colonocyte-like epithelial cell,16,3754,0.00426212040490144
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Epithelial,Level 3 fraction within compartment,Enteroendocrine cell,2,3754,0.00053276505061268
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Epithelial,Level 3 fraction within compartment,Enteroendocrine-secretory transitional cell,54,3754,0.0143846563665424
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Epithelial,Level 3 fraction within compartment,IFN-responsive absorptive colonocyte,0,3754,0
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Epithelial,Level 3 fraction within compartment,IFN/MHC-II-responsive epithelial,24,3754,0.00639318060735216
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Epithelial,Level 3 fraction within compartment,Inflammatory Zg16+ secretory epithelial,189,3754,0.0503462972828983
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Epithelial,Level 3 fraction within compartment,Injury/inflammatory epithelial,2762,3754,0.735748534896111
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Epithelial,Level 3 fraction within compartment,Mature absorptive colonocyte,327,3754,0.0871070857751731
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Epithelial,Level 3 fraction within compartment,Reg4+ deep-crypt secretory epithelial,7,3754,0.00186467767714438
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Epithelial,Level 3 fraction within compartment,Satb2+ epithelial-like transitional cell,0,3754,0
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Epithelial,Level 3 fraction within compartment,Secretory-absorptive transitional epithelial,0,3754,0
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Epithelial,Level 3 fraction within compartment,Zg16+ secretory epithelial,370,3754,0.0985615343633458
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Epithelial,Level 3 fraction within compartment,Absorptive-secretory transitional epithelial,18,5893,0.00305447140675378
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Epithelial,Level 3 fraction within compartment,Colonocyte-like epithelial cell,4,5893,0.000678771423723061
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Epithelial,Level 3 fraction within compartment,Enteroendocrine cell,5,5893,0.000848464279653827
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Epithelial,Level 3 fraction within compartment,Enteroendocrine-secretory transitional cell,142,5893,0.0240963855421687
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Epithelial,Level 3 fraction within compartment,IFN-responsive absorptive colonocyte,0,5893,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Epithelial,Level 3 fraction within compartment,IFN/MHC-II-responsive epithelial,33,5893,0.00559986424571526
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Epithelial,Level 3 fraction within compartment,Inflammatory Zg16+ secretory epithelial,253,5893,0.0429322925504836
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Epithelial,Level 3 fraction within compartment,Injury/inflammatory epithelial,358,5893,0.060750042423214
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Epithelial,Level 3 fraction within compartment,Mature absorptive colonocyte,611,5893,0.103682334973698
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Epithelial,Level 3 fraction within compartment,Reg4+ deep-crypt secretory epithelial,23,5893,0.0039029356864076
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Epithelial,Level 3 fraction within compartment,Satb2+ epithelial-like transitional cell,0,5893,0
