sample_uid,sample_id,dataset_source,source_batch,source_condition,contrast,contrast_short,condition_label,treatment_status,total_cells,compartment,feature_scope,feature,numerator_cells,denominator_cells,proportion
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Immune,Level 3 fraction within compartment,Cxcr2+ neutrophil,279,1449,0.192546583850932
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Immune,Level 3 fraction within compartment,Cycling immune cell,8,1449,0.00552104899930987
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Immune,Level 3 fraction within compartment,Follicular B cell,148,1449,0.102139406487233
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Immune,Level 3 fraction within compartment,Folr2+ resident macrophage,104,1449,0.0717736369910283
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Immune,Level 3 fraction within compartment,Foxp3+ regulatory T cell,39,1449,0.0269151138716356
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Immune,Level 3 fraction within compartment,Gamma-delta T/NK cell,59,1449,0.0407177363699103
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Immune,Level 3 fraction within compartment,Gamma-delta T/NK-like cell,159,1449,0.109730848861284
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Immune,Level 3 fraction within compartment,IL-17+ gamma-delta T cell,10,1449,0.00690131124913734
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Immune,Level 3 fraction within compartment,IL-22+ ILC3-like cell,4,1449,0.00276052449965493
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Immune,Level 3 fraction within compartment,IL-5/IL-13+ ILC2,7,1449,0.00483091787439614
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Immune,Level 3 fraction within compartment,Inflammatory monocyte/macrophage,256,1449,0.176673567977916
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Immune,Level 3 fraction within compartment,Inflammatory neutrophil,59,1449,0.0407177363699103
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Immune,Level 3 fraction within compartment,Mast cell/basophil,19,1449,0.0131124913733609
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Immune,Level 3 fraction within compartment,Mature B cell,22,1449,0.0151828847481021
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Immune,Level 3 fraction within compartment,Naive T cell,0,1449,0
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Immune,Level 3 fraction within compartment,Naive conventional T cell,10,1449,0.00690131124913734
Merged_a5B1__M16,M16,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,79762,Immune,Level 3 fraction within compartment,Plasma cell,0,1449,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Activated B cell,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Activated dendritic cell,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,C1q+ macrophage,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Ccr3+ eosinophil,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Conventional B cell,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Conventional T cell,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Conventional dendritic cell,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Cxcr2+ neutrophil,4,8,0.5
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Cycling immune cell,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Follicular B cell,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Folr2+ resident macrophage,2,8,0.25
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Foxp3+ regulatory T cell,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Gamma-delta T/NK cell,2,8,0.25
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Gamma-delta T/NK-like cell,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,IL-17+ gamma-delta T cell,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,IL-22+ ILC3-like cell,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,IL-5/IL-13+ ILC2,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Inflammatory monocyte/macrophage,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Inflammatory neutrophil,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Mast cell/basophil,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Mature B cell,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Naive T cell,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Naive conventional T cell,0,8,0
Merged_a5B1__M17,M17,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,761,Immune,Level 3 fraction within compartment,Plasma cell,0,8,0
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Activated B cell,0,35,0
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Activated dendritic cell,0,35,0
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,C1q+ macrophage,0,35,0
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Ccr3+ eosinophil,2,35,0.0571428571428571
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Conventional B cell,0,35,0
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Conventional T cell,0,35,0
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Conventional dendritic cell,2,35,0.0571428571428571
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Cxcr2+ neutrophil,5,35,0.142857142857143
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Cycling immune cell,3,35,0.0857142857142857
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Follicular B cell,2,35,0.0571428571428571
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Folr2+ resident macrophage,2,35,0.0571428571428571
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Foxp3+ regulatory T cell,0,35,0
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Gamma-delta T/NK cell,4,35,0.114285714285714
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Gamma-delta T/NK-like cell,4,35,0.114285714285714
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,IL-17+ gamma-delta T cell,1,35,0.0285714285714286
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,IL-22+ ILC3-like cell,0,35,0
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,IL-5/IL-13+ ILC2,0,35,0
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Inflammatory monocyte/macrophage,6,35,0.171428571428571
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Inflammatory neutrophil,1,35,0.0285714285714286
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Mast cell/basophil,1,35,0.0285714285714286
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Mature B cell,2,35,0.0571428571428571
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Naive T cell,0,35,0
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Naive conventional T cell,0,35,0
Merged_a5B1__M18,M18,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,3816,Immune,Level 3 fraction within compartment,Plasma cell,0,35,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Activated B cell,0,39,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Activated dendritic cell,1,39,0.0256410256410256
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,C1q+ macrophage,12,39,0.307692307692308
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Ccr3+ eosinophil,10,39,0.256410256410256
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Conventional B cell,0,39,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Conventional T cell,1,39,0.0256410256410256
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Conventional dendritic cell,1,39,0.0256410256410256
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Cxcr2+ neutrophil,5,39,0.128205128205128
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Cycling immune cell,0,39,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Follicular B cell,1,39,0.0256410256410256
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Folr2+ resident macrophage,2,39,0.0512820512820513
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Foxp3+ regulatory T cell,0,39,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Gamma-delta T/NK cell,0,39,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Gamma-delta T/NK-like cell,1,39,0.0256410256410256
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,IL-17+ gamma-delta T cell,0,39,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,IL-22+ ILC3-like cell,0,39,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,IL-5/IL-13+ ILC2,0,39,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Inflammatory monocyte/macrophage,3,39,0.0769230769230769
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Inflammatory neutrophil,0,39,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Mast cell/basophil,1,39,0.0256410256410256
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Mature B cell,0,39,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Naive T cell,0,39,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Naive conventional T cell,0,39,0
Merged_a5B1__M19,M19,Merged_a5B1,I1,DSS+ a5B1_inhibitor,alpha5beta1 blockade during DSS,alpha5beta1 blockade,DSS + alpha5beta1 blockade,Treatment,6054,Immune,Level 3 fraction within compartment,Plasma cell,1,39,0.0256410256410256
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,Activated B cell,0,686,0
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,Activated dendritic cell,3,686,0.0043731778425656
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,C1q+ macrophage,150,686,0.21865889212828
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,Ccr3+ eosinophil,6,686,0.0087463556851312
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,Conventional B cell,7,686,0.0102040816326531
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,Conventional T cell,51,686,0.0743440233236152
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,Conventional dendritic cell,10,686,0.0145772594752187
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,Cxcr2+ neutrophil,19,686,0.0276967930029155
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,Cycling immune cell,6,686,0.0087463556851312
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,Follicular B cell,55,686,0.0801749271137026
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,Folr2+ resident macrophage,28,686,0.0408163265306122
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,Foxp3+ regulatory T cell,5,686,0.00728862973760933
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,Gamma-delta T/NK cell,153,686,0.223032069970846
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,Gamma-delta T/NK-like cell,136,686,0.198250728862974
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,IL-17+ gamma-delta T cell,0,686,0
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,IL-22+ ILC3-like cell,4,686,0.00583090379008746
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,IL-5/IL-13+ ILC2,2,686,0.00291545189504373
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,Inflammatory monocyte/macrophage,21,686,0.0306122448979592
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,Inflammatory neutrophil,7,686,0.0102040816326531
Merged_a5B1__M2,M2,Merged_a5B1,CD1,Control,DSS induction in a5B1 cohort,DSS induction,Control,Reference,29338,Immune,Level 3 fraction within compartment,Mast cell/basophil,3,686,0.0043731778425656
